Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_down_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2019-01-02,187.17,187.69,188.95,184.30,187.17,3478200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187.17,0.00,0.00,0.00,False,False,187.17,1010000.00,0,1010000.00,0.00,0.00,0.00,1010000,Monthly invest,0.00,0.00,0.00,CI,0.00
2019-01-03,185.57,186.00,188.75,184.51,185.57,3614700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187.17,0.00,0.00,-0.05,False,False,185.57,1010000.00,0,1010000.00,0.00,0.00,0.00,1010000,,0.00,0.00,0.00,CI,0.00
2019-01-04,188.69,186.89,191.13,185.30,188.69,2936200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.69,0.00,0.00,0.02,False,False,185.57,1010000.00,0,1010000.00,0.00,0.00,0.00,1010000,,0.00,0.00,0.00,CI,0.00
2019-01-07,186.50,188.60,189.69,186.28,186.50,2340700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.69,0.00,0.00,-0.01,False,False,185.57,1007487.85,0,505056.85,502431.00,2694.00,-0.25,1010000,week +buy 50% ,0.00,0.00,0.00,CI,-0.25
2019-01-08,189.93,187.52,190.27,185.01,189.93,3097300,0.00,0.00,187.57,0.00,0.00,0.00,0.00,189.93,0.00,0.00,0.09,False,False,185.57,1016728.25,0,505056.85,511671.40,2694.00,0.67,1010000,,0.00,0.00,0.00,CI,0.23
2019-01-09,190.35,191.07,191.07,187.09,190.35,4118500,0.00,0.00,188.21,0.00,0.00,0.00,0.00,190.35,0.00,0.00,0.16,False,False,185.57,1017859.76,0,505056.85,512802.92,2694.00,0.78,1010000,,0.00,0.00,0.00,CI,0.47
2019-01-10,191.78,190.13,191.95,188.21,191.78,2646300,0.00,0.00,189.45,0.00,0.00,0.00,0.00,191.78,0.00,0.00,0.25,False,False,185.57,1021712.16,0,505056.85,516655.32,2694.00,1.16,1010000,,0.00,0.00,0.00,CI,0.68
2019-01-11,194.66,189.86,194.83,189.55,194.66,3923700,0.00,0.00,190.64,0.00,0.00,0.00,0.00,194.66,0.00,0.00,0.38,False,False,185.57,1029470.89,0,505056.85,524414.05,2694.00,1.93,1010000,,0.00,0.00,0.00,CI,0.65
2019-01-14,192.05,193.68,194.59,191.68,192.05,2489900,0.00,0.00,191.75,0.00,0.00,0.00,0.00,194.66,0.00,0.00,0.36,False,False,185.57,1021183.55,0,252599.43,768584.11,4002.00,1.11,1010000,week +buy 50% ,0.00,0.00,0.00,CI,0.25
2019-01-15,196.55,192.34,197.33,191.85,196.55,2946000,0.00,0.00,193.08,0.00,0.00,0.00,0.00,196.55,0.00,0.00,0.47,False,False,185.57,1039192.55,0,252599.43,786593.11,4002.00,2.89,1010000,,0.00,0.00,0.00,CI,1.13
