Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,MRI_RISK,rate_vs,shares_vs,Close_vs
2016-01-21,13.33133316040039,13.436667442321776,13.548666954040527,13.001333236694336,13.33133316040039,47493000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,13.5275,0.0,0.0,0.0,0.0,14.895333290100098,-0.8145,TSLA,0.6,Hold,0.6,0.0,0,171.14999389648438
2016-01-22,13.50333309173584,13.653332710266112,13.699999809265137,13.268667221069336,13.50333309173584,46861500,2000.0,0,2000.0,0.0,0,0.0,2000,,26.603839215291146,13.4791,0.0,0.0,0.0,0.0,14.895333290100098,-0.6457,TSLA,0.6,Hold,0.6,0.0,0,174.66000366210938
2016-01-25,13.092000007629396,13.337332725524902,13.571332931518556,13.058667182922363,13.092000007629396,40480500,2000.0,0,2000.0,0.0,0,0.0,2000,,23.3694414377847,13.3643,0.0,0.0,0.0,0.0,14.895333290100098,-0.679,TSLA,0.6,Hold,0.6,0.0,0,172.07000732421875
2016-01-26,12.904000282287598,13.113332748413086,13.187999725341797,12.592000007629396,12.904000282287598,74463000,2000.0,0,2000.0,0.0,0,0.0,2000,,22.110164678552778,13.2155,0.0,0.0,0.0,0.0,14.895333290100098,-0.7349,TSLA,0.6,Hold,0.6,0.0,0,174.39999389648438
2016-01-27,12.538000106811523,12.825332641601562,12.883999824523926,12.38466739654541,12.538000106811523,54258000,2000.0,0,2000.0,0.0,0,0.0,2000,,21.66512665202562,13.0737,0.0,0.0,0.0,0.0,14.895333290100098,-0.8864,TSLA,0.6,Hold,0.6,0.0,0,172.4199981689453
2016-01-28,12.646666526794434,12.719332695007324,12.751999855041504,12.160667419433594,12.646666526794434,68892000,2000.0,0,2000.0,0.0,0,0.0,2000,,25.467932210651256,12.9368,0.0,0.0,0.0,0.0,14.895333290100098,-0.8651,TSLA,0.6,Hold,0.6,-0.2167000007629371,5,173.36000061035156
2016-01-29,12.74666690826416,12.66333293914795,12.916000366210938,12.538666725158691,12.74666690826416,42784500,2000.0,0,2000.0,0.0,0,0.0,2000,,30.096494870977796,12.7855,0.0,0.0,0.0,0.0,14.895333290100098,-0.7361,TSLA,0.6,Hold,0.6,0.7474873466491783,8,177.75
2016-02-01,13.129332542419434,12.583999633789062,13.3013334274292,12.18333339691162,13.129332542419434,79464000,3000.0,0,3000.0,0.0,0,0.0,3000,"Monthly invest 33.3% of total investment ($1,000.00)",39.57575033575908,12.7929,13.6121,0.0,0.0,0.0,14.895333290100098,-0.4066,TSLA,0.7,Hold,0.7,0.4556572545369564,8,177.58999633789062
2016-02-02,12.185333251953123,12.82800006866455,12.874667167663574,12.01533317565918,12.185333251953123,86604000,3000.0,0,3000.0,0.0,0,0.0,3000,,28.87989092812211,12.6492,13.4766,0.0,0.0,0.0,14.895333290100098,-0.608,TSLA,0.6,Hold,0.6,-0.5192564010620071,12,174.3699951171875
2016-02-03,11.565333366394045,12.239333152770996,12.262666702270508,11.345333099365234,11.565333366394045,118971000,3000.0,0,3000.0,0.0,0,0.0,3000,,29.04231622848785,12.4547,13.3101,0.0,0.0,0.0,14.895333290100098,-0.9852,TSLA,0.6,Hold,0.6,-0.1697180252075103,14,175.38999938964844
2016-02-04,11.68866729736328,11.380000114440918,11.732000350952148,11.13266658782959,11.68866729736328,65781000,3000.0,0,3000.0,0.0,0,0.0,3000,,24.28737872597345,12.2631,13.1644,0.0,0.0,0.0,14.895333290100098,-1.0893,TSLA,0.6,Hold,0.6,-0.0963191223144366,15,175.61000061035156
2016-02-05,10.84000015258789,11.420000076293944,11.533332824707031,10.515999794006348,10.84000015258789,141564000,3000.0,0,3000.0,0.0,0,0.0,3000,,20.369065265579597,11.8817,12.9876,0.0,0.0,0.0,14.895333290100098,-1.5049,TSLA,0.6,Hold,0.6,-1.7750389811197809,16,172.30999755859375
2016-02-08,9.866000175476074,10.473333358764648,10.476667404174805,9.733332633972168,9.866000175476074,139695000,3000.0,0,3000.0,0.0,0,0.0,3000,,16.967501206947574,11.2291,12.7776,0.0,0.0,0.0,14.895333290100098,-2.1812,TSLA,0.6,Hold,0.6,-3.0390363769531192,16,169.94000244140625
2016-02-09,9.883333206176758,9.48799991607666,10.652667045593262,9.403332710266112,9.883333206176758,129774000,3000.0,0,3000.0,0.0,0,0.0,3000,,18.51203185375668,10.7687,12.5789,0.0,0.0,0.0,14.895333290100098,-2.4798,TSLA,0.6,Hold,0.6,-3.012368082682282,16,169.99000549316406
2016-02-10,9.57800006866455,10.033332824707031,10.33133316040039,9.449333190917969,9.57800006866455,156097500,3000.0,0,3000.0,0.0,0,0.0,3000,,16.255087260024382,10.3712,12.3579,0.0,0.0,0.0,14.895333290100098,-2.6918,TSLA,0.6,Hold,0.6,-3.071035074869788,16,169.8800048828125
2016-02-11,10.031332969665527,10.133333206176758,10.883999824523926,9.800000190734863,10.031332969665527,213786000,3000.0,0,3000.0,0.0,0,0.0,3000,,20.28752898484248,10.0397,12.1918,0.0,0.0,0.0,14.895333290100098,-2.4085,TSLA,0.6,Hold,0.6,-4.2337059733072895,16,167.6999969482422
2016-02-12,10.06933307647705,10.333333015441896,10.46733283996582,9.579999923706056,10.06933307647705,108537000,3000.0,0,3000.0,0.0,0,0.0,3000,,22.367127520265825,9.8856,12.008,0.0,0.0,0.0,14.895333290100098,-2.0419,TSLA,0.6,Hold,0.6,-2.3990380045572857,16,171.13999938964844
2016-02-16,10.344667434692385,10.579999923706056,10.863332748413086,10.27400016784668,10.344667434692385,83907000,3000.0,0,3000.0,0.0,0,0.0,3000,,26.970609037503426,9.9813,11.8419,0.0,0.0,0.0,14.895333290100098,-1.4956,TSLA,0.6,Hold,0.6,-0.8683739420572878,16,174.00999450683594
2016-02-17,11.245332717895508,10.600000381469728,11.28933334350586,10.445332527160645,11.245332717895508,87378000,3000.0,0,3000.0,0.0,0,0.0,3000,,39.38928711440212,10.2537,11.7218,0.0,0.0,0.0,14.895333290100098,-0.4918,TSLA,0.6,Hold,0.6,0.6516293131510587,16,176.86000061035156
2016-02-18,11.118000030517578,11.494667053222656,11.529999732971191,10.98466682434082,11.118000030517578,58314000,2992.5509399795537,0,1502.738935890198,1489.8120040893555,134,-0.24830200068154396,3000,cash_50%_Buy 50% of cash (134 shares - Caution - MRI:0.60),37.49044959595254,10.5617,11.6153,0.0,0.0,0.0,14.895333290100098,0.1606,TSLA,0.6,Hold,0.6,0.2516293131510583,16,176.11000061035156
2016-02-19,11.10533332824707,10.910667419433594,11.166000366210938,10.833333015441896,11.10533332824707,44391000,2987.133315210343,0,754.9613162326817,2232.171998977661,201,-0.42888949298857115,3000,cash_25%_Buy 50% of cash (67 shares - Caution - MRI:0.60),36.37369143534326,10.7765,11.504,0.0,0.0,0.0,14.895333290100098,0.6236,TSLA,0.6,Hold,0.6,0.230299560546876,16,176.07000732421875
2016-02-22,11.849332809448242,11.341333389282228,11.927332878112791,11.32333278656006,11.849332809448242,75901500,3136.6772109317785,0,754.9613162326817,2381.7158946990967,201,4.555907031059281,3000,,39.97493616400215,11.1325,11.4213,0.0,0.0,0.0,14.895333290100098,1.3753,TSLA,0.7,Hold,0.7,1.5742937011718805,16,178.58999633789062
2016-02-23,11.814000129699709,11.744000434875488,12.11533260345459,11.57866668701172,11.814000129699709,89766000,3127.74417228222,0,386.89614219188735,2740.8480300903325,232,4.258139076073997,3000,cash_12%_Buy 50% of cash (31 shares - Caution - MRI:0.60),46.60903512984255,11.4264,11.3574,0.0,0.0,0.0,14.895333290100098,1.8191,TSLA,0.6,Hold,0.6,0.3796322428385457,16,176.35000610351562
2016-02-24,11.93333339691162,11.516667366027832,11.966667175292969,11.189332962036133,11.93333339691162,80934000,3154.4748236036303,0,195.00814116954854,2959.4666824340816,248,5.149160786787665,3000,cash_6%_Buy 50% of cash (16 shares - Caution - MRI:0.60),53.6987420619234,11.564,11.3089,0.0,0.0,0.0,14.895333290100098,2.1296,TSLA,0.6,Hold,0.6,0.8222917480468883,16,177.17999267578125
2016-02-25,12.495332717895508,11.90999984741211,12.567999839782717,11.68000030517578,12.495332717895508,86260500,3293.8506552076346,0,195.00814116954854,3098.842514038086,248,9.795021840254492,3000,,57.45073188675419,11.8395,11.3068,0.0,0.0,0.0,14.895333290100098,2.5798,TSLA,0.7,Hold,0.7,1.958294352213552,16,179.30999755859375
2016-02-26,12.689332962036133,12.579999923706056,12.800000190734863,12.333333015441896,12.689332962036133,90976500,3341.9627157545096,0,195.00814116954854,3146.954574584961,248,11.398757191816976,3000,,69.43122196792672,12.1563,11.3089,0.0,0.0,0.0,14.895333290100098,2.8782,TSLA,0.7,Hold,0.7,1.7822933756510562,16,178.97999572753906
2016-02-29,12.795332908630373,12.826666831970217,13.09000015258789,12.614666938781738,12.795332908630373,67485000,3368.250702509881,0,195.00814116954854,3173.2425613403325,248,12.275023416996046,3000,,87.64567404702753,12.3455,11.3113,0.0,0.0,0.0,14.895333290100098,3.0096,TSLA,0.6,Hold,0.6,0.9289649251302156,16,177.3800048828125
2016-03-01,12.423333168029783,12.949999809265137,13.063332557678224,12.18000030517578,12.423333168029783,100683000,4275.994766840935,0,1195.0081411695485,3080.9866256713863,248,6.899869171023365,4000,"Monthly invest 25.0% of total investment ($1,000.00)",79.9152250530208,12.4673,11.276,0.0,0.0,0.0,14.895333290100098,2.7675,TSLA,0.7,Hold,0.7,2.444721740722655,16,181.75
2016-03-02,12.555999755859377,12.248666763305664,12.567999839782717,12.100000381469728,12.555999755859377,72936000,4308.896080622674,0,1195.0081411695485,3113.8879394531255,248,7.722402015566865,4000,,86.56083823498761,12.5919,11.2946,0.0,0.0,0.0,14.895333290100098,2.5701,TSLA,0.7,Hold,0.7,2.7527234497070285,16,182.5200042724609
2016-03-03,13.04933261871338,12.552000045776367,13.161333084106444,12.281332969665527,13.04933261871338,72435000,4431.242630610467,0,1195.0081411695485,3236.2344894409184,248,10.781065765261676,4000,,86.6915481722644,12.7027,11.3688,0.0,0.0,0.0,14.895333290100098,2.5934,TSLA,0.7,Hold,0.7,3.0207227172851514,16,183.19000244140625
2016-03-04,13.402667045593262,13.199999809265137,13.60200023651123,13.166666984558104,13.402667045593262,97336500,4518.869568476677,0,1195.0081411695485,3323.861427307129,248,12.971739211916923,4000,,87.63929295391947,12.8453,11.4545,0.0,0.0,0.0,14.895333290100098,2.668,TSLA,0.7,Hold,0.7,3.256721252441408,16,183.77999877929688
2016-03-07,13.685999870300291,13.178667068481444,13.979999542236328,13.15999984741211,13.685999870300291,79941000,4589.136109004021,0,1195.0081411695485,3394.127967834472,248,14.72840272510052,4000,,87.6615803274614,13.0235,11.5968,0.0,0.0,0.0,14.895333290100098,2.7235,TSLA,0.7,Hold,0.7,3.336720031738283,16,183.97999572753903
2016-03-08,13.506667137145996,13.56666660308838,13.833333015441896,13.479999542236328,13.506667137145996,62680500,4544.661591181755,0,1195.0081411695485,3349.653450012207,248,13.61653977954389,4000,,80.43794432348072,13.2401,11.7788,0.0,0.0,0.0,14.895333290100098,2.5223,TSLA,0.7,Hold,0.7,2.508723205566365,16,181.9100036621093
2016-03-09,13.914667129516602,13.63466739654541,13.958000183105469,13.519332885742188,13.914667129516602,48129000,4645.845589289665,0,1195.0081411695485,3450.837448120117,248,16.146139732241636,4000,,84.99919320343113,13.5119,11.9804,0.0,0.0,0.0,14.895333290100098,2.4616,TSLA,0.7,Hold,0.7,2.908723205566366,16,182.9100036621093
2016-03-10,13.678667068481444,14.0,14.219332695007324,13.378000259399414,13.678667068481444,77887500,4587.317574152947,0,1195.0081411695485,3392.309432983398,248,14.682939353823677,4000,,80.49939076632324,13.6377,12.1854,0.0,0.0,0.0,14.895333290100098,2.1651,TSLA,0.7,Hold,0.7,2.948719543457057,16,183.009994506836
2016-03-11,13.833333015441896,13.862000465393066,13.961333274841309,13.68866729736328,13.833333015441896,50146500,4625.674728999139,0,1195.0081411695485,3430.6665878295903,248,15.641868224978484,4000,,77.33286665620847,13.7239,12.3755,0.0,0.0,0.0,14.895333290100098,1.9267,TSLA,0.7,Hold,0.7,4.136720031738284,16,185.97999572753903
2016-03-14,14.34333324432373,14.17666721343994,14.447999954223633,14.042667388916016,14.34333324432373,60985500,4752.154785761833,0,1195.0081411695485,3557.146644592285,248,18.803869644045832,4000,,80.81547555697247,13.8553,12.5892,0.0,0.0,0.0,14.895333290100098,1.9023,TSLA,0.7,Hold,0.7,4.024720520019542,16,185.6999969482422
2016-03-15,14.555999755859377,14.284667015075684,14.597999572753906,14.100000381469728,14.555999755859377,47707500,4804.896080622674,0,1195.0081411695485,3609.8879394531255,248,20.122402015566855,4000,,81.24206896222658,14.0652,12.7998,0.0,0.0,0.0,14.895333290100098,1.8602,TSLA,0.7,Hold,0.7,3.928724426269548,16,185.4600067138672
2016-03-16,14.795332908630373,14.533332824707031,14.838666915893556,14.468000411987305,14.795332908630373,52750500,4864.250702509881,0,1195.0081411695485,3669.2425613403325,248,21.60626756274704,4000,,79.67998570472524,14.2413,12.9773,0.0,0.0,0.0,14.895333290100098,1.8154,TSLA,0.8,Buy,0.8,4.372724670410166,16,186.57000732421875
2016-03-17,15.092000007629396,14.764666557312012,15.233332633972168,14.666666984558104,15.092000007629396,56743500,4937.824143061639,0,1195.0081411695485,3742.8160018920903,248,23.445603576540975,4000,,80.20450613650283,14.524,13.176,0.0,0.0,0.0,15.092000007629396,1.791,TSLA,0.8,Buy,0.8,4.844721740722657,16,187.75
2016-03-18,15.515999794006348,15.273332595825195,15.631999969482422,15.20400047302246,15.515999794006348,70677000,5042.9760900831225,0,1195.0081411695485,3847.967948913574,248,26.074402252078066,4000,,81.67004219821476,14.8605,13.3965,0.0,0.0,0.0,15.515999794006348,1.8304,TSLA,0.8,Buy,0.8,5.124720520019532,16,188.4499969482422
2016-03-21,15.887999534606934,15.689332962036133,15.991999626159668,15.666666984558104,15.887999534606934,79617000,5135.232025752068,0,1195.0081411695485,3940.2238845825195,248,28.380800643801685,4000,,90.33060078836904,15.1695,13.5984,0.0,0.0,0.0,15.887999534606934,1.8738,TSLA,0.8,Buy,0.8,5.239120031738276,16,187.72999572753903
2016-03-22,15.616000175476074,15.814000129699709,15.932666778564451,15.503999710083008,15.616000175476074,64740000,5067.776184687615,0,1195.0081411695485,3872.7680435180664,248,26.694404617190372,4000,,84.50092181150315,15.3815,13.7885,0.0,0.0,0.0,15.887999534606934,1.6274,TSLA,0.8,Buy,0.8,5.199123693847652,16,187.6300048828125
2016-03-23,14.838666915893556,15.4913330078125,15.648667335510254,14.802000045776367,14.838666915893556,74232000,4874.997536311151,0,1195.0081411695485,3679.989395141602,248,21.874938407778764,4000,,68.96017465261379,15.3901,13.9338,0.0,0.0,0.0,15.887999534606934,0.9975,TSLA,0.8,Buy,0.8,4.71911881103515,16,186.42999267578125
2016-03-24,15.18333339691162,14.385333061218262,15.259332656860352,14.333333015441896,15.18333339691162,74413500,4960.47482360363,0,1195.0081411695485,3765.4666824340816,248,24.011870590090755,4000,,68.90305115220531,15.4084,14.0682,0.0,0.0,0.0,15.887999534606934,0.6534,TSLA,0.8,Buy,0.8,4.667122961425774,16,186.3000030517578
2016-03-28,15.350666999816896,15.440667152404783,15.654000282287598,15.0,15.350666999816896,58885500,5001.973557124139,0,1195.0081411695485,3806.9654159545903,248,25.04933892810348,4000,,68.11784795842198,15.3753,14.2013,0.0,0.0,0.0,15.887999534606934,0.4257,TSLA,0.7,Hold,0.7,4.71911881103515,16,186.42999267578125
2016-03-29,15.342000007629396,15.326000213623049,15.491999626159668,15.022000312805176,15.342000007629396,60214500,4999.824143061639,0,1195.0081411695485,3804.8160018920903,248,24.99560357654098,4000,,70.7460437238584,15.2661,14.3286,0.0,0.0,0.0,15.887999534606934,0.2055,TSLA,0.8,Buy,0.8,5.435122229003908,16,188.22000122070312
2016-03-30,15.12600040435791,15.672666549682615,15.699999809265137,15.100000381469728,15.12600040435791,60495000,4946.25624145031,0,1195.0081411695485,3751.2481002807617,248,23.65640603625776,4000,,64.31385347293013,15.1681,14.4637,13.1173,0.0,0.0,15.887999534606934,-0.0867,TSLA,0.8,Buy,0.8,5.751119543457062,16,189.009994506836
2016-03-31,15.317999839782717,15.28933334350586,15.82800006866455,15.000666618347168,15.317999839782717,120193500,4993.872101435662,0,1195.0081411695485,3798.8639602661137,248,24.846802535891555,4000,,69.57491171751428,15.264,14.6018,13.1243,0.0,0.0,15.887999534606934,-0.2327,TSLA,0.8,Buy,0.8,5.5711207641601534,16,188.5599975585937
2016-04-01,15.839332580566406,16.32200050354004,16.52666664123535,15.550000190734863,15.839332580566406,239962500,6123.162621150017,0,2195.0081411695483,3928.1544799804688,248,22.463252423000334,5000,"Monthly invest 20.0% of total investment ($1,000.00)",72.02459869329388,15.3952,14.7413,13.1401,0.0,0.0,15.887999534606934,-0.1407,TSLA,0.8,Buy,0.8,4.844098759765614,16,189.7700042724609
2016-04-04,16.465999603271484,16.607999801635742,16.808000564575195,16.242666244506836,16.465999603271484,202129500,6278.576042780876,0,2195.0081411695483,4083.567901611328,248,25.571520855617536,5000,,72.72338580926329,15.6183,14.8945,13.1711,0.0,0.0,16.465999603271484,0.134,TSLA,0.8,Buy,0.8,4.6520968066406265,16,189.1699981689453
2016-04-05,17.031333923339844,16.03333282470703,17.104000091552734,16.0,17.031333923339844,149230500,6418.7789541578295,0,2195.0081411695483,4223.770812988281,248,28.375579083156598,5000,,74.63836626642714,15.9561,15.0618,13.2154,0.0,0.0,17.031333923339844,0.4738,TSLA,0.7,Hold,0.7,4.03769739257811,16,187.25
2016-04-06,17.69466781616211,16.931333541870117,17.849332809448242,16.89666748046875,17.69466781616211,175582500,6583.285759577751,0,2195.0081411695483,4388.277618408203,248,31.665715191555034,5000,,76.61242417860262,16.4699,15.2712,13.2758,0.0,0.0,17.69466781616211,0.8656,TSLA,0.8,Buy,0.8,4.6904952441406245,16,189.2899932861328
2016-04-07,17.14666748046875,17.76333236694336,17.95599937438965,16.96733283996582,17.14666748046875,132843000,6447.381676325798,0,2195.0081411695483,4252.37353515625,248,28.947633526515972,5000,,68.02761616839469,16.8356,15.4328,13.3307,0.0,0.0,17.69466781616211,0.7778,TSLA,0.7,Hold,0.7,3.976896611328118,16,187.0599975585937
2016-04-08,16.67133331298828,17.366666793823242,17.38800048828125,16.534666061401367,16.67133331298828,110458500,6329.498802790642,0,2195.0081411695483,4134.490661621094,248,26.589976055812837,5000,,60.04637675967395,17.002,15.5824,13.3752,0.0,0.0,17.69466781616211,0.4336,TSLA,0.7,Hold,0.7,4.140099736328118,16,187.57000732421875
2016-04-11,16.661333084106445,16.733333587646484,17.266000747680664,16.35333251953125,16.661333084106445,137425500,6327.018746027947,0,2195.0081411695483,4132.010604858398,248,26.54037492055894,5000,,57.17644156029431,17.0411,15.7238,13.4304,0.0,0.0,17.69466781616211,0.1348,TSLA,0.7,Hold,0.7,3.983297978515621,16,187.0800018310547
2016-04-12,16.521333694458008,16.633333206176758,16.786666870117188,16.242000579833984,16.521333694458008,86448000,6292.298897395134,0,2195.0081411695483,4097.290756225586,248,25.84597794790269,5000,,58.6123788560883,16.9391,15.8327,13.4766,0.0,0.0,17.69466781616211,-0.1706,TSLA,0.8,Buy,0.8,4.565695439453132,16,188.8999938964844
2016-04-13,16.968666076660156,16.567333221435547,17.03333282470703,16.488666534423828,16.968666076660156,73884000,6403.237328181267,0,2195.0081411695483,4208.229187011719,248,28.06474656362534,5000,,71.6199645092256,16.7939,15.9533,13.5317,0.0,0.0,17.69466781616211,-0.233,TSLA,0.8,Buy,0.8,5.170495244140616,16,190.7899932861328
2016-04-14,16.790666580200195,16.866666793823242,17.12266731262207,16.73666763305664,16.790666580200195,61983000,6345.493013129235,0,4901.495687232018,1443.9973258972168,86,26.909860262584708,5000,cash_77%_Sell 65.3% of holdings (162 shares - Very Risky - MRI:0.80),66.88611594416057,16.7227,16.0531,13.584,0.0,0.0,17.69466781616211,-0.3852,TSLA,0.8,Buy,0.8,5.164098759765623,16,190.7700042724609
2016-04-15,16.96733283996582,16.753999710083008,16.97333335876465,16.607999801635742,16.96733283996582,56286000,6359.074414849282,0,5222.263114571572,1136.81130027771,67,27.181488296985634,5000,cash_82%_Sell 22.1% of holdings (19 shares - Very Risky - MRI:0.80),66.95092243299362,16.7819,16.1469,13.6461,0.0,0.0,17.69466781616211,-0.4458,TSLA,0.8,Buy,0.8,5.096896611328128,16,190.5599975585937
2016-04-18,16.92533302307129,16.815332412719727,17.220666885375977,16.777332305908203,16.92533302307129,64071000,6355.329533801079,0,5407.510884509087,947.8186492919922,56,27.10659067602159,5000,cash_85%_Sell 16.4% of holdings (11 shares - Very Risky - MRI:0.80),66.4861861182568,16.8347,16.2173,13.706,0.0,0.0,17.69466781616211,-0.5298,TSLA,0.8,Buy,0.8,5.538498173828121,16,191.94000244140625
2016-04-19,16.4913330078125,16.874666213989258,16.95800018310547,16.083332061767578,16.4913330078125,95362500,6330.365879626274,0,5538.781895251274,791.583984375,48,26.607317592525483,5000,cash_87%_Sell 14.3% of holdings (8 shares - Very Risky - MRI:0.80),63.59893165669013,16.8287,16.2475,13.7558,0.0,0.0,17.69466781616211,-0.7729,TSLA,0.8,Buy,0.8,5.724098759765628,16,192.5200042724609
2016-04-20,16.6646671295166,16.417333602905273,16.910667419433594,16.100000381469727,16.6646671295166,77911500,6338.185977454185,0,5638.269958014488,699.9160194396973,42,26.763719549083696,5000,cash_89%_Sell 12.5% of holdings (6 shares - Very Risky - MRI:0.80),63.46308043488912,16.7679,16.2999,13.8153,0.0,0.0,17.69466781616211,-0.8659,TSLA,0.8,Buy,0.8,5.775295048828122,16,192.67999267578125
2016-04-21,16.55266761779785,16.599332809448242,16.726667404174805,16.46066665649414,16.55266761779785,41746500,6333.150944609642,0,5704.149575133323,629.0013694763184,38,26.663018892192824,5000,cash_90%_Sell 9.5% of holdings (4 shares - Very Risky - MRI:0.80),57.76714816963935,16.7203,16.3856,13.8761,0.0,0.0,17.69466781616211,-0.9684,TSLA,0.8,Buy,0.8,5.432897587890628,16,191.6100006103516
2016-04-22,16.916667938232422,16.592666625976562,16.933332443237305,16.380666732788086,16.916667938232422,56794500,6346.729206767081,0,5754.645828928947,592.0833778381348,35,26.934584135341623,5000,cash_91%_Sell 7.9% of holdings (3 shares - Very Risky - MRI:0.80),55.20482258930011,16.7101,16.4723,13.9491,0.0,0.0,17.69466781616211,-0.8858,TSLA,0.8,Buy,0.8,5.448898564453097,16,191.6600036621093
2016-04-25,16.788000106811523,16.867332458496094,17.158666610717773,16.71733283996582,16.788000106811523,55054500,6341.974012665748,0,5804.758009247779,537.2160034179688,32,26.839480253314953,5000,cash_92%_Sell 8.6% of holdings (3 shares - Very Risky - MRI:0.80),46.874459485349206,16.6827,16.5442,14.0181,0.0,0.0,17.69466781616211,-0.8798,TSLA,0.8,Buy,0.8,5.349699345703129,16,191.3500061035156
2016-04-26,16.916000366210938,16.803333282470703,17.048667907714844,16.625999450683594,16.916000366210938,48357000,6346.070020966529,0,5804.758009247779,541.31201171875,32,26.921400419330578,5000,,38.40348594769942,16.7676,16.6229,14.0876,0.0,0.0,17.69466781616211,-0.8213,TSLA,0.8,Buy,0.8,5.439298955078131,16,191.6300048828125
2016-04-27,16.764667510986328,16.850000381469727,17.0,16.626667022705078,16.764667510986328,48087000,6341.227369599342,0,5804.758009247779,536.4693603515625,32,26.82454739198683,5000,,43.54875077468591,16.7876,16.7048,14.1482,0.0,0.0,17.69466781616211,-0.8381,TSLA,0.8,Buy,0.8,5.567297001953131,16,192.02999877929688
