Date,rate_SPOT_5D,rate_VOO_20D
2018-04,7.097998809814476,1.7391780201981604
2018-05,1.417123270670584,4.1246987181474
2018-06,7.295161869049083,4.439357761532371
2018-07,14.48551358947756,8.293698821243332
2018-08,16.236046684265148,11.770947768433125
2018-09,8.792811878749319,11.799823900281446
2018-10,-10.630538749694818,2.0428595352212504
2018-11,-16.826817520141578,3.838793279837781
2018-12,-29.526899401855456,-7.731389352079756
2019-01,-12.93327033302999,0.955316459432474
2019-02,-8.988766393661486,4.45735621773326
2019-03,-9.084243544945336,6.3455695451410925
2019-04,-10.52452578571864,10.921765512149562
2019-05,-16.61420881195067,1.9608504376191789
2019-06,-1.6650234551429666,10.115450464476169
2019-07,4.288831130083892,11.435533834533835
2019-08,-9.324375867207834,8.694019003982788
2019-09,-22.910545891209644,10.725824358565568
2019-10,-0.9682333543777344,13.05946274852083
2019-11,-2.2339468411036734,17.308564352320865
2019-12,2.6501029241735363,20.78370526540972
2020-01,-3.170416995338765,20.029270306936127
2020-02,-6.06768620347975,7.950717474287281
2020-03,-16.631761379241926,-8.620922010907297
2020-04,4.7273313224499125,5.668342107109378
2020-05,24.933718875037304,11.2934461967316
2020-06,76.69749336120061,13.22623043361368
2020-07,73.77631423305644,20.580444951406346
2020-08,87.49087285855612,29.809964050268697
2020-09,58.76431083322342,23.407139359605097
2020-10,55.09178419768812,19.095953067631456
2020-11,86.44639396378491,33.81864850746712
2020-12,98.60657941605064,38.81908507866674
2021-01,96.0180891936166,36.38720416225065
2021-02,88.53331266774072,39.92533406604055
2021-03,62.22751381941101,46.41469810314937
2021-04,51.08215724212246,54.33716539924389
2021-05,43.55625318585909,54.520438786757744
2021-06,62.44040401792525,57.50054375655625
2021-07,33.62134002564594,60.84833917690835
2021-08,36.15127816018606,65.17890126789513
2021-09,30.071184169769303,55.4698386349562
2021-10,66.02995899035716,66.90282824910824
2021-11,35.632264904530864,64.46896296840319
2021-12,32.46465577838733,71.89768459441348
2022-01,10.461824064944649,60.7343934552111
2022-02,-12.299293870846428,54.36978014793427
2022-03,-14.900600582745604,60.136357523053285
2022-04,-42.48865203208923,43.338028799609525
2022-05,-35.432606926263546,43.027690623929
2022-06,-45.6761307711968,28.801070292172
2022-07,-33.63259540082822,41.99130839851275
2022-08,-35.92973707297995,34.58762739217436
2022-09,-48.3267881243619,19.682671449705783
2022-10,-50.99844437476566,30.6342025983485
2022-11,-50.81279876615289,38.43250524094821
2022-12,-50.24133228867629,28.67192188841525
2023-01,-27.879652833453672,37.57739511783616
2023-02,-25.19796675351459,33.013155100882386
2023-03,-13.61979856272212,38.17379352364145
2023-04,-13.452593821125625,40.10174891656888
2023-05,-3.3918541354224674,40.26796849175358
2023-06,4.1521226004362255,50.1354099818543
2023-07,-3.134550839585515,55.06893851469159
2023-08,-0.146540586991728,51.47539454446899
2023-09,0.2504412536621148,42.619451727244375
2023-10,6.757397329667048,38.46424292963817
2023-11,19.780991223100308,52.51280719760182
2023-12,21.33654944610597,59.75588653022765
2024-01,38.68520525489056,61.915022855778126
2024-02,64.41157694848378,70.65558381068266
2024-03,68.2528025706043,76.09614018979224
2024-04,77.79238012045782,67.34281764486485
2024-05,87.0163619229126,76.00821161741715
2024-06,96.43000235778408,82.16520349954584
2024-07,113.88784585858632,83.61461718801334
2024-08,111.79622434968218,87.60843238491324
2024-09,126.1437506770846,91.2251023184661
2024-10,134.62114452066425,88.27477144682538
2024-11,188.5322775260078,99.64938066511078
2024-12,173.93118501272434,96.80237340518278
