Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal
2015-01-02,157.08822631835938,157.83030928053353,158.18885060714092,156.13769294295872,157.08822631835938,1865000,1990.5747064208988,0,105.51599060058629,1885.0587158203125,12,-0.4712646789550634,2000,"cash_5%_Buy 100% of cash (12 shares - Default Strategy) Monthly invest 50.0% of total investment ($1,000.00)",,,,,,,157.08822631835938,0.0,VOO,0.0,Buy
2015-01-03,157.08822631835938,157.83030928053353,158.18885060714092,156.13769294295872,157.08822631835938,1865000,1990.5747064208988,0,105.51599060058629,1885.0587158203125,12,-0.4712646789550634,2000,,,,,,,,157.08822631835938,0.0,VOO,0.0,Buy
2015-01-04,157.08822631835938,157.83030928053353,158.18885060714092,156.13769294295872,157.08822631835938,1865000,1990.5747064208988,0,105.51599060058629,1885.0587158203125,12,-0.4712646789550634,2000,,,,,,,,157.08822631835938,0.0,VOO,0.0,Buy
2015-01-05,154.32835388183594,156.13770204740922,156.26277993632058,153.96982525712613,154.32835388183594,2734700,1957.4562371826175,0,105.51599060058629,1851.9402465820312,12,-2.1271881408691184,2000,,,,,,,,157.08822631835938,-0.1123,VOO,0.0,Buy
2015-01-06,152.8108367919922,154.56181267870147,154.98705967624824,152.0520742130162,152.8108367919922,2245300,1939.2460321044925,0,105.51599060058629,1833.7300415039062,12,-3.0376983947753677,2000,,,,,,,,157.08822631835938,-0.2387,VOO,0.0,Buy
2015-01-07,154.72023010253906,154.02817321540874,155.01206576532047,153.61127239589433,154.72023010253906,2305600,1962.158751831055,0,105.51599060058629,1856.6427612304688,12,-1.8920624084472482,2000,,,,,,,,157.08822631835938,-0.2269,VOO,0.0,Buy
2015-01-08,157.4384765625,156.02934935435917,157.63024743187327,155.97932327737544,157.4384765625,1740600,1994.7777093505863,0,105.51599060058629,1889.26171875,12,-0.2611145324706854,2000,,,155.2772,,,,,157.4384765625,-0.0952,VOO,0.0,Buy
2015-01-09,156.11264038085938,157.83861547227457,157.87196193191338,155.62903401789475,156.11264038085938,2525200,1978.8676751708988,0,105.51599060058629,1873.3516845703125,12,-1.056616241455055,2000,,,155.0821,,,,,157.4384765625,-0.0603,VOO,0.0,Buy
2015-01-10,156.11264038085938,157.83861547227457,157.87196193191338,155.62903401789475,156.11264038085938,2525200,1978.8676751708988,0,105.51599060058629,1873.3516845703125,12,-1.056616241455055,2000,,,155.0821,,,,,157.4384765625,-0.0603,VOO,0.0,Buy
2015-01-11,156.11264038085938,157.83861547227457,157.87196193191338,155.62903401789475,156.11264038085938,2525200,1978.8676751708988,0,105.51599060058629,1873.3516845703125,12,-1.056616241455055,2000,,,155.0821,,,,,157.4384765625,-0.0603,VOO,0.0,Buy
