Date,rate_AI_5D,rate_VOO_20D
2020-12,34.08428941726687,3.691835544533937
2021-01,28.32518453216553,1.2599395127026511
2021-02,-1.6218977489471431,4.798054950737104
2021-03,-42.98565997924803,11.287404177574253
2021-04,-36.26693426895141,19.20990104035733
2021-05,-34.761216403688685,19.393145451600997
2021-06,-31.199302071094504,22.37329433655348
2021-07,-41.93688004366556,25.721075355247628
2021-08,-36.2715496175766,30.051637187336475
2021-09,-40.00391376686096,20.34255993622265
2021-10,-38.297154980818426,31.775564002037505
2021-11,-46.98623991878215,29.341698622793736
2021-12,-51.778118738855625,36.77044840809149
2022-01,-56.61626075318653,25.607086869547626
2022-02,-60.13127412629127,19.242529481039988
2022-03,-55.98615945126028,25.00907914334605
2022-04,-64.79156256940628,8.210750658511735
2022-05,-57.37702389762275,7.900453913851514
2022-06,-56.02200086236,-6.326221474487433
2022-07,-53.21766354265666,6.864044041790947
2022-08,-51.98557892664994,-0.5396097502956252
2022-09,-64.36615998089832,-15.444606520865968
2022-10,-59.95951224160194,-4.493048298485519
2022-11,-57.84650682735442,3.30525437393581
2022-12,-61.90788377248323,-6.4553559123
2023-01,-28.353537631988512,2.4501175279092
2023-02,-17.71436437184468,-2.114095742085901
2023-03,23.65904327537274,3.046515974449271
2023-04,-34.77871342773437,4.974497947025441
2023-05,48.57808861144897,5.140717370727181
2023-06,34.317652896612884,15.008172016320875
2023-07,53.53229933192514,19.941674306704705
2023-08,12.13023460309648,16.348130315698306
2023-09,-8.05424957005636,7.492200491525871
2023-10,-11.800690149227766,3.3369657977339457
2023-11,5.6721874246339565,17.385517195186274
2023-12,3.885117055742371,24.628622222135256
2024-01,-10.428023294008693,26.78775852875668
2024-02,33.96147921495438,35.52830673566901
2024-03,-2.4681275695242366,40.96888838663495
2024-04,-18.723807139192303,32.21556576663131
2024-05,7.192002587739821,40.88094711038581
2024-06,4.81857264080916,47.03793892279892
2024-07,-3.2627852266523427,48.48735259563245
2024-08,-15.46841062234794,52.48116777716563
2024-09,-11.925790862063137,56.097837695612206
2024-10,-10.078280021905885,53.14750680911913
2024-11,35.98167669202845,64.5221160127997
2024-12,25.301231949195863,58.373935652893614
2025-01,16.15762139791601,64.36810422223749
