Date,rate_CIEN_5D,rate_VOO_20D
2015-01,-5.644387334823597,-1.5236668853759738
2015-02,8.289492444992064,3.8193176040649535
2015-03,-2.107140618324277,0.9901508846283048
2015-04,8.4798539466858,1.7522531051635817
2015-05,21.13799917475383,2.4534307187398463
2015-06,15.939136909757345,0.0479226128714538
2015-07,21.99424808335304,2.0242801294326984
2015-08,5.189753882726045,-4.468834261576316
2015-09,-2.8919273008346518,-6.131983510589601
2015-10,13.188234921368691,2.288481243480356
2015-11,16.118404184500367,2.3917764148712277
2015-12,-5.118536113298855,0.3309474493173647
2016-01,-18.08370361784525,-4.520255700792575
2016-02,-4.233348875172927,-4.446781974283843
2016-03,-11.06926243042945,2.193175087928778
2016-04,-20.7008436014512,2.3531573450425114
2016-05,-16.562150590896596,3.931895662095819
2016-06,-9.58589016783863,4.021013443796284
2016-07,-6.921927382946014,7.586325459289567
2016-08,4.360088552702046,7.334855069841684
2016-09,5.495797509280131,7.009797436107301
2016-10,-6.352391880615893,4.79960465140965
2016-11,3.959196395794562,8.481917631149294
2016-12,18.253544251632704,10.370894381103524
2017-01,17.192809331967297,11.881572182288558
2017-02,26.15553198496501,15.731047682868128
2017-03,12.227208593164177,15.255131554194868
2017-04,8.553455166060342,15.904079721648134
2017-05,10.944219719187442,16.961068293507896
2017-06,17.355248581086457,17.09807547218569
2017-07,20.182732261300096,18.94407926487924
2017-08,0.3214459600159758,18.69250992792304
2017-09,1.9059452182545569,20.535223763858568
2017-10,-1.4788570780072785,22.70621652047296
2017-11,0.8235070008436818,25.777900049845396
2017-12,-3.008364420169096,26.67516089918809
2018-01,-1.3562126760984672,32.957310272819115
2018-02,7.345380432275617,27.21379196499556
2018-03,19.7525093466282,23.436316980171213
2018-04,18.624095158344375,23.339026641659636
2018-05,5.776182320572088,25.724979225340363
2018-06,21.43884279519459,26.03426379980045
2018-07,15.842671381061724,29.88768273526974
2018-08,43.5677573176702,33.36153131052655
2018-09,41.0423687680908,33.39101733779908
2018-10,40.36175891237057,23.59530891889208
2018-11,45.55813269335034,25.39053563865028
2018-12,50.30188707505441,13.827193630140666
2019-01,67.68422875059127,22.5101777520752
2019-02,86.29228376386679,26.011198884253407
2019-03,61.59970777212658,27.899155039860645
2019-04,64.7873188214752,32.4743322707842
2019-05,48.99849324595489,23.51643145073785
2019-06,74.34441376060138,31.66978453424627
2019-07,90.17175272119049,32.99009856033326
2019-08,70.7224285576971,30.249588518644654
2019-09,62.46550838695724,32.28175671649802
2019-10,52.84138088447767,34.61599122800667
2019-11,55.42194501579603,38.86553030853271
2019-12,73.81312673861085,42.341381479232055
2020-01,64.44362454468204,41.587495827705645
2020-02,54.45332395618683,29.50818471151686
2020-03,58.976856523051865,12.934544787168512
2020-04,83.61752059280691,27.17017619370683
2020-05,117.86110093118208,32.78022704500141
2020-06,111.77625460048222,34.70801738932596
2020-07,130.89577279594366,42.06141321855434
2020-08,118.44256940439476,51.2718115877898
2020-09,51.52103247098925,44.86267693285262
2020-10,49.64705240962877,40.55197406091826
2020-11,69.4118513776329,55.28257357533774
2020-12,98.69404453694332,60.28719832976876
2021-01,99.41289581993466,57.85628822739062
2021-02,93.51781038333895,61.39795265808105
2021-03,101.65565064629756,67.89237514415541
2021-04,84.73098771527528,75.8207710793235
2021-05,92.34598058836276,76.00632253128443
2021-06,105.68852360253396,78.98795674384395
2021-07,108.83100081082584,82.33946380214694
2021-08,103.88427149107429,86.6618641811418
2021-09,82.11877215163301,76.94596224603423
2021-10,91.4712029398608,88.36378492203679
2021-11,111.18090600307782,85.92710593577794
2021-12,168.18643339479112,93.33843749766632
2022-01,129.3549509839679,82.16468544716058
2022-02,135.11452775072777,75.81708635071503
2022-03,107.00027304405518,81.59432800240951
2022-04,87.25796441083547,64.82899287414551
2022-05,71.5731228958024,64.51899238382977
2022-06,53.57247015843028,50.28471713089158
2022-07,72.73207459326412,63.48664852673076
2022-08,69.07705719550962,56.09577873508904
2022-09,34.236896388753934,41.21453095358992
2022-10,58.57970951665579,52.14872211962249
2022-11,48.27043787780407,59.93504861831664
2022-12,67.5592293636381,50.18906545564319
2023-01,70.27293375314012,59.08147542011495
2023-02,57.175297698309954,54.50876163875697
2023-03,70.55361453579904,59.6627435133362
2023-04,48.90071324832841,61.58822665042691
2023-05,50.66955101947226,61.75458574781232
2023-06,36.5132659717208,71.61441524527838
2023-07,35.232583131322514,76.53769591140747
2023-08,59.7638532845361,72.9489720441546
2023-09,50.56101395658279,64.08348047954632
2023-10,34.01664995918097,59.93558554205496
2023-11,45.25611078842482,73.96765218692356
2023-12,42.16652325160351,81.20262103943432
2024-01,66.9373188500231,83.35970847750578
2024-02,78.79958611506383,92.0907583043554
2024-03,54.512006829627936,97.52570278712682
2024-04,44.00225167822207,88.78243856271388
2024-05,49.629956315684765,97.43898326458846
2024-06,49.22954418015688,103.58994403527304
2024-07,62.88976551490817,105.0383269690152
2024-08,77.48873372892236,109.02860390583268
2024-09,88.95002715813105,112.64223141091558
2024-10,94.06678099080096,109.69534928599126
2024-11,112.1670768086195,121.05942520370483
2024-12,156.07856318813512,120.92631902546528
