Date,rate_ANDR_5D,rate_VOO_20D
2015-01,14.496212551049892,-1.5187831420898412
2015-02,4.010939326090135,3.8071452941894623
2015-03,7.152938889622695,0.98697747802734
2015-04,7.999351995304238,1.7466235900879037
2015-05,6.583208730556089,2.4456113611857067
2015-06,-12.224154881639128,0.0478045719691788
2015-07,-5.135916539139562,2.036076507568363
2015-08,-31.871663609245783,-4.434962081909177
2015-09,-22.23144148000272,-6.094759713745113
2015-10,0.9539375599529664,2.29725678946755
2015-11,0.8897794376495405,2.398877885818496
2015-12,-2.421636533422389,0.3434941670344527
2016-01,-26.51837292626632,-4.526536123548219
2016-02,29.133065906886024,-4.447763988749176
2016-03,57.0472595636484,2.1719584717750706
2016-04,64.70805215655466,2.324691041834237
2016-05,8.702741491838694,3.915403754340296
2016-06,6.984486294239956,4.007229559647429
2016-07,7.751114827232808,7.591814627075211
2016-08,-26.703379173018384,7.342817913600386
2016-09,-18.96749305691137,7.01740372709796
2016-10,-36.20024596801667,4.798145791426967
2016-11,-15.642086966719472,8.494433252016709
2016-12,1.577966525613972,10.390336514587409
2017-01,-27.878107660191265,11.90245045324474
2017-02,-11.728713771623166,15.76017667219376
2017-03,-28.540066481045447,15.283806132725331
2017-04,-11.26447456191364,15.934813872501774
2017-05,-34.5436073734975,16.994725132751487
2017-06,-12.66059862105572,17.136485282651837
2017-07,-13.187941965949468,18.9736938364506
2017-08,18.538058088598163,18.7202329087691
2017-09,17.889122656843682,20.55445895655017
2017-10,5.274886990784022,22.72431848863876
2017-11,-16.659180771376302,25.80145231628419
2017-12,-23.759990194418037,26.694807453052416
2018-01,-23.92558414906625,32.97910876766006
2018-02,-19.6424349259821,27.21648125653391
2018-03,8.348317785355386,23.43972002105714
2018-04,10.099973323947342,23.331219316436048
2018-05,22.82731890188088,25.716740047454856
2018-06,-0.6257349465425999,26.03139905122272
2018-07,24.710226733564244,29.8856889563474
2018-08,17.005465121552277,33.36298918846978
2018-09,5.9158859785104045,33.391890957873805
2018-10,5.270344470395849,23.63489315536176
2018-11,-1.6586422727929873,25.43082677014669
2018-12,-13.923002892044034,13.860652578548516
2019-01,-16.714401572959336,22.5473413435364
2019-02,-29.316971569758334,26.049381151535943
2019-03,-32.796580327461534,27.93757774074261
2019-04,-26.084243430924825,32.51383139225224
2019-05,-27.66599695542533,23.55289189896761
2019-06,-26.670967222564425,31.707507926940927
2019-07,-44.10313019173089,33.0275185820716
2019-08,-41.382641671225706,30.2860599382635
2019-09,-40.28542144781196,32.317840775193865
2019-10,-54.96757478116976,34.65152709301449
2019-11,-62.58674145047986,38.90061359011332
2019-12,-64.21729564157818,42.37572262685807
2020-01,-61.640687153695005,41.62131918445711
2020-02,-67.63034217356679,29.54273442549935
2020-03,-63.37790640937819,12.971111127972602
2020-04,-62.41051569521668,27.260375157517668
2020-05,-63.19894505193541,32.88549492968935
2020-06,-31.836495541099563,34.818216901864574
2020-07,-44.17034453316455,42.17247779711555
2020-08,-34.52078286640881,51.402042813508416
2020-09,-35.25255404216344,44.99920274178643
2020-10,-48.639996355726765,40.68795520793218
2020-11,-46.02086274118176,55.41066549258764
2020-12,-24.438785839560666,60.411132264019706
2021-01,-12.21173707916261,57.979251328133245
2021-02,109.4729783451489,61.51735134643555
2021-03,26.386608857547916,68.00671515394512
2021-04,15.36513570533602,75.92916744321354
2021-05,17.16756232604475,76.11245574990298
2021-06,-22.788929871095554,79.09257537648648
2021-07,-16.32819007259555,82.44039992694856
2021-08,-26.599781419704183,86.77094747811778
2021-09,-31.092480395588296,77.06185580928151
2021-10,-25.250729026635888,88.49487415267762
2021-11,-37.71555789935203,86.06096610859461
2021-12,-36.77367999887228,93.4897020585004
2022-01,-35.14086936350632,82.32638300181547
2022-02,-34.742669772993374,75.96183968800511
2022-03,-31.931624491331213,81.72838916327736
2022-04,-30.02972780186124,64.9300465391352
2022-05,-47.44250777325863,64.61974997558595
2022-06,-48.98067048958024,50.39307456215663
2022-07,-30.03942527380892,63.58335382046909
2022-08,-28.241030212603,56.17968643565847
2022-09,-15.692324697433191,41.27468963947703
2022-10,-28.73283657141935,52.22623421582675
2022-11,-42.179154581792055,60.024563867410016
2022-12,-30.377822928611707,50.26395351354858
2023-01,-33.600387465200335,59.1694001067804
2023-02,-64.64269058587648,54.60520020502266
2023-03,-74.18738609238386,59.76579862472535
2023-04,-68.4865188192108,61.69378061683582
2023-05,-71.80795722509585,61.860000029470406
2023-06,-70.05750261905148,71.72745460480625
2023-07,-62.274569663684574,76.66097009057266
2023-08,-63.08375914516933,73.06741311805362
2023-09,-51.77713368886059,64.21148333984954
2023-10,-62.66170938158877,60.05627450276314
2023-11,-72.52616827348528,74.10481296157838
2023-12,-78.05497619146355,81.34790520358305
2024-01,-59.03228742345992,83.50704149710917
2024-02,-58.93869240642437,92.24760244833456
2024-03,-53.3150775195806,97.68817146655492
2024-04,-63.29945459023838,88.93486149934753
2024-05,-98.45230267386188,97.60024277215255
2024-06,-98.95368483751362,103.75723462152897
2024-07,-98.10492473018532,105.2066482778089
2024-08,-93.17668295045638,109.20046344307144
2024-09,-92.39126624980533,112.81713334552316
2024-10,-91.6190498319383,109.866802443304
2024-11,-98.17194083469047,121.24141163152062
2024-12,-97.3647141537214,115.09323125640618
2025-01,-96.57072069703052,121.60710376026591
