Date,rate_GPT-USD_5D,rate_VOO_20D
2020-12,80.07120251464843,3.767663406999141
2021-01,-22.40116288248698,1.3367833730379033
2021-02,-9.85982929229735,4.878433003548402
2021-03,-17.95828502807617,11.372826020905675
2021-04,-15.599092961629212,19.30126625597714
2021-05,11.309117693219871,19.48680300651017
2021-06,4.923889846801766,22.468437260132447
2021-07,-2.5463665635850674,25.819987846020467
2021-08,-62.0005575302124,30.142344852242985
2021-09,-94.35162046623228,20.42644284209925
2021-10,-94.5321797817548,31.844237097168985
2021-11,-87.29683440736623,29.4076146153452
2021-12,-81.10033077253614,36.818917734886
2022-01,-75.72489537289935,24.35532605464263
