Date,rate_GOOG_5D,rate_VOO_20D
2015-01,3.4585652565956027,-1.5188014984130582
2015-02,7.067663963635762,3.807135581970256
2015-03,2.676303530931468,0.9869557209015056
2015-04,0.5346056457519621,1.7466253829956369
2015-05,-0.6271041720708137,2.4455828768412458
2015-06,-2.8236633962903657,0.0477736042567844
2015-07,17.071774960041065,2.0360589675903595
2015-08,13.667155965593135,-4.434945819430869
2015-09,10.800121686077135,-6.094744166564925
2015-10,28.186686222249826,2.297225984053197
2015-11,31.29124223327637,2.398856895446788
2015-12,31.416337371826188,0.3434536602313853
2016-01,26.590634462220343,-4.5265589207240335
2016-02,17.125004155222577,-4.447785873413079
2016-03,23.6702043492794,2.1719379606246925
2016-04,13.702485343933123,2.3246717435051467
2016-05,19.822476051648465,3.915383999718558
2016-06,11.7300263891722,4.007238067225405
2016-07,23.369787055778502,7.591822246932978
2016-08,21.931308066958486,7.34277793920608
2016-09,22.51558041520552,7.017382352308821
2016-10,22.67362876925261,4.798142991107457
2016-11,17.603484208107,8.494393696784975
2016-12,19.059176256637578,10.390344809875508
2017-01,22.061701331211992,11.902449391585158
2017-02,25.248357398845545,15.760184633890796
2017-03,25.23556696987155,15.283821703774604
2017-04,35.756232319930504,15.934839433867351
2017-05,43.268216075897215,16.99472390594483
2017-06,33.60517626608575,17.13649245945099
2017-07,35.75070209002498,18.973691967487348
2017-08,35.92864236207443,18.72021236627752
2017-09,37.70117079263575,20.554455844430365
2017-10,44.81635598199028,22.72431568450928
2017-11,44.20606758213044,25.80144937705995
2017-12,46.52329894065858,26.694795436343632
2018-01,62.37590745152926,32.97910566028796
2018-02,51.81361564875873,27.216478386120933
2018-03,40.65011408200265,23.4396994440079
2018-04,37.750527201071016,23.331224846258426
2018-05,45.888365595953815,25.716719066074933
2018-06,48.82630670849113,26.03139594854312
2018-07,61.13069330085408,29.88570263775913
2018-08,59.878567380523705,33.36298561028377
2018-09,55.3867060281505,33.391853222059176
2018-10,39.12780489008478,23.634880929338188
2018-11,40.58286582760018,25.430806183338174
2018-12,32.216947813579026,13.860632287940213
2019-01,41.79532302001954,22.54736250411988
2019-02,41.42397092976291,26.049344452353097
2019-03,47.28219006149588,27.93759843738266
2019-04,48.2402192305799,32.51378628655202
2019-05,36.84974618085226,23.5528798421224
2019-06,33.48171277455416,31.70744742875533
2019-07,49.528723765271046,33.02751483045305
2019-08,45.17230310302869,30.28607193742721
2019-09,48.17069022583142,32.317820576108744
2019-10,52.33248777153534,34.651474647651305
2019-11,56.82250782931648,38.90059283955893
2019-12,59.72971944461887,42.37573433797868
2020-01,70.25901357216988,41.62131495494228
2020-02,57.90085063247077,29.542738694690527
2020-03,36.24933292785288,12.971099402189278
2020-04,57.45800940854,27.26035555959849
2020-05,65.92976505022338,32.88547535081343
2020-06,63.16838675060559,34.8182597444449
2020-07,70.16386550777098,42.17247409865437
2020-08,86.38876756184344,51.40200891909392
2020-09,66.48849340283532,44.99923001665389
2020-10,82.57691212761571,40.68799757234815
2020-11,97.05344753114385,55.410646910773394
2020-12,94.70473835323284,60.411159212086304
2021-01,102.6963998659237,57.97926265077336
2021-02,123.32119194984436,61.51733289632162
2021-03,125.11964141682576,68.00666735378067
2021-04,160.32526122534122,75.92917903989324
2021-05,158.42560086140267,76.11243812913162
2021-06,166.47441789730894,79.09255782385718
2021-07,185.26311300508976,82.4403824792862
2021-08,204.39078548254795,86.77093001923737
2021-09,176.5914568580302,77.06188158565617
2021-10,205.3198966735702,88.49488542542974
2021-11,191.02175932032725,86.06097724678403
2021-12,193.29025925806835,93.48971328160904
2022-01,172.96944689056488,82.32639409406796
2022-02,169.34626053612809,75.96183676200079
2022-03,176.85134485663067,81.72837236421758
2022-04,126.27951176840536,64.93005753180687
2022-05,123.03838668206537,64.6197055404663
2022-06,112.6100558865097,50.39307156254695
2022-07,125.425728919589,63.58335085346387
2022-08,109.69399194645626,56.1796833026845
2022-09,83.67634521320018,41.27469991464818
2022-10,79.92552088725442,52.22623095510384
2022-11,91.98303449875118,60.02454706621172
2022-12,67.08050250541058,50.26393669631801
2023-01,87.26647761662151,59.16943683530847
2023-02,68.50635956567706,54.605183418505135
2023-03,93.27306550954822,59.76582192398072
2023-04,100.13875790951042,61.69379054124286
2023-05,127.02473305034636,61.860010036692906
2023-06,121.38847297848083,71.72743826338387
2023-07,142.31906601258427,76.66095378875733
2023-08,148.64045328360058,73.0674228381929
2023-09,137.3417133945789,64.21148007029409
2023-10,124.30499886954831,60.056271263764295
2023-11,138.48163784887174,74.10482263776994
2023-12,149.62336972079146,81.34791484699775
2024-01,149.79946405880668,83.50705116410691
2024-02,144.90195398669198,92.24759938131795
2024-03,165.36607564059324,97.68818109716688
2024-04,185.32706642142443,88.93484587448255
2024-05,199.7482771060843,97.60023983965422
2024-06,214.5666749487007,103.7572316611912
2024-07,195.20379297820452,105.20664534299128
2024-08,179.90685745407168,109.20046053333776
2024-09,182.28842593369245,112.8171304604482
2024-10,189.97936343407832,109.8667995824734
2024-11,184.71858670245803,121.24140879453024
2024-12,216.6696887134993,115.09322844286204
2025-01,239.95273357990135,119.90914634792142
2025-02,183.1363407544857,116.16985492203878
2025-03,174.46009023104943,103.11468455517678
