Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector
2019-01-02,68.889999,69.074997,67.245003,67.809998,61.651176,3677000,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,MKC,none
2019-01-03,67.834999,69.050003,67.764999,68.129997,61.94212,2306200,,,,,,,,,,,,,,,,,,,0.0376317157131655,0.007526343142633101,0.0301053725705324,MKC,none
2019-01-04,68.339996,69.334999,68.044998,68.334999,62.128498,2890600,,,,,,,,,,,,,,,,,,,0.09074485558690959,0.0241700456314884,0.06657480995542119,MKC,none
2019-01-07,68.349998,70.074997,68.144997,68.919998,62.660381,2660800,,,,,,,,,,,,,,,,,,,0.19986879389727774,0.05930979528464628,0.14055899861263146,MKC,none
2019-01-08,68.959999,70.190002,68.639999,70.150002,63.778656,2451600,,,,,,,,,68.6689988,,,,,,,,,,0.42654802975840655,0.13275744217939833,0.2937905875790082,MKC,none
2019-01-09,70.035004,70.794998,69.779999,70.144997,63.774105,2091600,,,,,,,,,69.1359986,,,,,,,,,,0.597751645723482,0.2257562828882151,0.37199536283526696,MKC,none
2019-01-10,69.985001,70.485001,69.160004,70.440002,64.042358,2475200,,,,,,,,,69.59799960000001,,,,,,,,,,0.7584931265957743,0.33230365162972697,0.4261894749660473,MKC,none
2019-01-11,70.540001,70.669998,69.5,70.059998,63.69685,1898000,,,,,,,,,69.9429994,,,,,,,,,,0.8311150920068113,0.43206593970514384,0.3990491523016675,MKC,none
2019-01-14,69.389999,69.970001,69.190002,69.695,63.36499,1932800,,,,,,,,,70.0979998,,,,,,,,,,0.8360746244341072,0.5128676766509366,0.3232069477831706,MKC,none
2019-01-15,69.955002,70.879997,69.535004,70.394997,64.001411,1526000,,,,,,,,,70.1469988,69.4079988,,,,,,,,,0.9108697169128525,0.5924680847033198,0.31840163220953266,MKC,none
2019-01-16,70.370003,70.620003,69.519997,69.785004,63.446815,2424200,,,,,,,,,70.0750002,69.60549940000001,,,,,,,,,0.8885868433089519,0.6516918364244462,0.2368950068845057,MKC,none
2019-01-17,69.769997,70.25,69.305,70.239998,63.860477,1846400,,,,,,,,,70.03499939999999,69.8164995,,,,,,,,,0.9131374961964478,0.7039809683788465,0.2091565278176013,MKC,none
2019-01-18,70.745003,70.980003,69.275002,69.720001,63.387711,3209000,,,,,,,,,69.96700000000001,69.9549997,,,,,,,,,0.8621243883523051,0.7356096523735383,0.12651473597876683,MKC,none
2019-01-22,69.764999,69.955002,68.294998,69.400002,63.09679,3455800,63.27216245219528,,,,,,,,69.90800039999999,70.00300010000001,,,,,,,,,0.7755996907429616,0.743607660047423,0.03199203069553869,MKC,none
2019-01-23,69.730003,69.730003,68.805,69.5,63.18771,2354600,63.87523534505944,,,,,,,63.71532657927249,69.729001,69.9379999,,,,,,,,,0.7104585443055521,0.7369778368990488,-0.026519292593496724,MKC,none
2019-01-24,60.095001,62.939999,59.5,62.174999,56.527988,15281000,27.262314551298857,,,,,,,42.638499159134895,68.20700000000001,69.1410001,,,,,,,44.9881859966186,,-0.1958973624883875,0.5504027970215616,-0.7463001595099491,MKC,none
2019-01-25,62.514999,62.615002,60.5,60.68,55.168762,6080600,23.39241319060781,,,,,,,34.35030862718456,66.2950004,68.1649999,,,,,,,29.181957076498946,,-1.0911650012502139,0.22208923736720654,-1.3132542386174204,MKC,none
2019-01-28,60.055,60.924999,59.860001,60.924999,55.391514,4483000,21.537903222878086,,,,,,,28.01503905243706,64.536,67.2515,,,,,,,15.331000639401694,29.833714570839746,-1.7636194362169646,-0.1750524973496277,-1.588566938867337,MKC,none
2019-01-29,60.939999,61.305,60.029999,60.595001,55.091488,3248200,13.6553425271551,,,,,,,28.569440846788922,62.7749998,66.3415001,,,,,,,10.743318911443966,18.418758875781535,-2.320250767035054,-0.6040921512867129,-1.7161586157483408,MKC,none
2019-01-30,60.889999,62.025002,60.865002,61.310001,55.741554,3182800,18.116176549345255,75.02736604082119,67.42049965,59.81363325917881,,,,29.573581686908923,61.137,65.4330005,67.42049965,,,,,,12.57258962969494,12.8823030601802,-2.650747025079894,-1.0134231260453492,-1.637323899034545,MKC,none
