Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,rate_vs,shares_vs,Close_vs
2015-01-02,73.65776062011719,73.76615850255565,74.5165784674532,72.89066748327885,73.65776062011719,1867900,2000.0,0,2000.0,0.0,0.0,0.0,2000,Monthly invest,0.0,0.0,0.0,0.0,0.0,0.0,73.65776062011719,0.0,DE,0.0,0.0,157.6327667236328
2015-01-05,72.08186340332031,73.42427922947823,73.42427922947823,71.60659860756962,72.08186340332031,3007000,1990.268948440552,0,44.05863655090366,1946.2103118896484,27.0,-0.4865525779723989,2000,Buy all cash ,0.0,0.0,0.0,0.0,0.0,0.0,73.65776062011719,-0.1368,DE,-0.4645902099609245,12.0,154.8634033203125
2015-01-06,71.48155975341797,71.93180541815263,72.54048122050374,70.78116559233754,71.48155975341797,3512000,1974.0607498931888,0,44.05863655090366,1930.0021133422852,27.0,-1.2969625053405598,2000,,0.0,0.0,0.0,0.0,0.0,0.0,73.65776062011719,-0.2677,DE,-1.3782498779296717,12.0,153.34063720703125
2015-01-07,71.17304992675781,71.62330193995498,71.63997511316441,70.65609249796583,71.17304992675781,3055900,1965.7309845733646,0,44.05863655090366,1921.672348022461,27.0,-1.7134507713317704,2000,,0.0,0.0,0.0,0.0,0.0,0.0,73.65776062011719,-0.3624,DE,-0.2286496582031061,12.0,155.2566375732422
2015-01-08,72.11524200439453,71.84842669622527,72.1902871892996,71.3898412647918,72.11524200439453,2842300,1991.170170669556,0,44.05863655090366,1947.1115341186523,27.0,-0.4414914665222036,2000,,0.0,72.1019,0.0,0.0,0.0,0.0,73.65776062011719,-0.3189,DE,1.4079012451172046,12.0,157.98422241210938
2015-01-09,71.41484069824219,72.12356813013565,72.26531234423884,71.13968567459892,71.41484069824219,2325300,1972.2593354034427,0,44.05863655090366,1928.200698852539,27.0,-1.387033229827861,2000,,0.0,71.6533,0.0,0.0,0.0,0.0,73.65776062011719,-0.3342,DE,0.6097078857421945,12.0,156.65390014648438
2015-01-12,71.24809265136719,71.28978512874258,71.40651643173898,70.48933918189059,71.24809265136719,2497900,1967.7571381378177,0,44.05863655090366,1923.698501586914,27.0,-1.6121430931091085,2000,,0.0,71.4866,0.0,0.0,0.0,0.0,73.65776062011719,-0.338,DE,-0.0880612792968582,12.0,155.49095153808594
2015-01-13,71.6149673461914,71.75671159353621,71.94848808688077,70.88122680577803,71.6149673461914,2634700,1977.6627548980716,0,44.05863655090366,1933.604118347168,27.0,-1.116862255096418,2000,,0.0,71.5132,0.0,0.0,0.0,0.0,73.65776062011719,-0.2866,DE,-0.3340543212890456,12.0,155.08096313476562
2015-01-14,72.10691833496094,70.73114913213085,72.24866259501421,70.49768650113027,72.10691833496094,3308500,1990.945431594849,0,44.05863655090366,1946.8867950439453,27.0,-0.4527284202575532,2000,,0.0,71.7,0.0,0.0,0.0,0.0,73.65776062011719,-0.1914,DE,-0.8812833251952923,12.0,154.16891479492188
2015-01-15,72.70722961425781,72.55714562369506,73.44930980054643,72.48210680910267,72.70722961425781,3972700,2007.1538361358646,0,44.05863655090366,1963.095199584961,27.0,0.35769180679323664,2000,,0.0,71.8184,0.0,0.0,0.0,0.0,73.65776062011719,-0.0635,DE,-1.7447263183593575,12.0,152.72984313964844
2015-01-16,72.79061126708984,72.41539812695117,72.88232961058745,72.17359579967363,72.79061126708984,3490600,2009.4051407623294,0,44.05863655090366,1965.3465042114258,27.0,0.4702570381164728,2000,,0.0,72.0936,0.0,0.0,0.0,0.0,73.65776062011719,0.0325,DE,-0.61022314453123,12.0,154.6206817626953
2015-01-20,72.64885711669922,72.8489733261533,73.1991671506319,72.46542680009904,72.64885711669922,2304100,2005.5777787017826,0,44.05863655090366,1961.519142150879,27.0,0.2788889350891388,2000,,0.0,72.3737,0.0,0.0,0.0,0.0,73.65776062011719,0.0837,DE,-0.379235595703109,12.0,155.0056610107422
