Date,rate_0117V0.KS_5D,rate_VOO_20D
2025-10,0.0,0.0
2025-10,0.0,-0.9491263253348166
2025-10,0.0,0.1064631614364515
2025-10,0.0,1.6556977810899838
2025-10,0.0,3.934525044417185
2025-10,0.0,4.451466967670839
2025-10,0.0,4.530999366567897
2025-10,0.0,2.4785220572848203
2025-10,0.0,3.0291065586635
2025-11,0.0,2.627690218663261
2025-11,0.0,0.4072812831164043
2025-11,0.0,0.9776297938585828
2025-11,0.0,-1.041468716883628
2025-11,-0.4965230769230722,-0.8432112705945514
2025-11,3.9204000000000017,2.078675326085147
2025-11,5.138861538461548,2.517876070714067
2025-11,3.9965538461538497,2.6124253260851447
2025-11,4.834246153846156,-0.5077187168836161
2025-11,-1.0295999999999972,-0.5565105259656349
2025-11,0.6838615384615387,-2.3224724400281502
2025-11,-2.590753846153848,-3.85966573836798
2025-11,-3.656907692307687,-3.188662015223457
2025-11,-0.0015230769230711,-6.006859036707837
2025-11,-8.416523076923077,-4.186017972254703
2025-11,-9.178061538461534,-1.4379649937390724
2025-11,-7.502676923076923,0.3066260707140458
2025-11,-5.8272923076923,1.6150879847765367
2025-11,-6.0938307692307685,2.670376070714056
2025-12,-7.454700000000002,1.0310843905457574
2025-12,-4.28479615384616,1.35346381332468
2025-12,-2.59989230769232,2.019514142611854
2025-12,-3.456623076923082,2.180694572622201
2025-12,0.28443461538461,2.539568378149056
2025-12,0.3157000000000076,1.9708425904424445
2025-12,-1.1392870192307614,1.8157321823845791
2025-12,-0.8753466346153704,3.0505082993784214
2025-12,-0.5715004807692159,3.521928108262699
2025-12,1.8972495192307812,1.4416554778391344
2025-12,-1.5210197115384516,1.164903314874266
2025-12,-2.888327403846147,0.6326719099155866
2025-12,-3.571981249999989,-1.4536893052187168
2025-12,-7.066212019230756,-0.0364227117269706
2025-12,-5.2811158653846,1.6515074600189052
2025-12,-4.711404326923063,2.85008738641352
2025-12,-6.420538942307685,3.7416225504821057
2025-12,-7.218135096153833,4.3850995064318425
2025-12,-9.155154326923064,4.403396282564984
2025-12,-5.129192788461523,3.720273209460004
2025-12,-7.332077403846138,3.4519080840403262
2026-01,-2.2195080769230717,1.6573558509843451
2026-01,0.6684242307692267,2.915595697135742
2026-01,-1.3097261538461469,4.047209590488293
2026-01,-3.354397307692292,3.428509219074357
2026-01,-1.913320384615369,3.39515300589558
2026-01,-1.989166538461529,4.684087432125054
2026-01,1.765218076923092,4.996473366423217
2026-01,2.409910384615399,4.599179024882503
2026-01,7.301987307692315,3.540720852975454
2026-01,7.112371923076943,4.17154570809204
2026-01,8.629295000000003,4.010817628718314
2026-01,9.463602692307704,0.086390658783614
