Date,rate_UPS_5D,rate_VOO_20D
2015-01,-8.888981103897098,-1.5237127532959027
2015-02,-3.1387683448791504,3.8193078435261993
2015-03,-7.039672883033743,0.990136316299428
2015-04,-2.159218996429446,1.7522206893920922
2015-05,-2.570055570602414,2.453427349090598
2015-06,-4.58105923407417,0.0479116592407402
2015-07,1.303713845729848,2.0242600488662887
2015-08,-2.878997551812068,-4.468831923590755
2015-09,-1.354071711730942,-6.131988111114495
2015-10,3.0509987758289947,2.288466513893828
2015-11,3.3396096725464064,2.391782756805428
2015-12,-3.82375268261248,0.330962099515486
2016-01,-6.515218185424798,-4.520288200378408
2016-02,-2.038483238220201,-4.446756354777016
2016-03,6.978742754459377,2.1931644010543927
2016-04,6.165325082666739,2.35317366745893
2016-05,4.616640518400406,3.931893106248663
2016-06,9.036611616837352,4.021000577424716
2016-07,8.913365653610228,7.58634832000733
2016-08,10.363979076930471,7.334811152140319
2016-09,9.999075084686291,7.009801013599759
2016-10,7.951409650387986,4.799570321124547
2016-11,16.59510133520763,8.481903045654304
2016-12,14.616047749328631,10.370880012817384
2017-01,8.550964158424978,11.881584946852474
2017-02,5.813823810153562,15.731042287190755
2017-03,7.08828208596366,15.25509872191293
2017-04,7.014777923584004,15.90407364049453
2017-05,6.151150660705573,16.961072030639656
2017-06,10.498088675714312,17.09805087870937
2017-07,9.856621271967892,18.94407284331323
2017-08,14.42650947096853,18.692503468600208
2017-09,19.6891731299232,20.53520874427345
2017-10,16.556955166299005,22.70619233616422
2017-11,20.847279392772265,25.77787568749321
2017-12,18.0198121023436,26.67513678287816
2018-01,25.47861447274058,32.957286469911296
2018-02,3.378724017510071,27.21378594892454
2018-03,3.480568561649333,23.43631065444949
2018-04,12.132331991149158,23.33903867377305
2018-05,15.333352837517156,25.724957257770377
2018-06,5.164410328354951,26.034233792859453
2018-07,18.531817935770214,29.88768684023077
2018-08,21.98037020026313,33.361527153015146
2018-09,15.40681303770648,33.3909969197149
2018-10,5.0042012218718845,23.59530555822496
2018-11,14.423979434967048,25.390524147033688
2018-12,-3.439597630403479,13.827206848144534
2019-01,4.417755295715331,22.51015716308593
2019-02,10.008792947507384,26.011178579891435
2019-03,11.305510673302898,27.89912617389972
2019-04,5.55363092508856,32.47434471749362
2019-05,-6.8383019241050285,23.51643586858114
2019-06,3.628731936160001,31.66978088170833
2019-07,19.79750433192937,32.99003045013973
2019-08,19.67632698213009,30.249576532865817
2019-09,20.51330873311801,32.28173672866823
2019-10,15.553680736218478,34.61590827101369
2019-11,20.721258910051983,38.86555900535584
2019-12,17.710695378975807,42.341425914952026
2020-01,3.8413423172120265,41.58749243914699
2020-02,-8.358997875213614,29.50817335885669
2020-03,-5.307103472590436,12.934549492478386
2020-04,-3.9237362621600713,27.170188690772434
2020-05,2.366536334471281,32.78020809300741
2020-06,14.09011368338744,34.70798254770309
2020-07,46.135361797949855,42.0614087758906
2020-08,67.760920689182,51.271777003523255
2020-09,69.85979540617808,44.86267301145281
2020-10,59.21993591142039,40.55198536757349
2020-11,73.47777309528989,55.28255429045361
2020-12,69.79989737790252,60.28714933620088
2021-01,55.45884095346607,57.85626958929526
2021-02,58.52028350967407,61.39797870147705
2021-03,69.8600139671627,67.89237145162885
2021-04,102.57356877250174,75.82073806713151
2021-05,112.80851861058744,76.00630433997131
2021-06,104.85288848254052,78.98793878338006
2021-07,87.27957998232843,82.33948943929674
2021-08,91.34951492964193,86.66183223498311
2021-09,77.0714498338932,76.94595901070574
2021-10,106.46927970569106,88.36378172568817
2021-11,91.64693503793082,85.92711683682033
2021-12,105.92357836810842,93.33843419611314
2022-01,93.11629044408578,82.1646819700197
2022-02,101.13047608373353,75.81706898770386
2022-03,103.8444228611426,81.59431073266809
2022-04,70.13442089650871,64.82897586771077
2022-05,72.96315636456808,64.51900272598267
2022-06,72.44175362802861,50.28472756111229
2022-07,83.23736313625005,63.48664540970845
2022-08,83.34134714528567,56.0957620331959
2022-09,51.52683369068392,41.21452793551506
2022-10,56.78892568869343,52.148718939610525
2022-11,78.28605201462906,59.93503224809964
2022-12,62.62269592029534,50.18904925466323
2023-01,72.57879496356419,59.08149927528539
2023-02,70.79113034423676,54.50877224492545
2023-03,80.78432817394257,59.66274079902652
2023-04,66.82991199889987,61.58821097126575
2023-05,55.80546827574337,61.754583176930765
2023-06,66.63520943884247,71.61441275891053
2023-07,73.25803760568913,76.5376933604754
2023-08,57.63220840348746,72.94896951751709
2023-09,44.55013184439463,64.08346504995961
2023-10,30.61861569024915,59.93558311997174
2023-11,41.52850869295333,73.96764978726706
2023-12,46.35113445537462,81.20261860551747
2024-01,31.692479983485832,83.35970606571546
2024-02,38.82554739637634,92.09075591429291
2024-03,38.8210938992841,97.52570041840418
2024-04,37.4080677023356,88.78243621495339
2024-05,30.57759244286389,97.43898093742236
2024-06,28.3611399797191,103.58994172834316
2024-07,22.053480922666104,105.03832468197264
2024-08,21.68798600817947,109.02860163833748
2024-09,28.869641444933624,112.64222916263648
2024-10,26.490937045474027,109.69534705660524
2024-11,29.402174936834967,121.05942299289704
2024-12,22.34475314895379,121.77699260812558
