Date,rate_FOUR_5D,rate_VOO_20D
2020-06,0.4878957061767774,-4.119325279121952
2020-07,9.544261642456076,3.2348891920888576
2020-08,39.41444587421419,12.464469900736518
2020-09,25.94352045211794,6.06162990045123
2020-10,27.468449132919325,1.7503976518279671
2020-11,50.587086570739736,16.47309278817282
2020-12,77.31586666107178,21.47355949920987
2021-01,45.9189745288425,19.041693515909948
2021-02,65.70178527603152,22.57977858834795
2021-03,70.98110571601177,29.06911310833456
2021-04,98.32226788711552,36.99161007216014
2021-05,79.93320038017859,37.17489836108197
2021-06,74.83469973400662,40.15500317434417
2021-07,61.53179187494915,43.50278429145386
2021-08,51.63604299330713,47.83340431708511
2021-09,34.26849995040895,38.12431242046628
2021-10,7.583741880416883,49.55731638619214
2021-11,-11.724674991206095,47.12342242616957
2021-12,-0.7769515794753934,54.55215830643735
2022-01,-9.8123942249843,43.38879688259631
2022-02,-9.518093376679849,37.02426777458095
2022-03,7.524717127095104,42.79081708620684
2022-04,-9.274279069105765,25.992488465166645
2022-05,-20.879919277496327,25.682164190341112
2022-06,-42.036817494172304,11.455488906247218
2022-07,-34.65847364637585,24.645781724457017
2022-08,-17.420111418587815,17.24210066763854
2022-09,-17.934931253433216,2.3371309094142987
2022-10,-14.785895329666133,13.28867538862808
2022-11,-13.650122890349348,21.08699165819062
2022-12,4.43094992709161,11.326381348628288
2023-01,19.62466132741987,20.231854672098784
2023-02,19.8258564755496,15.667628033076
2023-03,39.87260875936236,20.82822649537615
2023-04,24.086099621401917,22.756221672496693
2023-05,14.212813178345971,22.92242795274158
2023-06,23.180871135862247,32.78986944298828
2023-07,24.539167189524736,37.72338491811327
2023-08,2.029393673658375,34.12985403509623
2023-09,-0.61916131363845,25.27391127560209
2023-10,-20.0561748245784,21.118689557261085
2023-11,18.79010808101922,35.16725385942034
2023-12,33.59677311671865,42.41034607659447
2024-01,28.348990873209654,44.56946963960915
2024-02,46.14858025890849,53.310043272889686
2024-03,16.636475016492504,58.7505995425863
2024-04,1.866720939636246,49.99728961088125
2024-05,18.389048660122636,58.66267091856581
2024-06,28.56572607513428,64.81966280221515
2024-07,20.0350110509536,66.26907649217706
2024-08,44.66061902911847,70.26289169054587
2024-09,53.41379447764272,73.87956162554266
2024-10,55.58466743405661,70.92923075532167
2024-11,94.92270833525224,82.30383997500314
2024-12,75.80354099607469,76.15565963083347
2025-01,101.3737848910282,80.97157754326847
2025-02,98.8603505991574,82.89832139998452
