Date,rate_NVDU_5D,rate_VOO_20D
2023-09,-2.2848461794853003,-6.714512087264168
2023-10,-12.912051547050453,-10.869733733810683
2023-11,8.246871446609493,3.1788306388135226
2023-12,15.034252477836606,10.421922784470851
2024-01,55.14045584678651,12.581046333032944
2024-02,110.31090147263664,21.32161995212131
2024-03,135.93640080904962,26.762163537634663
2024-04,93.82536430613202,18.008853704633722
2024-05,190.03628689880372,26.67424761052213
2024-06,235.70987972883745,32.83123948048565
2024-07,169.25166791884106,34.280653156997786
2024-08,155.55497408470745,38.27446834214665
2024-09,146.23074455097745,41.891138264147656
2024-10,176.4880309827169,38.94080738114927
2024-11,182.18572383856772,50.31541658826623
2024-12,149.9611230762706,44.16723623173975
2025-01,144.48383563168844,41.27089086838073
