Date,rate_RXRX_5D,rate_VOO_20D
2021-04,18.673005416870136,-0.0274672471083619
2021-05,-11.037765071868888,0.1580693913350757
2021-06,24.21807505750657,3.1397181379803385
2021-07,-0.4963126213073709,6.491225330075366
2021-08,-17.11729868205387,10.813611220320183
2021-09,-21.97376798588888,1.0977090303205443
2021-10,-32.24106123232842,12.51553193794912
2021-11,-29.385095855924803,10.078881259967744
2021-12,-33.30271005897521,17.49019849323132
2022-01,-52.12262636037306,6.316446250851016
2022-02,-52.06554032981394,-0.0311806377861358
2022-03,-65.95609773076497,5.746074807947352
2022-04,-66.89102007569585,-11.019273957810654
2022-05,-63.35655560765265,-11.32924705990878
2022-06,-45.914672863870855,-25.563522084909707
2022-07,-41.22130420182732,-12.36160439951901
2022-08,-24.03528602549764,-19.752447014608208
2022-09,-22.021114289082966,-34.63373533645126
2022-10,-21.718660495996467,-23.69951723307195
2022-11,-29.349483343941817,-15.913204221812164
2022-12,-40.933256165916255,-25.65920068774094
2023-01,-34.185389498731354,-16.766763957616334
2023-02,-34.33774669041235,-21.33949090899842
2023-03,-45.0674681493759,-16.185495696078206
2023-04,-59.57485564199777,-14.2600519688123
2023-05,-21.683714493548425,-14.093653510516988
2023-06,-32.64557017310176,-4.233824081313145
2023-07,29.47847952159519,0.6894434890613894
2023-08,-20.787581749908124,-2.899293282195885
2023-09,-29.90007780869545,-11.764771913309248
2023-10,-50.83162482876329,-15.912679656489786
2023-11,-34.08823970627785,-1.8805872636531689
2023-12,-4.018650642219701,5.354368815405351
2024-01,-8.30524268859454,7.511456307705984
2024-02,31.403721370637427,16.24250618780765
2024-03,-3.202798417149344,21.677450722880167
2024-04,-23.887110069783105,12.934186549842709
2024-05,-18.943912304664256,21.5907313021914
2024-06,-26.242017493396983,27.741692122472244
2024-07,-18.657429215157894,29.1900751049556
2024-08,-27.15294962281839,33.18035208968108
2024-09,-33.0774801983556,36.79397964186002
2024-10,-34.9609865605235,33.84709756324017
2024-11,-26.41765349973042,45.21117352648648
2024-12,-21.917955619749808,44.55333720877152
