Date,rate_CRWD_5D,rate_VOO_20D
2019-06,-2.8980717239379783,2.7725863092595877
2019-07,31.09141713968915,4.09259696439026
2019-08,11.804958099365235,1.3511383205821588
2019-09,-21.696676779174798,3.382919157512525
2019-10,-29.803576389312724,5.716605475333147
2019-11,-13.192922436305444,9.965691972431983
2019-12,-23.32338214445113,13.440801009176733
2020-01,-2.8639376750522083,12.686397566775767
2020-02,-4.930309390640253,0.6078128078180107
2020-03,-10.7849714232358,-15.963810489708738
2020-04,9.60551305882138,-1.674546460163672
2020-05,40.90242816675629,3.950573312008011
2020-06,56.913501503399445,5.883295284183234
2020-07,72.55197727851868,13.237556179434208
2020-08,86.41682158005237,22.46712119582708
2020-09,97.19943104205416,16.064281124105094
2020-10,72.75872308444977,11.753033590250835
2020-11,109.0079576232308,26.4757438749063
2020-12,181.27434602746965,31.47621064633837
2021-01,178.00526576641627,29.044329710451905
2021-02,170.1576352935271,32.58242972875421
2021-03,121.98652285443184,39.07179353626378
2021-04,147.64237221217158,46.99424582553221
2021-05,157.54234700874326,47.17753413222164
2021-06,184.43644619817005,50.15765375880514
2021-07,180.1276062831879,53.50547830926722
2021-08,203.2141260709081,57.83602586043644
2021-09,159.26515646158416,48.12693419160017
2021-10,190.9937551900864,59.559952534996285
2021-11,119.69253769025494,57.12604449091327
2021-12,103.8682167969346,64.55478044081906
2022-01,77.20436642022568,53.39146138413413
2022-02,88.9895554749545,47.026918070323774
2022-03,116.81124647789,52.793467545596016
2022-04,86.95593548462126,35.995124921453865
2022-05,48.58510620534744,35.68482835790461
2022-06,55.14161336361736,21.458152944475287
2022-07,67.23973999223955,34.64843220278775
2022-08,64.66003533654214,27.244764817977128
2022-09,47.321619302377485,12.339768021795692
2022-10,42.92110568332674,23.29131259814541
2022-11,3.637605131149302,31.08964224972868
2022-12,-7.416165487592863,21.32903189586724
2023-01,-6.681370114262897,30.23447848909906
2023-02,6.384698550224321,25.67027858734132
2023-03,20.807233368122844,30.83087700704401
2023-04,5.297927004059155,32.75885899915448
2023-05,40.29113094800834,32.925078411789066
2023-06,27.970606854743973,42.79253298712492
2023-07,40.242644162383726,47.72604847289132
2023-08,40.58986060923797,44.13249150037228
2023-09,43.56149699290295,35.2765617221682
2023-10,50.72027221344136,31.1213528850818
2023-11,100.68888873377712,45.16989134389704
2023-12,114.2478555164678,52.41298358590171
2024-01,143.14687343266135,54.57211987942783
2024-02,166.6505130428775,63.31268083065322
2024-03,160.9702198305615,68.75324984887358
2024-04,135.70415291013722,59.999939881666194
2024-05,150.29269268426742,68.66532115447121
2024-06,202.71633362582423,74.82231300384763
2024-07,81.34318527902877,76.27172666012756
2024-08,115.32765462747214,80.2655418253901
2024-09,116.0503710157248,83.88221172784182
2024-10,126.83956835373964,80.93188082562266
2024-11,162.06640481877682,92.30649001383928
2024-12,156.81426546200586,86.15830963872484
2025-01,181.14291912103735,92.67218214258456
