Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs
2015-01-02,84.05000305175781,83.54000091552734,84.2300033569336,83.08999633789062,84.05000305175781,2266200,2000.0,0,2000.0,0.0,0,0.0,2000,"Monthly invest 50.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,84.05000305175781,0.0,DUK,0.2584,Buy,0.0,0,188.3999938964844
2015-01-05,82.83999633789062,83.5999984741211,83.91000366210938,82.61000061035156,82.83999633789062,3780400,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,84.05000305175781,-0.092,DUK,0.2652,Buy,0.0,0,185.08999633789065
2015-01-06,84.19999694824219,82.91999816894531,84.79000091552734,82.91999816894531,84.19999694824219,5290900,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,84.19999694824219,-0.0412,DUK,0.2681,Buy,0.0,0,183.2700042724609
2015-01-07,84.47000122070312,84.26000213623047,84.88999938964844,83.72000122070312,84.47000122070312,2583500,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,84.47000122070312,0.0136,DUK,0.2577,Buy,0.0,0,185.55999755859372
2015-01-08,84.80999755859375,84.91999816894531,85.27999877929688,84.56999969482422,84.80999755859375,2165100,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,84.074,0.0,0.0,0.0,0.0,84.80999755859375,0.0733,DUK,0.2489,Buy,0.0,0,188.82000732421875
2015-01-09,84.93000030517578,85.0,85.38999938964844,84.22000122070312,84.93000030517578,2679100,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,84.25,0.0,0.0,0.0,0.0,84.93000030517578,0.116,DUK,0.2497,Buy,0.0,0,187.22999572753903
2015-01-12,85.01000213623047,85.19999694824219,85.48999786376953,84.6500015258789,85.01000213623047,2300200,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,84.684,0.0,0.0,0.0,0.0,85.01000213623047,0.1425,DUK,0.2572,Buy,0.0,0,185.83999633789065
2015-01-13,85.47000122070312,85.30000305175781,86.77999877929688,85.16999816894531,85.47000122070312,3529600,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,84.938,0.0,0.0,0.0,0.0,85.47000122070312,0.1858,DUK,0.2619,Buy,0.0,0,185.3500061035156
2015-01-14,85.69000244140625,85.08000183105469,85.77999877929688,84.6500015258789,85.69000244140625,3383100,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,85.182,0.0,0.0,0.0,0.0,85.69000244140625,0.2187,DUK,0.2638,Buy,0.0,0,184.25999450683597
2015-01-15,86.76000213623047,85.88999938964844,86.94999694824219,85.36000061035156,86.76000213623047,3886000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,85.572,0.0,0.0,0.0,0.0,86.76000213623047,0.3067,DUK,0.2646,Buy,0.0,0,182.5399932861328
2015-01-16,87.3499984741211,86.7300033569336,87.38999938964844,86.5999984741211,87.3499984741211,3903900,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,86.056,0.0,0.0,0.0,0.0,87.3499984741211,0.3873,DUK,0.2599,Buy,0.0,0,184.8000030517578
2015-01-20,87.69000244140625,87.44000244140625,87.7300033569336,86.7300033569336,87.69000244140625,3179900,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,86.592,0.0,0.0,0.0,0.0,87.69000244140625,0.4392,DUK,0.2536,Buy,0.0,0,185.25999450683597
2015-01-21,88.68000030517578,87.5,88.79000091552734,86.9000015258789,88.68000030517578,2834700,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,87.234,0.0,0.0,0.0,0.0,88.68000030517578,0.5173,DUK,0.2505,Buy,0.0,0,186.22999572753903
2015-01-22,88.62999725341797,88.83000183105469,89.29000091552734,87.94000244140625,88.62999725341797,2542200,1990.2507003021244,0,40.3907607269291,1949.8599395751953,22,-0.48746498489378176,2000,cash_2%_Buy 100% of cash (22 shares - Very Safe - MRI:0.24),82.25341790841091,87.822,0.0,0.0,0.0,0.0,88.68000030517578,0.5292,DUK,0.2388,Buy,-0.47270000457763084,10,189.0800018310547
2015-01-23,88.72000122070312,88.94999694824219,89.2300033569336,88.61000061035156,88.72000122070312,1815400,1992.2307875823979,0,40.3907607269291,1951.8400268554688,22,-0.38846062088010447,2000,,82.47556795874407,88.214,0.0,0.0,0.0,0.0,88.72000122070312,0.5083,DUK,0.236,Buy,-0.9927042770385697,10,188.0399932861328
2015-01-26,88.55000305175781,88.62999725341797,88.69999694824219,87.81999969482422,88.55000305175781,1749500,1988.490827865601,0,40.3907607269291,1948.1000671386719,22,-0.5754586067199474,2000,,96.4227497041288,88.454,0.0,0.0,0.0,0.0,88.72000122070312,0.4477,DUK,0.2303,Buy,-0.8076990890502955,10,188.41000366210935
2015-01-27,88.72000122070312,88.45999908447266,89.26000213623047,88.3499984741211,88.72000122070312,1907000,1992.2307875823979,0,40.3907607269291,1951.8400268554688,22,-0.38846062088010447,2000,,95.56449752198832,88.66,0.0,0.0,0.0,0.0,88.72000122070312,0.3897,DUK,0.2401,Buy,-2.042699699401851,10,185.94000244140625
2015-01-28,87.8499984741211,88.95999908447266,89.97000122070312,87.66000366210938,87.8499984741211,3199800,1973.0907271575932,0,40.3907607269291,1932.699966430664,22,-1.345463642120337,2000,,80.39563039185686,88.494,0.0,0.0,0.0,0.0,88.72000122070312,0.2595,DUK,0.2524,Buy,-3.267698173522937,10,183.4900054931641
