Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector,Market Cap
2015-01-02,14.857999801635742,14.883333206176758,14.21733283996582,14.620667457580566,71466000,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,TSLA,Consumer Cyclical,46933220246.74243
2015-01-05,14.303333282470703,14.433333396911621,13.810667037963867,14.005999565124512,80527500,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.3364176804906669,-0.06728353609813338,-0.2691341443925335,TSLA,Consumer Cyclical,44960099412.215576
2015-01-06,14.003999710083008,14.279999732971191,13.61400032043457,14.085332870483398,93928500,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.5541179257914376,-0.16465041403679423,-0.38946751175464334,TSLA,Consumer Cyclical,45214764084.95459
2015-01-07,14.223333358764648,14.3186674118042,13.985333442687988,14.063332557678223,44526000,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.731551845194966,-0.2780307002684286,-0.4535211449265374,TSLA,Consumer Cyclical,45144141760.1272
2015-01-08,14.187333106994629,14.25333309173584,14.000666618347168,14.041333198547363,51637500,0.0,0.0,,,,,,,,,14.163333129882812,,,,,,,,,,-0.8753426170714288,-0.3974930836290287,-0.4778495334424001,TSLA,Consumer Cyclical,45073522496.65161
2015-01-09,13.928000450134277,13.998666763305664,13.663999557495117,13.77733325958252,70024500,0.0,0.0,,,,,,,,,13.994666290283202,,,,,,,,,,-1.1262047835170956,-0.5432354236066421,-0.5829693599104535,TSLA,Consumer Cyclical,44226066844.13013
2015-01-12,13.536666870117188,13.631333351135254,13.283332824707031,13.480667114257812,89254500,0.0,0.0,,,,,,,,,13.889599800109863,,,,,,,,,,-1.4787369442293012,-0.730335727731174,-0.7484012164981273,TSLA,Consumer Cyclical,43273750708.17578
2015-01-13,13.554667472839355,13.840666770935059,13.394000053405762,13.616666793823242,67159500,0.0,0.0,,,,,,,,,13.795866584777832,,,,,,,,,,-1.664495974308604,-0.91716777704666,-0.7473281972619441,TSLA,Consumer Cyclical,43710317843.913574
2015-01-14,12.388667106628418,13.013333320617676,12.333333015441895,12.845999717712402,173278500,0.0,0.0,,,,,,,,,13.552400016784668,,,,,,,,,,-2.233515669890825,-1.180437355615493,-1.0530783142753322,TSLA,Consumer Cyclical,41236430264.911865
2015-01-15,12.965999603271484,13.050000190734863,12.666666984558105,12.791333198547363,78247500,0.0,0.0,,,,,,,,,13.302400016784668,13.732866573333741,,,,,,,,,-2.6943877654862995,-1.4832274375896544,-1.2111603278966452,TSLA,Consumer Cyclical,41060947456.65161
2015-01-16,12.713333129882812,12.965999603271484,12.643333435058594,12.871333122253418,54048000,0.0,0.0,,,,,,,,,13.121199989318848,13.557933139801026,,,,,,,,,-2.9856439680753857,-1.7837107436868007,-1.201933224388585,TSLA,Consumer Cyclical,41317752014.30347
2015-01-20,12.924667358398438,12.941332817077637,12.469332695007324,12.795332908630371,67548000,0.0,0.0,,,,,,,,,12.98413314819336,13.43686647415161,,,,,,,,,-3.2300813518716227,-2.0729848653237655,-1.1570964865478572,TSLA,Consumer Cyclical,41073786766.12866
