Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector
2019-01-02,38.7225,39.712502,38.557499,39.48,37.750084,148158800,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,AAPL,Technology
2019-01-03,35.994999,36.43,35.5,35.547501,33.989902,365248800,,,,,,,,,,,,,,,,,,,-0.8004950245624375,-0.16009900491248752,-0.64039601964995,AAPL,Technology
2019-01-04,36.1325,37.137501,35.950001,37.064999,35.440895,234428400,,,,,,,,,,,,,,,,,,,-1.1141131512883387,-0.35090183418765775,-0.7632113171006809,AAPL,Technology
2019-01-07,37.174999,37.2075,36.474998,36.982498,35.362022,219111200,,,,,,,,,,,,,,,,,,,-1.3667772653299224,-0.5540769204161107,-0.8127003449138117,AAPL,Technology
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.036129,164101200,,,,,,,,,37.3524996,,,,,,,,,,-1.4042895367974364,-0.7241194436923759,-0.6801700931050605,AAPL,Technology
2019-01-09,37.822498,38.6325,37.407501,38.327499,36.648083,180396400,,,,,,,,,37.12199940000001,,,,,,,,,,-1.284764355057493,-0.8362484259653993,-0.4485159290920937,AAPL,Technology
2019-01-10,38.125,38.4925,37.715,38.450001,36.765221,143122800,,,,,,,,,37.7024994,,,,,,,,,,-1.1509638497933439,-0.8991915107309882,-0.25177233906235563,AAPL,Technology
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.404251,108092800,,,,,,,,,37.9039992,,,,,,,,,,-1.1115794927114644,-0.9416691071270835,-0.16991038558438087,AAPL,Technology
2019-01-14,37.712502,37.817501,37.305,37.5,35.856838,129756800,,,,,,,,,38.0074996,,,,,,,,,,-1.187661758782562,-0.9908676374581793,-0.19679412132438268,AAPL,Technology
2019-01-15,37.567501,38.3475,37.512501,38.267502,36.590721,114843600,,,,,,,,,38.1235,37.7379998,,,,,,,,,-1.0738095000167611,-1.0074560099698957,-0.06635349004686542,AAPL,Technology
2019-01-16,38.27,38.970001,38.25,38.735001,37.037727,122278800,,,,,,,,,38.2050004,37.6634999,,,,,,,,,-0.8748275141449066,-0.9809303108048979,0.10610279665999134,AAPL,Technology
2019-01-17,38.549999,39.415001,38.314999,38.965,37.257648,119284800,,,,,,,,,38.3080002,38.0052498,,,,,,,,,-0.6611888315206209,-0.9169820149480425,0.25579318342742163,AAPL,Technology
2019-01-18,39.375,39.470001,38.994999,39.205002,37.487137,135004000,,,,,,,,,38.534501,38.219250100000004,,,,,,,,,-0.43669424948276014,-0.8209244618549861,0.384230212372226,AAPL,Technology
2019-01-22,39.102501,39.182499,38.154999,38.325001,36.645699,121576000,44.518279773004394,,,,,,,,38.6995012,38.3535004,,,,,,,,,-0.4382939291578085,-0.7443983553155507,0.30610442615774214,AAPL,Technology
2019-01-23,38.537498,38.785,37.924999,38.48,36.7939,92522400,45.3227332749361,,,,,,,64.14438578291902,38.7420008,38.432750399999996,,,,,,,,,-0.4024464669136963,-0.6760079776351798,0.27356151072148355,AAPL,Technology
2019-01-24,38.5275,38.619999,37.935001,38.174999,36.502258,101766000,68.60173994896431,,,,,,,71.96955978790201,38.63000040000001,38.4175004,,,,,,,68.44514342615092,,-0.43304283867807697,-0.6274149498437593,0.19437211116568237,AAPL,Technology
2019-01-25,38.869999,39.532501,38.580002,39.439999,37.711834,134142000,67.43757129213358,,,,,,,70.66499408413024,38.7250002,38.5165002,,,,,,,78.41590462955118,,-0.189988478920101,-0.5399296556590277,0.3499411767389267,AAPL,Technology
2019-01-28,38.947498,39.0825,38.415001,39.075001,37.362831,104768400,64.75150881106183,,,,,,,62.94730237472567,38.699,38.6167505,,,,,,,80.38069887074256,75.74724897548155,-0.0732225403453976,-0.4465882325963017,0.3733656922509041,AAPL,Technology
