Date,rate_010140.KS_5D,rate_VOO_20D
2015-01,-3.966,-3.5177
2015-02,6.1457,1.8034
2015-03,-5.0338,-0.4386
2015-04,-4.7515,0.3124
2015-05,-5.8385,1.1978
2015-06,-9.846,-1.0769
2015-07,-27.2258,0.8299
2015-08,-37.1831,-5.1327
2015-09,-27.148,-6.8019
2015-10,-18.8365,1.4676
2015-11,-27.0522,1.6362
2015-12,-28.2995,-1.0399
2016-01,-29.0098,-6.207
2016-02,-26.7283,-6.0172
2016-03,-21.7368,0.5909
2016-04,-23.2741,0.7779
2016-05,-29.4449,2.385
2016-06,-30.6737,2.5472
2016-07,-23.0991,6.1314
2016-08,-24.0385,5.9606
2016-09,-14.9671,5.6856
2016-10,-10.9492,3.5422
2016-11,-23.1815,7.191
2016-12,-14.1465,9.4946
2017-01,-3.139,10.5734
2017-02,4.1991,14.3713
2017-03,3.9688,13.9618
2017-04,0.3108,14.6092
2017-05,14.194,15.6969
2017-06,15.0549,15.8718
2017-07,3.1487,17.6968
2017-08,-1.5218,17.4806
2017-09,3.1395,19.3207
2017-10,8.624,21.5
2017-11,9.8208,24.5613
2017-12,-31.7504,25.9084
2018-01,-13.7902,31.6693
2018-02,-20.124,23.5121
2018-03,-22.3742,19.9608
2018-04,-26.0895,19.1283
2018-05,-24.211,21.5215
2018-06,-27.1628,21.8868
2018-07,-33.2289,25.6292
2018-08,-26.1193,29.0401
2018-09,-15.1001,29.1388
2018-10,-23.1713,21.9599
2018-11,-19.5026,23.0749
2018-12,-18.5837,10.8012
2019-01,-1.7786,20.319
2019-02,-1.0543,23.797
2019-03,-10.5688,25.6541
2019-04,-11.047,30.1743
2019-05,-14.9298,21.5217
2019-06,-11.2857,29.4331
2019-07,-22.9707,30.7622
2019-08,-15.0484,28.1093
2019-09,-13.3456,30.1391
2019-10,-19.9295,32.4242
2019-11,-22.6869,36.6374
2019-12,-18.8436,39.6921
2020-01,-25.4839,39.3266
2020-02,-34.122,27.427
2020-03,-55.106,9.0272
2020-04,-49.775,24.5635
2020-05,-42.6752,28.9861
2020-06,-28.446,30.8845
2020-07,-30.7529,38.0281
2020-08,-37.1154,47.038
2020-09,-34.5339,39.8076
2020-10,-37.521,36.721
2020-11,-14.8723,46.5833
2020-12,-12.0743,50.5667
2021-01,-22.1372,48.6611
2021-02,-17.6444,47.5026
2021-03,-2.1867,53.5248
2021-04,-5.523,60.8732
2021-05,-25.5968,57.1735
2021-06,-14.8903,59.9749
2021-07,-16.9178,63.1028
2021-08,-19.7713,67.0966
2021-09,-16.0685,58.5355
2021-10,-13.4368,68.8974
2021-11,-31.0538,66.8215
2021-12,-22.6148,69.2626
2022-01,-26.5143,56.3576
2022-02,-20.9333,51.592
2022-03,-23.1898,56.0141
2022-04,-20.6721,46.8756
2022-05,-21.3738,49.6983
2022-06,-23.8113,32.3555
2022-07,-29.5451,44.1085
2022-08,-24.865,40.8953
2022-09,-32.9174,35.6007
2022-10,-33.8103,40.8885
2022-11,-33.0566,48.1758
2022-12,-33.9798,41.7451
2023-01,-24.8022,48.1304
2023-02,-27.3538,44.1745
2023-03,-27.9487,47.6365
2023-04,-20.5486,49.4957
2023-05,-19.554,49.7167
2023-06,-12.1109,58.9131
2023-07,11.8453,63.5217
2023-08,9.4344,58.7923
2023-09,-0.8761,50.2151
2023-10,-13.4064,46.9601
2023-11,-3.0825,59.9071
2023-12,-6.7315,67.0934
2024-01,-11.1036,64.3668
2024-02,-3.8301,72.2876
2024-03,5.0011,77.2485
2024-04,6.4942,70.9998
2024-05,7.098,75.925
2024-06,7.1904,81.4895
2024-07,34.1236,80.0272
2024-08,15.4113,84.3283
2024-09,9.5786,83.3967
2024-10,2.1905,80.9709
2024-11,19.6184,90.8436
2024-12,11.9637,84.9076
2025-01,28.7732,85.4813
2025-02,25.5486,81.9164
2025-03,22.3184,76.0329
2025-04,24.7515,75.2606
2025-05,37.6131,85.6064
2025-06,35.0845,94.4397
2025-07,44.8005,99.6614
