Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,Close_vs,shares_vs
2017-11-09,320.8840026855469,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,893249984,2000.0,0,2000.0,0.0,0,0.0,2000,"Monthly invest 50.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,320.8840026855469,0.0,ETH-USD,0.2145,Buy,0.0,209.2133331298828,0
2017-11-10,299.25299072265625,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,885985984,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,320.8840026855469,-0.4324,ETH-USD,0.2229,Buy,-0.0741027832031449,209.0898284912109,0
2017-11-13,316.71600341796875,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,1041889984,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,311.8884,0.0,0.0,0.0,0.0,320.8840026855469,-0.294,ETH-USD,0.2236,Buy,0.07410278320312358,209.3368377685547,0
2017-11-14,337.6310119628906,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,1069680000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,315.2378,0.0,0.0,0.0,0.0,337.6310119628906,0.2425,ETH-USD,0.222,Buy,-0.2328369140625064,208.8252716064453,0
2017-11-15,333.35699462890625,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,722665984,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,322.0586,0.0,0.0,0.0,0.0,337.6310119628906,0.4809,ETH-USD,0.2282,Buy,-0.8732666015625057,207.7578887939453,0
2017-11-16,330.92401123046875,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,797254016,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,325.3072,0.0,0.0,0.0,0.0,337.6310119628906,0.5575,ETH-USD,0.2218,Buy,0.190521240234375,209.53086853027344,0
2017-11-17,332.3940124511719,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,621732992,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,330.2044,0.0,0.0,0.0,0.0,337.6310119628906,0.6051,ETH-USD,0.2179,Buy,-0.14821472167969674,208.96630859375,0
2017-11-20,366.7300109863281,354.093994140625,372.1369934082031,353.2890014648437,366.7300109863281,807027008,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,346.4092,0.0,0.0,0.0,0.0,366.7300109863281,1.4852,ETH-USD,0.2142,Buy,0.015884399414044736,209.23980712890625,0
2017-11-21,360.4010009765625,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,352.3046,0.0,0.0,0.0,0.0,366.7300109863281,1.4742,ETH-USD,0.2087,Buy,0.8520812988281214,210.6334686279297,0
2017-11-22,380.6520080566406,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008,1990.4836997985842,0,87.22365951538109,1903.2600402832031,5,-0.4758150100707903,2000,cash_4%_Buy 100% of cash (5 shares - Very Safe - MRI:0.21),70.94946143715455,361.9562,0.0,0.0,0.0,0.0,380.6520080566406,1.7474,ETH-USD,0.2087,Buy,0.762075805664054,210.48345947265625,0
2017-11-24,474.9110107421875,412.5010070800781,480.9729919433594,402.7579956054688,474.9110107421875,2292829952,2461.7787132263184,0,87.22365951538109,2374.5550537109375,5,23.08893566131591,2000,,90.79831690946881,398.572,0.0,0.0,0.0,0.0,474.9110107421875,3.6386,ETH-USD,0.2079,Buy,1.0267547607421896,210.92459106445312,0
2017-11-27,480.3550109863281,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000,2488.9987144470215,0,87.22365951538109,2401.7750549316406,5,24.44993572235108,2000,,89.52994940547937,460.6076,0.0,0.0,0.0,0.0,480.3550109863281,3.8376,ETH-USD,0.2089,Buy,0.9896759033203075,210.86279296875,0
2017-11-28,472.9020080566406,480.51800537109375,482.4800109863281,466.3469848632813,472.9020080566406,1346499968,2451.733699798584,0,87.22365951538109,2364.510040283203,5,22.586684989929196,2000,,84.95030618655807,473.1548,373.9735,0.0,0.0,0.0,480.3550109863281,3.3192,ETH-USD,0.2093,Buy,2.2440124511719155,212.953353881836,0
2017-11-29,427.5230102539063,473.281005859375,522.3070068359375,425.0710144042969,427.5230102539063,2675940096,2224.838710784913,0,87.22365951538109,2137.6150512695317,5,11.24193553924564,2000,,70.06742835737032,463.6772,379.3054,0.0,0.0,0.0,480.3550109863281,2.0522,ETH-USD,0.215,Buy,2.1963684082031207,212.8739471435547,0
2017-11-30,447.114013671875,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000,2322.793727874756,0,87.22365951538109,2235.570068359375,5,16.139686393737797,2000,,73.07352836725133,459.8448,386.6985,0.0,0.0,0.0,480.3550109863281,1.3739,ETH-USD,0.2218,Buy,3.2654937744140504,214.65582275390625,0
