Date,rate_TSLL_5D,rate_VOO_20D
2022-08,-16.43823244857787,-6.438482140982018
2022-09,-17.31955108896891,-21.343451717648115
2022-10,-29.401852445840827,-10.391920584804176
2022-11,-40.91175791902542,-2.593604479077044
2022-12,-67.7819837257862,-12.354201230501488
2023-01,-27.2104297021457,-3.448727923001698
2023-02,-3.83476071327924,-8.012967956393787
2023-03,-3.64890351915359,-2.852329549744283
2023-04,-32.09880128731727,-0.92434770389616
2023-05,-3.057194090626447,-0.7581546730412967
2023-06,39.172105045437824,9.109286802462924
2023-07,37.85614149779539,14.04280226312894
2023-08,26.566647339957107,10.449284445181044
2023-09,18.12895450121563,1.5933286503865034
2023-10,-17.22548116919397,-2.561892996160012
2023-11,7.662689883933371,11.486671376464194
2023-12,12.24674622162183,18.729763522121523
2024-01,-28.194402990366275,20.888887070683616
2024-02,-19.02906523828506,29.62946068977198
2024-03,-34.48662389911923,35.070004275285335
2024-04,-31.10560432967272,26.316694442284398
2024-05,-35.34782136315884,34.9820883481728
2024-06,-19.5795794520378,41.13908021813632
2024-07,3.494328025360116,42.58849389464846
2024-08,-15.120791238583042,46.58230907979732
2024-09,23.52906817326725,50.19897900179833
2024-10,5.360636474796721,47.24864811879994
2024-11,89.42920964726086,58.6232573259169
2024-12,143.39241000370978,52.47507696939042
2025-01,125.20636262446064,49.57873160603141
