Date,rate_VRSN_5D,rate_VOO_20D
2015-01,-3.5721037530898947,-1.5188014984130582
2015-02,13.868962653478013,3.807135581970256
2015-03,15.085640323162108,0.9870011043548788
2015-04,6.345052904129034,1.7466726852417125
2015-05,4.503343733787557,2.445589219411226
2015-06,1.3832346349443858,0.0477696609497257
2015-07,15.813532686710374,2.0360745906830013
2015-08,10.849762086232516,-4.434979414198114
2015-09,12.647658848190323,-6.094766767883286
2015-10,27.13315122535014,2.297253304221414
2015-11,38.347534464200365,2.398864387512223
2015-12,32.09972528310922,0.3434802950345705
2016-01,12.591192047119137,-4.526550205775659
2016-02,24.812596412913024,-4.447770020548491
2016-03,28.905589230060592,2.1719623537063804
2016-04,24.0244473181332,2.3246984809427
2016-05,21.22543510373433,3.9154022208319983
2016-06,21.501922292608967,4.007257745843207
2016-07,20.673459951019304,7.591804170227068
2016-08,2.9287319161551477,7.342807591392897
2016-09,7.972096918279492,7.017412323344852
2016-10,15.511073628632932,4.798144591290021
2016-11,7.824842246055619,8.494422308921813
2016-12,3.766321957855245,10.39030610809326
2017-01,9.16723730688831,11.902449214641877
2017-02,11.870990651448588,15.760175479465063
2017-03,17.62228580965317,15.283794896807002
2017-04,19.406170565769585,15.934840121302107
2017-05,20.3661198827108,16.99473398132325
2017-06,23.32980237800846,17.136475137772102
2017-07,33.357979147672644,18.973702608823785
2017-08,35.75625930462463,18.720224078091707
2017-09,38.107965520073385,20.554468112721192
2017-10,38.455757156263104,22.724301227460582
2017-11,47.00493641503654,25.801443585713702
2017-12,44.8891507044612,26.694789470775703
2018-01,44.41512522004783,32.97908226495041
2018-02,44.63888552093507,27.21648066672302
2018-03,46.66831251392368,23.4397109401703
2018-04,44.180675633965485,23.3312277262618
2018-05,58.94862275922868,25.716765294211253
2018-06,65.95045698165896,26.031398623266888
2018-07,73.73238067392869,29.88569654638118
2018-08,87.88621774741281,33.36297158677844
2018-09,87.72636477404056,33.39186384781549
2018-10,65.4667423680894,23.63491684755365
2018-11,79.66596500611307,25.43081678024929
2018-12,69.14278097650958,13.86061784970032
2019-01,91.46441455482486,22.547347896118165
2019-02,99.465206674688,26.04937117991728
2019-03,101.41916409895973,27.93757591232888
2019-04,116.89427570019132,32.51379631459939
2019-05,112.06345255004037,23.552857132381888
2019-06,125.33153780677102,31.707481700411734
2019-07,125.12253432716642,33.02752464825769
2019-08,115.27419134287248,30.28603388187343
2019-09,97.39037006358444,32.31783871288958
2019-10,97.21975561193692,34.65149257996125
2019-11,96.3482413312912,38.900594347508765
2019-12,96.7979481391907,42.37573562009218
2020-01,110.85558760655312,41.6213165131846
2020-02,90.62554525266376,29.5427319913592
2020-03,79.53538413208723,12.971108540177356
2020-04,107.42402335281372,27.2603801908053
2020-05,115.16938267603788,32.88546102304171
2020-06,101.58436653826132,34.818229366928776
2020-07,104.74876469135287,42.17247504582127
2020-08,106.21370370588444,51.40200949693763
2020-09,95.20073301996504,44.99923071768626
2020-10,80.46793322576605,40.68795248649491
2020-11,88.77652705950207,55.41063229052228
2020-12,102.20230923812036,60.41112944908664
2021-01,80.13016665334962,57.97924855123986
2021-02,78.98734622909546,61.517348729248056
2021-03,82.26163378519762,68.0067426488776
2021-04,99.38326107228266,75.92918003567786
2021-05,99.12701985633068,76.11248324526274
2021-06,104.86429988189894,79.09257331886775
2021-07,93.41970239977836,82.4403542930603
2021-08,92.16304031065953,86.77095993889704
2021-09,81.08579256313604,77.06186811772791
2021-10,95.60358503709357,88.49484329297171
2021-11,109.5021882982254,86.06099221874419
2021-12,120.27739753961,93.4897281851376
2022-01,87.31085451281348,82.32639484299062
2022-02,83.33610337728746,75.96185160406705
2022-03,89.82251510225645,81.72838696757232
2022-04,51.66042508581785,64.93004457486616
2022-05,47.60458756167096,64.61973402794732
2022-06,41.00016336290131,50.39305872269515
2022-07,58.84446282556783,63.58335162021802
2022-08,52.38698488752303,56.179684160130016
2022-09,44.72553165058382,41.274701056622455
2022-10,66.41726833291305,52.226245609163
2022-11,65.20153482663633,60.02454828023911
2022-12,69.1312402381897,50.26395152156871
2023-01,78.7711076964943,59.16941152549276
2023-02,60.645359235936965,54.60521144612631
2023-03,71.82529888126375,59.765836487274186
2023-04,79.5712703966575,61.6937918166359
2023-05,80.02249182207446,61.85999813513663
2023-06,81.3665350011807,71.7274396033426
2023-07,68.59195647932933,76.6609681147062
2023-08,65.42000351711457,73.0674111025856
2023-09,60.64215052295183,64.21149418323444
2023-10,57.80507027346176,60.05625940426267
2023-11,67.15852431505698,74.104823773702
2023-12,61.61717460838809,81.34791597250842
2024-01,55.53716344933943,83.50705227938566
2024-02,52.228525709513086,92.2476004865492
2024-03,47.26828914059913,97.68815679727282
2024-04,31.33659415621464,88.93484696015214
2024-05,34.78918348817659,97.6002408619931
2024-06,37.16305876083376,103.75723272797956
2024-07,43.93007515897423,105.20664640058324
2024-08,41.15580814769126,109.2004615818904
2024-09,45.43628331184388,112.81713150011484
2024-10,35.05148438926504,109.86680061340331
2024-11,42.63140224854152,121.24140981686912
2024-12,54.990044884642295,118.39440254236648
