Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs
2016-01-04,101.5199966430664,100.70999908447266,101.5500030517578,99.02999877929688,101.5199966430664,1429300,2000.0,0,2000.0,0.0,0,0.0,2000,"Monthly invest 50.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,101.5199966430664,0.0,ROK,0.6,Hold,0.0,0,184.3099975585937
2016-01-05,100.61000061035156,101.18000030517578,101.94000244140624,100.0999984741211,100.61000061035156,670600,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,101.5199966430664,-0.0572,ROK,0.7,Hold,0.0,0,184.63999938964844
2016-01-06,97.91999816894533,99.0999984741211,99.55999755859376,97.0199966430664,97.91999816894533,1400800,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,101.5199966430664,-0.2599,ROK,0.6,Hold,0.0,0,182.3000030517578
2016-01-07,93.43000030517578,96.08000183105467,96.38999938964844,93.22000122070312,93.43000030517578,1860000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,101.5199966430664,-0.6597,ROK,0.6,Hold,0.0,0,177.86000061035156
2016-01-08,93.47000122070312,94.1500015258789,95.48999786376952,93.22000122070312,93.47000122070312,1246000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,97.39,0.0,0.0,0.0,0.0,101.5199966430664,-0.8754,ROK,0.6,Hold,0.0,0,175.97000122070312
2016-01-11,93.4499969482422,94.0199966430664,94.56999969482422,92.4499969482422,93.4499969482422,1435500,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,95.776,0.0,0.0,0.0,0.0,101.5199966430664,-0.9653,ROK,0.6,Hold,0.0,0,175.99000549316406
2016-01-12,94.31999969482422,94.76000213623048,94.97000122070312,92.75,94.31999969482422,1089500,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,94.518,0.0,0.0,0.0,0.0,101.5199966430664,-0.9106,ROK,0.6,Hold,0.0,0,177.4499969482422
2016-01-13,92.97000122070312,94.77999877929688,95.5,92.63999938964844,92.97000122070312,1382200,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,93.528,0.0,0.0,0.0,0.0,101.5199966430664,-0.9104,ROK,0.6,Hold,0.0,0,173.11000061035156
2016-01-14,92.58999633789062,93.37000274658205,94.26000213623048,91.3000030517578,92.58999633789062,1509000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,93.36,0.0,0.0,0.0,0.0,101.5199966430664,-0.8795,ROK,0.6,Hold,0.0,0,175.9199981689453
2016-01-15,91.68000030517578,89.9000015258789,92.41999816894533,89.4800033569336,91.68000030517578,1537700,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,93.002,0.0,0.0,0.0,0.0,101.5199966430664,-0.8644,ROK,0.6,Hold,0.0,0,172.14999389648438
