Date,rate_457480.KS_5D,rate_VOO_20D
2023-05,0.0,2.7246
2023-06,17.7048,11.8345
2023-07,13.8519,16.0141
2023-08,13.7633,12.9035
2023-09,-0.6973,4.0555
2023-10,-17.6123,0.6637
2023-11,-0.9177,13.648
2023-12,8.223,20.7377
2024-01,-13.786,22.978
2024-02,-1.0603,30.9981
2024-03,-6.5989,35.9405
2024-04,2.233,27.6849
2024-05,-4.7931,35.6318
2024-06,0.4243,41.2341
2024-07,6.5592,42.4507
2024-08,-3.5801,46.0327
2024-09,13.3978,50.2437
2024-10,13.7672,47.3625
2024-11,40.4397,57.7923
2024-12,71.9802,52.7432
2025-01,56.8649,57.3015
2025-02,20.5378,53.6592
2025-03,8.7142,41.4224
2025-04,13.2975,38.9956
2025-05,33.359,49.808
2025-06,24.1661,59.019
2025-07,29.792,62.6909
2025-08,34.7087,65.9842
2025-09,70.0945,73.5586
2025-10,79.736,77.6658
2025-11,66.7155,76.9731
2025-12,74.2757,77.6218
2026-01,72.1084,79.5312
