Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs
2015-01-02,158.7777862548828,159.50466311407047,159.85584506911545,157.381196185471,158.7777862548828,1877700,2000.0,0,2000.0,0.0,0,0.0,2000,"Monthly invest 50.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,158.7777862548828,0.0,GS,0.2583529110627633,Buy,0.0,0,157.08819580078125
2015-01-05,153.8203887939453,157.67529182566204,158.47567053840248,153.11801207726543,153.8203887939453,3413200,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,158.7777862548828,-0.1997,GS,0.2652330348023323,Buy,0.0,0,154.32835388183594
2015-01-06,150.70864868164062,153.7876724348795,154.08169078349252,150.21861394658526,150.70864868164062,3429200,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,158.7777862548828,-0.4411,GS,0.2681006708886183,Buy,0.0,0,152.8108367919922
2015-01-07,152.95460510253906,152.6034231271557,153.53447907331844,151.72136815782787,152.95460510253906,1896800,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,158.7777862548828,-0.4778,GS,0.2577343790252529,Buy,0.0,0,154.7202606201172
2015-01-08,155.39659118652344,154.64521379575393,155.84578757831497,154.5635371928464,155.39659118652344,1962500,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,154.3316,0.0,0.0,0.0,0.0,158.7777862548828,-0.3739,GS,0.2488844179899525,Buy,0.0,0,157.4384307861328
2015-01-09,153.0117645263672,155.56807741517719,156.24595326568354,152.69324574958455,153.0117645263672,1980700,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,153.1784,0.0,0.0,0.0,0.0,158.7777862548828,-0.3835,GS,0.2497306033577012,Buy,0.0,0,156.11265563964844
2015-01-12,151.14967346191406,153.01994808087255,153.15878833973844,150.36562042479463,151.14967346191406,2084200,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,152.6443,0.0,0.0,0.0,0.0,158.7777862548828,-0.4421,GS,0.2572209450864074,Buy,0.0,0,154.9536590576172
2015-01-13,151.0353240966797,152.38291333260275,154.6697212336627,149.76124879151644,151.0353240966797,2745300,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,152.7096,0.0,0.0,0.0,0.0,158.7777862548828,-0.456,GS,0.2619192351401052,Buy,0.0,0,154.5451202392578
2015-01-14,147.19676208496094,147.97264000809668,149.05887408532695,145.45716499589045,147.19676208496094,5204700,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,151.558,0.0,0.0,0.0,0.0,158.7777862548828,-0.5945,GS,0.2637867456866296,Buy,0.0,0,153.6363067626953
2015-01-15,145.77569580078125,147.15593586946036,148.31568397357682,144.96714218337374,145.77569580078125,3146000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,149.6338,0.0,0.0,0.0,0.0,158.7777862548828,-0.7041,GS,0.2645545752936427,Buy,0.0,0,152.2021484375
2015-01-16,144.74658203125,144.33822400630885,147.09056556863877,142.1575936485749,144.74658203125,5124100,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,147.9808,0.0,0.0,0.0,0.0,158.7777862548828,-0.7725,GS,0.2598590565894026,Buy,0.0,0,154.0865020751953
2015-01-20,143.4398956298828,145.02432733278405,145.6450272684959,142.2964852698632,143.4398956298828,3606600,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,146.4389,0.0,0.0,0.0,0.0,158.7777862548828,-0.8219,GS,0.2535716226458196,Buy,0.0,0,154.4700469970703
2015-01-21,144.68133544921875,142.5578798436228,145.69406848278678,141.14496366634054,144.68133544921875,3737000,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,145.1681,0.0,0.0,0.0,0.0,158.7777862548828,-0.7466,GS,0.2505288467485065,Buy,0.0,0,155.27883911132812
