Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,rate_vs,shares_vs,Close_vs
2019-06-12,58.0,63.5,67.0,56.0,58.0,19449200,2000.0,0,2000.0,0.0,0.0,0.0,2000,Monthly invest,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,CRWD,0.0,0.0,241.4535980224609
2019-06-13,67.55999755859375,63.86000061035156,69.66999816894531,61.599998474121094,67.55999755859375,10923900,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,67.55999755859375,1.0392,CRWD,0.5730947598544098,0.0,242.5293731689453
2019-06-14,64.16000366210938,69.77999877929688,70.79000091552734,63.02000045776367,64.16000366210938,6264200,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,67.55999755859375,1.2541,CRWD,0.37886585582387156,0.0,242.16477966308597
2019-06-17,70.01000213623047,64.75,70.01000213623047,62.0,70.01000213623047,3247500,1990.1985997009278,0,29.91853988647472,1960.2800598144531,28.0,-0.49007001495360303,2000,Buy all cash ,0.0,0.0,0.0,0.0,0.0,0.0,70.01000213623047,1.9224,CRWD,0.49539994673295595,0.0,242.38352966308597
2019-06-18,76.5,73.0,78.69999694824219,71.5,76.5,6612600,2171.9185398864747,0,29.91853988647472,2142.0,28.0,8.595926994323744,2000,,0.0,67.246,0.0,0.0,0.0,0.0,76.5,2.8616,CRWD,1.7824529751864446,0.0,244.79949951171875
2019-06-19,77.22000122070312,78.75,79.79000091552734,73.55500030517578,77.22000122070312,3319100,2192.078574066162,0,29.91853988647472,2162.1600341796875,28.0,9.603928703308107,2000,,0.0,71.09,0.0,0.0,0.0,0.0,77.22000122070312,3.3049,CRWD,2.1272836581143437,0.0,245.44679260253903
2019-06-20,74.8499984741211,78.0,78.22000122070312,70.69000244140625,74.8499984741211,3429600,2125.7184971618653,0,29.91853988647472,2095.7999572753906,28.0,6.2859248580932725,2000,,0.0,72.548,0.0,0.0,0.0,0.0,77.22000122070312,3.1213,CRWD,3.3463720148259952,0.0,247.7351837158203
2019-06-21,72.2300033569336,72.45999908447266,73.9280014038086,68.30000305175781,72.2300033569336,2657500,2052.3586338806153,0,29.91853988647472,2022.4400939941406,28.0,2.617931694030773,2000,,0.0,74.162,0.0,0.0,0.0,0.0,77.22000122070312,2.5467,CRWD,3.1909336159446013,0.0,247.4434051513672
2019-06-24,67.97000122070312,71.05000305175781,72.38999938964844,65.08000183105469,67.97000122070312,2448000,1933.0785740661622,0,29.91853988647472,1903.1600341796875,28.0,-3.346071296691888,2000,,0.0,73.754,0.0,0.0,0.0,0.0,77.22000122070312,1.6109,CRWD,3.020936584472647,0.0,247.12429809570312
2019-06-25,61.52000045776367,67.0999984741211,68.98999786376953,61.16999816894531,61.52000045776367,2480200,1752.4785527038575,0,29.91853988647472,1722.5600128173828,28.0,-12.376072364807122,2000,,0.0,70.758,0.0,0.0,0.0,0.0,77.22000122070312,0.2899,CRWD,1.7193005371093832,0.0,244.6809539794922
2019-06-26,62.650001525878906,63.29999923706055,64.91999816894531,62.005001068115234,62.650001525878906,1625500,1784.118582611084,0,29.91853988647472,1754.2000427246094,28.0,-10.794070869445793,2000,,0.0,67.844,0.0,0.0,0.0,0.0,77.22000122070312,-0.4885,CRWD,1.5930444335937395,0.0,244.44395446777344
2019-06-27,63.279998779296875,63.38999938964844,64.99500274658203,62.57099914550781,63.279998779296875,914500,1801.7585057067872,0,29.91853988647472,1771.8399658203125,28.0,-9.912074714660635,2000,,0.0,65.53,0.0,0.0,0.0,0.0,77.22000122070312,-0.9305,CRWD,2.0500277987393503,0.0,245.30177307128903
2019-06-28,68.29000091552734,64.36000061035156,68.37999725341797,63.29999923706055,68.29000091552734,1474300,1942.0385655212403,0,29.91853988647472,1912.1200256347656,28.0,-2.8980717239379783,2000,,0.0,64.742,0.0,0.0,0.0,0.0,77.22000122070312,-0.711,CRWD,2.7725863092595873,0.0,246.6581115722656
2019-07-01,63.20000076293945,69.0999984741211,69.72899627685547,61.810001373291016,63.20000076293945,2670900,2794.4625611877445,0,13.662527618408376,2780.800033569336,44.0,-6.851247960408513,3000,Buy all cash Monthly invest,54.85255850680847,63.788,0.0,0.0,0.0,0.0,77.22000122070312,-1.0655,CRWD,3.2954993768047984,4.0,248.75668334960935
2019-07-02,64.5199966430664,63.29999923706055,65.02999877929688,61.72100067138672,64.5199966430664,1735600,2852.5423799133305,0,13.662527618408376,2838.879852294922,44.0,-4.915254002888981,3000,,55.93806764481366,64.388,0.0,0.0,0.0,0.0,77.22000122070312,-1.1373,CRWD,3.679477430306477,4.0,249.48068237304688
2019-07-03,67.23999786376953,64.68000030517578,67.4800033569336,64.5199966430664,67.23999786376953,1564100,2972.222433624268,0,13.662527618408376,2958.5599060058594,44.0,-0.9259188791910677,3000,,49.66708306088324,65.306,0.0,0.0,0.0,0.0,77.22000122070312,-0.889,CRWD,4.695310113324759,4.0,251.39605712890625
2019-07-05,67.20999908447266,67.1500015258789,67.25,64.83999633789062,67.20999908447266,804900,2970.9024873352055,0,13.662527618408376,2957.239959716797,44.0,-0.9699170888264885,3000,,53.412391783880345,66.092,0.0,0.0,0.0,0.0,77.22000122070312,-0.7196,CRWD,4.525187312770207,4.0,251.0752868652344
2019-07-08,66.91000366210938,68.26000213623047,71.71499633789062,66.9000015258789,66.91000366210938,4567200,2957.702688751221,0,13.662527618408376,2944.0401611328125,44.0,-1.4099103749593,3000,,46.039858039432325,65.816,0.0,0.0,0.0,0.0,77.22000122070312,-0.6327,CRWD,3.8593113601858064,4.0,249.81976318359372
2019-07-09,68.44999694824219,67.41999816894531,69.19999694824219,66.87999725341797,68.44999694824219,1782700,3025.462393341065,0,13.662527618408376,3011.7998657226562,44.0,0.8487464447021642,3000,,38.227543039485866,66.866,0.0,0.0,0.0,0.0,77.22000122070312,-0.4233,CRWD,4.024570503470208,4.0,250.13136291503903
2019-07-10,74.33999633789062,70.0,74.5,69.5,74.33999633789062,2719300,3284.622366485596,0,13.662527618408376,3270.9598388671875,44.0,9.487412216186542,3000,,46.34145585029013,68.83,67.8055,0.0,0.0,0.0,77.22000122070312,0.2629,CRWD,4.641809883353012,4.0,251.2951812744141
2019-07-11,70.87999725341797,74.5,74.9800033569336,70.5,70.87999725341797,2351800,3132.3824067687992,0,13.662527618408376,3118.7198791503906,44.0,4.412746892293318,3000,,45.09270331544024,69.558,68.4495,0.0,0.0,0.0,77.22000122070312,0.3181,CRWD,4.9091572736641,4.0,251.7992706298828
2019-07-12,73.5,71.5999984741211,75.19999694824219,70.5,73.5,1838300,3247.6625276184086,0,13.662527618408376,3234.0,44.0,8.255417587280277,3000,,51.569835572829994,70.816,68.7465,0.0,0.0,0.0,77.22000122070312,0.55,CRWD,5.565305911708187,4.0,253.0364532470703
2019-07-15,71.5999984741211,74.0,74.29499816894531,71.4000015258789,71.5999984741211,1325100,3164.0624604797367,0,13.662527618408376,3150.399932861328,44.0,5.468748682657898,3000,,54.76502799882464,71.754,69.1185,0.0,0.0,0.0,77.22000122070312,0.4578,CRWD,5.5993110495604625,4.0,253.1005706787109
2019-07-16,69.54000091552734,71.93000030517578,73.08699798583984,69.0,69.54000091552734,1582300,3073.4225679016117,0,13.662527618408376,3059.760040283203,44.0,2.4474189300537352,3000,,61.8991155897915,71.972,69.095,0.0,0.0,0.0,77.22000122070312,0.1561,CRWD,5.161889414341438,4.0,252.2758026123047
2019-07-17,71.0,70.0,71.55999755859375,69.58999633789062,71.0,1037000,3137.6625276184086,0,13.662527618408376,3124.0,44.0,4.588750920613616,3000,,62.26859024055809,71.304,68.82,0.0,0.0,0.0,77.22000122070312,0.0639,CRWD,4.257848015066884,4.0,250.5712127685547
2019-07-18,72.75,71.0,74.19000244140625,70.1500015258789,72.75,2779900,3214.6625276184086,0,13.662527618408376,3201.0,44.0,7.155417587280288,3000,,63.47084625971772,71.678,68.5965,0.0,0.0,0.0,77.22000122070312,0.1323,CRWD,4.743914315595269,4.0,251.4877014160156
2019-07-19,83.5199966430664,85.16000366210938,85.8499984741211,80.75,83.5199966430664,13669000,3688.5423799133305,0,13.662527618408376,3674.879852294922,44.0,22.951412663777692,3000,,68.61403432539132,73.682,69.03,0.0,0.0,0.0,83.5199966430664,1.1003,CRWD,4.029426068132594,4.0,250.14051818847656
2019-07-22,87.68000030517578,82.2699966430664,88.5,82.08000183105469,87.68000030517578,5357700,3871.582541046143,0,13.662527618408376,3857.9200134277344,44.0,29.052751368204778,3000,,80.61531911653562,76.898,69.8025,0.0,0.0,0.0,87.68000030517578,1.9425,CRWD,4.350233225376577,4.0,250.7454071044922
2019-07-23,86.73999786376953,88.31999969482422,89.44000244140625,84.48999786376953,86.73999786376953,2529800,3830.222433624268,0,13.662527618408376,3816.5599060058594,44.0,27.674081120808935,3000,,78.055563583119,80.338,70.741,0.0,0.0,0.0,87.68000030517578,2.2108,CRWD,5.263985753975909,4.0,252.4683074951172
2019-07-24,87.45999908447266,86.79000091552734,87.8499984741211,85.5,87.45999908447266,1250700,3861.9024873352055,0,13.662527618408376,3848.239959716797,44.0,28.730082911173515,3000,,76.88830604268485,83.63,72.038,0.0,0.0,0.0,87.68000030517578,2.2523,CRWD,5.881200856035406,4.0,253.632080078125
2019-07-25,92.27999877929688,87.5,93.33899688720703,87.0,92.27999877929688,3270400,4073.982473907471,0,13.662527618408376,4060.3199462890625,44.0,35.7994157969157,3000,,79.57065884397102,87.536,73.5195,0.0,0.0,0.0,92.27999877929688,2.4745,CRWD,5.225060310599105,4.0,252.39491271972656
2019-07-26,92.87999725341797,93.04000091552734,95.5,91.91000366210938,92.87999725341797,2053000,4100.382406768799,0,13.662527618408376,4086.7198791503906,44.0,36.679413558959986,3000,,80.41695566568843,89.408,74.9995,0.0,0.0,0.0,92.87999725341797,2.4426,CRWD,6.182569569414319,4.0,254.2003173828125
2019-07-29,87.2300033569336,93.69000244140625,93.9000015258789,82.6500015258789,87.2300033569336,3317800,3851.7826753234867,0,13.662527618408376,3838.120147705078,44.0,28.392755844116223,3000,,70.06411137352102,89.318,75.9465,0.0,0.0,0.0,92.87999725341797,1.776,CRWD,5.939524280238473,4.0,253.74205017089844
2019-07-30,94.0,86.0,96.19000244140625,84.0,94.0,3127200,4149.662527618409,0,13.662527618408376,4136.0,44.0,38.32208425394696,3000,,70.61661774551357,90.77,77.4865,0.0,0.0,0.0,94.0,1.7091,CRWD,5.613902021370933,4.0,253.12808227539065
2019-07-31,89.06999969482422,93.94999694824219,94.8010025024414,86.81700134277344,89.06999969482422,2476000,3932.7425141906742,0,13.662527618408376,3919.0799865722656,44.0,31.09141713968915,3000,,68.50458260454367,91.092,78.714,0.0,0.0,0.0,94.0,1.1229,CRWD,4.09259696439026,4.0,250.25962829589844
2019-08-01,91.52999877929688,90.06999969482422,94.31999969482422,89.43900299072266,91.52999877929688,2238200,5035.94832397461,0,1.7983911132814683,5034.149932861328,55.0,25.89870809936523,4000,Buy all cash Monthly invest,68.40171705795288,90.942,79.9285,0.0,0.0,0.0,94.0,0.8048,CRWD,2.4109771609998525,8.0,248.16102600097656
2019-08-02,88.01000213623047,91.54000091552734,92.77999877929688,86.91000366210938,88.01000213623047,1801000,4842.348508605957,0,1.7983911132814683,4840.550117492676,55.0,21.058712715148943,4000,,66.21221933588521,89.968,80.9685,0.0,0.0,0.0,94.0,0.2257,CRWD,1.4527621769760763,8.0,246.34646606445312
2019-08-05,85.4800033569336,83.33999633789062,86.91999816894531,82.25,85.4800033569336,2196400,4703.198575744629,0,1.7983911132814683,4701.400184631348,55.0,17.579964393615732,4000,,65.602982215799,89.618,81.897,0.0,0.0,0.0,94.0,-0.4077,CRWD,-2.3848840397008715,8.0,239.07916259765625
2019-08-06,85.23999786376953,87.19999694824219,89.76000213623047,82.70999908447266,85.23999786376953,1357400,4689.998273620606,0,1.7983911132814683,4688.199882507324,55.0,17.249956840515136,4000,,64.27998382311064,87.866,82.7365,0.0,0.0,0.0,94.0,-0.8702,CRWD,-0.7588378757068952,8.0,242.15838623046875
2019-08-07,84.22000122070312,83.69000244140625,86.44999694824219,82.80000305175781,84.22000122070312,990400,4633.898458251953,0,1.7983911132814683,4632.100067138672,55.0,15.847461456298827,4000,,61.67311585905012,86.896,83.2305,0.0,0.0,0.0,94.0,-1.2572,CRWD,-0.6717259575753793,8.0,242.32334899902344
2019-08-08,91.6500015258789,85.48999786376953,91.86000061035156,85.48999786376953,91.6500015258789,1692300,5042.548475036621,0,1.7983911132814683,5040.75008392334,55.0,26.06371187591554,4000,,58.87749080023846,86.92,84.269,0.0,0.0,0.0,94.0,-0.9476,CRWD,1.8253829837537623,8.0,247.05209350585935
2019-08-09,94.9000015258789,90.25,98.0,90.0,94.9000015258789,3062200,5221.298475036621,0,1.7983911132814683,5219.50008392334,55.0,30.53246187591554,4000,,58.043675233871255,88.298,85.339,0.0,0.0,0.0,94.9000015258789,-0.5367,CRWD,0.9156109607702696,8.0,245.3292694091797
2019-08-12,93.01000213623047,94.25,98.19999694824219,91.52999877929688,93.01000213623047,1895600,5117.348508605957,0,1.7983911132814683,5115.550117492676,55.0,27.93371271514893,4000,,56.840504156131786,89.804,86.4095,0.0,0.0,0.0,94.9000015258789,-0.4594,CRWD,-0.6039686622680343,8.0,242.45166015625
2019-08-13,99.6500015258789,92.83999633789062,100.5,92.83999633789062,99.6500015258789,3024600,5482.548475036621,0,1.7983911132814683,5480.75008392334,55.0,37.06371187591553,4000,,61.77778360937252,92.686,87.915,0.0,0.0,0.0,99.6500015258789,0.0188,CRWD,1.3801702548183812,8.0,246.20899963378903
2019-08-14,94.0199966430664,96.5199966430664,97.7300033569336,91.5999984741211,94.0199966430664,2822900,5172.898206481934,0,1.7983911132814683,5171.099815368652,55.0,29.322455162048342,4000,,51.65524942652518,94.646,89.066,0.0,0.0,0.0,99.6500015258789,-0.1537,CRWD,-2.534918626289425,8.0,238.7950439453125
