Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,rate_vs,shares_vs,Close_vs
2015-01-02,21045.451171875,21203.687646851504,21203.687646851504,20997.980229382047,21045.451171875,8774950,2000.0,0,2000.0,0.0,0.0,0.0,2000,Monthly invest,0.0,0.0,0.0,0.0,0.0,0.0,21045.451171875,0.0,005930,0.0,0.0,158.13739013671875
2015-01-05,21092.927734375,21140.39868951613,21140.39868951613,20776.454700100807,21092.927734375,10139500,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,21092.927734375,0.0144,005930,-0.46607725524902,12.0,155.3590850830078
2015-01-06,20491.626953125,20808.099956262064,20839.74725657577,20380.861402027025,20491.626953125,15235500,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,21092.927734375,-0.16,005930,-1.3826940765380824,12.0,153.83139038085938
2015-01-07,20681.51171875,20475.804257125095,20744.806322326895,20285.920446394415,20681.51171875,14322750,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,21092.927734375,-0.2032,005930,-0.2293951263427796,12.0,155.75355529785156
2015-01-08,20792.275390625,21187.866627128522,21187.866627128522,20728.980792784438,20792.275390625,14477600,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,20820.7586,0.0,0.0,0.0,0.0,21092.927734375,-0.1851,005930,1.4124292144775286,12.0,158.48992919921875
2015-01-09,20792.275390625,20792.275390625,20918.86458630613,20792.275390625,20792.275390625,9312400,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,20770.1234,0.0,0.0,0.0,0.0,21092.927734375,-0.163,005930,0.6116449127197221,12.0,157.15528869628906
2015-01-12,20823.91796875,20776.44703113127,20871.38890636873,20586.563280656344,20823.91796875,8325400,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,20716.3215,0.0,0.0,0.0,0.0,21092.927734375,-0.1293,005930,-0.0883672943115199,12.0,155.9886016845703
2015-01-13,21187.865234375,20792.274023875092,21203.688882794995,20570.742945995145,21187.865234375,12293400,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,20855.5691,0.0,0.0,0.0,0.0,21187.865234375,0.0116,005930,-0.3351385345458979,12.0,155.5773162841797
2015-01-14,21282.802734375,21187.860863440987,21441.03918593169,21124.56628281831,21282.802734375,14332250,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,20975.8273,0.0,0.0,0.0,0.0,21282.802734375,0.1299,005930,-0.8841253509521474,12.0,154.66233825683594
2015-01-15,21108.751953125,21282.81212665152,21346.106735206613,21029.63369243113,21108.751953125,14103900,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,21039.1227,0.0,0.0,0.0,0.0,21282.802734375,0.1457,005930,-1.7502966156005884,12.0,153.21871948242188
2015-01-16,20823.91796875,21108.743594462387,21108.743594462387,20776.44703113127,20823.91796875,13568500,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,21045.4512,0.0,0.0,0.0,0.0,21282.802734375,0.0626,005930,-0.6121313323974586,12.0,155.11566162109375
2015-01-20,21710.048828125,21361.92851163903,21710.048828125,21282.81025789222,21710.048828125,13278050,2000.0,0,2000.0,0.0,0.0,0.0,2000,,0.0,21235.3367,0.0,0.0,0.0,0.0,21710.048828125,0.3179,005930,-0.3804937591552759,12.0,155.50172424316406
2015-01-21,22073.99609375,21630.93380656362,22073.99609375,21520.168234767025,22073.99609375,16612650,2000.0,0,2000.0,0.0,0.0,0.0,2000,,66.33172997900444,21393.5754,0.0,0.0,0.0,0.0,22073.99609375,0.5225,005930,0.1080407867431576,12.0,156.31594848632812
2015-01-22,21804.994140625,22121.46720507529,22137.290858297805,21804.994140625,21804.994140625,17957700,2000.0,0,2000.0,0.0,0.0,0.0,2000,,61.11119365201997,21532.8238,0.0,0.0,0.0,0.0,22073.99609375,0.5401,005930,1.543349624633783,12.0,158.7081298828125
