Date,rate_CVX_5D,rate_VOO_20D
2015-01,-5.564015998840322,-1.518838256835919
2015-02,-0.1969830932617045,3.8071257731119967
2015-03,-1.6582945632934498,0.986967414855977
2015-04,4.296575172424322,1.7466231414795086
2015-05,-2.7588935508727874,2.445580993652352
2015-06,-8.530166247776572,0.0477558593749982
2015-07,-15.121271258354184,2.0360502939224423
2015-08,-19.447848279317203,-4.434962006462939
2015-09,-19.34178890056608,-6.094776735687246
2015-10,-5.068120800018305,2.2972442425814643
2015-11,-3.430401011466966,2.3988576145172136
2015-12,-4.728625073212833,0.3434828426654546
2016-01,-8.04276906408582,-4.526573988778249
2016-02,-9.555494048945102,-4.447772474161771
2016-03,3.8252843391895386,2.171942130088822
2016-04,10.99701371585622,2.3246756645651567
2016-05,10.17648414442276,3.9153786324395146
2016-06,13.75951048961439,4.007233466700511
2016-07,10.544659145736702,7.591770652771013
2016-08,9.27413246736073,7.342803282964794
2016-09,11.375368727944135,7.017388927112922
2016-10,12.8491172312861,4.798159498795229
2016-11,20.708546779473647,8.494419305801415
2016-12,26.38146879257204,10.390350590209962
2017-01,18.59056621184716,11.90247479042641
2017-02,20.25145860855668,15.76020180681017
2017-03,14.025048563820985,15.283812658582452
2017-04,12.802179631726496,15.934830437495794
2017-05,10.1018104497274,16.994724110412605
2017-06,10.63659543683453,17.13649290466308
2017-07,15.362137268185627,18.973701698303213
2017-08,14.32666133221714,18.7202312823209
2017-09,24.308699566448453,20.55443852435843
2017-10,21.9107575126648,22.724307360621875
2017-11,25.694970499356582,25.8014317455292
2017-12,31.48077730993324,26.69478743991338
2018-01,30.754270357834667,32.97910646739759
2018-02,17.199473400605058,27.21646093632624
2018-03,18.963008381080627,23.43973442573548
2018-04,30.02223602797345,23.331233667513217
2018-05,29.58308931941078,25.716745809827547
2018-06,31.09786070668421,26.03138800279485
2018-07,30.2555469013561,29.88568634241277
2018-08,22.74798357510037,33.36296133761938
2018-09,26.17093200799694,33.391863047724215
2018-10,14.656700014236137,23.63487411953542
2018-11,23.004235097646703,25.43082446988427
2018-12,12.07033484229263,13.860625256596792
2019-01,17.802072352523822,22.547347160034192
2019-02,23.65368560028076,26.049378595688765
2019-03,26.85546077097378,27.93760806905308
2019-04,23.115950444347465,32.513804056851406
2019-05,17.513354054698247,23.55288922952723
2019-06,28.047119014601265,31.70747279094346
2019-07,26.1694223474094,33.02750791536057
2019-08,21.470243221282992,30.28606525180217
2019-09,22.01772379263516,32.31783005431603
2019-10,19.15195445296729,34.65150845892955
2019-11,21.01623866081237,38.90057914314271
2019-12,24.146625400605792,42.37570440461207
2020-01,10.008954024899408,41.62131685946066
2020-02,-3.1638441143944096,29.54277156902494
2020-03,-24.79689878576994,12.971093427062064
2020-04,-3.958533349580029,27.26036519341106
2020-05,-2.769526038863434,32.885461464506214
2020-06,-5.370928557979515,34.81826086596589
2020-07,-10.88610895995531,42.17247506837285
2020-08,-9.474860329973522,51.40200987475851
2020-09,-22.2131238298416,44.99921605061124
2020-10,-24.586912007264683,40.68798341487832
2020-11,-3.663119828462591,55.41063329156242
2020-12,-6.638861624129822,60.41116074559461
2021-01,-5.730893412538462,57.97929443493406
2021-02,12.26176502143861,61.517364378153495
2021-03,17.432995334248822,68.00668368399772
2021-04,15.266031892974665,75.92916583004245
2021-05,17.254345042668852,76.11248393337546
2021-06,18.06539755579792,79.09258875564382
2021-07,14.52027684347632,82.44036965131762
2021-08,10.143830877304104,86.77094628538909
2021-09,15.34764010124674,77.06186899668998
2021-10,29.919854887698083,88.49485857501662
2021-11,29.201212208089377,86.06096484892709
2021-12,33.970356756255214,93.48970081365248
2022-01,49.45619309485237,82.32636771916235
2022-02,64.9209341222171,75.96183847177444
2022-03,85.5838375443762,81.728374054562
2022-04,77.625732041884,64.93005940992379
2022-05,98.64296532128654,64.61972140291003
2022-06,63.766704290306194,50.3930735342005
2022-07,84.44866948826419,63.58332537053979
2022-08,78.7563557226735,56.17967171281384
2022-09,61.73176562745522,41.274702019143625
2022-10,102.7428452375914,52.22623313429984
2022-11,105.92669034570456,60.02454931855203
2022-12,100.56562835168346,50.26395245432119
2023-01,93.48490346038584,59.16942574520503
2023-02,79.46789716957554,54.60521232905533
2023-03,81.31527502344133,59.76582408622741
2023-04,86.46068986430026,61.69377935662601
2023-05,67.47713305523817,61.85999884175322
2023-06,74.25530711699922,71.72744030309882
2023-07,80.49311765349829,76.66096877824344
2023-08,78.61893942364287,73.06741181822278
2023-09,86.15470812817341,64.21149500785684
2023-10,60.20913232666088,60.05627314123709
2023-11,58.97455145279569,74.10481169785395
2023-12,64.55392640456805,81.34790395145244
2024-01,62.05927187369953,83.50702749446523
2024-02,68.32529787728593,92.24760113587251
2024-03,74.023990332348,97.68817016581126
2024-04,77.23439459615051,88.93486021011488
2024-05,79.48130486533518,97.600241494229
2024-06,72.33732434952778,103.75723335471778
2024-07,76.15249731190453,105.20664702191849
2024-08,63.66237984572516,109.2004621979151
2024-09,62.3883745899039,112.817132110919
2024-10,63.5488490088487,109.8668012190747
2024-11,79.15371471082369,121.2414104174932
2024-12,59.666897644752325,115.09323005241208
2025-01,71.03616225885175,122.16252208778506
