Date,rate_HSY_5D,rate_VOO_20D
2015-01,-1.234882141113269,-1.523685333251934
2015-02,0.4263701019287191,3.8193077952067167
2015-03,-2.305843288421628,0.9901244316101064
2015-04,-10.621709994506825,1.7522093414306772
2015-05,-7.790888724009193,2.453408482869479
2015-06,-10.735877712794704,0.0479142412458388
2015-07,-5.452675836563103,2.024262302398694
2015-08,-7.699873037550187,-4.4688311191134815
2015-09,-4.259560906219462,-6.13199777221678
2015-10,-7.268788028370244,2.2884376123601724
2015-11,-8.509607508977235,2.3917738113403475
2015-12,-4.675307630685655,0.3309267355112055
2016-01,-5.516271755218494,-4.520254652840738
2016-02,-1.6566290102640655,-4.44679270884194
2016-03,-0.3547912456989155,2.19316387414934
2016-04,0.6339577129588658,2.3531832243975703
2016-05,0.9011790491739946,3.931893143971754
2016-06,23.205812178762343,4.021002063550472
2016-07,19.159764916992184,7.586321348190328
2016-08,7.227272743770063,7.334840830121725
2016-09,2.313807439110516,7.009793694582855
2016-10,9.526137845744277,4.799591049857765
2016-11,3.5955188463528964,8.481887054443371
2016-12,10.70811094985964,10.37084561828614
2017-01,12.43075694685716,11.881570897028991
2017-02,15.670854322362835,15.731038027445488
2017-03,16.01215591744014,15.255094614301411
2017-04,14.344765672486414,15.904097933539042
2017-05,21.986598823165917,16.961086405690516
2017-06,12.947606814845924,17.09804716860863
2017-07,10.392179086685193,18.944069967985165
2017-08,10.316263843536388,18.69252773007481
2017-09,14.427579382391542,20.535206263598283
2017-10,10.889022997719922,22.706207889011942
2017-11,16.194125557899476,25.777882799572428
2017-12,18.430110696225555,26.675126465462352
2018-01,14.665664397691437,32.95730252456666
2018-02,2.61903776540513,27.213775690518904
2018-03,3.282149511718768,23.43628333454133
2018-04,-4.074900935475412,23.339045998922224
2018-05,-5.282510572615118,25.72495583379837
2018-06,-1.9952917605555287,26.0342322236882
2018-07,3.4829919568842183,29.8876942213232
2018-08,6.633957592773454,33.36153396046959
2018-09,8.025160828631872,33.39098672734138
2018-10,13.292910594777862,23.59530395946099
2018-11,14.97843724513055,25.3905225815773
2018-12,13.464224141179317,13.827164148291772
2019-01,12.07730342178346,22.51017244613649
2019-02,17.444402102227308,26.01116077123904
2019-03,21.45849840376928,27.899125141730696
2019-04,31.618417552660105,32.47433552839172
2019-05,39.27531432957121,23.51641859859892
2019-06,40.71844325249414,31.66977202786532
2019-07,58.47311429813931,32.990069599424096
2019-08,65.23289984251323,30.24955149841311
2019-09,60.4717605481641,32.281735909034495
2019-10,51.09157273735436,34.61593870389259
2019-11,52.386405006917336,38.86550999221803
2019-12,50.3058533178861,42.34137690384663
2020-01,57.85055012992122,41.587490880904674
2020-02,46.332267443702335,29.50814894007125
2020-03,33.91412177968027,12.934547791242611
2020-04,33.32403197420562,27.170163799344586
2020-05,36.87439383194664,32.78022239800655
2020-06,30.22119377597412,34.707966305633086
2020-07,45.5618453250773,42.06136234754676
2020-08,48.923224935282825,51.27180723173724
2020-09,42.93520949396408,44.86265720498221
2020-10,36.486065014852606,40.55196939559724
2020-11,47.03122244723639,55.282583765665706
2020-12,50.75207265247712,60.287148937068594
2021-01,43.29032094599749,57.85631410588445
2021-02,43.6786129386902,61.39796354309084
2021-03,55.38476749425188,67.89237118931821
2021-04,60.65591069709482,75.82075219330231
2021-05,69.15021192976147,76.00631836328753
2021-06,69.36933470506308,78.98793829809263
2021-07,73.04125163025856,82.33950322589878
2021-08,71.86397360384909,86.66187455975569
2021-09,62.855394521434135,76.9459724975214
2021-10,67.92042566400553,88.3637951235484
2021-11,70.00382444150108,85.92713018417362
2021-12,84.41777833418007,93.33843331209071
2022-01,86.8432379966115,82.16463936685963
2022-02,91.58688392064764,75.81706851178754
2022-03,104.05817759656908,81.59433779629795
2022-04,111.42654375933532,64.82898891114655
2022-05,98.0020800902049,64.51901593068443
2022-06,100.13693444618812,50.28474062020438
2022-07,110.84670790361324,63.48665842636774
2022-08,107.55210062166438,56.09577504147767
2022-09,102.53141457939144,41.21450028796907
2022-10,118.14248905177874,52.14871840691819
2022-11,114.63846687591077,59.93505826346082
2022-12,110.200830985669,50.1890616297771
2023-01,102.80393081731214,59.08147153940006
2023-02,115.0166022135802,54.5087577972412
2023-03,128.29920741519928,59.66276613845827
2023-04,143.64601027086468,61.58820989325498
2023-05,131.26703794296114,61.75456897496245
2023-06,121.13357978928208,71.61442476809603
2023-07,103.76168400049212,76.53769222508946
2023-08,89.39036152231128,72.94898135564898
2023-09,75.58468365129434,64.08347694958381
2023-10,63.76080391197563,59.93556918206615
2023-11,64.66152233303919,73.96766146582145
2023-12,62.75898672754832,81.20261752221344
2024-01,68.32910965558834,83.35971775443338
2024-02,63.9885174196604,92.09075498866176
2024-03,69.13136419762884,97.52569955580576
2024-04,67.9965429129474,88.78243535998863
2024-05,71.91580242648878,97.43898008995728
2024-06,59.17901618051944,103.58994088824728
2024-07,70.44999648373702,105.038323849119
2024-08,67.19876758135281,109.02860081260224
2024-09,65.50269984665566,112.642228343899
2024-10,52.740877056442415,109.69534624474792
2024-11,51.045115901279445,121.05942218780518
2024-12,44.51968472753478,117.56328250651715
