Date,rate_PPG_5D,rate_VOO_20D
2015-01,-0.761322738647463,-2.8572765944756275
2015-02,4.961029006958029,3.447454876810502
2015-03,-0.9207473144531186,0.4860729161492145
2015-04,-2.4589408996581907,1.4487384583039786
2015-05,1.1642043374379574,2.2092180682476643
2015-06,1.160208430153986,-0.1698513475284471
2015-07,-4.756233682155608,1.9076882395970771
2015-08,-15.437963560740142,-4.502565285548167
2015-09,-20.37499892234801,-6.017298764947928
2015-10,-3.534342175223604,2.5061159698131448
2015-11,-1.551709848721805,2.604424317655891
2015-12,-7.964769112807046,0.5382943647661856
2016-01,-10.82747389166695,-4.310529329965406
2016-02,-8.493218092346178,-4.195042264518427
2016-03,6.019647281169904,2.4842383379766333
2016-04,4.516153378206145,2.6456014257229645
2016-05,2.0256089846293124,4.232357050508905
2016-06,-1.4534415226986508,4.320439646565188
2016-07,-0.8946017772674564,7.897876025849823
2016-08,0.614867730095292,7.637621909403879
2016-09,-1.828653508793221,7.305840178771641
2016-10,-11.470979587554918,5.080143666962439
2016-11,-7.931543263117469,8.778972762641368
2016-12,-8.731691193237289,10.665762335251218
2017-01,-3.364395288320676,12.167437506584593
2017-02,-0.5498843574523904,16.009269126263327
2017-03,1.990028791427623,15.516220403932032
2017-04,6.514192690619125,16.156975317488666
2017-05,3.3056941034952825,17.207934451670052
2017-06,6.582229405803086,17.339742239984048
2017-07,1.7950414950847815,19.17150826866563
2017-08,1.2643744121898282,18.9092732800194
2017-09,5.413188033721039,20.737473484453677
2017-10,12.5166070450919,22.89894528267089
2017-11,13.189596372498414,25.9622209472573
2017-12,12.811529148823508,26.846282017154746
2018-01,14.269930503845218,33.11639608994979
2018-02,8.311219171377338,27.33849562689814
2018-03,7.31473502559663,23.558114716474925
2018-04,1.708287462560154,23.453236770362405
2018-05,-2.7170673364911635,25.83321666719166
2018-06,0.016885803222677,26.13923653454065
2018-07,6.699342725753787,29.983497750566297
2018-08,6.919249016910123,33.452228126835266
2018-09,5.409472695475048,33.47363799730814
2018-10,1.3772280707663676,23.69579436879755
2018-11,5.852635147810004,25.482422278827062
2018-12,-1.1541460626563027,13.917817398755114
2019-01,1.970062572097775,22.592002557561848
2019-02,8.700162202947293,26.091647678819573
2019-03,9.382478851758512,27.97510632261825
2019-04,13.646524357921685,32.53525169980235
2019-05,1.4440229280259895,23.591637629195542
2019-06,13.031220481733865,31.735809918825037
2019-07,13.418305456433988,33.05117255122052
2019-08,7.306453508209776,30.31080352353016
2019-09,14.634073263365654,32.338777085853884
2019-10,20.780221512358075,34.668043257899086
2019-11,24.485299914296487,38.90757503603771
2019-12,28.554903263967567,42.36976119076065
2020-01,15.023483638332744,41.608340007985866
2020-02,0.4657137558346846,29.551367883608368
2020-03,-19.60675810766219,13.025493532867149
2020-04,-12.268484868269692,27.26657838199881
2020-05,-0.9842439577507078,32.876026967424906
2020-06,3.27151104702168,34.800602785303994
2020-07,4.758197673797615,42.13900009164801
2020-08,17.642491001073868,51.34019202745189
2020-09,18.97692572675433,44.94515091961529
2020-10,26.134168477233025,40.63433691196236
2020-11,42.78617131042481,55.32163766365541
2020-12,39.70299982859991,60.306183052978085
2021-01,30.016792843071197,57.87495939934946
2021-02,30.19133254770916,61.402235670267885
2021-03,44.61337371073273,67.87483982438367
2021-04,64.11538227537083,75.77365877642698
2021-05,71.87156771606055,75.94985214491403
2021-06,61.48614145003695,78.91957660010966
2021-07,54.797057083416,82.25515692803168
2021-08,50.92079159291587,86.56428996455551
2021-09,34.739856590922294,76.86664548380566
2021-10,50.79384019056575,88.26173373314965
2021-11,44.73844963664102,85.82486903716041
2021-12,61.28734055400176,93.22232952354308
2022-01,45.47230639373425,82.07585544472676
2022-02,24.322577411783165,75.73068296296604
2022-03,21.894045318343448,81.48527298650177
2022-04,18.76606536419472,64.73919152531096
2022-05,17.678754446411137,64.42790222551683
2022-06,6.207102017916166,50.231782089672805
2022-07,19.971639463383227,63.39115719595842
2022-08,18.183429072923563,56.00791112683237
2022-09,2.8759096608669266,41.1528752188696
2022-10,6.04747815182336,52.06788511661569
2022-11,26.162534557819384,59.83803298540287
2022-12,17.067600397640902,50.11618307554673
2023-01,21.15293999418921,58.9825814804413
2023-02,23.098311031611285,54.42542036970776
2023-03,24.26697311233521,59.56980304234562
2023-04,30.175245873252976,61.49008702110791
2023-05,22.12492083059574,61.65440493947865
2023-06,37.65953061335296,71.49185335730049
2023-07,33.215601261358984,76.39893532080836
2023-08,31.504619000680112,72.81497696915825
2023-09,20.138459764300663,63.977850425486345
2023-10,13.455592457423716,59.83642566085642
2023-11,31.711917977792247,73.82691260697602
2023-12,38.397084997054655,81.04249191514948
2024-01,30.20662829055787,83.19463151176386
2024-02,31.05024666224301,91.89971959561244
2024-03,33.83020128624781,97.31403596036743
2024-04,18.885345931736765,88.59124543646239
2024-05,21.51105264221995,97.22385162777051
2024-06,16.224359846496593,103.35713055885196
2024-07,17.097816589289728,104.79850066582284
2024-08,20.171028013767355,108.77574528064606
2024-09,22.532057487811088,112.37647650048233
2024-10,15.00755207036124,109.43335037252145
2024-11,15.372611146736158,120.75998702477108
2024-12,17.53767123432002,120.72585707606969
