Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector
2019-01-02,85.31999969482422,88.44000244140625,85.0,88.12000274658203,69.50191497802734,3147800,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,PSX,none
2019-01-03,88.18000030517578,88.45999908447266,85.0999984741211,86.9000015258789,68.5396957397461,3182000,,,,,,,,,,,,,,,,,,,-0.11055599367270799,-0.0221111987345416,-0.0884447949381664,PSX,none
2019-01-04,88.44999694824219,91.1500015258789,87.94999694824219,90.83999633789062,71.6472396850586,3307200,,,,,,,,,,,,,,,,,,,0.16074648220994353,0.014460337454355428,0.1462861447555881,PSX,none
2019-01-07,90.61000061035156,92.45999908447266,89.55999755859375,91.47000122070312,72.14412689208984,3474000,,,,,,,,,,,,,,,,,,,0.42706647484725624,0.0969815649329356,0.33008490991432066,PSX,none
2019-01-08,92.29000091552734,92.56999969482422,90.16999816894533,91.38999938964844,72.0810317993164,2357300,,,,,,,,,89.74400024414062,,,,,,,,,,0.6224646848917715,0.2020781889247028,0.42038649596706873,PSX,none
2019-01-09,92.3000030517578,92.58999633789062,90.31999969482422,91.98999786376952,72.55426025390625,2588600,,,,,,,,,90.51799926757812,,,,,,,,,,0.8209791187264601,0.3258583748850543,0.4951207438414058,PSX,none
2019-01-10,91.75,92.98999786376952,90.37000274658205,92.94000244140624,73.30355834960938,2323700,,,,,,,,,91.72599945068359,,,,,,,,,,1.0502029577790455,0.47072729146385256,0.579475666315193,PSX,none
2019-01-11,92.25,93.69000244140624,91.87000274658205,92.69000244140624,73.10637664794922,2102600,,,,,,,,,92.0960006713867,,,,,,,,,,1.1941879681546201,0.6154194268020061,0.578768541352614,PSX,none
2019-01-14,91.79000091552734,93.1500015258789,91.31999969482422,92.83000183105467,73.216796875,2178600,,,,,,,,,92.36800079345701,,,,,,,,,,1.3046143392951868,0.7532584093006423,0.5513559299945445,PSX,none
2019-01-15,93.45999908447266,93.7300033569336,91.94000244140624,92.4499969482422,72.9170913696289,1953500,,,,,,,,,92.58000030517577,91.1620002746582,,,,,,,,,1.3420571186521195,0.8710181511709377,0.4710389674811818,PSX,none
2019-01-16,92.12000274658205,93.37000274658205,91.86000061035156,92.98999786376952,73.34297943115234,2316100,,,,,,,,,92.78000030517578,91.64899978637695,,,,,,,,,1.4027526571002262,0.9773650523567955,0.42538760474343074,PSX,none
2019-01-17,92.54000091552734,94.12999725341795,92.30999755859376,93.41999816894533,73.68213653564453,3069200,,,,,,,,,92.8759994506836,92.30099945068359,,,,,,,,,1.4710658050411787,1.0761052028936722,0.3949606021475065,PSX,none
2019-01-18,94.31999969482422,95.76000213623048,92.9000015258789,95.3000030517578,75.1649398803711,4014900,,,,,,,,,93.3979995727539,92.74700012207032,,,,,,,,,1.6699461017560486,1.1948733826661475,0.4750727190899011,PSX,none
2019-01-22,94.61000061035156,95.4000015258789,92.81999969482422,93.0,73.35089111328125,4733500,68.29081791681239,,,,,,,,93.43199920654297,92.9,,,,,,,,,1.6062735848390877,1.2771534231007355,0.3291201617383521,PSX,none
2019-01-23,93.29000091552734,93.79000091552734,92.20999908447266,92.62999725341795,73.05905151367188,2542400,66.44780189204232,,,,,,,68.67970940803478,93.46799926757812,93.02399978637695,,,,,,,,,1.5059212528144585,1.3229069890434801,0.1830142637709784,PSX,none
2019-01-24,92.5,93.02999877929688,91.33000183105467,91.33000183105467,72.03370666503906,3194000,66.06234629886282,,,,,,,68.36050120854566,93.13600006103516,92.95800018310545,,,,,,,62.75505775672599,,1.2977010615248352,1.3178658035397512,-0.020164742014916026,PSX,none
2019-01-25,92.25,93.62000274658205,91.61000061035156,93.0199966430664,73.36663818359375,2044800,59.44539536273626,,,,,,,67.41326798506176,93.05599975585938,92.96599960327147,,,,,,,56.574047098265886,,1.2660576476679368,1.3075041723653884,-0.04144652469745158,PSX,none
2019-01-28,92.0,93.0500030517578,91.91000366210938,92.5,72.95650482177734,2349500,54.50567832145429,,,,,,,60.29059201306917,92.49599914550781,92.94699935913084,,,,,,,46.92195191328409,55.41701892275865,1.1817422255361283,1.2823517829995366,-0.10060955746340827,PSX,none
2019-01-29,92.7300033569336,93.69000244140624,91.88999938964844,93.3499984741211,73.6269302368164,2056500,58.03278011905607,,,,,,,60.01460944123707,92.56599884033203,92.9989990234375,,,,,,,51.06215167739207,51.519383562980686,1.1755586673527596,1.2609931598701811,-0.08543449251742152,PSX,none
2019-01-30,94.04000091552734,95.25,93.6500015258789,94.52999877929688,74.55760955810547,3093300,59.93740078956442,96.02005264608249,92.18449974060059,88.34894683511868,,,,60.636963967181345,92.94599914550781,93.20699920654296,92.18449974060059,,,,,,58.186652472891666,52.05691868785595,1.25863179733467,1.260520887363079,-0.0018890900284092016,PSX,none
2019-01-31,96.0999984741211,96.5999984741211,95.06999969482422,95.41000366210938,75.25170135498047,4044500,59.71675812731187,96.13570030787753,92.54899978637695,88.96229926487638,,,,62.47297401889139,93.76199951171876,93.44899978637696,92.54899978637695,,,,,,70.11353142127398,59.787445190519236,1.3840566506088434,1.285228040012232,0.09882861059661141,PSX,none
2019-02-01,95.56999969482422,95.9499969482422,93.41000366210938,94.20999908447266,74.30524444580078,2618100,55.56367271823492,95.39736439779334,92.91449966430665,90.43163493081995,,,,56.41785536938771,94.0,93.52799987792967,92.91449966430665,,,,83.5303058193452,,69.79232062259159,66.03083483891908,1.3629581232896517,1.300774056667716,0.06218406662193576,PSX,none
