ticker_1m,vs_1m,ticker_3m,vs_3m,ticker_6m,vs_6m,ticker_1y,vs_1y,ticker_2y,vs_2y,ticker_3y,vs_3y,ticker_5y,vs_5y,ticker_7y,vs_7y,ticker_max,vs_max
8.01,0.29,0.51,1.66,7.24,3.71,16.26,11.28,25.6,20.67,36.91,36.96,60.85,54.41,143.41,83.68,359.54,133.5
