ticker_1m,vs_1m,ticker_3m,vs_3m,ticker_6m,vs_6m,ticker_1y,vs_1y,ticker_2y,vs_2y,ticker_3y,vs_3y,ticker_5y,vs_5y,ticker_7y,vs_7y,ticker_max,vs_max
-23.72,0.03,-30.6,1.49,-44.5,3.64,-41.97,11.28,-44.17,20.69,45.44,36.96,87.95,54.43,1067.12,66.56,1067.12,66.56
