Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p
11,HWM,Aerospace & Defense,792.8,97.1,3.4,3.2,7.3,7.5,11.5,21.7,157.9,339.0,574.5,792.8,783.4,-54.6,1.1,578.9,88.5,922.0,21.0,21.0,23.0,23.0,0.0,0.0,11.0,11.0,-2,0.9000000000000057,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,21.0,21.0,23.0,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,11.0,,,,,,,111111111,-01111111,204.5,150.0,175.0,125.0,125.0,75.0,5.0,8.0,1.0,479.5,479.5,429.5
12,PWR,Construction & Engineering,883.9,76.2,1.3,1.6,-6.8,-7.8,5.9,22.2,80.8,175.7,447.6,883.9,1124.7,-22.8,1.1,828.9,188.1,1030.1,18.0,18.0,18.0,18.0,0.0,0.0,12.0,12.0,-1,8.099999999999994,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,18.0,18.0,18.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,,,,,,,100111111,001111111,173.6,150.0,155.6,155.6,155.6,133.3,7.0,9.0,1.0,479.2,479.2,456.9
13,LRCX,Semiconductor Equipment,1131.2,69.9,0.3,0.7,-7.6,9.3,24.9,85.7,208.1,307.0,458.2,1131.2,1603.7,-7.6,1.2,810.0,141.3,1277.3,14.0,14.0,14.0,14.0,0.0,0.0,13.0,13.0,-1,15.200000000000017,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,14.0,14.0,14.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,13.0,,,,,,,101111111,111111011,195.8,150.0,177.8,133.3,133.3,88.9,6.0,9.0,1.0,479.1,479.1,434.7
14,FIX,Engineering & Construction,2656.0,84.2,4.8,5.9,-2.4,-0.9,19.8,67.3,346.8,856.9,1623.8,2656.0,3110.6,-40.0,1.1,1826.8,271.7,2802.2,3.0,3.0,3.0,3.0,0.0,0.0,14.0,14.0,0,-9.600000000000023,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,,100111111,100111111,173.6,190.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,474.7,474.7,474.7
15,AXON,Public Safety Technology,547.2,45.0,-3.7,-5.3,-2.9,6.0,-1.8,-20.3,1.2,58.1,137.9,547.2,1246.3,-25.7,1.5,1695.6,870.2,693.4,35.0,35.0,35.0,35.0,0.0,0.0,15.0,15.0,-7,106.90000000000009,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,35.0,35.0,35.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,001001111,111111111,173.6,110.0,200.0,177.8,177.8,133.3,8.0,9.0,1.0,461.4,461.4,416.9
16,VRT,Electrical Equipment & Parts,1367.4,77.6,3.0,3.9,-3.5,-3.7,18.5,50.5,241.3,855.4,1184.5,1367.4,1741.3,-60.9,1.2,1088.9,221.4,1468.1,12.0,12.0,12.0,12.0,0.0,0.0,16.0,16.0,0,1.5,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,12.0,12.0,12.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,16.0,,,,,,,100111111,---101111,176.1,150.0,166.7,133.3,133.3,133.3,4.0,6.0,1.0,459.4,459.4,459.4
17,PANW,Cybersecurity Software,477.3,93.3,-5.4,-3.0,6.0,48.9,68.2,64.5,68.7,123.9,253.0,477.3,514.2,-34.6,1.3,238.2,58.0,623.5,43.0,43.0,47.0,47.0,0.0,0.0,17.0,17.0,-2,7.0,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,43.0,43.0,47.0,47.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,17.0,,,,,,,011111111,111111111,206.9,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,450.2,450.2,405.8
18,DELL,Computer Hardware & Services,1014.5,84.0,3.3,3.6,-8.6,48.9,116.7,149.5,247.9,448.2,676.9,1014.5,1206.8,-23.7,1.6,389.6,72.4,1148.5,17.0,17.0,17.0,17.0,0.0,0.0,18.0,18.0,-1,4.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,17.0,17.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,18.0,,,,,,,101111111,-01111111,193.4,150.0,175.0,100.0,100.0,75.0,4.0,8.0,1.0,443.4,443.4,418.4
19,JBL,Electronic Manufacturing Services,541.6,76.6,4.1,4.2,-12.7,-8.3,5.0,18.2,73.2,166.6,309.9,541.6,662.0,-28.8,1.1,478.0,94.9,687.7,36.0,36.0,37.0,37.0,0.0,0.0,19.0,19.0,0,0.6000000000000085,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,36.0,36.0,37.0,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,19.0,,,,,,,100111111,111111111,195.8,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,439.1,439.1,394.7
20,MPWR,Semiconductors,521.3,75.2,6.2,6.3,-2.7,-3.1,8.2,25.7,57.4,87.9,181.2,521.3,693.2,-5.3,1.3,476.9,114.7,667.5,39.0,39.0,43.0,43.0,0.0,0.0,20.0,20.0,0,-8.599999999999994,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,39.0,39.0,43.0,43.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,,,,,100111111,111111111,195.8,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,439.1,439.1,394.7
21,AMAT,Semiconductor Equipment & Materials,714.0,72.6,0.7,1.0,5.5,24.5,45.4,102.0,157.9,217.7,349.0,714.0,991.0,-21.2,1.5,388.2,76.4,860.2,25.0,25.0,25.0,25.0,0.0,0.0,21.0,21.0,0,5.400000000000006,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,25.0,25.0,25.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,111111111,011111011,195.8,150.0,155.6,88.9,88.9,66.7,4.0,9.0,1.0,434.7,434.7,412.5
22,MU,Semiconductors,2055.4,77.6,10.4,14.1,-5.6,53.4,99.4,301.8,729.8,973.9,1171.9,2055.4,2654.8,-25.2,1.4,790.5,70.1,2201.6,7.0,7.0,7.0,7.0,0.0,0.0,22.0,22.0,1,-10.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,101111111,111100011,173.60000000000002,190.0,133.3,66.7,66.7,44.4,3.0,9.0,1.0,430.3,430.3,408.0
23,SMH,Semis,587.5,82.3,3.1,3.0,-4.4,9.2,22.9,45.5,108.5,182.9,280.1,587.5,714.6,-5.3,1.2,401.0,78.1,733.6,32.0,32.0,32.0,32.0,0.0,0.0,23.0,23.0,2,2.8999999999999915,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,32.0,32.0,32.0,32.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,101111111,111111111,206.9,110.0,200.0,111.1,111.1,66.7,5.0,9.0,1.0,428.0,428.0,383.6
24,STX,Data Storage,1746.6,79.2,14.6,20.0,-2.4,27.6,77.8,201.5,676.6,878.3,1121.6,1746.6,2215.0,-36.7,1.2,749.7,63.7,1892.8,9.0,9.0,10.0,10.0,0.0,0.0,24.0,24.0,3,-9.5,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,9.0,9.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,,,,,,,101111111,100101011,162.5,190.0,111.1,66.7,66.7,66.7,3.0,9.0,1.0,419.2,419.2,419.2
25,ASML,Semi-Conductors,475.0,85.8,1.4,1.3,4.7,12.5,20.3,53.8,78.6,90.2,154.7,475.0,553.1,-5.8,1.6,284.2,53.7,621.1,44.0,44.0,48.0,48.0,0.0,0.0,25.0,25.0,-1,1.1000000000000014,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,44.0,44.0,48.0,48.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,111111111,111110011,195.8,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,416.9,416.9,372.5
26,TSM,Semiconductors,573.1,84.3,4.3,4.0,-3.0,1.8,9.0,28.2,122.2,187.3,268.5,573.1,680.9,-6.0,1.1,446.7,82.5,719.2,33.0,33.0,33.0,33.0,0.0,0.0,26.0,26.0,8,-2.9000000000000057,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,33.0,33.0,33.0,33.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,101111111,111110111,195.8,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,416.9,416.9,394.7
27,WSM,Specialty Retail,357.5,87.0,-4.2,-2.8,3.7,9.1,7.8,7.8,40.7,92.9,180.0,357.5,417.3,-40.6,1.2,346.8,88.1,503.6,56.0,56.0,58.0,58.0,0.0,0.0,27.0,27.0,-9,1.5999999999999943,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,56.0,56.0,58.0,58.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,,,,,,,011111111,011111111,195.8,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,416.9,416.9,394.7
28,URI,Equipment Rental,311.1,81.9,-7.4,-5.1,-3.1,5.4,10.2,6.7,14.4,56.0,150.7,311.1,387.6,-36.0,1.2,323.2,89.6,457.2,63.0,63.0,66.0,66.0,0.0,0.0,28.0,28.0,-2,9.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,63.0,63.0,66.0,66.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,,001111111,100111111,173.6,110.0,155.6,133.3,133.3,66.7,6.0,9.0,1.0,416.9,416.9,350.3
29,SNDK,Data Storage Devices,1838.3,62.8,7.5,13.0,-15.3,28.7,140.4,1042.6,,,,1838.3,2887.5,-4.5,1.5,1023.3,94.2,1854.1,10.0,10.0,9.0,9.0,0.0,0.0,29.0,29.0,3,7.299999999999997,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,10.0,10.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,,,,,,,10111---1,--------1,190.3,190.0,200.0,33.3,33.3,33.3,1.0,1.0,0.167,413.6,413.6,413.6
30,HOOD,Capital Markets,438.3,55.2,0.4,0.6,8.1,23.5,15.5,-1.9,293.0,438.3,,438.3,820.7,-60.3,1.4,802.0,226.3,496.6,57.0,57.0,54.0,54.0,0.0,0.0,30.0,30.0,-8,40.400000000000006,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,57.0,57.0,54.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,1111011-1,------111,198.5,110.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,408.5,408.5,408.5
31,^IRX,Government Bonds,2739.4,48.8,0.5,1.2,2.4,-1.3,-2.6,-10.9,-50.4,1125.9,3964.2,2739.4,5789.1,-166.0,1.2,6253.6,3668.3,2885.6,2.0,2.0,2.0,2.0,0.0,0.0,31.0,31.0,2,-98.09999999999991,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,110000111,110011100,129.2,190.0,111.1,88.9,88.9,88.9,4.0,9.0,1.0,408.1,408.1,408.1
32,CAT,Construction Machinery,490.9,76.8,1.8,1.8,-3.2,-0.6,11.6,41.4,104.6,176.5,270.0,490.9,640.0,-5.5,1.2,368.6,68.0,637.1,41.0,41.0,45.0,45.0,0.0,0.0,32.0,32.0,-4,5.799999999999997,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,41.0,41.0,45.0,45.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,100111111,110111111,184.7,110.0,177.8,111.1,111.1,44.4,5.0,9.0,1.0,405.8,405.8,339.1
33,TPL,Homebuilding,472.0,51.6,0.6,1.0,7.8,-2.5,1.5,9.3,21.1,38.8,136.1,472.0,919.6,-5.5,1.4,866.7,423.0,618.2,47.0,47.0,51.0,51.0,0.0,0.0,33.0,33.0,2,-18.80000000000001,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,47.0,47.0,51.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,110111111,110111101,184.7,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,405.8,405.8,361.4
34,APP,Software,710.0,46.8,-0.7,-1.0,-26.6,-16.9,-20.2,-23.6,300.0,721.6,,710.0,1542.2,-55.4,1.4,1974.4,733.3,770.2,28.0,28.0,26.0,26.0,0.0,0.0,34.0,34.0,-3,79.39999999999998,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,28.0,28.0,26.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,0000011-1,------111,148.5,150.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,398.5,398.5,398.5
35,TRGP,Oil & Gas Midstream,548.7,98.6,-0.9,0.3,8.9,6.1,15.7,35.1,80.7,177.5,486.1,548.7,559.2,-93.5,1.2,361.8,71.6,694.9,34.0,34.0,34.0,34.0,0.0,0.0,35.0,35.0,1,-0.20000000000000284,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,34.0,34.0,34.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,111111111,000011111,173.6,110.0,111.1,111.1,111.1,111.1,5.0,9.0,1.0,394.7,394.7,394.7
36,APH,Electronic Components,342.6,82.8,4.3,3.4,0.3,4.4,3.6,11.4,88.3,150.4,217.9,342.6,390.4,-16.3,1.1,286.3,47.0,488.8,59.0,59.0,60.0,60.0,0.0,0.0,36.0,36.0,10,-0.7999999999999972,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,59.0,59.0,60.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,111111111,11-111111,217.0,110.0,177.8,66.7,66.7,44.4,3.0,9.0,1.0,393.7,393.7,371.4
37,000660.KS,Memory,2111.7,60.1,-0.2,0.0,-24.8,20.0,58.7,229.1,747.1,1129.7,1350.7,2111.7,3531.1,-22.7,1.2,1369.2,156.0,2257.8,6.0,6.0,6.0,6.0,0.0,0.0,37.0,37.0,0,41.5,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,6.0,6.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,001111111,101-00111,157.3,190.0,111.1,44.4,44.4,44.4,2.0,9.0,1.0,391.7,391.7,391.7
38,AAPL,Consumer Electronics,286.0,96.3,-3.7,-1.3,9.7,11.6,12.9,17.3,15.5,20.7,64.3,286.0,297.7,-12.6,1.2,210.1,48.5,432.2,68.0,68.0,70.0,70.0,0.0,0.0,38.0,38.0,-9,4.299999999999997,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,68.0,68.0,70.0,70.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,011111111,111111111,206.9,70.0,200.0,111.1,111.1,66.7,5.0,9.0,1.0,388.0,388.0,343.6
39,TT,Building Products,233.9,79.9,-1.5,-0.7,1.7,-1.7,0.4,-1.9,12.1,50.7,96.1,233.9,294.6,-7.0,1.2,286.8,82.0,380.1,80.0,80.0,83.0,83.0,0.0,0.0,39.0,39.0,-9,6.200000000000003,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,80.0,80.0,83.0,83.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,010101111,111111111,184.7,70.0,200.0,133.3,133.3,66.7,6.0,9.0,1.0,388.0,388.0,321.4
40,SOXX,Semiconductor,481.5,80.5,-6.6,-6.2,-2.3,16.8,36.3,65.9,113.4,157.3,226.6,481.5,597.7,-6.2,1.3,244.0,47.1,626.6,42.0,42.0,46.0,46.0,0.0,0.0,40.0,40.0,1,0.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,42.0,42.0,46.0,46.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,38373490688.0,38.373,,etf,etf,data_raw,001111111,111111011,184.7,110.0,177.8,88.9,88.9,66.7,4.0,9.0,1.0,383.6,383.6,361.4
41,TER,Semiconductors,446.6,70.3,13.7,16.4,-5.1,-0.0,19.9,93.4,167.6,168.9,194.2,446.6,640.8,-50.5,2.0,237.8,25.1,592.8,51.0,51.0,52.0,52.0,0.0,0.0,41.0,41.0,3,-6.5,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,51.0,51.0,52.0,52.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,,,,,,,100111111,111100011,162.5,110.0,133.3,111.1,111.1,66.7,5.0,9.0,1.0,383.6,383.6,339.2
42,QUBT,Quantum Computing,682.4,8.8,0.7,7.9,-22.7,-12.6,-15.8,-37.2,372.1,286.3,197.2,682.4,9187.6,-139.9,1.6,14060.9,9047.6,828.6,27.0,27.0,29.0,29.0,0.0,0.0,42.0,42.0,3,-107.69999999999891,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,27.0,27.0,29.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,,,,,,,100001111,111000111,140.3,110.0,133.3,133.3,133.3,133.3,6.0,9.0,1.0,383.6,383.6,383.6
43,CIEN,Communications Equipment,793.9,60.4,3.6,5.5,-19.4,-20.5,6.5,111.2,423.9,485.9,529.4,793.9,1355.9,-63.2,1.3,685.2,62.4,940.1,20.0,20.0,22.0,22.0,0.0,0.0,43.0,43.0,5,6.399999999999999,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,20.0,20.0,22.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,100111111,111100011,162.5,150.0,133.3,66.7,66.7,44.4,3.0,9.0,1.0,379.2,379.2,356.9
44,TSLA,Automobile Manufacturers,704.8,47.7,-1.8,-2.8,-9.4,-10.1,-14.4,-13.4,0.0,-13.5,174.6,704.8,1535.1,-50.2,1.2,1640.9,707.8,850.9,26.0,26.0,27.0,27.0,0.0,0.0,44.0,44.0,-6,58.09999999999991,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,26.0,26.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,,000000011,111110011,118.0,150.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,379.1,379.1,379.1
