Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
87,ORLY,Auto Parts,95.2,71.0,6.0,4.2,3.6,0.3,-4.3,0.8,-0.6,19.9,45.1,95.2,154.4,-48.4,1.2,152.7,47.1,207.0,120.0,125.0,4.0,135.4,24,-9.0,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
88,GOOGL,Internet Conglomerates,150.9,69.0,-6.0,-7.3,-6.5,3.7,26.4,35.5,48.2,57.4,91.6,150.9,224.2,-11.4,1.4,141.7,29.1,262.7,93.0,95.0,6.29,137.69,15,4.800000000000001,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
89,SYM,Industrial Machinery,120.2,29.5,-5.2,-4.8,-15.0,-15.2,21.1,32.1,17.7,120.2,,120.2,420.8,-29.7,1.8,330.1,172.7,159.4,160.0,111.0,36.27,138.27,-3,36.099999999999994,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
90,BLDR,Building Materials,84.6,15.0,-2.0,-19.4,-19.6,-25.3,-33.8,-51.8,-63.5,-50.0,6.6,84.6,761.1,-34.7,1.4,1849.3,2344.4,196.4,131.0,138.0,75.33,138.73,-35,324.4000000000001,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
91,MS,Investment Banking & Brokerage,148.8,77.0,-3.5,-0.8,-0.3,3.5,11.5,27.8,37.7,45.9,96.3,148.8,199.6,-20.8,1.1,156.6,30.9,260.6,94.0,96.0,10.98,138.98,10,3.1999999999999993,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
92,CIEN,Communications Equipment,744.8,81.7,-18.3,33.1,54.5,107.5,229.8,364.0,450.2,476.1,515.2,744.8,926.3,-63.2,1.4,217.0,5.9,856.6,13.0,14.0,27.33,140.93,-4,2.7,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
93,PHM,Residential Construction,114.1,48.9,-1.3,-4.8,-2.2,-4.1,-1.9,-11.5,-7.0,29.8,56.0,114.1,254.9,-29.3,1.2,258.8,153.4,225.9,111.0,114.0,45.33,142.33,-8,6.400000000000006,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
94,WMB,Oil & Gas Midstream,209.5,98.0,-0.2,12.9,21.7,26.4,25.9,49.2,78.0,130.8,192.6,209.5,215.4,-57.9,1.1,129.7,19.6,321.3,67.0,68.0,13.33,143.13,6,0.3000000000000007,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
95,GRMN,Scientific & Technical Instruments,137.3,80.4,-10.9,10.2,16.3,10.7,7.5,14.2,35.3,46.6,57.5,137.3,172.5,-6.4,1.2,151.7,37.2,249.0,102.0,103.0,15.89,144.29,2,9.600000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
96,HUBB,Electrical Components & Equipment,143.2,88.8,-7.5,3.2,9.8,11.2,16.2,12.2,15.4,50.6,94.8,143.2,164.6,-24.9,1.2,121.0,32.8,255.0,97.0,98.0,13.33,144.33,11,5.799999999999997,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
97,GS,Investment Banking & Brokerage,156.3,77.1,-2.5,-1.0,1.3,5.1,15.7,37.8,62.8,79.6,131.1,156.3,212.9,-35.7,1.1,149.3,24.3,268.1,85.0,87.0,14.33,145.33,18,2.1000000000000014,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
98,RSG,Environmental Services,75.3,53.1,10.7,8.2,10.2,8.1,-2.9,-2.9,-0.5,13.3,29.0,75.3,149.9,-8.6,1.5,163.0,76.6,187.1,136.0,142.0,18.44,145.64,-11,-36.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
99,MPC,Oil & Gas Refining & Marketing,229.4,93.4,4.8,39.7,42.3,39.2,45.5,40.5,39.2,100.4,200.5,229.4,251.1,-77.8,1.2,107.0,29.7,341.2,61.0,62.0,24.78,145.98,-7,-4.099999999999998,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
100,HCA,Hospitals,138.4,79.7,-1.5,0.4,2.1,7.2,15.7,19.3,22.1,35.7,72.7,138.4,180.8,-26.7,1.4,119.4,30.8,250.2,100.0,101.0,11.44,146.44,-2,1.3000000000000007,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
101,BAESY,Aerospace & Defense,190.0,90.1,0.5,9.0,21.8,20.3,19.9,41.5,56.5,120.5,178.8,190.0,218.5,-65.9,1.2,135.6,22.5,301.8,74.0,76.0,17.78,147.38,7,-0.10000000000000142,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
102,CAH,Healthcare Distribution,195.2,90.6,-0.3,1.3,4.5,16.0,24.4,48.5,64.3,141.3,194.5,195.2,224.4,-81.7,1.1,130.0,18.2,307.0,72.0,74.0,17.78,150.78,18,0.3999999999999986,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
103,PL,Aerospace & Defense,524.9,78.3,-21.7,21.9,59.4,107.7,306.3,652.1,686.7,,,524.9,688.8,-88.8,1.3,155.8,-7.7,563.3,32.0,28.0,12.5,152.3,6,-2.9000000000000004,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
104,TER,Semiconductors,314.0,76.9,-17.1,8.9,32.3,60.9,128.1,121.3,123.2,111.8,143.5,314.0,412.6,-50.5,2.6,88.5,14.6,425.8,48.0,49.0,27.33,156.53,0,5.4,EARLY_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
105,ALNY,Biotechnology,59.4,43.8,-0.7,2.5,-7.9,-15.6,-7.8,12.0,13.9,17.7,33.0,59.4,206.0,-54.2,1.4,198.2,51.7,171.2,151.0,157.0,18.56,157.76,8,2.3000000000000043,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
106,MSFT,Software,58.3,33.0,-0.1,-4.3,-11.6,-17.5,-21.6,-26.1,-30.9,-29.8,-20.6,58.3,201.5,-12.1,1.3,423.0,281.2,170.1,153.0,159.0,58.11,158.71,-15,0.8999999999999773,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
107,RCL,Travel Services,95.6,62.3,-3.6,-9.4,-2.9,-7.0,-5.3,18.3,60.5,140.7,141.2,95.6,219.6,-108.0,1.2,188.9,38.9,207.4,118.0,123.0,26.36,158.96,17,4.799999999999997,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH
108,ABBV,Biotechnology,90.6,82.4,12.4,2.0,3.0,3.2,4.4,6.9,9.4,21.1,50.5,90.6,115.5,-24.8,1.2,91.2,24.1,202.4,127.0,133.0,4.44,159.04,22,-9.899999999999999,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
109,ORCL,Software,23.2,12.6,-0.8,-1.8,-11.9,-24.3,-25.4,-21.4,-19.8,-2.9,11.6,23.2,346.0,-22.8,1.6,984.6,637.6,135.0,192.0,199.0,59.22,159.42,-7,49.200000000000045,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
110,TPR,Luxury Goods,258.8,84.7,-5.4,6.3,14.3,22.2,41.5,113.8,164.6,204.7,309.2,258.8,323.5,-95.4,1.1,160.4,9.2,370.6,57.0,57.0,29.22,159.42,4,1.6999999999999993,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
111,NOW,Software,18.3,12.4,3.5,1.8,-12.5,-23.4,-36.6,-45.3,-49.8,-54.3,-59.3,18.3,347.6,-27.9,1.5,1496.2,1509.5,130.1,205.0,212.0,65.78,161.38,-6,-708.4000000000001,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
112,JPM,Diversified Banks,94.3,76.2,-2.3,2.0,-0.3,-1.2,0.4,11.9,27.7,45.0,62.0,94.3,131.1,-22.3,1.1,124.2,26.1,206.1,122.0,127.0,14.89,162.09,21,1.9000000000000021,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
113,SNPS,Electronic Design Automation Software,56.7,19.5,-3.1,-4.2,-6.3,-12.1,-20.0,-32.7,-43.7,-42.1,-25.3,56.7,309.4,-4.1,1.5,709.7,759.9,168.5,154.0,161.0,76.95,162.15,-34,130.29999999999995,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
114,JCI,Building Products,152.7,83.8,-10.1,5.2,10.1,14.2,20.5,41.6,54.2,63.4,108.9,152.7,189.0,-32.8,1.2,111.5,16.9,264.5,90.0,92.0,20.33,162.73,2,4.199999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
115,HLT,Lodging,102.0,91.3,0.8,5.4,8.2,12.2,11.7,14.5,23.6,38.6,57.4,102.0,113.9,-21.3,1.2,82.5,18.3,213.8,114.0,119.0,8.89,163.09,10,-0.3000000000000007,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
116,META,Internet Content & Information,44.1,51.8,-7.2,-12.9,-11.6,-14.6,-19.6,-17.4,2.0,39.4,36.1,44.1,170.6,-91.5,1.2,215.1,85.8,155.9,163.0,168.0,31.25,164.25,5,18.599999999999994,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
117,LITE,Communication Equipment,926.8,80.7,-15.9,38.5,68.7,169.6,445.7,727.3,866.9,781.4,766.8,926.8,1174.7,-109.6,1.8,185.7,-16.2,1038.6,7.0,8.0,27.33,164.93,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
118,CRH,Building Materials,81.0,65.7,-1.5,-7.6,-8.5,-8.5,-4.1,0.3,14.3,48.9,71.0,81.0,147.4,-45.2,1.2,149.4,44.3,192.8,133.0,140.0,28.21,166.41,13,2.1999999999999957,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
119,FCX,Copper Mining,115.9,60.4,-1.9,-6.2,9.1,20.7,26.7,18.0,9.5,3.5,79.5,115.9,208.6,-56.5,1.7,78.0,42.2,227.7,109.0,112.0,30.05,166.65,-7,2.1000000000000014,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH
120,SO,Electric Utilities,93.9,85.1,10.7,12.3,14.7,12.2,6.5,7.5,9.2,22.2,40.7,93.9,116.9,-35.5,1.2,89.2,25.8,205.7,123.0,129.0,15.89,167.49,-2,-8.8,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
121,ODFL,Trucking,98.5,41.0,3.7,10.0,22.9,29.1,20.9,1.8,-14.8,-19.9,3.1,98.5,254.8,-15.5,1.7,149.2,158.0,210.3,117.0,122.0,61.89,168.09,-31,-27.5,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
122,COHR,,300.5,69.7,-20.6,2.5,18.1,55.3,111.5,145.5,231.2,232.6,260.2,300.5,467.1,-81.6,1.7,119.6,4.8,412.3,53.0,53.0,29.22,168.62,0,0.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
123,GEV,Electrical Equipment,169.8,85.8,-14.2,11.4,25.9,32.2,58.1,169.8,,,,169.8,180.4,-7.2,1.3,106.6,17.2,178.1,144.0,84.0,17.5,169.5,5,5.399999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
124,WMT,Hypermarkets & Super Centers,138.7,92.3,5.7,8.4,13.3,20.0,21.0,39.1,58.7,84.0,93.1,138.7,152.9,-28.0,1.2,91.4,13.2,250.5,99.0,100.0,20.33,172.13,2,-1.9000000000000004,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
125,ADI,Semiconductors,90.9,72.3,-7.2,-0.3,9.9,18.8,25.9,26.4,24.8,33.9,48.0,90.9,129.2,-7.8,2.0,48.2,14.4,202.7,126.0,132.0,6.05,172.25,4,2.700000000000001,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
126,AJG,Insurance Brokers,30.1,15.7,5.4,-1.1,-4.0,-10.2,-24.0,-29.3,-35.4,-29.3,-14.7,30.1,215.4,-4.0,1.6,745.6,705.7,141.9,184.0,190.0,75.89,172.69,-37,-462.0999999999999,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
127,RL,Apparel Manufacturing,121.5,82.2,-4.6,-0.4,-1.1,4.0,12.0,36.7,70.3,110.1,132.9,121.5,163.3,-70.2,1.1,110.1,12.1,233.3,108.0,110.0,19.09,173.69,9,1.6999999999999993,STRONG_DOWN,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
128,ISRG,Health Care Equipment,41.9,31.3,-0.4,-1.8,-7.4,-4.6,-12.5,-15.2,-10.9,-4.9,-2.8,41.9,156.3,-10.3,1.5,278.5,185.5,153.7,170.0,175.0,57.89,175.49,-18,3.8000000000000114,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
129,FAST,Industrial Distribution,81.6,75.8,5.6,9.3,14.7,10.1,7.4,12.5,15.3,22.0,35.4,81.6,108.3,-24.4,1.4,77.4,20.7,193.4,132.0,139.0,15.89,176.29,-2,-3.5,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
130,AMP,Asset Management,91.2,47.6,-0.1,-3.3,-1.5,-2.6,-10.9,-15.5,-15.2,-3.6,37.6,91.2,218.6,-24.3,1.3,298.5,159.6,203.0,125.0,131.0,75.33,176.33,-37,0.5999999999999943,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
131,AXP,Consumer Finance,62.2,59.1,4.3,-1.3,-6.1,-6.4,-4.8,-0.4,11.9,22.3,37.4,62.2,125.3,-28.1,1.2,139.9,43.1,174.0,148.0,154.0,30.86,177.26,6,-6.100000000000001,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
132,TMUS,Telecommunication Services,44.2,44.1,7.4,12.6,12.8,7.2,-4.8,-1.5,2.3,7.0,14.2,44.2,136.2,-27.7,1.6,135.9,68.4,156.0,162.0,167.0,35.76,177.36,2,-23.0,EARLY_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
133,DE,Agricultural & Construction Machinery,111.0,69.8,-2.3,5.0,15.8,19.9,13.6,19.6,12.0,6.4,39.1,111.0,162.8,-9.5,1.4,111.8,33.1,222.8,113.0,117.0,39.68,177.88,-16,2.200000000000003,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
134,KMI,Oil & Gas Midstream,115.5,98.3,-1.3,14.5,22.8,26.3,22.1,35.3,48.3,76.2,106.1,115.5,118.9,-59.1,1.2,61.8,9.6,227.3,110.0,113.0,17.78,178.58,5,0.40000000000000036,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
135,CRWD,Cybersecurity Software,85.9,45.8,2.4,2.5,-6.1,-10.7,-14.6,-5.1,21.6,29.3,,85.9,175.3,-38.3,1.3,239.6,98.3,147.9,176.0,136.0,56.98,180.58,-13,-8.600000000000009,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
136,WELL,Healthcare REITs,101.1,90.5,4.0,7.3,7.5,11.1,14.9,37.0,58.4,79.7,93.5,101.1,117.6,-51.9,1.1,63.7,6.2,212.9,115.0,120.0,13.33,180.73,4,-0.5,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
137,CF,Fertilizers & Agricultural Chemicals,183.2,86.4,13.1,52.7,69.2,70.4,66.8,67.0,63.0,69.9,128.1,183.2,221.2,-55.7,1.3,40.0,11.3,295.0,79.0,82.0,31.78,181.98,-5,-4.899999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
138,TJX,Apparel Retail,74.0,100.0,0.0,8.5,8.9,11.9,14.2,19.9,25.0,46.1,53.9,74.0,74.3,-40.2,1.2,41.4,6.7,185.8,137.0,143.0,4.44,182.64,3,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
139,GLW,Electronic Components,311.7,77.3,-13.2,13.6,36.2,51.0,100.8,165.1,214.9,236.6,272.5,311.7,421.1,-58.2,1.3,101.9,-1.7,423.5,50.0,50.0,36.22,183.42,-4,-0.19999999999999996,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
140,DHI,Residential Construction,43.6,29.0,-0.4,-5.7,-5.1,-8.8,-6.8,-18.4,-23.2,-13.2,4.3,43.6,205.9,-22.5,1.4,237.6,240.5,155.4,164.0,169.0,75.33,186.93,-34,3.1999999999999886,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
141,MSCI,Financial Index & Analytics,64.8,24.6,3.2,-0.9,0.7,0.5,-4.7,-9.2,-19.6,-30.7,-27.3,64.8,285.4,-7.2,1.3,333.2,279.9,176.6,146.0,152.0,87.74,187.74,-42,-58.900000000000034,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
142,VLO,Oil & Gas Refining & Marketing,161.5,97.9,3.2,38.8,46.5,52.4,69.6,66.9,64.4,100.6,148.4,161.5,167.2,-81.9,1.5,17.7,4.1,273.3,84.0,86.0,24.78,189.38,6,-0.40000000000000036,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
143,BK,Asset Servicing,90.6,92.0,1.0,4.7,7.1,10.2,17.8,40.9,67.7,88.8,103.8,90.6,103.6,-53.4,1.1,50.9,2.1,202.4,127.0,133.0,13.33,192.53,8,0.20000000000000018,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
144,LYV,Entertainment,49.1,51.5,-1.5,5.3,10.6,5.5,2.2,11.8,17.9,10.5,13.6,49.1,117.4,-22.9,1.3,92.2,25.8,160.9,159.0,165.0,27.33,192.73,0,1.6999999999999993,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
145,HIG,Insurance - Diversified,64.9,90.4,7.5,6.3,6.1,7.5,5.0,8.2,18.4,33.4,57.4,64.9,77.8,-52.8,1.2,55.7,12.6,176.7,145.0,151.0,17.78,192.78,10,-2.8000000000000007,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
146,CMI,Industrial Machinery,122.4,78.1,-9.0,-3.7,2.6,13.5,31.9,46.7,62.0,77.8,94.0,122.4,166.9,-35.6,1.2,71.7,7.1,234.2,107.0,109.0,30.23,192.83,3,1.6999999999999993,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
147,PKG,Packaging & Containers,39.2,60.3,3.4,2.0,6.7,6.9,5.1,0.9,5.0,14.5,27.7,39.2,85.1,-30.1,1.5,56.2,28.6,151.0,173.0,178.0,24.78,196.98,3,-3.299999999999997,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH
148,PCAR,Farm & Heavy Construction Machinery,63.3,68.4,-0.3,-1.2,6.8,14.0,13.8,8.7,9.2,34.8,46.3,63.3,112.5,-42.1,1.4,55.3,24.0,175.1,147.0,153.0,31.08,197.48,9,0.10000000000000142,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH
149,KEYS,Electronic Test & Measurement,138.0,76.9,-11.0,14.4,28.0,41.9,52.5,56.2,47.5,29.8,33.7,138.0,184.0,-14.6,2.1,36.7,7.7,249.8,101.0,102.0,35.65,197.65,-11,2.0,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
150,381180.KS,Asset Management,94.2,93.2,-6.4,4.8,11.0,19.7,37.6,42.3,60.8,,,94.2,93.8,-10.3,1.7,38.2,7.7,132.6,199.0,128.0,12.5,198.9,8,0.20000000000000018,EARLY_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
151,FSLR,Solar Energy,40.5,28.7,-1.0,-3.9,-13.2,-13.3,1.2,-11.0,-23.1,-2.1,22.8,40.5,269.7,-51.3,1.6,205.7,183.6,152.3,172.0,177.0,78.78,201.38,-32,7.599999999999994,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
152,CBOE,Financial Data & Stock Exchanges,73.4,95.5,10.6,9.0,14.2,17.8,17.7,26.2,33.3,59.2,68.3,73.4,79.7,-55.4,1.2,30.3,4.3,185.2,139.0,144.0,17.78,202.78,9,-1.4000000000000004,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
153,AZO,Auto Parts,62.2,56.9,2.7,-2.1,-1.7,-6.2,-11.8,-10.3,-13.7,-1.6,20.2,62.2,146.3,-48.7,1.2,171.9,70.2,174.0,148.0,154.0,70.89,203.69,-30,-6.3999999999999915,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
154,COP,Oil & Gas,85.7,62.7,7.1,30.6,41.1,43.6,40.4,26.7,12.9,26.4,69.5,85.7,179.6,-71.5,1.4,6.1,22.1,197.5,130.0,137.0,36.47,204.47,0,-6.299999999999997,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
155,MAR,Lodging,46.0,85.5,2.6,5.7,8.4,16.0,16.2,14.8,16.5,30.6,41.2,46.0,62.4,-49.0,1.3,19.8,5.7,157.8,161.0,166.0,13.33,205.93,11,-0.5,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
156,SYF,Consumer Finance,41.1,62.7,1.6,2.1,-3.9,-3.9,0.6,9.5,28.7,31.7,47.3,41.1,104.4,-64.4,1.2,78.4,14.6,152.9,171.0,176.0,26.32,206.32,12,-0.3000000000000007,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
157,WAB,Rail Equipment,60.7,90.5,-2.6,4.9,12.2,17.3,16.7,20.1,35.7,66.7,87.7,60.7,74.1,-63.6,1.2,29.5,5.2,172.5,150.0,156.0,17.78,206.38,7,0.40000000000000036,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
158,WRB,Property & Casualty Insurance,59.4,58.1,11.7,2.8,1.6,-0.3,-5.4,-0.8,4.6,16.3,27.6,59.4,107.3,-27.7,1.3,108.1,38.6,171.2,151.0,157.0,54.7,207.5,-16,-18.799999999999997,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
159,WDC,Data Storage Devices,395.9,77.0,-15.3,3.6,30.4,72.8,214.0,292.6,403.0,438.9,450.5,395.9,544.4,-100.9,2.0,82.3,-19.9,507.7,40.0,41.0,45.11,207.51,-13,-6.299999999999999,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
160,AMZN,Internet Retail,15.7,24.2,-1.8,-1.8,-4.1,-5.9,-7.9,-10.2,-4.3,-9.1,-20.1,15.7,152.6,-27.7,1.3,167.2,119.3,127.5,207.0,214.0,62.6,208.2,-13,11.5,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
161,PSX,Oil & Gas Refining & Marketing,91.7,91.8,8.1,32.5,38.7,40.5,45.6,36.7,36.1,69.5,92.1,91.7,106.9,-74.9,1.3,0.5,4.8,203.4,124.0,130.0,24.78,208.58,67,-1.2999999999999998,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
162,EQT,Oil & Gas E&P,78.7,84.5,-2.9,16.6,18.5,21.2,18.6,34.6,31.8,61.0,147.9,78.7,112.9,-116.6,1.2,39.2,3.7,190.5,135.0,141.0,29.22,212.22,-3,0.30000000000000027,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
163,AIZ,Insurance - Property & Casualty,19.8,48.0,8.7,0.8,0.3,2.6,2.1,0.5,4.4,2.5,6.6,19.8,67.4,-23.8,1.4,36.0,20.2,131.6,203.0,210.0,20.33,213.73,26,-7.900000000000002,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
164,ALL,Insurance - Property & Casualty,26.5,74.7,11.4,9.2,8.0,8.2,3.4,4.8,16.2,21.9,23.9,26.5,53.0,-50.7,1.3,23.4,7.3,138.3,187.0,193.0,13.33,213.93,16,-2.8999999999999995,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
165,NDAQ,Financial Exchanges,35.1,53.5,9.6,-0.9,-1.8,-1.2,-3.0,4.6,8.7,2.2,10.8,35.1,76.6,-11.7,1.4,80.0,22.9,146.9,178.0,183.0,37.99,214.59,-2,-8.900000000000002,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
166,WM,Waste Management,27.2,63.4,15.8,9.0,11.8,13.0,4.7,2.4,2.0,4.0,6.7,27.2,60.4,-29.6,1.7,25.6,14.6,139.0,186.0,192.0,24.78,216.98,29,-10.200000000000001,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
167,LIN,Industrial Gases,54.4,63.7,10.7,12.1,19.6,17.8,9.8,3.0,-3.1,2.9,13.7,54.4,97.5,-20.7,1.5,51.9,32.5,166.2,157.0,163.0,55.56,218.56,-24,-13.799999999999997,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
168,PM,Tobacco,43.6,81.2,6.4,-0.8,6.4,10.4,5.2,27.6,37.8,46.8,61.2,43.6,67.0,-56.2,1.3,31.6,-1.4,155.4,164.0,169.0,19.17,219.97,19,0.5,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
169,C,Diversified Banks,72.5,84.9,-6.5,3.6,4.7,8.9,19.9,37.8,63.5,74.8,77.3,72.5,96.3,-58.5,1.2,35.4,-1.8,184.3,140.0,146.0,29.22,221.02,2,-0.10000000000000009,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
170,COF,Diversified Banks,11.3,44.2,0.1,-5.5,-10.6,-12.1,-13.3,-5.7,5.1,3.4,18.0,11.3,92.5,-52.5,1.2,104.6,27.9,123.1,215.0,222.0,35.57,221.17,8,0.5,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
171,FER,Infrastructure,51.6,76.7,1.9,-4.1,-0.4,5.6,13.7,28.1,38.7,59.3,54.8,51.6,84.6,-59.5,1.4,25.4,-2.9,163.4,158.0,164.0,19.85,222.25,19,0.3999999999999999,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH
172,ETR,Electric Utilities,71.4,100.0,5.5,18.4,22.5,24.1,25.1,48.6,63.2,69.6,62.4,71.4,71.8,-62.1,1.2,13.2,-3.2,183.2,142.0,148.0,24.78,222.38,10,0.5999999999999996,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
173,CBRE,Real Estate Services,22.4,48.0,5.6,-7.5,-8.6,-9.4,-9.6,-2.3,3.1,-1.9,7.3,22.4,80.4,-30.4,1.2,100.1,30.9,134.2,197.0,204.0,47.21,223.21,-1,-6.600000000000001,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
174,ACGL,Insurance - Diversified,34.3,52.7,9.3,5.8,7.1,9.0,2.9,-6.4,-11.2,16.7,30.5,34.3,110.1,-49.5,1.3,57.0,49.3,146.1,180.0,185.0,60.22,223.22,-18,-20.0,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
