Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
11,AMD,Semiconductors,898.1,81.7,5.5,12.2,8.5,10.1,39.1,41.2,39.4,56.2,117.7,898.1,1105.3,-27.9,1.5,755.1,214.6,1023.7,14.0,15.0,15.89,60.29,11,-57.79999999999998,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
12,ANET,Networking Equipment,705.9,83.3,12.8,11.6,9.9,5.9,19.3,29.4,64.0,182.1,341.3,705.9,852.2,-19.6,1.3,700.0,168.8,831.4,21.0,23.0,8.89,61.09,0,-80.69999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
13,TPL,Homebuilding,557.6,60.8,0.0,-7.0,18.6,30.8,20.9,27.2,52.1,71.4,188.3,557.6,919.6,-5.5,1.4,798.3,295.2,683.2,30.0,31.0,17.06,61.66,3,-6.800000000000011,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
14,SNDK,Data Storage Devices,1035.0,94.1,9.9,17.0,75.4,201.1,916.9,,,,,1035.0,1091.5,-4.5,1.6,285.1,285.1,1042.2,10.0,10.0,17.5,61.7,0,-24.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
15,LLY,Pharmaceuticals,473.6,78.7,1.1,-5.6,-6.5,-1.0,5.2,-0.0,12.0,88.6,219.2,473.6,607.2,-21.4,1.2,562.0,176.1,599.1,37.0,39.0,3.62,62.02,0,6.199999999999989,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
16,CVNA,Auto & Truck Dealerships,694.4,67.2,4.9,4.2,-5.9,-5.4,-3.1,49.6,469.9,690.4,526.9,694.4,1079.9,-122.9,1.2,1025.0,240.1,797.3,22.0,24.0,21.53,64.73,8,-37.20000000000002,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
17,MSTR,Enterprise Software,315.9,17.9,1.4,1.0,-6.2,-23.5,-48.5,-50.0,18.0,93.4,229.5,315.9,2076.0,-66.6,1.5,5996.7,4185.9,441.5,54.0,54.0,36.35,65.55,3,-207.40000000000055,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
18,VRT,Electrical Equipment & Parts,1306.9,100.0,6.8,8.5,36.2,45.8,94.1,131.7,355.7,844.9,1186.4,1306.9,1281.8,-60.9,1.3,640.3,105.6,1391.1,6.0,6.0,11.67,65.67,0,-21.30000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
19,KLAC,Semiconductor Equipment,907.1,97.4,10.4,9.0,19.0,29.6,62.1,85.8,117.9,203.1,402.9,907.1,929.8,-14.1,1.2,507.3,90.3,1032.6,13.0,14.0,4.44,65.84,-6,-26.200000000000003,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
20,SMCI,Computer Hardware,417.0,12.6,0.0,-12.8,-15.5,-29.0,-41.8,-55.7,-56.8,94.6,277.0,417.0,3831.2,-73.1,1.4,7238.1,8840.3,542.6,47.0,48.0,45.33,68.73,1,-417.0,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
21,PWR,Construction & Engineering,815.9,97.9,2.5,1.8,16.2,22.5,38.3,59.4,87.0,180.4,449.5,815.9,803.5,-22.8,1.1,518.0,94.3,941.5,17.0,17.0,8.89,70.09,2,-5.6000000000000085,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
22,HWM,Aerospace & Defense,725.8,92.8,7.1,-0.9,11.0,17.1,28.3,85.2,173.0,330.8,558.9,725.8,753.8,-54.6,1.1,510.5,78.2,836.0,20.0,21.0,5.4,71.0,3,-7.599999999999994,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
23,VST,Independent Power Producers,480.9,62.8,1.6,-5.3,-3.1,-8.9,-12.5,8.3,122.2,320.5,404.5,480.9,796.7,-76.3,1.2,916.0,267.1,592.6,38.0,38.0,22.0,71.0,3,1.8000000000000114,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
24,SHOP,E-commerce Software,534.2,35.3,0.3,-0.4,-7.8,-14.5,-10.3,7.8,17.1,23.4,20.3,534.2,1544.3,-16.5,1.3,1788.3,816.5,659.7,32.0,33.0,39.39,73.19,-5,-0.5,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
25,TSLA,Automobile Manufacturers,654.7,44.5,-3.2,-13.1,-16.7,-19.6,-10.9,3.7,1.7,-12.7,228.7,654.7,1535.1,-50.2,1.2,1779.4,739.1,780.2,24.0,26.0,42.82,75.22,-15,159.80000000000007,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
26,HOOD,Capital Markets,273.9,37.4,1.2,-2.2,-16.4,-29.5,-18.4,69.3,217.3,,,273.9,820.7,-60.3,1.3,1103.0,314.6,319.6,76.0,59.0,19.5,75.7,3,3.3000000000000114,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
27,QBTS,Quantum Computing,452.0,27.5,0.2,-8.8,-22.5,-32.3,-10.4,386.7,686.5,485.6,,452.0,1840.5,-110.7,1.5,2214.4,482.8,502.6,49.0,41.0,34.0,76.4,0,-13.399999999999977,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
28,SOL-USD,Cryptocurrency,939.6,8.4,0.2,-3.8,-14.5,-30.3,-44.3,-58.4,-2.6,18.6,,939.6,11126.9,-44.7,1.4,25893.8,26922.3,1000.3,15.0,12.0,69.0,76.4,-11,711.2999999999993,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
29,PLTR,Software,616.2,60.0,-4.5,-1.5,-6.1,-13.5,-7.3,132.1,355.1,604.9,,616.2,1018.1,-71.2,1.2,1098.9,231.3,670.2,31.0,27.0,34.0,80.2,-1,29.200000000000017,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
30,MPWR,Semiconductors,518.4,100.0,12.4,15.3,23.8,30.2,52.1,58.5,69.3,100.8,207.5,518.4,517.3,-5.3,1.4,269.8,56.9,644.0,33.0,34.0,0.0,83.4,0,-20.699999999999996,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
31,NRG,Independent Power Producers,455.5,81.9,4.4,-2.5,1.1,-0.8,2.6,35.3,107.8,191.3,246.9,455.5,554.2,-22.3,1.1,492.7,95.3,581.1,40.0,40.0,13.93,84.53,7,-16.5,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
32,DOGE-USD,Cryptocurrency,1132.9,5.2,0.1,-1.0,-9.0,-25.8,-43.2,-54.0,-49.2,-67.0,794.6,1132.9,22199.9,-45.9,1.7,54539.0,54366.0,1227.0,7.0,7.0,81.64,85.04,0,176.1999999999971,NO_TREND,LOWER,MOMENTUM_UP,S4_BOTTOMING
33,EME,Construction & Engineering,594.7,95.5,4.1,5.6,13.2,17.1,31.4,50.9,109.9,258.0,417.4,594.7,613.1,-42.2,1.2,417.6,75.2,720.3,27.0,28.0,13.33,85.33,0,-6.299999999999997,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
34,LRCX,Semiconductor Equipment,852.4,97.6,13.2,7.5,17.0,36.7,102.2,138.8,164.8,225.1,366.7,852.4,863.6,-7.6,1.4,369.3,54.9,977.9,16.0,16.0,11.44,87.44,-3,-18.000000000000007,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
35,DELL,Computer Hardware & Services,371.7,79.7,5.8,16.6,36.6,32.4,44.2,40.5,79.1,148.5,241.9,371.7,467.5,-23.7,1.3,246.6,78.5,486.2,50.0,51.0,5.0,88.8,-1,-22.5,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
36,JBL,Electronic Manufacturing Services,498.9,100.0,7.7,6.2,15.6,23.2,35.4,68.8,79.9,168.2,307.9,498.9,461.1,-28.8,1.1,283.7,43.3,624.5,34.0,35.0,0.0,89.0,0,-6.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
37,RKLB,Aerospace & Defense,743.2,66.7,0.9,1.9,-1.9,16.7,67.7,436.9,713.0,767.5,,743.2,1114.9,-77.2,1.3,703.6,93.1,794.7,23.0,20.0,27.2,89.0,3,-5.5,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
38,WSM,Specialty Retail,290.0,72.3,3.0,-3.2,-1.3,-0.8,-0.2,2.6,39.8,70.8,157.2,290.0,417.3,-40.6,1.2,425.7,123.6,415.5,56.0,56.0,13.85,89.05,-3,-9.200000000000017,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
39,ASTS,Satellite Communications,969.3,75.6,2.7,17.5,14.4,32.9,109.1,528.7,1048.7,1051.0,,969.3,1284.2,-128.2,1.4,640.7,82.7,1035.8,11.0,11.0,30.5,89.9,-2,-23.700000000000003,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
40,TT,Building Products,239.5,81.7,5.4,0.3,6.5,5.9,2.2,5.6,25.2,60.4,110.2,239.5,294.6,-7.0,1.2,269.6,74.4,365.0,63.0,64.0,0.0,91.2,2,-10.0,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
41,BX,Asset Management,213.3,38.0,1.8,2.5,-7.6,-13.7,-22.8,-30.4,-30.5,-26.8,22.6,213.3,591.0,-17.7,1.3,963.2,586.6,338.8,69.0,72.0,39.44,94.24,0,-19.5,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
42,ARES,Asset Management,188.8,30.5,0.4,-4.5,-17.7,-23.6,-35.7,-43.9,-45.3,-30.5,17.1,188.8,631.0,-8.6,1.3,1445.9,966.8,314.3,81.0,84.0,41.44,95.04,-3,79.19999999999993,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
43,TSM,Semiconductors,495.4,92.0,8.5,1.7,9.6,16.6,41.4,68.0,120.0,162.5,251.0,495.4,539.1,-6.0,1.2,326.9,56.4,621.0,35.0,36.0,11.44,95.24,1,-11.300000000000004,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
44,TRGP,Oil & Gas Midstream,481.1,94.1,-1.3,0.8,15.1,30.3,32.5,41.9,82.0,180.3,435.6,481.1,518.1,-93.5,1.2,351.6,73.4,606.6,36.0,37.0,17.78,95.98,1,3.4000000000000057,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
45,IONQ,Quantum Computing,124.8,22.8,-1.3,-10.9,-20.3,-32.5,-30.2,47.5,69.0,128.9,,124.8,660.4,-66.8,1.5,1172.4,429.3,174.6,160.0,113.0,18.24,100.84,7,-3.599999999999966,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
46,KTOS,Aerospace & Defense,329.6,47.9,5.6,-2.6,-7.9,-9.7,25.7,109.3,175.1,217.0,198.5,329.6,761.1,-66.8,1.5,530.9,75.1,455.2,53.0,53.0,21.13,101.73,3,-10.900000000000006,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
47,FICO,Financial Technology,143.6,21.4,-0.8,-10.6,-19.7,-25.6,-36.7,-46.4,-44.0,-4.5,11.9,143.6,694.1,-6.1,1.4,1788.6,1504.7,269.2,103.0,105.0,45.89,102.89,4,-37.399999999999864,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
48,APH,Electronic Components,288.7,71.3,5.1,-1.5,-1.4,-0.4,18.3,50.2,84.6,133.6,190.2,288.7,384.6,-16.3,1.2,263.5,49.0,414.2,57.0,57.0,5.74,103.14,2,-6.899999999999999,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
49,TDG,Aerospace & Defense,203.1,61.1,3.2,-2.0,-5.9,-6.7,-15.1,-14.4,-1.6,39.3,68.7,203.1,343.7,-21.8,1.2,433.5,165.5,328.7,71.0,74.0,29.44,105.04,18,-11.900000000000006,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
50,PGR,Property & Casualty Insurance,162.8,52.5,-0.3,-3.2,-1.0,1.6,-10.5,-13.9,-5.3,20.9,45.5,162.8,319.6,-10.0,1.3,407.0,189.2,288.3,92.0,93.0,24.44,105.24,-3,-2.8000000000000114,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
51,XRP-USD,Cryptocurrency,88.5,15.6,-0.4,-3.4,-12.3,-26.6,-40.9,6.4,31.7,43.4,103.5,88.5,898.4,-75.3,1.4,2092.6,970.9,182.6,149.0,132.0,30.66,105.86,-8,104.89999999999998,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
52,IRM,Data Storage & Management,182.9,60.9,2.1,1.5,12.8,13.2,8.3,-0.6,9.0,38.7,112.0,182.9,320.0,-29.9,1.2,269.5,127.2,308.4,86.0,88.0,16.33,107.13,3,-19.299999999999997,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
53,AAPL,Consumer Electronics,202.9,78.9,-0.6,-1.2,-1.0,-2.2,2.5,0.4,-4.3,0.4,41.6,202.9,260.7,-12.6,1.2,250.7,77.1,328.5,72.0,75.0,13.0,107.6,-7,1.6999999999999886,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
54,TKO,Entertainment,242.1,81.0,-6.6,-7.8,-5.2,-2.1,1.4,23.5,37.2,90.2,112.6,242.1,307.5,-34.9,1.2,276.9,55.5,367.6,61.0,62.0,11.7,108.1,2,7.600000000000001,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
55,CAT,Construction Machinery,426.9,98.4,9.0,4.0,15.9,27.8,60.2,77.7,103.3,157.8,246.6,426.9,433.4,-5.5,1.2,202.3,32.9,552.5,46.0,47.0,4.44,108.24,-2,-5.300000000000004,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
56,KKR,Asset Management,128.9,29.6,0.8,4.2,-8.1,-14.6,-26.3,-36.0,-27.0,-16.7,21.4,128.9,478.9,-17.5,1.4,959.0,680.2,254.4,108.0,110.0,39.44,108.64,-2,-15.899999999999977,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
57,INSM,Biotechnology,440.5,69.2,-2.1,1.4,0.1,-4.4,29.7,95.4,236.5,339.9,358.9,440.5,673.7,-82.7,1.2,451.8,78.4,566.0,44.0,45.0,33.87,109.47,8,9.700000000000003,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
58,PANW,Cybersecurity Software,149.2,54.2,4.8,11.6,4.8,-3.7,-11.2,-15.5,-16.6,7.4,62.2,149.2,305.2,-34.6,1.2,380.5,181.3,274.7,101.0,102.0,25.44,111.04,-1,-42.599999999999994,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
59,COST,Hypermarkets & Super Centers,149.1,74.7,-0.5,1.8,9.1,10.9,2.5,0.6,10.2,28.7,58.6,149.1,205.0,-17.8,1.3,196.0,65.3,274.6,102.0,103.0,0.0,112.8,3,-3.6000000000000085,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
60,CDNS,Electronic Design Automation Software,191.4,52.6,2.4,-1.1,-2.2,-6.8,-12.7,-16.9,-24.9,-12.3,21.5,191.4,367.1,-3.4,1.2,475.6,233.2,316.9,79.0,82.0,41.44,112.84,3,-12.800000000000011,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
61,MU,Semiconductors,760.8,84.4,9.8,3.8,12.8,46.5,163.4,216.6,282.6,348.8,432.3,760.8,905.9,-25.2,1.7,300.4,35.0,886.4,18.0,19.0,27.33,113.13,-2,-9.100000000000001,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
62,APO,Asset Management,128.0,31.4,-1.6,-1.1,-11.3,-13.6,-23.5,-31.2,-27.5,-6.2,20.4,128.0,428.2,-9.1,1.4,828.3,553.4,253.6,109.0,111.0,41.44,113.24,-14,95.79999999999995,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
63,ETH-USD,Cryptocurrency,216.3,18.0,1.1,5.8,-4.0,-18.8,-22.5,-35.7,-40.1,-51.7,153.4,216.3,1484.0,-71.9,1.6,2217.4,1941.8,310.4,83.0,70.0,72.17,115.77,1,-89.29999999999995,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
64,PH,Diversified Machinery,260.8,90.8,7.0,-0.5,4.1,12.2,21.4,32.3,53.2,105.2,171.0,260.8,289.7,-29.7,1.1,195.5,39.2,386.3,60.0,61.0,10.04,116.44,2,-4.899999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
65,MCK,Healthcare Distribution,221.0,80.6,-4.0,-6.7,0.3,3.4,6.7,18.2,27.8,81.7,171.2,221.0,285.1,-46.0,1.1,225.5,52.9,346.5,66.0,68.0,14.89,116.49,3,3.6999999999999957,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
66,ETN,Electrical Equipment,181.2,80.7,8.0,3.2,10.1,8.2,6.5,2.5,11.5,48.9,104.1,181.2,227.3,-11.6,1.2,195.7,62.2,306.7,87.0,89.0,8.89,116.89,-8,-10.799999999999997,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
67,AMAT,Semiconductor Equipment & Materials,443.6,96.4,12.0,5.5,21.0,39.7,79.6,80.7,90.8,119.7,223.4,443.6,461.1,-21.2,1.6,181.5,38.0,569.2,42.0,43.0,15.89,117.49,-6,-11.200000000000003,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
68,FTNT,Cybersecurity Software,229.2,50.8,-0.2,3.5,4.5,2.1,-11.3,-11.6,-17.1,-19.3,29.6,229.2,471.6,-20.2,1.3,606.4,279.5,354.7,64.0,65.0,58.89,119.69,3,-10.100000000000023,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
69,URI,Equipment Rental,200.1,59.2,2.3,-3.5,-3.0,-7.2,-9.0,-12.6,-5.3,21.2,98.0,200.1,362.9,-36.0,1.3,414.4,172.7,325.7,73.0,76.0,45.33,121.13,3,-12.5,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
70,ASML,Semi-Conductors,354.9,89.2,8.8,0.4,9.2,20.4,50.7,52.0,50.2,55.6,119.1,354.9,397.4,-5.8,1.8,198.4,48.1,480.5,51.0,52.0,22.89,121.49,-1,-5.899999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
71,OKE,Oil & Gas Midstream,141.8,57.4,-3.7,1.3,9.1,15.8,7.6,-3.5,-3.1,13.2,71.1,141.8,292.4,-60.3,1.4,238.4,124.1,267.3,104.0,106.0,21.89,122.09,-11,10.699999999999989,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
72,STX,Data Storage Devices,908.9,100.0,5.4,18.7,35.6,59.4,175.1,289.4,389.8,459.0,601.3,908.9,908.6,-36.7,1.4,259.2,18.9,1034.4,12.0,13.0,24.78,123.38,4,-2.8000000000000007,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
73,MRVL,Semiconductors,214.4,68.0,6.7,22.8,32.2,30.5,44.8,34.7,40.0,42.2,78.1,214.4,275.2,-14.2,2.2,134.9,56.0,340.0,68.0,71.0,15.89,123.69,1,-13.200000000000003,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
74,IBKR,Capital Markets,272.2,88.4,7.0,3.2,4.8,6.0,15.1,47.7,95.1,163.4,222.8,272.2,275.2,-46.8,1.2,205.2,30.2,397.7,59.0,60.0,13.33,124.13,-4,-4.900000000000002,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
75,GWW,Industrial Distribution,153.9,71.4,1.1,1.0,6.4,12.3,6.3,-0.6,-1.0,30.2,77.2,153.9,230.8,-40.3,1.2,194.8,77.7,279.4,97.0,98.0,17.44,124.44,0,-4.599999999999994,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
76,DECK,Footwear & Accessories,183.3,28.0,3.2,-2.8,-2.6,5.7,-4.7,-30.3,-35.9,-16.9,17.6,183.3,734.1,-30.0,1.9,965.3,980.9,308.9,85.0,87.0,69.89,125.89,-3,-102.50000000000011,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
77,NFLX,Broadcasting & Cable TV,119.4,55.1,-1.1,2.8,8.5,-0.2,-12.6,-0.2,23.1,59.1,45.1,119.4,279.9,-76.6,1.3,300.2,100.1,244.9,111.0,114.0,24.96,127.76,0,-4.1000000000000085,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
78,MELI,Internet Retail,149.9,28.5,1.0,1.4,-5.8,-11.4,-23.6,-24.0,-26.2,-21.7,-15.7,149.9,549.4,-11.6,1.3,898.1,588.7,275.4,100.0,101.0,63.61,130.61,0,-20.199999999999932,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
79,STLD,Steel,239.6,87.1,3.5,-0.8,4.3,12.1,23.2,23.8,22.2,55.0,172.0,239.6,282.6,-47.6,1.3,178.0,45.4,365.1,62.0,63.0,26.42,132.82,0,-1.7000000000000028,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
80,CTAS,Commercial Services,90.8,40.7,-2.7,-6.7,-6.1,-6.5,-18.1,-23.0,-21.5,-8.4,7.7,90.8,229.6,-4.0,1.3,390.7,234.1,216.3,125.0,131.0,41.44,133.04,3,11.699999999999989,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
81,GE,Aerospace & Defense,217.8,85.3,8.7,-3.1,-0.5,1.0,8.0,31.9,81.4,203.8,287.2,217.8,260.3,-96.0,1.1,190.1,30.9,343.3,67.0,69.0,18.82,134.22,0,-2.700000000000003,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
82,CEG,Electric Utilities,107.5,41.9,1.5,-6.8,-7.1,-13.2,-12.1,-2.8,38.2,,,107.5,236.9,0.0,1.3,366.3,177.8,151.0,184.0,120.0,28.97,135.97,2,8.200000000000017,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
83,SYM,Industrial Machinery,147.1,34.4,-0.1,-1.3,-1.8,-11.8,22.5,45.8,26.0,144.0,,147.1,420.8,-29.7,1.8,289.1,136.4,195.3,137.0,104.0,36.0,137.4,-1,9.400000000000006,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
84,GOOG,Internet Content & Information,192.7,84.8,8.5,3.1,0.7,6.1,32.8,45.0,59.6,74.0,114.6,192.7,229.7,-10.8,1.3,122.8,20.5,318.3,77.0,80.0,4.44,137.64,2,-4.5,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
85,COR,Biotechnology,153.5,74.4,-2.6,-6.0,-5.2,-4.0,-1.9,8.0,12.5,42.3,96.5,153.5,218.4,-33.7,1.2,199.0,51.3,279.1,98.0,99.0,23.83,139.83,0,-0.30000000000000426,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
