Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend
11,HWM,Aerospace & Defense,777.4,98.8,13.3,5.7,7.7,15.1,24.8,81.0,174.1,346.1,585.5,777.4,753.8,-54.6,1.0,506.4,440.9963441343995,905.6,23.0,24.0,5.0,44.6,-1,1.1570249450724077,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
12,LRCX,Semiconductor Equipment,1031.6,98.6,7.4,16.0,17.5,42.0,112.5,171.3,199.8,279.1,438.4,1031.6,1035.0,-7.6,1.4,414.2,374.6323435174985,1176.6,16.0,16.0,11.44,50.84,2,92.31047784775996,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
13,VRT,Electrical Equipment & Parts,1728.2,99.8,5.5,19.1,41.3,65.9,119.0,184.6,428.1,1110.0,1547.4,1728.2,1700.8,-60.9,1.3,705.2,122.28357123037857,1828.3,7.0,7.0,11.67,52.27,2,31.375295614674684,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
14,MSTR,Enterprise Software,541.2,28.4,1.8,21.9,24.9,11.0,-25.7,-29.2,62.1,190.3,388.9,541.2,2076.0,-66.6,1.5,3566.6,2728.9438803517482,686.2,35.0,36.0,28.28,53.08,-1,59.231372464267224,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
15,TSLA,Automobile Manufacturers,858.3,57.3,3.3,4.7,0.9,-4.3,2.8,20.5,23.9,9.3,295.8,858.3,1535.1,-50.2,1.2,1350.8,620.4283520813799,1003.5,20.0,21.0,23.7,54.3,-3,-619.1000090360212,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
16,AMD,Semiconductors,1944.8,100.0,0.0,63.9,83.3,86.4,147.5,177.7,183.1,233.5,367.0,1944.8,1944.7,-27.9,1.5,668.9,132.8,2089.7,5.0,6.0,15.89,55.09,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
17,SNDK,Data Storage Devices,2034.5,100.0,0.0,71.0,111.2,329.0,1693.9,,,,,2034.5,2010.1,-4.5,1.5,341.7,341.7,2050.6,6.0,4.0,17.5,56.1,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
18,QBTS,Quantum Computing,757.6,42.8,4.0,30.0,18.1,-0.0,19.9,612.2,1036.1,819.4,,757.6,1840.5,-110.7,1.5,1476.2,845.1736789691773,821.0,27.0,25.0,27.0,57.2,1,8.574103176883455,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
19,MPWR,Semiconductors,655.7,95.5,0.6,14.6,24.4,40.2,65.9,82.0,97.2,137.6,264.6,655.7,685.0,-5.3,1.4,311.9,106.11012448764508,800.6,30.0,32.0,0.0,60.6,2,22.53116858208662,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
20,TPL,Homebuilding,451.2,49.3,0.2,-15.6,-13.3,4.3,0.4,-1.4,20.2,34.1,131.0,451.2,919.6,-5.5,1.4,973.5,498.1213067359204,596.4,43.0,43.0,21.4,64.6,29,477.239854454406,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
21,FIX,Engineering & Construction,2999.3,96.8,-3.2,13.1,29.9,58.4,133.0,265.8,459.0,1033.7,1900.0,2999.3,3049.5,-40.0,1.1,1232.9,9.248296239284059,3144.2,2.0,2.0,8.89,65.29,-1,-16.52805179909893,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
22,FTNT,Cybersecurity Software,372.3,79.9,29.5,28.9,32.1,31.2,17.1,15.9,13.4,12.9,84.5,372.3,471.6,-20.2,1.4,374.1,361.6966625102417,517.2,52.0,52.0,11.44,66.44,0,1.1434589946484834,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
23,ASTS,Satellite Communications,693.1,55.7,3.0,-9.8,-17.8,-8.2,35.7,267.4,740.9,764.1,,693.1,1284.2,-128.2,1.3,935.8,687.9994461706948,773.9,33.0,30.0,31.3,67.5,0,20.013602470269916,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
24,HOOD,Capital Markets,286.1,38.0,1.6,-0.2,-8.9,-25.4,-25.4,62.3,214.4,,,286.1,820.7,-60.3,1.3,1109.0,799.2245141329141,344.1,75.0,59.0,19.5,67.5,0,-15.979983281700925,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
25,IONQ,Quantum Computing,298.3,45.8,3.2,34.4,26.6,10.6,7.4,136.6,179.1,304.3,,298.3,660.4,-66.8,1.4,568.9,269.71042436461175,360.9,71.0,57.0,10.0,69.4,0,-46.582919095440104,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
26,SOL-USD,Cryptocurrency,1024.5,9.1,0.3,1.2,-4.1,-21.4,-42.5,-58.9,-7.8,17.8,,1024.5,11126.9,-44.7,1.5,22164.1,5000.0,1098.9,18.0,17.0,63.0,70.8,-8,0.0,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
27,AAPL,Consumer Electronics,237.4,91.5,5.8,2.3,3.6,1.3,7.5,4.2,0.8,5.8,49.7,237.4,260.7,-12.6,1.2,214.0,220.97892675565245,382.4,67.0,69.0,0.0,71.6,0,-1.8952913540939846,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
28,AXON,Public Safety Technology,390.2,32.7,-0.3,-9.7,-18.9,-28.4,-45.2,-39.9,-23.8,18.3,80.3,390.2,1246.3,-25.7,1.4,2494.9,256.63603154342076,535.1,51.0,51.0,25.0,73.6,-2,-151.1318741061154,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,
29,DELL,Computer Hardware & Services,584.3,100.0,8.2,31.4,63.0,70.6,85.0,90.5,138.7,248.0,387.2,584.3,579.5,-23.7,1.4,210.2,46.1,717.3,34.0,34.0,5.0,75.4,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
30,URI,Equipment Rental,286.2,80.8,1.1,8.1,9.6,8.6,4.4,3.3,12.9,49.2,145.4,286.2,362.9,-36.0,1.3,306.0,119.39328747453936,431.4,57.0,58.0,8.89,78.69,7,65.12455752544668,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
31,DOGE-USD,Cryptocurrency,1351.4,6.2,0.1,2.9,3.7,-11.8,-35.9,-49.5,-44.6,-65.1,911.5,1351.4,22199.9,-45.9,1.5,40562.4,5000.0,1462.4,10.0,10.0,74.64,79.24,14,3387.9996734861884,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,
32,CDNS,Electronic Design Automation Software,274.0,74.9,6.9,10.4,12.4,9.2,1.0,-1.3,-9.8,7.5,52.1,274.0,367.1,-3.4,1.2,329.7,335.0507001023897,419.0,61.0,63.0,17.44,80.44,-1,7.993076740119534,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
33,PWR,Construction & Engineering,1091.2,93.8,-6.2,9.2,23.4,39.3,58.7,94.1,131.4,252.1,596.2,1091.2,1124.7,-22.8,1.1,572.3,1.6030705871191049,1236.2,15.0,15.0,8.89,80.69,-5,-16.96357906630565,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
34,RKLB,Aerospace & Defense,1183.3,100.0,25.0,39.9,37.5,57.8,117.6,620.7,1080.2,1224.7,,1183.3,1151.4,-77.2,1.3,505.6,44.8,1247.7,14.0,13.0,27.0,80.8,-2,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
35,TRGP,Oil & Gas Midstream,488.6,95.4,1.0,-5.3,2.6,20.1,29.0,34.4,74.3,169.6,441.4,488.6,518.1,-93.5,1.2,355.2,86.86050940601977,633.8,42.0,42.0,18.59,82.19,7,46.11093571432717,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
36,VST,Independent Power Producers,417.6,55.4,-3.9,-12.6,-15.5,-19.1,-27.5,-12.3,83.4,267.9,350.2,417.6,796.7,-76.3,1.2,1027.4,125.13677829767792,547.7,49.0,48.0,29.66,84.06,-3,-24.31771459838768,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
37,APO,Asset Management,192.3,46.1,0.8,4.0,5.1,-0.6,-10.3,-20.4,-15.5,12.8,48.4,192.3,428.2,-9.1,1.3,533.8,574.0740697837764,337.2,78.0,80.0,25.44,85.04,-3,12.22247512396757,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
38,ARES,Asset Management,250.9,40.1,3.5,5.2,-1.6,-12.6,-27.1,-38.0,-39.2,-20.8,35.7,250.9,631.0,-8.6,1.3,1047.2,1175.4769003581173,395.8,62.0,64.0,39.44,85.04,-3,47.925549404320236,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
39,TSM,Semiconductors,532.1,92.3,-6.0,0.6,3.4,13.0,35.9,67.3,122.4,173.1,261.6,532.1,577.1,-6.0,1.2,348.6,21.636974135119964,677.3,36.0,37.0,11.44,85.24,-9,-34.51067482399013,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
40,STX,Data Storage Devices,1530.5,99.4,-0.6,38.8,61.8,114.9,266.3,481.9,647.5,779.5,1011.6,1530.5,1539.5,-36.7,1.3,332.7,20.022199028726547,1675.4,9.0,9.0,24.78,88.58,-1,-1.8250036322897785,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
41,EME,Construction & Engineering,706.5,96.9,-3.1,4.2,12.4,23.3,36.1,63.7,127.9,302.3,489.3,706.5,717.4,-42.2,1.2,432.0,4.136940454245346,851.5,26.0,29.0,13.33,89.13,-3,-6.888232660346414,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
42,PANW,Cybersecurity Software,200.6,69.3,15.2,14.6,18.1,9.3,-0.4,-6.1,-6.5,21.6,90.3,200.6,305.2,-34.6,1.2,289.5,258.5282867643359,345.6,74.0,77.0,18.44,89.64,-1,-17.015140540888524,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
43,MU,Semiconductors,1552.7,100.0,0.0,62.9,68.2,121.9,327.2,466.0,586.6,740.0,905.7,1552.7,1552.2,-25.2,1.6,312.8,26.1,1697.7,8.0,8.0,27.33,89.93,-3,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
44,IRM,Data Storage & Management,243.8,78.3,0.2,7.0,14.7,24.6,20.4,11.3,23.4,59.7,150.4,243.8,320.0,-29.9,1.2,209.6,116.64891429166539,388.8,64.0,66.0,13.33,90.33,-1,18.730597747974272,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
45,JBL,Electronic Manufacturing Services,644.7,93.7,-5.5,9.7,22.3,35.6,49.5,97.1,111.8,221.5,394.2,644.7,640.2,-28.8,1.1,327.3,0.21798991389336336,789.7,31.0,33.0,0.0,90.4,-1,-1.881297832075926,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
46,WSM,Specialty Retail,239.9,61.3,-5.4,-9.6,-15.0,-13.4,-14.8,-13.4,15.2,45.1,118.0,239.9,417.3,-40.6,1.2,495.5,79.39666098205129,385.1,65.0,67.0,21.84,93.04,-10,-77.0754094258181,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
47,TT,Building Products,235.5,80.4,-1.5,-4.9,-2.9,0.2,-4.2,-1.1,17.2,53.3,101.7,235.5,294.6,-7.0,1.2,277.2,49.83346816854413,380.7,68.0,70.0,12.45,93.05,16,34.718417541294016,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
48,AMAT,Semiconductor Equipment & Materials,505.3,100.0,10.7,10.0,14.5,37.2,81.6,93.2,102.9,138.8,249.0,505.3,505.3,-21.2,1.6,196.7,34.8,650.3,40.0,41.0,15.89,94.09,-1,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
49,FICO,Financial Technology,133.5,19.9,3.5,-0.1,-14.3,-26.3,-38.2,-52.2,-52.2,-13.8,0.4,133.5,694.1,-6.1,1.4,1784.7,2261.0213805071876,278.5,96.0,99.0,45.89,97.89,-1,220.24147586381355,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,
50,CAT,Construction Machinery,508.7,95.2,-3.8,4.4,13.0,28.3,66.6,94.2,123.0,189.9,292.2,508.7,533.7,-5.5,1.2,231.3,0.24588420781306639,653.6,38.0,39.0,4.44,99.64,3,-0.815925719053073,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
51,GWW,Industrial Distribution,160.8,74.0,8.2,1.9,3.0,9.5,6.1,-1.3,-2.9,28.0,78.1,160.8,230.8,-40.3,1.2,185.4,203.452692818035,305.8,91.0,93.0,17.44,102.24,-1,-1.2498829143200396,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
52,XRP-USD,Cryptocurrency,89.2,15.4,0.1,-3.0,-7.1,-21.6,-41.1,0.8,28.6,42.3,104.7,89.2,898.4,-75.3,1.5,1972.7,1107.424819615191,200.2,143.0,123.0,30.78,102.78,-6,22.144789146507037,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
53,GOOG,Internet Content & Information,279.3,100.0,0.4,11.7,13.6,17.5,50.4,71.9,92.0,115.7,170.0,279.3,279.6,-10.8,1.3,113.9,14.6,424.3,60.0,62.0,4.44,103.44,4,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
54,GOOGL,Internet Conglomerates,279.9,100.0,0.6,11.9,14.3,18.6,52.4,75.1,95.8,120.1,174.7,279.9,280.1,-11.4,1.3,110.1,13.6,424.9,59.0,61.0,4.44,103.64,7,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
55,ASML,Semi-Conductors,401.0,100.0,14.5,6.9,5.3,20.2,52.3,61.3,58.9,65.7,131.2,401.0,399.8,-5.8,1.7,192.3,36.4,546.0,50.0,50.0,22.89,104.69,1,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
56,IBKR,Capital Markets,332.3,95.0,-0.9,7.1,8.0,13.2,20.9,57.9,114.6,197.4,268.9,332.3,310.5,-46.8,1.2,201.2,10.673253172229783,477.3,55.0,56.0,13.33,105.53,-2,-4.889392459937735,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
57,GE,Aerospace & Defense,180.0,74.9,2.6,-4.8,-9.9,-9.8,-6.7,13.5,56.6,173.6,251.0,180.0,260.3,-96.0,1.1,227.2,190.77117663147968,325.0,84.0,86.0,26.51,105.71,-2,-0.1368863300449732,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
58,MRVL,Semiconductors,405.4,97.8,0.3,23.9,64.5,71.8,98.0,93.5,105.0,118.8,178.7,405.4,365.9,-14.2,2.2,97.9,29.535615150148836,550.3,48.0,49.0,15.89,105.89,1,2.3686996893637478,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
59,ORCL,Software,83.4,28.9,9.4,17.0,18.4,3.4,-9.0,-4.1,1.2,27.1,54.6,83.4,346.0,-22.8,1.7,414.8,343.699737384086,228.4,125.0,129.0,21.77,106.17,1,49.61356793586356,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
60,MS,Investment Banking & Brokerage,189.4,95.1,0.4,1.4,2.6,4.6,14.1,32.6,49.5,59.6,118.5,189.4,200.4,-20.8,1.1,135.2,29.276437873601832,334.4,80.0,82.0,8.89,109.09,4,4.484144884051087,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
61,LLY,Pharmaceuticals,445.8,74.2,-2.7,-8.5,-12.2,-12.0,-4.4,-10.5,-3.3,68.0,194.7,445.8,607.2,-21.4,1.2,598.5,0.6720271017890725,590.8,45.0,45.0,25.0,110.4,-3,-7.524954952415901,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
62,TKO,Entertainment,187.2,65.0,-3.5,-12.7,-16.8,-16.1,-15.3,0.3,13.0,57.5,77.1,187.2,307.5,-34.9,1.2,350.5,17.93302414509524,332.4,81.0,83.0,19.37,111.57,-11,-37.178623005582395,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
63,WMB,Oil & Gas Midstream,184.0,88.7,3.0,-6.1,-2.6,7.6,10.3,27.6,55.1,106.0,171.4,184.0,215.4,-57.9,1.1,152.0,36.40168145569123,329.2,82.0,84.0,15.01,112.21,9,17.300192966814482,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
64,COHR,,526.3,92.6,1.1,11.0,23.9,58.7,153.0,230.3,363.4,398.1,444.4,526.3,574.7,-81.6,1.6,129.0,33.00736714141237,671.3,37.0,38.0,29.22,112.22,5,14.119454564631248,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
65,ADI,Semiconductors,166.2,99.8,6.4,9.9,14.2,31.5,47.3,53.9,57.8,72.5,96.6,166.2,166.8,-7.8,1.8,44.3,38.18303805692747,311.1,90.0,92.0,4.44,112.64,5,13.741505954402953,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
66,CASY,Retail Specialty Group,281.2,98.1,-1.9,2.2,14.4,29.7,41.3,66.3,97.9,155.5,197.6,281.2,287.2,-38.6,1.1,129.4,3.4214417262994803,426.2,58.0,60.0,8.89,113.09,0,-2.1296646844561002,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
67,CIEN,Communications Equipment,1170.4,94.3,-5.7,9.7,45.0,92.9,278.6,515.0,669.6,735.8,804.2,1170.4,1245.5,-63.2,1.4,276.4,0.0058215652953560425,1315.3,13.0,14.0,27.33,116.33,6,-0.04731859118367106,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
68,TER,Semiconductors,427.7,79.3,1.0,1.7,12.5,43.9,140.4,156.7,167.3,160.6,193.3,427.7,539.1,-50.5,2.4,129.5,21.872984536729994,572.9,46.0,47.0,27.33,116.73,-3,-22.224039525152655,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
69,GS,Investment Banking & Brokerage,176.5,85.2,0.1,-2.3,-2.1,1.4,11.0,34.1,65.2,86.7,143.2,176.5,212.9,-35.7,1.1,146.4,26.786136119069464,321.5,86.0,88.0,14.77,117.37,2,1.8684690112011033,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
70,PLTR,Software,577.3,55.9,-3.6,-12.6,-11.2,-20.2,-22.0,97.9,294.0,569.0,,577.3,1018.1,-71.2,1.2,1203.9,0.1409632500040032,644.4,41.0,35.0,34.0,117.8,-8,-9.858209516861573,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
71,ETH-USD,Cryptocurrency,208.8,17.3,-0.8,-4.9,-3.1,-17.8,-28.9,-40.8,-47.6,-61.0,132.1,208.8,1484.0,-71.9,1.6,2166.7,1869.9423091762337,319.8,87.0,75.0,74.27,119.87,9,1730.1512155169348,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,
72,TPR,Luxury Goods,201.8,71.1,0.5,-15.8,-14.3,-5.7,10.0,73.3,123.8,161.6,258.2,201.8,323.5,-95.4,1.1,220.6,26.64284209563472,347.0,73.0,76.0,30.02,121.62,10,24.718202650583205,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
73,PH,Diversified Machinery,195.7,70.5,-1.9,-9.7,-12.9,-8.2,-0.9,8.0,22.8,67.6,121.2,195.7,289.7,-29.7,1.1,260.9,2.173538308212454,340.7,76.0,78.0,18.98,122.58,-6,-12.565317941545498,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
74,STLD,Steel,334.1,95.5,-4.0,8.1,13.9,23.1,41.7,47.7,47.9,87.9,238.3,334.1,352.4,-47.6,1.3,175.2,3.9740162214759684,479.1,54.0,55.0,24.78,122.78,-6,-13.48677564008908,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
75,ANET,Networking Equipment,658.6,73.5,-21.9,-9.6,-6.8,-6.2,1.5,13.1,43.3,152.1,308.4,658.6,904.1,-19.6,1.3,810.3,5.661785027021212e-11,803.6,28.0,31.0,11.5,122.9,-1,-1.4360305908348565e-07,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
76,381180.KS,Asset Management,173.9,98.7,9.1,18.7,26.5,37.5,68.8,86.6,114.2,172.4,,173.9,157.0,-10.3,1.6,43.6,44.83709753464029,233.8,119.0,89.0,12.5,124.7,2,0.8970621426371892,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
77,RCL,Travel Services,75.0,56.0,1.7,-6.9,-13.6,-11.4,-17.4,0.8,37.1,128.1,130.5,75.0,219.6,-108.0,1.3,210.4,190.8087692860582,220.0,131.0,135.0,27.29,126.29,0,19.482962769600476,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
78,CRWD,Cybersecurity Software,151.9,72.9,19.1,17.5,20.6,10.2,2.8,16.9,46.4,70.4,,151.9,175.3,-38.3,1.3,149.4,121.45885461241075,239.0,115.0,95.0,30.5,127.1,-2,-8.603222489496986,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
79,NRG,Independent Power Producers,337.8,61.6,-12.0,-16.4,-19.7,-21.8,-23.9,1.2,56.0,126.2,170.2,337.8,554.2,-22.3,1.1,675.8,6.37925845592659e-06,482.8,53.0,54.0,22.09,129.49,-4,-0.035736768026569776,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
80,LINK-USD,Cryptocurrency,441.7,6.6,0.3,6.1,4.7,-11.8,-33.5,-47.9,-53.1,-71.3,-21.0,441.7,7258.0,-53.1,1.6,12801.5,5000.0,552.7,47.0,46.0,114.36,133.96,-1,0.0,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
81,GLW,Electronic Components,506.1,100.0,15.4,17.2,31.7,65.1,134.4,232.1,325.0,372.3,433.7,506.1,506.5,-58.2,1.2,114.6,1.5,651.1,39.0,40.0,36.22,136.42,7,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
82,TDG,Aerospace & Defense,170.9,52.3,-5.5,-5.2,-12.4,-15.2,-23.8,-26.3,-17.4,20.0,45.0,170.9,343.7,-21.8,1.2,496.5,10.268605518905407,316.1,89.0,91.0,40.89,137.49,-30,-470.16661839354765,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
