Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
12,ANET,Networking Equipment,710.9,83.8,13.3,11.8,10.0,6.1,19.5,29.7,64.6,183.5,343.7,710.9,852.2,-19.6,1.3,696.0,166.7,837.7,21.0,22.0,8.89,63.49,0,-82.80000000000001,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
13,SNDK,Data Storage Devices,1137.7,100.0,15.8,27.0,90.6,227.8,1008.8,,,,,1137.7,1128.7,-4.5,1.6,270.3,270.3,1145.6,10.0,8.0,17.5,64.5,1,-38.80000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
14,MSTR,Enterprise Software,317.0,17.9,1.4,0.8,-6.3,-23.8,-48.8,-50.4,17.9,93.6,230.2,317.0,2076.0,-66.6,1.5,5980.1,4191.3,443.8,53.0,53.0,36.35,65.55,6,-202.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
15,TPL,Homebuilding,433.5,47.4,-13.4,-22.3,-0.5,9.7,0.4,4.3,22.9,36.2,130.3,433.5,919.6,-5.5,1.4,1023.4,463.4,560.3,45.0,45.0,18.34,66.34,1,161.39999999999998,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
16,VRT,Electrical Equipment & Parts,1340.8,100.0,6.8,10.5,38.8,48.7,98.2,136.8,366.3,867.4,1217.4,1340.8,1315.4,-60.9,1.3,641.8,105.8,1426.1,6.0,5.0,11.67,66.47,2,-21.10000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
17,KLAC,Semiconductor Equipment,943.0,100.0,13.0,12.1,22.3,33.2,67.0,91.7,125.3,213.7,420.8,943.0,941.0,-14.1,1.2,495.5,84.7,1069.8,11.0,11.0,4.44,67.04,-4,-31.799999999999997,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
18,SMCI,Computer Hardware,411.6,12.4,-0.2,-14.0,-16.7,-30.0,-42.8,-56.8,-58.0,92.1,273.0,411.6,3831.2,-73.1,1.4,7346.3,8999.7,538.4,47.0,48.0,45.33,69.13,3,-257.59999999999854,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
19,PWR,Construction & Engineering,825.1,99.0,3.6,2.2,16.8,23.1,39.1,60.5,88.4,182.8,454.8,825.1,803.5,-22.8,1.1,513.0,91.8,952.0,17.0,17.0,8.89,72.09,4,-8.100000000000009,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
20,VST,Independent Power Producers,465.7,61.1,-0.1,-7.9,-5.6,-11.3,-15.1,5.1,116.4,310.2,391.8,465.7,796.7,-76.3,1.2,941.3,282.1,578.6,41.0,38.0,22.0,72.4,6,16.80000000000001,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
21,CVNA,Auto & Truck Dealerships,661.7,64.5,2.2,-0.1,-9.8,-9.3,-7.4,43.1,448.2,660.2,501.3,661.7,1079.9,-122.9,1.2,1068.2,261.1,765.9,23.0,23.0,27.93,72.93,3,-16.19999999999999,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
22,HWM,Aerospace & Defense,739.8,94.4,8.7,0.1,12.2,18.4,29.8,87.8,177.1,337.7,569.7,739.8,753.8,-54.6,1.0,502.8,75.2,851.2,20.0,20.0,5.0,73.0,3,-10.599999999999994,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
23,LLY,Pharmaceuticals,473.6,78.7,1.1,-6.0,-6.9,-1.4,4.8,-0.5,11.5,88.2,218.9,473.6,607.2,-21.4,1.2,562.2,176.1,600.5,36.0,37.0,12.63,73.03,-8,6.199999999999989,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
24,TSLA,Automobile Manufacturers,659.4,44.8,-2.9,-13.1,-16.7,-19.7,-10.9,3.8,1.8,-12.7,230.4,659.4,1535.1,-50.2,1.2,1765.6,731.5,786.3,22.0,24.0,42.82,75.02,-14,152.20000000000005,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
25,SOL-USD,Cryptocurrency,939.6,8.4,0.2,-3.8,-14.5,-30.3,-44.3,-58.4,-2.6,18.6,,939.6,11126.9,-44.7,1.4,25893.8,26922.3,1000.3,15.0,12.0,69.0,76.4,-8,711.2999999999993,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
26,QBTS,Quantum Computing,422.1,26.0,-1.3,-13.8,-26.8,-36.1,-15.6,361.9,646.5,454.3,,422.1,1840.5,-110.7,1.5,2344.6,525.9,473.7,50.0,47.0,34.0,78.4,1,29.69999999999999,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
27,HOOD,Capital Markets,263.1,36.1,-0.1,-5.2,-18.9,-31.8,-21.1,64.3,208.3,,,263.1,820.7,-60.3,1.3,1143.3,333.6,309.6,84.0,61.0,19.5,79.7,2,22.30000000000001,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
28,PLTR,Software,559.1,54.8,-9.7,-9.3,-13.5,-20.4,-15.2,113.4,319.0,549.1,,559.1,1018.1,-71.2,1.2,1203.9,274.8,614.0,33.0,29.0,34.0,79.8,0,72.70000000000002,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
29,SHOP,E-commerce Software,484.0,32.1,-2.9,-7.4,-14.3,-20.6,-17.1,-0.8,7.0,11.5,6.7,484.0,1544.3,-16.5,1.3,1965.8,943.1,610.9,34.0,35.0,47.15,81.15,-10,126.10000000000002,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
30,WSM,Specialty Retail,299.1,74.2,4.9,-1.9,0.1,0.6,1.3,4.3,42.5,74.3,162.9,299.1,417.3,-40.6,1.2,414.7,117.2,425.9,54.0,54.0,5.76,81.56,5,-15.600000000000009,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
31,MPWR,Semiconductors,529.1,100.0,12.4,16.5,25.3,31.8,54.0,60.6,71.7,103.9,212.7,529.1,528.0,-5.3,1.4,270.6,56.9,656.0,30.0,31.0,0.0,82.6,-1,-20.699999999999996,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
32,DOGE-USD,Cryptocurrency,1145.0,5.3,0.2,-0.1,-8.2,-25.1,-42.6,-53.4,-48.5,-66.3,803.5,1145.0,22199.9,-45.9,1.6,53294.0,53281.7,1239.1,7.0,7.0,81.64,85.04,0,-908.1000000000058,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
33,NRG,Independent Power Producers,460.5,82.7,5.2,-2.2,1.4,-0.5,3.0,36.0,109.2,193.6,249.7,460.5,554.2,-22.3,1.1,488.5,93.4,587.4,39.0,41.0,13.93,85.93,5,-18.39999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
34,EME,Construction & Engineering,605.0,97.1,5.7,6.5,14.3,18.2,32.7,52.6,112.5,262.9,424.7,605.0,613.1,-42.2,1.2,411.3,72.3,731.9,25.0,27.0,13.33,86.13,-1,-9.200000000000003,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
35,LRCX,Semiconductor Equipment,904.7,100.0,15.6,12.2,22.2,42.9,111.9,150.7,178.7,242.8,392.7,904.7,894.8,-7.6,1.4,362.0,51.7,1031.6,14.0,16.0,11.44,88.84,-4,-21.200000000000003,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
36,RKLB,Aerospace & Defense,712.0,64.0,-1.8,-2.2,-5.8,12.1,61.2,417.5,683.7,735.6,,712.0,1114.9,-77.2,1.3,734.8,101.7,764.4,24.0,21.0,27.6,89.0,4,3.1000000000000085,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
37,JBL,Electronic Manufacturing Services,512.4,100.0,7.7,7.8,17.4,25.1,37.7,71.9,83.4,173.7,316.7,512.4,473.8,-28.8,1.1,284.4,43.4,639.3,31.0,33.0,0.0,89.2,-1,-6.399999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
38,DELL,Computer Hardware & Services,357.7,76.9,3.0,13.4,33.1,29.0,40.3,36.5,73.8,141.2,231.8,357.7,467.5,-23.7,1.3,256.0,84.9,473.5,51.0,51.0,5.0,89.4,-4,-16.099999999999994,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
39,ASTS,Satellite Communications,911.2,71.5,-1.4,11.0,8.1,25.6,97.6,495.6,988.8,989.9,,911.2,1284.2,-128.2,1.4,679.6,93.5,978.7,16.0,15.0,30.5,90.5,-2,-12.900000000000006,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
40,TT,Building Products,249.1,84.9,8.6,2.1,8.5,7.8,4.1,7.8,28.1,64.4,115.9,249.1,294.6,-7.0,1.2,259.5,68.3,376.0,61.0,62.0,0.0,92.4,2,-16.10000000000001,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
41,TSM,Semiconductors,493.3,91.6,8.1,1.0,8.9,15.8,40.6,67.1,118.9,161.3,249.5,493.3,539.1,-6.0,1.2,329.0,57.1,620.2,32.0,34.0,11.44,93.24,3,-10.600000000000001,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
42,BX,Asset Management,209.1,37.3,1.1,1.3,-8.8,-14.8,-24.0,-31.7,-31.9,-28.5,20.3,209.1,591.0,-17.7,1.3,979.4,603.9,335.9,69.0,72.0,39.44,94.44,-1,-2.2000000000000455,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
43,TRGP,Oil & Gas Midstream,481.9,94.2,-1.2,0.5,14.9,30.1,32.3,41.7,81.9,180.4,436.4,481.9,518.1,-93.5,1.2,351.5,73.3,608.8,35.0,36.0,17.78,95.58,2,3.299999999999997,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
44,ARES,Asset Management,187.3,30.3,0.2,-5.1,-18.3,-24.2,-36.4,-44.6,-46.1,-31.4,16.0,187.3,631.0,-8.6,1.3,1452.8,976.3,314.2,83.0,86.0,41.44,95.64,-5,88.69999999999993,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
45,KTOS,Aerospace & Defense,282.6,42.3,0.0,-11.3,-16.0,-17.7,14.2,90.2,149.3,186.1,166.7,282.6,761.1,-66.8,1.5,602.6,93.2,409.5,58.0,58.0,21.13,99.93,4,7.200000000000003,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
46,APH,Electronic Components,296.3,73.1,6.9,-0.4,-0.3,0.8,19.8,52.4,87.5,137.7,195.5,296.3,384.6,-16.3,1.2,257.6,46.7,423.2,55.0,55.0,5.34,103.14,4,-9.199999999999996,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
47,IONQ,Quantum Computing,115.3,21.4,-2.7,-14.3,-23.4,-35.2,-33.2,41.8,62.0,119.4,,115.3,660.4,-66.8,1.5,1247.7,468.9,166.0,168.0,115.0,18.52,103.32,5,36.0,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
48,FICO,Financial Technology,135.6,20.2,-2.0,-12.9,-21.7,-27.5,-38.6,-48.3,-46.3,-8.0,7.5,135.6,694.1,-6.1,1.4,1890.0,1623.0,262.5,104.0,106.0,45.89,103.89,3,80.90000000000009,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
49,IRM,Data Storage & Management,188.1,62.4,3.6,2.6,14.1,14.4,9.5,0.6,10.5,40.8,115.6,188.1,320.0,-29.9,1.2,262.9,121.3,315.0,82.0,85.0,13.33,104.13,6,-25.200000000000003,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
50,XRP-USD,Cryptocurrency,88.5,15.6,-0.4,-3.4,-12.3,-26.6,-40.9,6.4,31.7,43.4,103.5,88.5,898.4,-75.3,1.4,2092.6,970.9,182.6,150.0,133.0,30.66,106.66,-7,104.89999999999998,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
51,TKO,Entertainment,240.8,80.6,-7.0,-8.4,-5.8,-2.7,0.8,22.8,36.5,89.4,111.6,240.8,307.5,-34.9,1.2,278.5,56.2,367.7,63.0,64.0,11.72,107.72,5,8.300000000000004,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
52,TDG,Aerospace & Defense,203.8,61.3,3.4,-2.1,-6.0,-6.9,-15.3,-14.6,-1.8,39.2,68.8,203.8,343.7,-21.8,1.2,432.0,164.6,330.6,72.0,76.0,29.44,108.04,15,-12.800000000000011,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
53,AAPL,Consumer Electronics,204.2,79.4,-0.1,-1.1,-1.0,-2.2,2.5,0.4,-4.3,0.5,41.9,204.2,260.7,-12.6,1.2,249.0,76.1,331.1,71.0,75.0,13.0,108.4,-7,0.6999999999999886,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
54,CAT,Construction Machinery,438.7,100.0,10.6,5.5,17.6,29.7,62.9,80.9,107.2,163.0,254.0,438.7,438.0,-5.5,1.2,199.7,31.6,565.6,43.0,43.0,4.44,109.04,-1,-6.600000000000001,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
55,KKR,Asset Management,123.3,28.4,-0.4,2.3,-9.8,-16.2,-27.9,-37.6,-29.0,-19.1,18.0,123.3,478.9,-17.5,1.4,997.3,722.0,250.2,109.0,111.0,39.44,109.24,-1,25.899999999999977,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
56,PGR,Property & Casualty Insurance,164.9,53.1,0.3,-2.9,-0.7,1.9,-10.3,-13.7,-5.0,21.5,46.4,164.9,319.6,-10.0,1.3,402.2,185.4,291.8,95.0,96.0,24.44,109.44,-9,-6.599999999999994,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
57,PANW,Cybersecurity Software,133.2,49.5,0.1,6.6,0.1,-8.0,-15.5,-20.0,-21.8,0.5,51.9,133.2,305.2,-34.6,1.2,416.1,213.0,260.1,105.0,107.0,25.44,111.44,0,-10.900000000000006,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
58,INSM,Biotechnology,436.7,68.7,-2.6,0.4,-0.9,-5.4,28.6,93.9,234.4,337.2,355.9,436.7,673.7,-82.7,1.2,456.0,79.9,563.6,44.0,44.0,34.07,111.47,7,11.200000000000003,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
59,COST,Hypermarkets & Super Centers,148.4,74.4,-0.8,1.4,8.7,10.5,2.1,0.1,9.7,28.2,57.9,148.4,205.0,-17.8,1.3,196.7,65.8,275.2,101.0,102.0,0.0,113.0,3,-3.1000000000000085,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
60,APO,Asset Management,126.5,31.1,-1.9,-1.7,-12.0,-14.2,-24.2,-32.0,-28.3,-7.2,19.2,126.5,428.2,-9.1,1.4,834.3,561.4,253.3,108.0,110.0,41.44,113.84,-12,103.79999999999995,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
61,ETH-USD,Cryptocurrency,224.6,18.5,1.7,7.9,-2.1,-17.2,-20.8,-34.1,-38.3,-49.8,160.0,224.6,1484.0,-71.9,1.6,2152.5,1874.6,318.7,80.0,66.0,72.08,115.28,3,-156.5,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
62,CDNS,Electronic Design Automation Software,177.8,49.0,-1.2,-4.6,-5.6,-10.1,-16.1,-20.5,-28.7,-17.2,14.7,177.8,367.1,-3.4,1.2,510.1,264.1,304.7,87.0,89.0,41.44,115.64,1,18.100000000000023,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
63,MU,Semiconductors,795.3,88.1,13.5,7.0,16.3,51.2,172.6,227.9,296.8,365.9,453.3,795.3,905.9,-25.2,1.7,289.5,31.8,922.2,18.0,18.0,27.33,116.13,-4,-12.3,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
64,PH,Diversified Machinery,268.0,93.1,9.3,0.7,5.4,13.6,23.0,34.2,55.6,108.7,176.0,268.0,289.7,-29.7,1.1,191.0,37.0,394.8,60.0,60.0,8.89,116.49,2,-7.100000000000001,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
65,MCK,Healthcare Distribution,220.8,80.5,-4.1,-7.1,-0.1,3.1,6.4,17.8,27.5,81.4,171.1,220.8,285.1,-46.0,1.1,226.0,53.1,347.7,66.0,68.0,15.67,116.87,3,3.8999999999999986,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
66,AMAT,Semiconductor Equipment & Materials,463.3,100.0,15.6,8.2,24.2,43.5,84.8,86.2,96.9,127.2,234.9,463.3,463.2,-21.2,1.6,175.7,34.8,590.2,37.0,39.0,15.89,116.89,-5,-14.400000000000006,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
67,ETN,Electrical Equipment,195.5,86.6,13.9,6.6,13.7,11.8,10.2,6.3,16.2,55.6,113.8,195.5,227.3,-11.6,1.2,182.4,53.1,322.4,75.0,79.0,8.89,117.29,-9,-19.9,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
68,OKE,Oil & Gas Midstream,137.9,56.3,-4.8,-0.0,7.8,14.4,6.2,-4.9,-4.8,11.2,68.4,137.9,292.4,-60.3,1.4,242.7,128.6,264.8,102.0,104.0,21.89,120.89,-8,15.199999999999989,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
69,GWW,Industrial Distribution,161.0,74.1,3.8,2.7,8.2,14.2,8.2,1.3,1.0,33.3,81.8,161.0,230.8,-40.3,1.2,187.6,71.9,287.8,97.0,98.0,11.44,121.64,6,-10.399999999999991,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
70,ASML,Semi-Conductors,364.9,91.7,11.3,1.8,10.7,22.2,53.1,54.6,52.9,58.6,123.7,364.9,397.4,-5.8,1.8,193.5,45.1,491.7,48.0,50.0,22.89,123.09,-1,-8.899999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
71,IBKR,Capital Markets,268.2,87.3,5.9,2.1,3.7,4.9,13.8,46.2,93.2,160.9,219.7,268.2,275.2,-46.8,1.2,208.1,31.2,395.1,59.0,59.0,13.33,123.73,-1,-3.900000000000002,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
72,STX,Data Storage Devices,917.7,100.0,5.4,19.1,36.2,60.2,177.0,292.4,393.7,463.6,607.3,917.7,917.4,-36.7,1.4,261.1,19.0,1044.6,13.0,14.0,24.78,123.78,4,-2.6999999999999993,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
73,URI,Equipment Rental,202.5,59.8,2.9,-3.3,-2.8,-7.0,-8.8,-12.4,-5.0,21.8,99.3,202.5,362.9,-36.0,1.3,410.0,169.4,329.4,73.0,77.0,45.33,124.33,-1,-15.799999999999983,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
74,NFLX,Broadcasting & Cable TV,127.3,57.3,1.1,5.0,10.8,1.8,-10.7,2.2,26.4,63.7,50.0,127.3,279.9,-76.6,1.3,288.6,93.3,254.1,107.0,109.0,21.12,124.52,3,-10.900000000000006,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
75,DECK,Footwear & Accessories,195.2,29.5,4.7,-0.2,-0.1,8.5,-2.0,-28.3,-33.6,-13.6,22.8,195.2,734.1,-30.0,1.9,912.9,909.5,322.0,76.0,80.0,69.89,125.09,-2,-173.9000000000001,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
76,MRVL,Semiconductors,234.2,74.3,13.0,28.2,37.9,36.2,51.4,41.1,47.3,50.4,89.2,234.2,275.2,-14.2,2.2,123.3,46.7,361.0,64.0,65.0,15.89,125.89,-2,-22.5,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
77,MELI,Internet Retail,152.3,28.9,1.4,1.8,-5.5,-11.1,-23.4,-23.8,-25.9,-21.3,-15.2,152.3,549.4,-11.6,1.3,885.2,577.2,279.1,98.0,99.0,63.59,131.19,1,-31.699999999999932,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
78,FTNT,Cybersecurity Software,212.3,47.4,-3.6,-0.7,0.4,-2.0,-15.2,-15.8,-21.7,-24.6,21.6,212.3,471.6,-20.2,1.3,649.2,315.4,339.2,68.0,71.0,69.89,132.89,-7,25.799999999999955,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
79,STLD,Steel,244.3,88.5,4.9,-0.1,5.1,13.0,24.2,24.9,23.4,56.8,175.5,244.3,282.6,-47.6,1.3,175.5,43.8,371.1,62.0,63.0,26.4,134.2,0,-3.3000000000000043,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
80,GE,Aerospace & Defense,223.6,86.9,10.3,-2.1,0.5,2.1,9.3,33.6,84.0,208.6,293.6,223.6,260.3,-96.0,1.1,187.0,29.7,350.5,65.0,67.0,18.43,135.43,1,-3.900000000000002,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
81,CTAS,Commercial Services,88.6,39.8,-3.6,-7.5,-6.9,-7.4,-18.9,-23.9,-22.5,-9.6,6.2,88.6,229.6,-4.0,1.3,399.0,242.6,215.5,128.0,132.0,41.44,136.04,2,20.19999999999999,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
82,SYM,Industrial Machinery,141.0,33.0,-1.5,-3.6,-4.1,-13.9,19.6,42.3,22.5,138.0,,141.0,420.8,-29.7,1.8,302.0,145.1,190.1,143.0,103.0,36.11,137.91,0,18.099999999999994,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
83,CEG,Electric Utilities,103.1,39.8,-0.6,-8.7,-9.0,-15.0,-14.0,-5.1,35.1,,,103.1,236.9,0.0,1.3,385.5,193.3,147.4,193.0,123.0,29.1,138.3,1,23.700000000000017,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
84,GOOG,Internet Content & Information,193.6,85.1,8.8,3.1,0.7,6.1,32.9,45.1,59.8,74.3,115.1,193.6,229.7,-10.8,1.3,122.7,20.3,320.4,78.0,82.0,4.44,138.44,2,-4.699999999999999,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
85,COR,Biotechnology,149.3,72.7,-4.3,-7.3,-6.5,-5.3,-3.3,6.4,10.7,39.9,93.4,149.3,218.4,-33.7,1.2,203.9,53.9,276.2,100.0,101.0,23.91,139.11,0,2.299999999999997,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
86,MSI,Public Safety Technology,95.1,54.6,-2.7,-4.6,4.6,5.9,-2.6,-8.3,-6.8,7.1,24.8,95.1,183.0,-10.2,1.4,200.1,101.1,222.0,122.0,127.0,26.44,139.64,-6,4.8999999999999915,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
