Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Divergence_Rank,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source
64,CBOE,Financial Data & Stock Exchanges,117.3,98.5,-1.5,12.6,17.4,25.9,30.2,42.6,52.3,86.2,104.0,117.3,120.1,-55.4,1.2,37.4,2.9875958108783194,262.8,105.0,107.0,17.78,123.73,38,-1.2124041891216808,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,105.0,107.0,17.78,56.0,0.0,0.0,0.0,0.0,123.73,,,,,,
65,FCX,Copper Mining,128.0,64.4,2.8,-0.5,-4.6,11.0,22.8,18.4,11.0,2.1,83.2,128.0,208.6,-56.5,1.7,87.1,92.7890557941756,273.5,100.0,102.0,30.86,126.46,16,-6.04725170505678,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,100.0,102.0,30.86,110.0,0.0,0.0,0.0,0.0,126.46,,,,,,
66,QBTS,Quantum Computing,666.6,38.2,-4.6,16.2,5.6,-10.8,6.6,539.7,920.3,722.8,,666.6,1840.5,-110.7,1.5,1676.7,0.0001648382050462417,730.4,33.0,29.0,27.2,127.05,-47,-836.5994109540889,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,33.0,29.0,27.2,132.0,8.0,11.0,0.0,0.0,127.05,,,,,,
67,CF,Fertilizers & Agricultural Chemicals,109.9,59.9,10.2,-7.7,8.2,26.9,28.0,30.6,25.6,22.7,70.7,109.9,221.2,-55.7,1.7,69.7,64.8265125319937,255.4,108.0,110.0,33.37,127.32,77,64.82651251759576,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,108.0,110.0,33.37,83.0,0.0,0.0,-4.0,0.0,127.32,,,,,,
68,SMCI,Computer Hardware,602.1,17.3,-3.0,18.5,6.3,-6.0,-26.2,-41.9,-47.6,150.9,395.9,602.1,3831.2,-73.1,1.4,5168.0,0.08722399942956237,747.5,32.0,34.0,34.33,128.98,-57,-4360.587767490653,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,32.0,34.0,34.33,189.0,10.0,0.0,0.0,0.0,128.98,,,,,,
69,BNB-USD,Cryptocurrency,2212.0,39.5,-0.6,-1.2,-6.6,-19.6,-25.1,-24.5,4.4,1.5,730.1,2212.0,5605.5,-25.2,1.3,7106.9,1269.451745989894,2323.2,3.0,3.0,26.04,129.89,-67,-3730.5482540101057,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,3.0,3.0,26.04,364.0,40.0,0.0,0.0,0.0,129.89,,,,,,
70,TT,Building Products,234.2,80.0,0.0,-5.2,-3.3,-0.2,-4.6,-1.5,16.7,52.7,100.8,234.2,294.6,-7.0,1.2,278.7,79.5,379.6,67.0,68.0,17.33,130.23,-7,60.97549522214472,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,67.0,68.0,17.33,197.0,0.0,0.0,25.0,0.0,130.23,,,,,,
71,JCI,Building Products,161.6,87.8,4.3,-5.3,-1.5,5.3,11.8,35.3,52.8,62.6,109.6,161.6,189.0,-32.8,1.1,120.2,24.94218508382327,307.0,90.0,93.0,22.07,135.02,36,24.92697509900582,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,90.0,93.0,22.07,137.0,0.0,0.0,12.0,0.0,135.02,,,,,,
72,TER,Semiconductors,388.8,72.8,-6.9,-4.7,5.5,35.1,125.7,140.5,149.6,142.1,171.1,388.8,539.1,-50.5,2.4,144.0,0.00021244884489249146,534.3,47.0,48.0,27.73,135.13,-7,-39.77768411790517,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,47.0,48.0,27.73,27.0,0.0,0.0,25.0,0.0,135.13,,,,,,
73,KEYS,Electronic Test & Measurement,202.1,89.9,-6.2,2.0,16.1,39.6,66.2,80.6,75.9,55.0,62.2,202.1,226.7,-14.6,3.0,50.3,4.153436974305243,347.6,76.0,78.0,35.19,135.64,33,3.3711014450604964,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,76.0,78.0,35.19,39.0,0.0,0.0,12.0,0.0,135.64,,,,,,
74,FSLR,Solar Energy,70.1,37.9,5.4,5.9,4.8,-5.9,4.5,-2.7,-12.9,8.4,41.3,70.1,269.7,-51.3,1.6,149.2,175.07462751117006,215.5,132.0,136.0,27.33,137.43,53,-23.16321884877945,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,132.0,136.0,27.33,144.0,0.0,0.0,0.0,0.0,137.43,,,,,,
75,KMI,Oil & Gas Midstream,78.1,77.3,11.7,-4.8,-2.9,5.8,4.8,11.9,24.7,47.4,75.8,78.1,118.9,-59.1,1.2,79.8,28.655702362949203,223.5,125.0,128.0,20.18,137.43,58,28.65407600705172,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,125.0,128.0,20.18,160.0,0.0,0.0,-4.0,0.0,137.43,,,,,,
76,WMT,Hypermarkets & Super Centers,123.2,83.8,1.3,-5.0,-2.9,4.3,8.7,23.1,44.1,70.8,77.9,123.2,152.9,-28.0,1.2,107.6,82.73866679118908,268.7,103.0,105.0,22.27,137.47,10,66.77152413741744,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,103.0,105.0,22.27,155.0,0.0,0.0,12.0,0.0,137.47,,,,,,
77,BTC-USD,Cryptocurrency,1990.7,56.3,-1.6,-0.2,0.8,-10.3,-27.8,-26.9,-0.6,28.0,155.8,1990.7,3326.6,-9.6,1.2,4436.7,175.50963645990703,2136.1,4.0,4.0,31.44,137.54,-68,-214.22018137295095,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,4.0,4.0,31.44,294.0,18.0,0.0,25.0,0.0,137.54,,,,,,
78,SNDK,Data Storage Devices,1821.2,89.5,-10.5,53.2,89.4,285.5,1514.6,,,,,1821.2,2010.1,-4.5,1.5,408.4,0.03578196251568735,1837.6,7.0,5.0,17.5,139.8,-61,-341.6642180374843,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,7.0,5.0,17.5,1.0,0.0,60.0,12.0,0.0,139.8,,,,,,
79,WDC,Data Storage Devices,901.9,92.6,-6.5,29.1,52.2,111.2,342.0,579.5,784.1,922.8,962.6,901.9,982.8,-100.9,1.7,150.6,-0.06837240553122972,1047.4,19.0,20.0,45.11,140.36,89,8.21896606796235,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,19.0,20.0,45.11,6.0,0.0,0.0,12.0,0.0,140.36,,,,,,
80,AIZ,Insurance - Property & Casualty,24.8,53.6,16.8,6.2,3.9,4.2,5.2,2.5,4.9,3.4,8.0,24.8,67.4,-23.8,1.4,28.6,32.70822681652621,170.3,170.0,178.0,8.89,142.34,61,-12.116617042789052,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,170.0,178.0,8.89,129.0,0.0,0.0,-6.0,0.0,142.34,,,,,,
81,DOGE-USD,Cryptocurrency,1364.3,6.3,0.1,3.7,4.5,-11.1,-35.4,-49.0,-43.9,-64.5,920.6,1364.3,22199.9,-45.9,1.5,39330.0,5000.0,1475.5,12.0,12.0,74.64,142.59,-39,3354.8273321546712,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,12.0,12.0,74.64,295.0,18.0,0.0,0.0,0.0,142.59,,,,,,
82,ETN,Electrical Equipment,176.7,78.8,-1.1,-5.3,-0.8,3.0,-0.1,-2.7,3.9,41.7,96.7,176.7,227.3,-11.6,1.2,201.5,36.23996423898571,322.2,86.0,90.0,21.76,146.61,14,36.23955853346188,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,86.0,90.0,21.76,175.0,0.0,0.0,25.0,0.0,146.61,,,,,,
83,PM,Tobacco,45.6,83.0,22.9,9.6,3.4,9.9,5.0,22.7,39.2,48.2,66.0,45.6,67.0,-56.2,1.3,36.2,19.94061539668742,191.0,150.0,158.0,17.78,146.98,53,18.214220127882268,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,150.0,158.0,17.78,114.0,0.0,0.0,0.0,0.0,146.98,,,,,,
84,QQQ,Asset Management,54.9,82.8,5.1,1.1,0.5,-0.3,1.1,2.7,3.8,8.5,16.5,54.9,67.3,-4.6,1.1,62.0,59.589648352382135,181.8,161.0,145.0,16.86,147.86,7,0.0,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,161.0,145.0,16.86,165.0,0.0,0.0,0.0,0.0,147.86,372507312128.0,372.507,,etf,etf,data_raw
85,315960.KS,Dividend,374.7,92.8,-7.2,33.4,37.5,76.3,165.6,237.1,270.8,317.4,367.8,374.7,370.2,-74.4,1.7,31.4,-0.07301394041626791,469.1,54.0,51.0,45.67,149.77,99,7.226986059583732,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,54.0,51.0,45.67,12.0,0.0,0.0,0.0,0.0,149.77,,,,,,
86,LYV,Entertainment,47.8,50.7,6.6,1.0,1.9,6.0,0.3,8.3,13.9,7.9,10.6,47.8,117.4,-22.9,1.3,94.0,74.63511129014061,193.3,146.0,153.0,27.33,150.03,13,-10.195366633015226,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,146.0,153.0,27.33,142.0,0.0,0.0,0.0,0.0,150.03,,,,,,
87,WELL,Healthcare REITs,94.3,86.5,-0.5,-4.3,-1.4,1.2,6.7,25.0,48.5,72.8,89.2,94.3,117.6,-51.9,1.1,77.0,4.918700288931981,239.7,117.0,119.0,15.17,150.97,5,-1.7703760858307414,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,117.0,119.0,15.17,163.0,0.0,0.0,12.0,0.0,150.97,,,,,,
88,TXN,Semiconductors,100.1,98.0,0.8,23.3,28.8,49.1,50.2,43.4,40.6,33.0,42.7,100.1,103.5,-54.4,2.1,0.8,3.7593920649316934,245.6,114.0,115.0,34.84,153.89,94,0.8160962462968993,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,114.0,115.0,34.84,29.0,0.0,0.0,12.0,0.0,153.89,,,,,,
89,ORCL,Software,77.9,27.4,-1.5,14.9,16.3,1.5,-10.8,-6.1,-1.3,24.0,50.5,77.9,346.0,-22.8,1.7,437.5,0.5770880532717642,223.4,127.0,130.0,24.78,154.38,-30,-293.50908139495067,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,127.0,130.0,24.78,123.0,10.0,0.0,0.0,0.0,154.38,,,,,,
90,PGR,Property & Casualty Insurance,143.7,46.7,3.2,-5.9,-9.2,-5.3,-16.1,-22.8,-16.1,7.2,29.6,143.7,319.6,-10.0,1.4,447.7,447.0028228719813,289.2,93.0,96.0,40.89,155.39,8,444.95665946696363,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,93.0,96.0,40.89,293.0,14.0,0.0,-2.0,0.0,155.39,,,,,,
91,TKO,Entertainment,202.8,69.5,2.1,-9.3,-13.6,-12.8,-11.8,4.7,18.4,65.3,86.7,202.8,307.5,-34.9,1.2,328.2,288.50438800614137,348.3,75.0,77.0,19.15,162.65,-40,230.9237000045288,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,75.0,77.0,19.15,349.0,40.0,0.0,-4.0,0.0,162.65,,,,,,
92,TPL,Homebuilding,422.8,46.3,-1.7,-19.4,-17.2,-0.3,-4.3,-6.5,13.6,26.1,117.9,422.8,919.6,-5.5,1.4,1032.9,4.708828552739628,568.2,45.0,45.0,33.34,163.64,-44,-23.890132223953774,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,45.0,45.0,33.34,309.0,4.0,0.0,25.0,0.0,163.64,,,,,,
93,HLT,Lodging,86.1,73.4,-0.8,-6.8,-5.1,-0.1,1.2,3.6,10.9,25.2,42.5,86.1,125.4,-21.3,1.2,106.6,23.77829877146263,231.5,119.0,121.0,12.54,164.09,15,23.74670950986855,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,119.0,121.0,12.54,190.0,4.0,0.0,25.0,0.0,164.09,,,,,,
94,SATS,Communication,256.2,98.9,8.9,4.9,8.8,29.5,172.1,325.5,458.3,452.0,379.9,256.2,260.9,-145.8,1.7,29.2,-321.952814877091,401.7,62.0,64.0,45.11,164.41,102,-272.04960376084125,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,62.0,64.0,45.11,22.0,0.0,0.0,-6.0,0.0,164.41,,,,,,
95,AMCR,Packaging & Containers,207.2,64.2,-7.6,-14.0,-20.6,134.6,208.9,227.4,238.2,216.1,212.0,207.2,398.6,-134.7,3.4,3.1,-0.002183858232556689,352.7,72.0,74.0,52.71,168.26,237,4999.9978161417675,EARLY_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,72.0,74.0,52.71,19.0,4.0,0.0,0.0,0.0,168.26,,,,,,
96,ARES,Asset Management,239.2,38.3,-1.8,2.5,-4.2,-15.0,-29.3,-40.1,-41.7,-24.3,30.3,239.2,631.0,-8.6,1.3,1083.2,18.76629881018521,384.7,66.0,67.0,39.44,168.84,-61,-1108.785052143612,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,66.0,67.0,39.44,344.0,18.0,0.0,0.0,0.0,168.84,,,,,,
97,CAH,Healthcare Distribution,135.0,71.0,7.2,-11.6,-15.4,-13.5,-4.1,18.2,28.0,94.8,140.9,135.0,224.4,-81.7,1.1,182.0,149.58545963898843,280.5,98.0,100.0,27.66,170.01,26,149.5854590797093,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,98.0,100.0,27.66,335.0,20.0,0.0,0.0,0.0,170.01,,,,,,
98,WAB,Rail Equipment,54.3,80.7,-1.8,-6.3,-3.1,5.8,9.6,12.6,28.6,60.9,85.9,54.3,82.8,-63.6,1.2,37.4,0.5558236188672312,199.8,139.0,147.0,20.09,173.14,13,-5.0183264698646495,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,139.0,147.0,20.09,152.0,0.0,0.0,12.0,0.0,173.14,,,,,,
99,NUE,Steel,102.1,69.6,-0.5,7.9,14.3,23.6,38.6,33.5,14.3,13.4,83.7,102.1,169.7,-51.6,1.6,22.8,3.729547860884643,247.5,112.0,113.0,65.96,175.81,44,0.5284668714606218,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,112.0,113.0,65.96,59.0,0.0,0.0,0.0,0.0,175.81,,,,,,
100,GEV,Electrical Equipment,213.2,78.6,1.0,0.3,12.7,35.2,56.1,180.2,,,,213.2,230.7,-7.2,1.3,131.6,34.54774272940209,238.5,118.0,72.0,17.5,177.3,5,34.52687746305564,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,118.0,72.0,17.5,44.0,0.0,47.0,25.0,0.0,177.3,,,,,,
101,AMZN,Internet Retail,50.6,43.6,-5.6,4.3,7.6,5.7,4.6,2.7,8.2,9.6,-2.5,50.6,152.6,-27.7,1.3,89.0,0.0024781871121547037,196.1,142.0,150.0,20.9,178.7,-4,-13.901772512941497,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,142.0,150.0,20.9,122.0,0.0,0.0,25.0,-8.0,178.7,,,,,,
102,PH,Diversified Machinery,189.1,68.4,-2.7,-11.3,-14.4,-9.8,-2.7,5.9,20.3,64.2,116.6,189.1,289.7,-29.7,1.1,270.0,0.08369282119083406,334.6,83.0,87.0,19.08,179.73,-35,-15.743952577475758,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,83.0,87.0,19.08,296.0,4.0,0.0,25.0,0.0,179.73,,,,,,
103,EBAY,Internet Retail,77.4,100.0,8.7,10.5,15.4,21.9,24.4,47.8,72.5,68.4,68.9,77.4,77.9,-62.2,1.4,17.4,-2.8,222.9,128.0,131.0,36.22,181.52,104,-0.31438574007391074,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,128.0,131.0,36.22,68.0,0.0,0.0,-6.0,0.0,181.52,,,,,,
104,SNPS,Electronic Design Automation Software,102.9,34.1,-3.3,7.0,7.2,5.0,-8.4,-21.9,-36.3,-34.9,-13.3,102.9,309.4,-4.1,1.6,380.8,0.008554669860092444,248.3,111.0,112.0,64.62,183.77,-20,-429.0485797996354,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,111.0,112.0,64.62,138.0,0.0,0.0,0.0,0.0,183.77,,,,,,
105,TPR,Luxury Goods,193.4,69.0,-3.5,-17.6,-16.1,-7.7,7.6,69.5,118.9,155.6,249.8,193.4,323.5,-95.4,1.1,228.6,0.02237365635580766,338.8,81.0,85.0,30.02,187.12,-23,-2.4254694934407137,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,81.0,85.0,30.02,269.0,4.0,0.0,25.0,0.0,187.12,,,,,,
106,APH,Electronic Components,226.4,56.1,-2.9,-14.8,-17.9,-17.9,-6.7,23.3,52.4,95.0,142.8,226.4,384.6,-16.3,1.2,363.0,0.6647227332340214,371.9,69.0,70.0,13.35,190.1,-13,0.6647227316705102,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,69.0,70.0,13.35,378.0,20.0,0.0,25.0,0.0,190.1,,,,,,
107,PSX,Oil & Gas Refining & Marketing,40.8,63.9,3.9,-7.5,1.9,10.7,18.6,12.9,7.4,33.0,51.5,40.8,106.9,-74.9,1.4,8.7,18.176871643426715,186.3,155.0,164.0,56.1,190.3,57,18.10018463547829,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,155.0,164.0,56.1,117.0,0.0,0.0,0.0,0.0,190.3,,,,,,
108,HOOD,Capital Markets,286.4,38.0,0.0,-0.3,-8.9,-25.5,-25.5,62.3,214.6,,,286.4,820.7,-60.3,1.4,1111.6,350.0,344.7,78.0,59.0,19.5,190.45,-85,-465.20449741461505,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,78.0,59.0,19.5,393.0,40.0,26.0,0.0,0.0,190.45,,,,,,
109,ROK,Industrial Machinery,38.7,69.3,-3.6,8.2,4.6,6.5,13.0,23.2,14.0,8.0,15.1,38.7,70.8,-33.7,1.6,9.3,-0.0004180845668137248,184.1,159.0,168.0,27.48,190.48,89,1.5674154010001724,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,159.0,168.0,27.48,103.0,0.0,0.0,0.0,0.0,190.48,,,,,,
110,C,Diversified Banks,78.0,79.1,-3.5,-5.7,-1.7,2.6,14.0,35.0,64.3,81.4,84.3,78.0,114.7,-58.5,1.2,51.0,0.007110725578566757,223.5,125.0,129.0,30.68,191.38,51,0.0071213741310951735,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,125.0,129.0,30.68,141.0,0.0,0.0,25.0,0.0,191.38,,,,,,
111,HUBB,Electrical Components & Equipment,111.2,66.3,-4.8,-12.5,-11.6,-6.6,-2.8,-3.7,-4.8,26.6,65.8,111.2,180.6,-24.9,1.3,165.6,16.072763036592463,256.7,107.0,109.0,38.33,195.28,4,16.06985924715451,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,107.0,109.0,38.33,268.0,4.0,0.0,25.0,0.0,195.28,,,,,,
112,GRMN,Scientific & Technical Instruments,98.9,58.3,-12.4,-13.6,-9.5,-3.7,-8.1,-7.3,10.0,22.2,27.5,98.9,174.5,-6.4,1.2,212.4,2.3219766363104806,244.4,115.0,117.0,33.49,199.94,-12,2.291807553773548,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,115.0,117.0,33.49,272.0,4.0,0.0,25.0,0.0,199.94,,,,,,
113,MAR,Lodging,36.7,73.5,-0.4,-5.0,-2.3,4.4,9.3,9.3,8.9,23.4,34.9,36.7,68.0,-49.0,1.3,25.8,2.58626569713927,182.2,160.0,169.0,27.56,200.36,27,2.5644947342238154,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,160.0,169.0,27.56,150.0,0.0,0.0,25.0,0.0,200.36,,,,,,
114,GLD,Gold (ETF),65.8,88.2,-4.6,1.7,10.0,19.1,29.4,52.4,64.6,77.9,73.2,65.8,82.5,-58.5,1.5,1.3,-5.893297984143442e-32,190.8,151.0,140.0,29.22,200.47,48,7.914493114814087e-09,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,151.0,140.0,29.22,80.0,0.0,0.0,25.0,0.0,200.47,184864325632.0,184.864,,etf,etf,data_raw
115,ALL,Insurance - Property & Casualty,2.1,51.3,4.1,-4.2,-2.8,-1.9,-6.3,-8.1,1.3,5.1,5.1,2.1,53.0,-50.7,1.3,32.6,35.553413448869286,147.6,191.0,200.0,42.73,201.73,77,35.55341344855892,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,191.0,200.0,42.73,205.0,0.0,0.0,0.0,0.0,201.73,,,,,,
116,NEM,Gold Mining,48.1,65.9,-8.8,-9.5,-13.1,-2.2,24.6,69.5,87.4,64.9,49.3,48.1,127.4,-105.8,1.7,1.8,-1.5987588412289138e-07,193.5,145.0,152.0,37.43,204.18,227,3627.31272651206,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,145.0,152.0,37.43,170.0,4.0,0.0,0.0,0.0,204.18,,,,,,
117,GE,Aerospace & Defense,157.2,68.7,-6.2,-10.4,-15.2,-15.2,-12.5,6.0,46.0,155.8,227.5,157.2,260.3,-96.0,1.1,249.8,4.289500774820484,302.7,91.0,94.0,26.94,204.19,-63,-186.61856218670417,EARLY_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,91.0,94.0,26.94,368.0,40.0,0.0,0.0,0.0,204.19,,,,,,
118,491010.KS,Infrastructure,99.0,97.1,3.8,19.1,29.0,41.3,70.6,,,,,99.0,71.2,-15.5,1.7,12.1,3.085978315979691,118.8,236.0,116.0,17.5,205.2,2,-9.184413607809041,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,236.0,116.0,17.5,28.0,0.0,50.0,0.0,0.0,205.2,,,,,,
119,ODFL,Trucking,83.0,35.2,2.6,-7.4,-2.9,11.9,12.9,-5.1,-24.4,-34.5,-16.0,83.0,254.8,-15.5,1.7,169.2,248.31305561233515,228.4,121.0,124.0,83.0,208.3,39,248.20138852142875,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,121.0,124.0,83.0,133.0,0.0,0.0,25.0,0.0,208.3,,,,,,
120,NTAP,Diversified Technology,9.3,33.2,2.4,4.6,10.1,5.7,2.7,-7.9,-6.6,-5.3,2.4,9.3,108.6,-39.4,1.6,26.7,76.06572668251461,154.8,184.0,193.0,69.67,209.47,30,-8.27133847887967,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,184.0,193.0,69.67,120.0,0.0,0.0,0.0,0.0,209.47,,,,,,
121,CSCO,Communications Equipment,97.3,100.0,10.5,32.5,37.5,43.1,54.3,79.6,84.6,86.4,84.1,97.3,97.7,-66.9,1.4,-11.5,-7.4,242.8,116.0,118.0,36.22,209.57,244,4992.6,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,116.0,118.0,36.22,25.0,0.0,0.0,-6.0,0.0,209.57,,,,,,
122,HIG,Insurance - Diversified,27.3,61.6,2.6,-8.6,-9.1,-8.1,-11.1,-10.8,-3.4,7.0,27.0,27.3,77.8,-52.8,1.2,83.8,79.46927968198484,172.8,167.0,175.0,42.78,211.48,37,79.46922847066475,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,167.0,175.0,42.78,289.0,14.0,0.0,0.0,0.0,211.48,,,,,,
123,MSFT,Software,68.7,37.9,2.2,0.3,-2.1,-11.2,-21.6,-26.2,-33.7,-33.5,-25.2,68.7,201.5,-12.1,1.3,349.1,372.6665184734883,214.2,133.0,137.0,56.04,220.19,-1,366.44017244129736,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,133.0,137.0,56.04,280.0,18.0,0.0,25.0,0.0,220.19,,,,,,
124,HPE,Hardware & Equipment,46.5,94.8,-0.5,19.2,33.0,33.6,41.4,46.2,49.5,59.0,70.7,46.5,51.1,-67.1,1.6,-30.0,-7.199410547890298,191.9,148.0,156.0,29.22,220.22,215,1053.643203813115,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,148.0,156.0,29.22,36.0,0.0,0.0,-6.0,0.0,220.22,,,,,,
125,XRP-USD,Cryptocurrency,83.2,14.8,-0.4,-5.1,-9.1,-23.4,-42.6,-1.7,25.3,38.3,98.9,83.2,898.4,-75.3,1.5,2019.0,363.4554886341565,194.5,144.0,123.0,37.92,220.77,-79,-642.6707615681383,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,144.0,123.0,37.92,459.0,40.0,0.0,0.0,0.0,220.77,,,,,,
126,AFL,Insurance - Life,8.3,50.2,6.5,-2.7,-2.8,-2.1,-4.9,-10.7,-10.1,2.2,13.1,8.3,67.0,-50.0,1.4,46.7,55.78897692834021,153.7,185.0,194.0,74.78,220.88,76,55.7889701186571,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,185.0,194.0,74.78,195.0,0.0,0.0,-6.0,0.0,220.88,,,,,,
127,JPM,Diversified Banks,72.2,61.8,-3.3,-9.6,-9.3,-11.0,-12.1,-2.9,11.1,29.3,42.8,72.2,131.1,-22.3,1.1,158.0,28.58479796220474,217.7,131.0,135.0,30.89,221.94,2,28.584000048103974,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,131.0,135.0,30.89,314.0,22.0,0.0,25.0,0.0,221.94,,,,,,
128,BKR,Oil & Gas Equipment & Services,52.3,81.2,0.3,-7.8,-4.2,8.6,21.8,29.5,33.7,58.3,101.8,52.3,84.9,-85.4,1.3,12.5,-4.055416520270138,197.7,141.0,149.0,31.41,224.26,41,-4.055416200071807,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,141.0,149.0,31.41,128.0,0.0,0.0,25.0,0.0,224.26,,,,,,
