Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
104,WMB,Energy,-51.7,22.1,-5.3,-2.4,-7.2,-7.1,-27.0,-6.2,-22.1,33.2,-35.8,-51.7,34.9,-76.3,1.4,0.0,-82.5,42.6,98.5,102.5,103.5,105.0,,,,80,,,,,182.9,0,0.0
105,RIVN,Consumer Cyclical,-16.6,47.9,-5.0,6.0,43.0,28.1,2.8,-15.5,50.5,-16.6,-16.6,-16.6,27.3,-57.0,1.7,0.0,-19.5,20.7,119.0,74.0,103.5,89.0,,,,88,,,,,182.9,-27,-3.3999999999999986
106,NOC,Industrials,-45.5,13.2,4.5,10.6,-5.3,10.3,1.7,-25.2,-50.9,-2.7,-28.8,-45.5,47.6,-59.7,2.1,0.0,-86.1,48.6,92.0,95.0,103.5,106.0,,,,84,,,,,184.5,-24,48.80000000000001
107,ARM,Technology,-51.4,0.5,-3.3,-23.3,-38.8,-44.0,-62.6,-60.0,-51.4,-51.4,-51.4,-51.4,120.7,-52.2,2.0,0.0,3961.7,3.8,132.0,100.5,103.5,9.0,,,,115,,,,,185.8,-18,2976.6
108,LMT,Industrials,-52.8,24.3,9.3,14.5,8.1,11.2,-2.9,-17.7,-38.7,-3.2,-38.4,-52.8,19.3,-75.9,2.5,0.0,-73.9,41.3,100.0,104.0,103.5,103.0,,,,84,,,,,186.7,-25,61.900000000000006
109,BLK,Financial Services,-42.9,4.9,-8.3,-2.1,-9.9,-19.6,-22.8,-28.6,-35.0,-31.0,-23.8,-42.9,29.2,-46.6,2.1,0.0,-165.0,51.4,88.0,91.0,103.5,114.0,,,,85,,,,,187.1,-36,-74.1
110,AAVE-USD,Unknown,-65.7,2.2,-0.4,-14.5,-40.1,-57.4,-71.6,-71.8,-79.4,-87.3,-65.7,-65.7,383.7,-75.7,2.0,0.0,232.1,-10.7,143.0,117.0,103.5,24.0,,,,105,,,,,187.3,-24,12.099999999999994
111,AEP,Utilities,-44.6,7.2,-2.0,-1.0,-2.5,1.4,-5.9,-14.7,-50.1,-17.1,-49.9,-44.6,30.3,-50.4,2.1,0.0,-239.1,49.4,91.0,93.0,103.5,120.0,,,,82,,,,,187.5,-36,-60.5
112,XOM,Energy,-63.8,24.4,-3.4,2.3,7.0,-1.5,-10.3,-20.4,-58.3,29.1,-35.4,-63.8,13.5,-88.7,1.4,0.0,-65.0,30.6,109.0,115.0,103.5,102.0,,,,82,,,,,188.3,-36,-7.200000000000003
113,SPG,Real Estate,-73.1,29.9,-0.9,-0.5,1.6,6.3,-8.6,-8.7,21.6,120.8,-58.1,-73.1,6.9,-107.3,1.2,0.0,-125.7,21.3,117.0,123.0,103.5,109.0,,,,81,,,,,193.3,-34,-13.900000000000006
114,SHW,Basic Materials,-73.2,8.0,5.1,6.8,1.9,-2.5,-20.7,-39.9,-51.4,-53.4,-76.5,-73.2,43.4,-83.4,2.8,0.0,-253.3,21.1,118.0,124.0,103.5,122.0,,,,77,,,,,194.9,0,0.0
115,RTX,Industrials,-50.7,24.4,2.6,6.4,9.2,2.7,15.9,29.6,-8.0,6.0,-33.1,-50.7,10.8,-70.5,1.6,0.0,-140.4,43.6,96.0,99.0,103.5,112.0,,,,93,,,,,197.5,-23,16.5
116,ONDO-USD,Unknown,-99.3,1.2,-1.8,-13.6,-55.2,-68.6,-101.6,-99.3,-99.3,-99.3,-99.3,-99.3,237.2,-103.4,2.8,0.0,5562.6,-51.3,152.0,144.0,103.5,7.0,,,,115,,,,,197.7,-22,3926.5000000000005
117,MA,Financial Services,-44.3,4.8,-2.6,-3.1,-6.8,-12.6,-15.8,-23.4,-42.4,-38.5,-67.6,-44.3,52.9,-49.2,1.9,0.0,-179.4,50.1,89.0,92.0,103.5,115.0,,,,95,,,,,197.9,-36,-68.10000000000001
118,INTC,Technology,-83.3,23.4,6.7,14.7,4.9,41.4,59.4,-23.7,8.7,-35.7,-83.1,-83.3,27.9,-117.3,2.7,0.0,-218.7,11.0,129.0,133.0,103.5,118.0,,,,78,,,,,198.3,0,0.0
119,BA,Industrials,-83.9,10.7,1.6,15.4,7.6,-9.3,5.2,-42.2,-54.4,-55.2,-114.3,-83.9,97.0,-105.6,2.1,0.0,-365.5,10.5,131.0,135.0,103.5,127.0,,,,74,,,,,198.7,-35,43.5
120,ACN,Technology,-92.0,8.7,3.0,1.6,11.6,-8.6,-35.6,-63.0,-74.6,-53.8,-85.5,-92.0,31.0,-103.7,2.5,0.0,-210.8,2.4,134.0,138.0,103.5,117.0,,,,77,,,,,198.9,0,0.0
121,UNH,Healthcare,-113.6,7.1,-1.6,-2.1,-2.2,9.4,-51.3,-70.4,-92.8,-58.2,-114.8,-113.6,29.8,-124.6,2.3,0.0,-306.7,-19.3,146.0,150.0,103.5,126.0,,,,72,,,,,202.3,-44,-70.6
122,SUI-USD,Unknown,-100.5,4.9,0.7,-10.8,101.4,-91.3,-111.4,-95.2,-100.5,-100.5,-100.5,-100.5,147.0,-113.2,3.3,0.0,283.7,-82.0,158.0,146.0,103.5,22.0,,,,112,,,,,202.3,-26,0.0
123,TAN,Unknown,-122.2,1.2,-1.7,4.7,4.3,14.0,12.6,-46.8,-107.8,-105.1,-101.4,-122.2,155.9,-125.7,2.1,0.0,-4830.6,-28.2,149.0,153.0,103.5,151.0,,,,61,,,,,202.5,-43,-2918.1000000000004
124,NKE,Consumer Cyclical,-117.5,5.8,0.1,2.9,-6.7,-29.1,-29.1,-71.4,-96.0,-84.2,-114.3,-117.5,32.1,-126.7,2.3,0.0,-594.8,-23.5,147.0,151.0,103.5,131.0,,,,70,,,,,202.7,-31,0.5
125,UPS,Industrials,-98.5,11.5,2.0,10.0,26.8,-1.8,-18.4,-55.3,-84.9,-60.9,-78.8,-98.5,40.6,-116.5,2.2,0.0,-259.1,-4.5,138.0,141.5,103.5,123.0,,,,77,,,,,202.8,-35,57.0
126,PEP,Consumer Defensive,-83.4,1.3,1.3,-8.1,-8.3,-9.0,-17.3,-48.0,-71.0,-41.9,-73.1,-83.4,22.0,-84.8,2.5,0.0,-1338.5,10.9,130.0,134.0,103.5,141.0,,,,75,,,,,204.9,-39,-550.6
127,TMUS,Communication Services,-78.5,0.0,-3.5,-0.8,-16.1,-22.9,-38.2,-42.2,-65.0,-53.4,-83.6,-78.5,28.3,-78.5,2.6,0.0,-1676.2,15.8,126.0,130.0,103.5,145.0,,,,75,,,,,204.9,0,0.0
128,V,Financial Services,-51.7,5.9,-7.8,-3.4,-4.4,-13.9,-18.1,-25.1,-35.3,-32.9,-64.9,-51.7,27.5,-56.7,2.2,0.0,-268.8,42.6,98.5,102.5,103.5,124.0,,,,95,,,,,205.5,-43,-143.3
129,ECL,Basic Materials,-75.2,4.7,1.2,1.1,-3.7,-11.7,-5.9,-7.3,-16.9,-48.3,-79.5,-75.2,34.1,-80.6,2.1,0.0,-943.7,19.1,121.0,126.0,103.5,139.0,,,,80,,,,,205.7,0,0.0
130,EQIX,Real Estate,-64.4,6.9,-0.1,2.4,-6.6,-8.5,-19.7,-33.1,-52.6,-35.1,-44.4,-64.4,22.8,-70.9,2.1,0.0,-273.7,29.9,110.0,116.0,103.5,125.0,,,,90,,,,,205.9,-35,-5.699999999999989
131,SBUX,Consumer Cyclical,-91.7,6.1,1.9,6.5,9.7,-17.9,-7.9,-26.2,-56.9,-61.9,-87.1,-91.7,35.7,-100.0,2.1,0.0,-779.2,2.3,135.0,137.0,103.5,135.0,,,,77,,,,,206.1,-33,376.0999999999999
132,ADSK,Technology,-91.3,0.0,0.0,-9.7,-13.7,-29.2,-39.7,-48.4,-64.5,-87.2,-102.8,-91.3,100.6,-91.3,2.3,0.0,-2549.0,2.8,133.0,136.0,103.5,148.0,,,,75,,,,,208.7,-41,-37.30000000000018
133,HON,Industrials,-76.9,7.1,3.5,7.4,5.6,-16.6,-21.5,-34.5,-67.1,-42.4,-70.5,-76.9,13.9,-83.8,2.6,0.0,-387.1,17.1,123.0,127.0,103.5,128.0,,,,87,,,,,208.9,-31,407.29999999999995
134,APD,Basic Materials,-99.7,6.3,1.1,13.7,-1.1,-19.9,-29.4,-48.6,-91.9,-64.9,-91.7,-99.7,42.9,-109.3,2.3,0.0,-476.6,-5.7,140.0,145.0,103.5,129.0,,,,80,,,,,209.3,-37,99.5
135,SNOW,Technology,-28.3,32.8,-1.8,-3.8,-16.9,-14.3,11.7,-0.6,-6.6,-31.1,-28.3,-28.3,37.2,-60.3,2.1,0.0,-44.9,24.9,115.0,77.0,103.5,96.0,,,,112,,,,,209.5,-35,-3.799999999999997
136,UBER,Technology,-53.6,9.0,4.1,-2.8,-17.6,-26.8,-16.4,-39.6,-1.9,-45.1,-53.6,-53.6,24.6,-61.3,1.5,0.0,-132.3,21.9,116.0,105.0,103.5,110.0,,,,105,,,,,213.9,-35,-12.100000000000009
137,ABT,Healthcare,-58.7,0.2,-4.3,-2.7,-9.2,-15.4,-12.3,-39.1,-47.2,-34.3,-72.4,-58.7,37.0,-58.9,2.5,0.0,-1582.9,35.7,104.0,111.0,103.5,144.0,,,,95,,,,,216.3,0,0.0
138,SRE,Utilities,-81.1,4.0,-4.3,-0.3,-5.2,5.3,-9.2,-40.8,-66.9,-12.5,-69.6,-81.1,14.0,-85.1,1.9,0.0,-794.9,13.0,128.0,132.0,103.5,136.0,,,,92,,,,,219.1,-39,-440.7
139,UNP,Industrials,-79.3,5.2,-2.6,-6.3,-2.0,-10.4,-13.0,-39.6,-59.7,-53.2,-98.4,-79.3,38.1,-85.7,2.1,0.0,-568.2,15.0,127.0,131.0,103.5,130.0,,,,95,,,,,219.3,0,0.0
140,SYK,Healthcare,-77.6,1.8,1.8,0.3,-5.0,-20.4,-26.1,-31.2,-38.1,-39.6,-78.4,-77.6,27.6,-79.5,2.0,0.0,-1787.6,16.7,124.0,128.0,103.5,146.0,,,,90,,,,,219.5,0,0.0
141,CSCO,Technology,-68.6,5.6,-4.6,-6.4,5.8,-6.4,4.9,-14.2,-36.1,-11.0,-73.8,-68.6,27.6,-74.3,2.1,0.0,-740.9,25.7,114.0,122.0,103.5,134.0,,,,99,,,,,220.5,0,0.0
142,PSA,Real Estate,-94.7,4.9,3.3,4.8,-6.7,-10.8,-22.7,-38.6,-70.0,-27.7,-76.9,-94.7,22.2,-100.7,2.8,0.0,-810.8,-0.7,136.0,140.0,103.5,137.0,,,,90,,,,,220.7,-33,1767.2
143,PFE,Healthcare,-105.3,2.0,-1.2,-4.0,-2.5,-14.6,-17.4,-36.0,-91.6,-55.3,-105.9,-105.3,33.5,-108.1,2.1,0.0,-2236.4,-10.9,144.0,148.0,103.5,147.0,,,,85,,,,,222.9,0,0.0
144,T,Communication Services,-66.4,4.7,-8.7,-5.5,-11.8,-22.3,-20.0,-7.1,-30.5,-6.6,-42.7,-66.4,13.0,-70.3,1.8,0.0,-740.3,28.0,111.0,118.0,103.5,133.0,,,,105,,,,,224.7,0,0.0
145,PYPL,Financial Services,-146.1,0.0,-0.7,-5.8,-30.8,-35.9,-53.1,-58.9,-92.3,-109.1,-146.5,-146.1,104.9,-146.1,2.5,0.0,-8069.6,-52.1,153.0,155.0,103.5,154.0,,,,85,,,,,228.9,-41,-136.0
146,TDOC,Healthcare,-156.5,0.5,-0.2,-3.4,-14.6,-11.3,-2.2,-76.6,-91.9,-117.6,-160.8,-156.5,305.8,-158.7,2.6,0.0,-9827.8,-62.5,155.0,156.0,103.5,155.0,,,,85,,,,,229.9,-40,-101.69999999999891
147,AI,Technology,-92.5,0.4,-1.2,-13.4,-26.3,-41.8,-66.7,-92.4,-31.8,-84.4,-92.5,-92.5,60.7,-93.1,1.8,0.0,-1545.1,-43.6,151.0,139.0,103.5,143.0,,,,95,,,,,230.9,-40,-611.4999999999999
148,RXRX,Healthcare,-66.9,5.1,2.7,-3.7,-22.9,-13.1,-25.2,-105.3,-49.5,-66.9,-66.9,-66.9,84.8,-75.1,2.5,0.0,-102.2,-24.0,148.0,120.0,103.5,108.0,,,,115,,,,,232.5,-37,116.2
149,VZ,Communication Services,-99.1,0.0,-2.3,-4.4,-3.9,-7.1,-15.2,-27.1,-43.1,-45.5,-104.8,-99.1,18.6,-99.1,2.2,0.0,-5978.8,-4.8,139.0,143.0,103.5,152.0,,,,95,,,,,232.9,0,0.0
150,AMT,Real Estate,-108.9,0.7,-1.2,-5.9,-9.1,-32.5,-33.9,-57.9,-81.3,-60.0,-112.7,-108.9,53.0,-110.1,2.8,0.0,-4031.6,-14.6,145.0,149.0,103.5,150.0,,,,95,,,,,234.5,-45,-2263.7
151,GRAB,Technology,-58.3,0.0,-8.5,-7.7,-28.2,-23.7,-21.9,-6.6,-16.7,-51.1,-58.3,-58.3,21.6,-58.3,1.6,0.0,-3565.7,-8.9,142.0,108.5,103.5,149.0,,,,105,,,,,235.4,-48,-3196.5
152,CRM,Technology,-102.9,5.2,-0.6,-2.7,0.9,-7.8,-35.4,-51.9,-29.9,-66.9,-109.9,-102.9,46.2,-111.1,2.3,0.0,-882.4,-8.6,141.0,147.0,103.5,138.0,,,,102,,,,,235.5,-44,-132.69999999999993
153,DIS,Communication Services,-98.5,5.0,-3.0,-0.1,-0.7,-12.7,-9.0,-5.7,-31.0,-55.5,-83.2,-98.5,3.7,-103.9,1.9,0.0,-1245.0,-4.1,137.0,141.5,103.5,140.0,,,,105,,,,,237.4,0,0.0
154,SPCE,Industrials,-157.3,0.1,-0.9,-14.8,-15.3,40.3,42.7,-95.3,-111.2,-121.2,-174.5,-157.3,282.6,-157.9,2.2,0.0,-10230.6,-79.7,157.0,157.0,103.5,156.0,,,,99,,,,,244.9,-44,-203.60000000000036
155,PPG,Basic Materials,-128.6,4.4,-0.8,7.0,7.8,-14.2,-25.4,-59.3,-79.4,-62.9,-111.4,-128.6,10.3,-135.0,2.5,0.0,-1458.0,-34.5,150.0,154.0,103.5,142.0,,,,107,,,,,245.3,-43,-248.0
156,IRBT,Consumer Cyclical,-191.7,0.2,-0.9,-94.4,-95.9,-100.9,-109.0,-128.0,-151.6,-127.8,-178.8,-191.7,120.3,-192.4,2.1,0.0,-11763.1,-97.6,159.0,159.0,103.5,157.0,,,,105,,,,,252.1,-43,-1273.2000000000007
157,SDGR,Healthcare,-120.6,1.0,-1.2,3.5,-8.8,-16.6,-35.9,-71.6,-46.4,-104.3,-120.6,-120.6,42.7,-122.3,2.6,0.0,-6400.5,-53.4,154.0,152.0,103.5,153.0,,,,110,,,,,253.1,-43,-3561.3
158,TEM,Healthcare,-14.0,22.7,3.0,-15.7,-30.0,-8.1,26.2,-14.0,-14.0,-14.0,-14.0,-14.0,74.6,-40.0,1.6,0.0,,17.2,122.0,72.0,103.5,,,,,112,,,,,,-43,
159,GEV,Industrials,40.9,49.8,-15.7,-9.1,-12.0,-11.2,-10.8,40.9,40.9,40.9,40.9,40.9,82.9,-0.8,1.5,71.0,,75.3,71.0,46.0,39.0,,,,,84,,,,,,0,0.0
