Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
141,AXON,Public Safety Technology,366.6,30.9,0.6,-14.5,-23.4,-32.7,-49.2,-44.6,-29.7,10.1,68.8,366.6,1246.3,-25.7,1.4,2575.4,1512.8942633581723,515.9,55.0,55.0,58.0,58.0,25.0,25.0,224.85,224.85,-4,1444.6731482136315,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,55.0,55.0,58.0,58.0,25.0,25.0,554.0,58.0,0.0,25.0,0.0,224.85,224.85,,,,,,,792.16,-50.6,False
142,MSFT,Software,58.7,33.2,-2.8,-3.5,-5.8,-14.8,-25.2,-30.1,-38.0,-38.4,-31.4,58.7,201.5,-12.1,1.4,392.8,267.09346057575425,208.0,141.0,141.0,147.0,147.0,58.11,58.11,224.86,224.86,-19,-105.57305789773403,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,141.0,141.0,147.0,147.0,58.11,58.11,376.0,22.0,0.0,0.0,0.0,224.86,224.86,,,,,,,553.72,-25.47,False
143,DOGE-USD,Cryptocurrency,1204.1,5.6,0.0,-9.0,-8.3,-22.4,-45.0,-58.3,-55.5,-76.4,807.1,1204.1,22199.9,-45.9,1.5,42603.9,5000.0,1318.6,16.0,16.0,16.0,16.0,81.64,81.64,225.99,225.99,-62,0.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,16.0,16.0,16.0,16.0,81.64,81.64,479.0,40.0,0.0,25.0,0.0,225.99,225.99,,,,,,,0.284,-64.65,False
144,INTC,Semiconductors,113.8,91.1,1.4,78.5,117.0,153.6,274.6,318.8,265.3,217.8,156.9,113.8,141.0,-158.8,2.5,-117.0,-35.44594718801458,263.1,112.0,112.0,115.0,115.0,47.67,47.67,228.32,228.32,-11,-25.03978236370581,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,112.0,112.0,115.0,115.0,47.67,47.67,1.0,0.0,0.0,12.0,0.0,228.32,228.32,,,,,,,132.75,-8.27,False
145,KTOS,Aerospace & Defense,175.3,29.3,0.8,-20.8,-34.3,-35.9,-22.0,38.0,84.2,116.6,92.3,175.3,761.1,-66.8,1.5,932.1,226.00512219256655,324.5,95.0,95.0,98.0,98.0,27.97,27.97,228.52,228.52,17,52.39097855008444,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,95.0,95.0,98.0,98.0,27.97,27.97,546.0,58.0,0.0,-4.0,0.0,228.52,228.52,,,,,,,134.0,-57.24,False
146,ROST,Apparel Retail,18.7,82.1,-3.0,-5.3,2.6,12.9,27.7,29.0,27.5,36.1,21.4,18.7,37.2,-63.8,2.3,-31.1,-10.175069032820705,167.9,181.0,181.0,187.0,187.0,21.89,21.89,231.99,231.99,29,-10.17506901059417,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,181.0,181.0,187.0,187.0,21.89,21.89,103.0,0.0,0.0,0.0,0.0,231.99,231.99,,,,,,,237.41,-1.66,False
147,RCL,Travel Services,70.8,54.7,6.3,-8.7,-15.5,-13.3,-19.4,-1.4,34.7,125.3,127.2,70.8,219.6,-108.0,1.3,212.8,62.7437334053155,220.0,135.0,135.0,138.0,138.0,34.39,34.39,232.59,232.59,58,62.74370654719464,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,135.0,135.0,138.0,138.0,34.39,34.39,409.0,40.0,0.0,-4.0,0.0,232.59,232.59,,,,,,,356.39,-22.79,False
148,JPM,Diversified Banks,70.0,60.4,-6.0,-10.8,-10.5,-12.2,-13.3,-4.3,9.7,27.7,41.1,70.0,131.1,-22.3,1.1,161.4,45.40036347755857,219.2,136.0,136.0,140.0,140.0,30.95,30.95,232.85,232.85,-21,16.815565515353832,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,136.0,136.0,140.0,140.0,30.95,30.95,364.0,40.0,0.0,0.0,0.0,232.85,232.85,,,,,,,337.25,-11.26,False
149,FFIV,Technology,-7.7,69.5,-4.4,16.3,24.7,33.7,21.6,31.4,42.2,36.6,27.8,-7.7,27.0,-84.3,1.4,0.0,-20.535612179964424,141.6,209.0,209.0,219.0,219.0,52.92,52.92,233.27,233.27,17,343.5097792803246,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,209.0,209.0,219.0,219.0,52.92,52.92,60.0,0.0,0.0,0.0,0.0,233.27,233.27,,,,,,,399.59,-2.86,False
150,PCAR,Farm & Heavy Construction Machinery,23.3,42.6,3.6,-13.0,-15.6,-8.3,-4.4,-9.3,-13.7,7.6,14.3,23.3,112.5,-42.1,1.4,87.3,55.278298234283525,172.5,177.0,177.0,183.0,183.0,54.22,54.22,234.42,234.42,28,55.278297762447274,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,177.0,177.0,183.0,183.0,54.22,54.22,343.0,4.0,0.0,-2.0,0.0,234.42,234.42,,,,,,,131.88,-14.88,False
151,FAST,Industrial Distribution,39.1,43.9,3.0,-11.4,-9.9,-5.2,-12.2,-7.9,-8.8,-5.7,1.6,39.1,108.3,-24.4,1.4,137.2,61.49265992150979,188.3,162.0,162.0,172.0,172.0,57.35,57.35,234.55,234.55,29,59.43959048266484,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,162.0,162.0,172.0,172.0,57.35,57.35,330.0,14.0,0.0,-4.0,0.0,234.55,234.55,,,,,,,49.67,-9.76,False
152,ARM,Semiconductors,140.5,82.9,-2.5,59.9,106.6,110.7,105.8,103.4,,,,140.5,125.1,-70.9,2.2,-20.6,2.672961774478839,176.3,174.0,174.0,103.0,103.0,17.5,17.5,235.75,235.75,18,2.5071759213993325,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,174.0,174.0,103.0,103.0,17.5,17.5,13.0,0.0,47.0,0.0,0.0,235.75,235.75,,,,,,,324.9999,-6.86,False
153,FDX,Industrials,-8.8,66.1,6.9,0.3,4.5,20.8,40.5,30.1,21.5,21.8,24.4,-8.8,34.1,-91.7,3.0,0.0,-28.5999966609235,140.5,210.0,210.0,220.0,220.0,57.29,57.29,236.19,236.19,49,-14.927633470993225,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,210.0,210.0,220.0,220.0,57.29,57.29,74.0,0.0,0.0,-6.0,0.0,236.19,236.19,,,,,,,413.7,-0.46,True
154,491010.KS,Infrastructure,103.2,99.1,1.4,21.0,31.1,43.8,74.0,,,,,103.2,71.7,-15.5,1.7,13.3,0.6007888574441899,124.9,241.0,241.0,126.0,126.0,17.5,17.5,237.2,237.2,-36,-2.485189458535501,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,241.0,241.0,126.0,126.0,17.5,17.5,31.0,0.0,50.0,12.0,0.0,237.2,237.2,,,,,,,34865.0,-2.32,False
155,MNST,Beverages - Non-Alcoholic,-7.3,63.1,4.3,9.8,4.2,7.6,13.3,23.6,11.1,6.1,2.3,-7.3,35.7,-79.6,1.4,0.0,-25.49424626780317,142.0,208.0,208.0,218.0,218.0,48.67,48.67,237.87,237.87,18,3086.605990888308,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,208.0,208.0,218.0,218.0,48.67,48.67,114.0,0.0,0.0,0.0,0.0,237.87,237.87,,,,,,,89.85,-0.68,False
156,GM,Automobiles,-9.1,61.9,11.6,2.2,-1.6,0.6,18.5,31.4,46.7,32.9,25.5,-9.1,32.7,-83.2,1.9,0.0,-36.96572272797875,140.1,212.0,212.0,222.0,222.0,46.49,46.49,238.19,238.19,64,-35.835096391679684,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,212.0,212.0,222.0,222.0,46.49,46.49,140.0,0.0,0.0,-6.0,0.0,238.19,238.19,,,,,,,87.6,-3.97,False
157,INSM,Biotechnology,190.2,36.1,-0.2,-37.1,-38.2,-45.2,-30.5,1.3,87.3,158.1,159.4,190.2,673.7,-82.7,1.2,913.6,293.03086475086076,339.5,83.0,83.0,87.0,87.0,41.17,41.17,239.37,239.37,-5,-452.27372016245096,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,83.0,83.0,87.0,87.0,41.17,41.17,567.0,58.0,0.0,-2.0,0.0,239.37,239.37,,,,,,,212.75,-49.99,False
158,F,Auto Manufacturers,-19.3,38.1,6.3,26.7,17.5,17.8,25.7,30.0,16.4,0.8,16.8,-19.3,98.7,-91.2,1.5,0.0,-86.74460459241352,129.9,232.0,232.0,246.0,246.0,42.34,42.34,239.74,239.74,109,4913.255395407587,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,232.0,232.0,246.0,246.0,42.34,42.34,66.0,0.0,0.0,-6.0,0.0,239.74,239.74,,,,,,,16.06,-1.12,False
159,IRDM,Satellite Communications,31.8,46.3,3.3,45.9,86.6,128.1,113.7,82.8,42.8,0.3,-16.2,31.8,235.3,-142.6,3.4,-172.7,-63.62427006654912,181.0,172.0,172.0,180.0,180.0,45.27,45.27,242.32,242.32,23,42.468462507662274,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,172.0,172.0,180.0,180.0,45.27,45.27,11.0,0.0,0.0,-6.0,0.0,242.32,242.32,,,,,,,52.24,-1.63,False
160,SYF,Consumer Finance,24.1,52.7,-0.4,-9.0,-7.7,-11.7,-10.2,-3.4,16.3,20.7,35.2,24.1,104.4,-64.4,1.3,89.3,25.529633034020307,173.4,176.0,176.0,182.0,182.0,42.13,42.13,242.88,242.88,1,25.528969489176003,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,176.0,176.0,182.0,182.0,42.13,42.13,329.0,22.0,0.0,-4.0,0.0,242.88,242.88,,,,,,,88.77,-18.79,False
161,MCK,Healthcare Distribution,136.1,55.0,-2.0,-19.5,-22.2,-20.8,-19.0,-12.2,-8.0,31.8,101.6,136.1,285.1,-46.0,1.1,339.9,117.43589795376634,285.4,102.0,102.0,105.0,105.0,38.33,38.33,243.78,243.78,-8,-181.70161853470887,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,102.0,102.0,105.0,105.0,38.33,38.33,471.0,58.0,0.0,0.0,0.0,243.78,243.78,,,,,,,999.0,-24.28,False
162,SHOP,E-commerce Software,420.3,28.0,1.3,-22.6,-23.3,-32.2,-32.4,-19.0,-14.9,-10.6,-23.7,420.3,1544.3,-16.5,1.3,2225.8,1221.209221370737,569.6,51.0,51.0,52.0,52.0,77.35,77.35,245.1,245.1,54,1221.2082242889965,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,51.0,51.0,52.0,52.0,77.35,77.35,536.0,58.0,0.0,-4.0,0.0,245.1,245.1,,,,,,,182.19,-41.49,False
163,HOOD,Capital Markets,278.7,37.0,1.6,-3.2,-11.8,-28.1,-28.3,58.2,208.3,,,278.7,820.7,-60.3,1.4,1143.3,384.0537457707764,339.5,83.0,83.0,66.0,66.0,19.5,19.5,245.8,245.8,-55,34.0537457707764,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,83.0,83.0,66.0,66.0,19.5,19.5,447.0,58.0,26.0,25.0,0.0,245.8,245.8,,,,,,,153.86,-50.45,False
164,457480.KS,Automobile Manufacturers,45.1,56.0,-0.1,4.0,5.7,5.3,22.1,41.7,45.1,,,45.1,24.9,-57.4,1.5,0.0,-22.28520862381117,86.1,317.0,317.0,161.0,161.0,17.5,17.5,246.9,246.9,-16,-22.038470881799316,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,317.0,317.0,161.0,161.0,17.5,17.5,107.0,0.0,26.0,0.0,0.0,246.9,246.9,,,,,,,25895.0,-4.33,False
165,LIN,Industrial Gases,18.8,33.7,-5.6,-7.9,-5.6,1.8,-5.1,-13.2,-22.0,-21.0,-15.2,18.8,97.5,-20.7,1.5,97.0,85.30408376435538,168.1,180.0,180.0,186.0,186.0,86.81,86.81,247.46,247.46,-30,-2.3355142039027186,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,180.0,180.0,186.0,186.0,86.81,86.81,225.0,4.0,0.0,0.0,0.0,247.46,247.46,,,,,,,521.28,-2.57,False
166,VTR,Healthcare REITs,2.1,69.4,-1.8,-5.6,-3.0,0.7,6.6,14.6,27.0,32.3,28.8,2.1,33.5,-67.0,1.4,-11.1,-11.585428732487486,151.3,196.0,196.0,203.0,203.0,20.13,20.13,248.13,248.13,-8,-0.1854287324874857,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,196.0,196.0,203.0,203.0,20.13,20.13,178.0,0.0,0.0,0.0,0.0,248.13,248.13,,,,,,,90.99,-3.23,False
167,ABBV,Biotechnology,53.1,55.7,-1.5,-7.1,-10.6,-10.8,-11.1,-11.4,-10.6,-5.0,18.9,53.1,115.5,-24.8,1.2,137.5,53.76414794090334,202.4,149.0,149.0,155.0,155.0,45.89,45.89,248.49,248.49,-38,-86.86982058225956,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,149.0,149.0,155.0,155.0,45.89,45.89,335.0,40.0,0.0,0.0,0.0,248.49,248.49,,,,,,,244.81,-12.01,False
168,BX,Asset Management,188.0,33.8,-0.6,-11.0,-12.9,-20.2,-31.3,-41.2,-43.8,-43.4,-0.1,188.0,591.0,-17.7,1.3,998.9,696.5891309205969,337.3,85.0,85.0,88.0,88.0,46.44,46.44,249.99,249.99,-1,695.3405711002268,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,85.0,85.0,88.0,88.0,46.44,46.44,454.0,58.0,0.0,25.0,0.0,249.99,249.99,,,,,,,190.09,-37.92,False
169,NEM,Gold Mining,40.0,62.5,-0.8,-12.6,-16.2,-5.3,20.8,64.8,82.0,59.2,42.9,40.0,127.4,-105.8,1.6,7.4,-32.2418000466246,189.3,159.0,159.0,169.0,169.0,37.65,37.65,250.6,250.6,-53,-32.241799886748716,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,159.0,159.0,169.0,169.0,37.65,37.65,218.0,4.0,0.0,25.0,0.0,250.6,250.6,,,,,,,134.88,-20.5,False
170,NDAQ,Financial Exchanges,15.8,31.6,-3.4,-6.6,-8.5,-9.0,-12.6,-7.8,-2.6,-12.1,-6.6,15.8,76.6,-11.7,1.4,132.2,59.867764059834116,165.0,183.0,183.0,189.0,189.0,62.33,62.33,251.48,251.48,-19,-44.00125208113694,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,183.0,183.0,189.0,189.0,62.33,62.33,320.0,14.0,0.0,0.0,0.0,251.48,251.48,,,,,,,101.79,-11.06,False
171,DHI,Residential Construction,32.6,24.2,2.7,-6.6,-9.8,-10.5,-13.9,-24.6,-33.3,-24.4,-10.0,32.6,205.9,-22.5,1.5,265.2,292.5811385603709,181.9,170.0,170.0,178.0,178.0,80.33,80.33,252.23,252.23,99,292.55948471548135,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,170.0,170.0,178.0,178.0,80.33,80.33,342.0,22.0,0.0,-4.0,0.0,252.23,252.23,,,,,,,176.22,-16.12,False
172,CHRW,Trucking,-2.7,61.9,1.1,-7.2,-11.6,-5.7,18.3,39.5,46.8,34.8,25.2,-2.7,52.0,-90.7,1.7,0.0,-36.846951295353946,146.6,201.0,201.0,210.0,210.0,48.17,48.17,252.92,252.92,43,-36.8385072652423,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,201.0,201.0,210.0,210.0,48.17,48.17,196.0,4.0,0.0,0.0,0.0,252.92,252.92,,,,,,,203.34,-13.2,False
173,CTAS,Commercial Services,56.8,26.2,-3.1,-9.9,-15.9,-16.7,-28.5,-36.5,-37.7,-28.6,-17.4,56.8,229.6,-4.0,1.4,571.3,439.2640842283436,206.1,143.0,143.0,149.0,149.0,46.44,46.44,253.79,253.79,-1,-240.85527299057293,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,143.0,143.0,149.0,149.0,46.44,46.44,446.0,58.0,0.0,0.0,0.0,253.79,253.79,,,,,,,209.08,-18.76,False
174,PKG,Packaging & Containers,9.9,35.0,0.8,-7.8,-9.5,-5.4,-7.4,-13.9,-12.4,-5.6,4.1,9.9,85.1,-30.1,1.3,79.4,70.24870179617749,159.2,187.0,187.0,194.0,194.0,84.22,84.22,254.92,254.92,37,70.24870179615907,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,187.0,187.0,194.0,194.0,84.22,84.22,289.0,4.0,0.0,-6.0,0.0,254.92,254.92,,,,,,,249.51,-12.63,False
175,SO,Electric Utilities,43.2,51.9,-2.7,-12.5,-10.4,-8.5,-13.8,-17.3,-17.6,-10.9,0.6,43.2,116.9,-35.5,1.2,145.1,68.83500327289521,192.4,156.0,156.0,164.0,164.0,75.33,75.33,255.23,255.23,-10,-77.1907713968768,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,156.0,156.0,164.0,164.0,75.33,75.33,354.0,14.0,0.0,0.0,0.0,255.23,255.23,,,,,,,100.84,-7.04,False
176,DVA,Healthcare,-19.2,65.1,-4.2,19.7,31.1,41.7,30.7,12.9,14.6,12.1,7.4,-19.2,29.9,-109.4,2.1,0.0,-15.04951888109068,130.1,231.0,231.0,245.0,245.0,41.92,41.92,255.82,255.82,-42,2.8064315359610994,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,231.0,231.0,245.0,245.0,41.92,41.92,51.0,0.0,0.0,25.0,0.0,255.82,255.82,,,,,,,202.69,-3.83,False
177,NTRS,Custody Banks & Asset Management,-16.9,65.3,-1.2,1.1,3.5,9.9,16.9,37.9,52.8,34.6,19.9,-16.9,22.7,-90.2,1.5,0.0,-35.64811621176015,132.4,223.0,223.0,234.0,234.0,57.2,57.2,256.35,256.35,36,4964.35188378824,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,223.0,223.0,234.0,234.0,57.2,57.2,118.0,0.0,0.0,0.0,0.0,256.35,256.35,,,,,,,173.185,-3.03,False
178,GILD,Biotechnology,-10.6,57.5,-2.1,-10.9,-13.1,-6.9,-2.4,19.3,24.3,35.4,30.6,-10.6,46.8,-87.0,1.2,0.0,-23.777438195183773,138.7,215.0,215.0,225.0,225.0,32.81,32.81,257.76,257.76,-10,-17.33175985057976,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,215.0,215.0,225.0,225.0,32.81,32.81,306.0,4.0,0.0,0.0,0.0,257.76,257.76,,,,,,,157.29,-15.0,False
179,META,Internet Content & Information,40.5,50.4,-1.6,-5.8,-12.2,-13.7,-22.5,-22.8,-10.0,38.4,32.3,40.5,170.6,-91.5,1.2,211.0,92.60549150165313,188.1,163.0,163.0,168.0,168.0,49.78,49.78,259.68,259.68,-23,-95.70289716502602,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,163.0,163.0,168.0,168.0,49.78,49.78,399.0,40.0,0.0,0.0,0.0,259.68,259.68,1340158801978.64,1340.159,10.0,cap10,equity,data_raw,790.8,-22.57,False
180,MELI,Internet Retail,107.2,20.9,0.9,-14.2,-17.6,-23.2,-36.4,-39.7,-43.6,-42.3,-42.6,107.2,549.4,-11.6,1.4,1184.6,915.439114742185,256.5,118.0,118.0,121.0,121.0,66.03,66.03,260.58,260.58,60,915.4386910252836,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,118.0,118.0,121.0,121.0,66.03,66.03,499.0,58.0,0.0,-4.0,0.0,260.58,260.58,,,,,,,2548.5,-33.44,False
181,KKR,Asset Management,107.1,25.2,0.4,-11.5,-12.3,-21.0,-33.9,-46.1,-40.3,-31.7,2.2,107.1,478.9,-17.5,1.4,1008.1,856.2495165324416,256.3,119.0,119.0,122.0,122.0,41.44,41.44,260.69,260.69,-49,415.00526947608284,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,119.0,119.0,122.0,122.0,41.44,41.44,464.0,58.0,0.0,25.0,0.0,260.69,260.69,,,,,,,152.1,-37.52,False
182,UAL,Industrials,-46.1,47.0,13.6,10.7,4.9,2.9,6.9,24.3,42.3,49.3,25.5,-46.1,37.9,-119.5,1.3,0.0,-64.32322184280511,103.2,280.0,280.0,301.0,301.0,34.22,34.22,261.47,261.47,118,-64.32322118621889,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,280.0,280.0,301.0,301.0,34.22,34.22,129.0,0.0,0.0,-6.0,0.0,261.47,261.47,,,,,,,119.21,-5.53,False
183,SOL-USD,Cryptocurrency,910.2,8.1,-0.2,-10.7,-15.5,-31.2,-51.0,-67.0,-22.2,-1.3,,910.2,11126.9,-44.7,1.5,23794.4,4990.415547908694,987.6,28.0,28.0,27.0,27.0,74.0,74.0,261.6,261.6,-47,4668.311388586473,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,28.0,28.0,27.0,27.0,74.0,74.0,532.0,58.0,11.0,25.0,0.0,261.6,261.6,,,,,,,248.5066,-66.9,False
184,DRI,Restaurants,1.8,49.7,1.1,-1.9,-4.3,1.7,-6.0,-2.9,-9.1,-6.7,-0.2,1.8,62.3,-57.3,1.4,38.7,11.992256864269635,151.1,197.0,197.0,206.0,206.0,88.29,88.29,263.99,263.99,24,5.723848331965124,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,197.0,197.0,206.0,206.0,88.29,88.29,207.0,0.0,0.0,-6.0,0.0,263.99,263.99,,,,,,,220.65,-6.67,False
185,XOM,Integrated Oil & Gas,12.2,54.3,-7.7,-14.9,-11.3,1.2,10.1,7.0,-1.4,11.7,43.5,12.2,94.8,-84.9,1.5,-4.2,-3.26294006492677,161.5,186.0,186.0,192.0,192.0,35.22,35.22,265.47,265.47,-41,-2.2860567346839002,EARLY_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,186.0,186.0,192.0,192.0,35.22,35.22,219.0,4.0,0.0,0.0,0.0,265.47,265.47,,,,,,,176.395,-16.15,False
186,JBHT,Airlines,-18.3,63.3,5.6,9.1,13.0,25.4,49.1,41.7,21.7,1.4,-0.7,-18.3,39.4,-116.6,2.6,0.0,-40.039393982783906,130.9,230.0,230.0,242.0,242.0,76.82,76.82,265.77,265.77,6,83.48362942954945,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,230.0,230.0,242.0,242.0,76.82,76.82,61.0,0.0,0.0,-6.0,0.0,265.77,265.77,,,,,,,273.0,-0.78,False
187,AFL,Insurance - Life,1.5,44.4,-7.0,-5.5,-5.6,-5.0,-8.0,-14.0,-13.8,-2.1,7.8,1.5,67.0,-50.0,1.4,51.6,34.87157832064402,150.8,199.0,199.0,207.0,207.0,79.78,79.78,267.08,267.08,-61,-20.917398607696192,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,199.0,199.0,207.0,207.0,79.78,79.78,267.0,4.0,0.0,0.0,0.0,267.08,267.08,,,,,,,119.81,-4.14,False
188,AXP,Consumer Finance,35.6,41.7,-0.6,-8.6,-11.3,-16.6,-17.4,-15.7,-4.8,3.0,16.0,35.6,125.3,-28.1,1.2,189.1,85.90537636888254,184.8,168.0,168.0,176.0,176.0,38.33,38.33,267.83,267.83,-31,83.03251500237656,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,168.0,168.0,176.0,176.0,38.33,38.33,394.0,58.0,0.0,-2.0,0.0,267.83,267.83,,,,,,,387.49,-19.34,False
189,MSI,Public Safety Technology,46.5,29.5,0.9,-15.4,-15.6,-10.8,-19.4,-27.7,-28.8,-20.8,-9.2,46.5,183.0,-10.2,1.3,340.6,272.33402518159915,195.8,153.0,153.0,160.0,160.0,75.89,75.89,268.49,268.49,8,-179.11759016029742,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,153.0,153.0,160.0,160.0,75.89,75.89,417.0,40.0,0.0,-4.0,0.0,268.49,268.49,,,,,,,490.24,-16.63,False
190,JOBY,Airports & Air Services,2.3,22.5,2.8,22.1,12.3,-6.2,-8.9,24.9,21.1,14.3,,2.3,149.0,-87.6,1.7,0.0,-88.75392390371596,69.7,352.0,352.0,202.0,202.0,28.66,28.66,269.86,269.86,72,-23.381672978081,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,352.0,352.0,202.0,202.0,28.66,28.66,142.0,0.0,11.0,-6.0,0.0,269.86,269.86,,,,,,,19.98,-42.54,False
191,MO,Tobacco,0.6,76.0,-8.6,-5.9,-2.2,7.0,4.8,14.3,26.4,31.3,38.8,0.6,23.0,-68.4,1.3,-11.4,-9.689860284636937,149.9,200.0,200.0,208.0,208.0,43.03,43.03,270.43,270.43,-2,4990.310139715363,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,200.0,200.0,208.0,208.0,43.03,43.03,164.0,0.0,0.0,0.0,0.0,270.43,270.43,,,,,,,74.555,-3.28,False
192,DDOG,Software-Infrastructure,59.4,47.7,-0.8,63.0,69.4,55.2,52.6,48.9,48.0,36.2,,59.4,147.3,-87.1,1.8,-82.3,-26.446616660832877,146.0,203.0,203.0,146.0,146.0,61.59,61.59,271.24,271.24,12,1570.9048089959192,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,203.0,203.0,146.0,146.0,61.59,61.59,22.0,0.0,11.0,0.0,0.0,271.24,271.24,,,,,,,226.48,-2.06,False
193,RTX,Aerospace & Defense,3.7,47.9,0.8,-11.7,-15.8,-12.5,-5.7,10.3,24.3,27.4,28.9,3.7,73.4,-59.3,1.2,30.4,-18.103594589504702,153.0,192.0,192.0,200.0,200.0,36.69,36.69,271.99,271.99,-8,-18.10359165945167,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,192.0,192.0,200.0,200.0,36.69,36.69,362.0,20.0,0.0,0.0,0.0,271.99,271.99,,,,,,,214.5,-17.67,False
