Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
147,PHM,Residential Construction,81.0,37.3,-0.9,-3.1,-11.4,-12.9,-15.6,-24.5,-28.5,6.0,25.2,81.0,254.9,-29.3,1.3,324.4,228.06991411566514,230.3,134.0,134.0,138.0,138.0,45.33,45.33,229.98,229.98,2,5.171783663164689,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,134.0,134.0,138.0,138.0,45.33,45.33,387.0,40.0,0.0,0.0,0.0,229.98,229.98,,,,,,,144.5,-18.89,False
148,STT,Custody Banks & Asset Management,37.0,91.2,4.2,-0.7,4.9,10.0,19.0,34.8,49.3,55.9,65.9,37.0,46.8,-60.4,1.5,-7.5,-7.686853259309723,186.3,160.0,160.0,168.0,168.0,30.43,30.43,230.73,230.73,-5,0.19019265511245376,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,160.0,160.0,168.0,168.0,30.43,30.43,100.0,0.0,0.0,0.0,0.0,230.73,230.73,,,,,,,161.795,-2.42,False
149,ROST,Apparel Retail,16.4,79.8,1.7,0.7,-1.0,7.3,24.4,26.8,25.3,34.7,20.1,16.4,37.2,-63.8,2.3,-31.1,-11.08280341895175,165.7,180.0,180.0,187.0,187.0,21.13,21.13,232.23,232.23,9,1.4399082913297043,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,180.0,180.0,187.0,187.0,21.13,21.13,106.0,0.0,0.0,0.0,0.0,232.23,232.23,,,,,,,237.41,-2.02,False
150,SHOP,E-commerce Software,455.2,30.2,-2.6,-12.3,-15.2,-22.8,-27.2,-13.8,-9.6,-0.8,-16.7,455.2,1544.3,-16.5,1.3,2057.4,1067.7102114557556,604.5,50.0,50.0,52.0,52.0,65.55,65.55,232.6,232.6,-12,2.882903922901278,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,50.0,50.0,52.0,52.0,65.55,65.55,509.0,58.0,0.0,0.0,0.0,232.6,232.6,,,,,,,182.19,-38.01,False
151,CBOE,Financial Data & Stock Exchanges,36.1,52.0,-26.5,-10.8,-12.1,-5.9,-2.2,4.7,8.6,29.7,38.4,36.1,121.0,-55.4,1.2,77.7,16.81603833101232,185.4,161.0,161.0,169.0,169.0,28.43,28.43,235.93,235.93,-53,10.385158340012369,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,161.0,161.0,169.0,169.0,28.43,28.43,313.0,4.0,0.0,25.0,0.0,235.93,235.93,,,,,,,371.18,-23.19,False
152,AIZ,Insurance - Property & Casualty,13.1,40.8,0.2,1.5,0.3,-1.7,0.4,-2.6,-2.2,-3.7,-1.5,13.1,67.4,-23.8,1.4,36.8,25.63938586151236,162.4,187.0,187.0,195.0,195.0,43.33,43.33,236.93,236.93,-15,0.15627424923779998,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,187.0,187.0,195.0,195.0,43.33,43.33,175.0,0.0,0.0,25.0,0.0,236.93,236.93,,,,,,,260.965,-4.81,False
153,491010.KS,Global AI Power Active,100.0,93.8,2.6,6.5,19.7,38.1,62.0,,,,,100.0,71.7,-15.5,1.6,15.0,0.7043786724713061,122.0,236.0,236.0,125.0,125.0,17.5,17.5,237.7,237.7,6,0.015524968472704015,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,236.0,236.0,125.0,125.0,17.5,17.5,44.0,0.0,50.0,12.0,0.0,237.7,237.7,,,,,,,34865.0,-1.05,False
154,WMT,Hypermarkets & Super Centers,76.8,58.2,1.9,-6.6,-13.3,-10.8,-5.9,2.4,19.7,40.8,43.4,76.8,152.9,-28.0,1.2,155.8,42.40523789842626,226.1,136.0,136.0,140.0,140.0,30.55,30.55,237.7,237.7,-15,6.021842536384071,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,136.0,136.0,140.0,140.0,30.55,30.55,357.0,20.0,0.0,25.0,0.0,237.7,237.7,,,,,,,135.155,-13.51,False
155,PGR,Property & Casualty Insurance,125.5,41.2,1.8,-3.3,-10.2,-10.8,-17.4,-26.9,-22.5,-2.3,18.1,125.5,319.6,-10.0,1.4,498.6,293.429763131805,274.8,112.0,112.0,114.0,114.0,45.89,45.89,239.99,239.99,6,21.64856698171127,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,112.0,112.0,114.0,114.0,45.89,45.89,380.0,40.0,0.0,25.0,0.0,239.99,239.99,,,,,,,248.17,-22.05,False
156,ETR,Electric Utilities,23.5,63.8,-0.2,-3.6,-8.8,-2.6,1.1,14.6,31.9,34.4,25.1,23.5,72.9,-62.1,1.2,32.5,-4.194947072040084,172.8,173.0,173.0,180.0,180.0,27.76,27.76,240.31,240.31,-25,0.05470242463777186,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,173.0,173.0,180.0,180.0,27.76,27.76,228.0,4.0,0.0,25.0,0.0,240.31,240.31,,,,,,,118.445,-8.26,False
157,NXPI,Semiconductors,14.4,66.8,0.8,4.2,22.4,30.2,31.1,21.4,10.0,3.4,12.6,14.4,56.6,-69.4,1.8,-52.2,-7.634916310045265,163.7,184.0,184.0,191.0,191.0,36.98,36.98,242.68,242.68,-12,-1.257663075063527,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,184.0,184.0,191.0,191.0,36.98,36.98,60.0,0.0,0.0,0.0,0.0,242.68,242.68,,,,,,,339.95,-5.32,False
158,PKG,Packaging & Containers,16.2,40.4,6.2,0.0,-5.1,-3.5,-4.1,-10.7,-9.3,-1.8,8.4,16.2,85.1,-30.1,1.3,67.7,57.7274304992756,165.5,183.0,183.0,190.0,190.0,82.22,82.22,242.77,242.77,19,-15.393870365705737,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,183.0,183.0,190.0,190.0,82.22,82.22,220.0,4.0,0.0,-6.0,0.0,242.77,242.77,,,,,,,249.51,-10.07,False
159,MSI,Public Safety Technology,44.7,28.5,2.1,-5.6,-14.3,-10.0,-16.8,-27.2,-28.3,-22.3,-10.7,44.7,183.0,-10.2,1.3,346.8,288.21814159698397,194.0,155.0,155.0,159.0,159.0,75.89,75.89,245.09,245.09,28,19.260595827753264,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,155.0,155.0,159.0,159.0,75.89,75.89,409.0,14.0,0.0,0.0,0.0,245.09,245.09,,,,,,,490.24,-16.7,False
160,MNST,Beverages - Non-Alcoholic,-9.0,61.7,3.0,5.7,3.3,3.7,11.4,22.3,11.1,5.2,0.8,-9.0,35.7,-79.6,1.4,0.0,-26.46129537137389,140.3,211.0,211.0,223.0,223.0,53.12,53.12,245.52,245.52,33,1.8749387633464316,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,211.0,211.0,223.0,223.0,53.12,53.12,121.0,0.0,0.0,0.0,0.0,245.52,245.52,,,,,,,89.86,-0.91,False
161,F,Auto Manufacturers,-23.0,36.2,-12.7,11.9,11.8,12.4,20.4,27.5,14.6,-2.3,14.0,-23.0,98.7,-91.2,1.4,0.0,-85.2751734274687,126.3,228.0,228.0,244.0,244.0,47.37,47.37,250.62,250.62,-15,-13.518281058435889,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,228.0,228.0,244.0,244.0,47.37,47.37,81.0,0.0,0.0,0.0,0.0,250.62,250.62,,,,,,,17.78,-11.64,False
162,MSTR,Enterprise Software,277.5,16.1,-6.4,-24.1,-18.1,-23.0,-50.1,-61.9,-12.6,72.8,189.5,277.5,2076.0,-66.6,1.6,5947.8,4365.059488952255,426.8,65.0,65.0,68.0,68.0,49.78,49.78,251.28,251.28,-55,898.9511956905039,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,65.0,65.0,68.0,68.0,49.78,49.78,567.0,58.0,0.0,25.0,0.0,251.28,251.28,,,,,,,365.21,-65.35,False
163,457480.KS,Tesla Value Chain,40.3,48.7,-7.1,0.4,1.4,2.5,15.1,35.6,40.0,,,40.3,24.9,-57.4,1.5,0.0,-27.340294435580685,81.8,315.0,315.0,164.0,164.0,17.5,17.5,251.95,251.95,0,-4.984950135316126,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,315.0,315.0,164.0,164.0,17.5,17.5,132.0,0.0,26.0,0.0,0.0,251.95,251.95,,,,,,,25895.0,-5.35,False
164,GM,Automobiles,-17.1,55.1,-3.0,1.3,-2.4,-4.3,10.2,24.8,38.7,27.2,19.0,-17.1,32.7,-83.2,1.9,0.0,-42.8605188100606,132.2,217.0,217.0,233.0,233.0,47.3,47.3,252.1,252.1,-9,-5.284196190932654,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,217.0,217.0,233.0,233.0,47.3,47.3,163.0,0.0,0.0,0.0,0.0,252.1,252.1,,,,,,,87.6,-6.74,False
165,INTC,Semiconductors,84.9,81.5,-1.9,6.1,67.2,109.6,212.4,276.6,229.3,188.3,130.4,84.9,141.0,-158.8,2.4,-126.5,-45.2341993582933,234.2,132.0,132.0,136.0,136.0,47.82,47.82,253.82,253.82,-17,-8.722542800220822,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,132.0,132.0,136.0,136.0,47.82,47.82,10.0,0.0,0.0,25.0,0.0,253.82,253.82,,,,,,,132.75,-15.1,False
166,DVA,Healthcare,-20.1,64.5,1.3,13.6,14.2,34.2,30.2,13.2,13.4,12.0,6.0,-20.1,29.9,-109.4,2.1,0.0,-16.122850858340918,129.2,223.0,223.0,240.0,240.0,41.92,41.92,254.42,254.42,6,-1.2979765993210197,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,223.0,223.0,240.0,240.0,41.92,41.92,59.0,0.0,0.0,25.0,0.0,254.42,254.42,,,,,,,202.69,-3.78,False
167,DOGE-USD,Cryptocurrency,1074.4,5.0,-0.5,-14.3,-14.0,-22.6,-45.5,-61.5,-61.5,-81.6,683.5,1074.4,22199.9,-45.9,1.5,46987.2,4975.664692487651,1188.8,19.0,19.0,18.0,18.0,81.64,81.64,256.79,256.79,-20,-19.47500512665465,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,19.0,18.0,18.0,81.64,81.64,550.0,58.0,0.0,25.0,0.0,256.79,256.79,,,,,,,0.27,-65.91,False
168,NTRS,Custody Banks & Asset Management,-17.3,64.9,4.4,-0.8,2.6,6.6,12.9,34.6,50.8,34.5,20.3,-17.3,22.7,-90.2,1.5,0.0,-36.85401926008598,132.0,219.0,219.0,236.0,236.0,58.4,58.4,257.75,257.75,10,-0.6601599222478143,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,219.0,219.0,236.0,236.0,58.4,58.4,126.0,0.0,0.0,0.0,0.0,257.75,257.75,,,,,,,173.185,-2.73,False
169,DDOG,Software-Infrastructure,88.9,60.2,1.3,32.1,68.4,68.4,65.4,68.7,66.3,59.2,,88.9,147.3,-87.1,1.8,-63.5,-17.944712342737503,175.3,170.0,170.0,132.0,132.0,61.37,61.37,258.22,258.22,16,7.873783692612818,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,170.0,170.0,132.0,132.0,61.37,61.37,17.0,0.0,11.0,0.0,0.0,258.22,258.22,,,,,,,278.705,-10.18,False
170,JBHT,Airlines,-11.7,67.6,2.6,4.6,9.2,21.2,47.4,45.7,27.1,6.5,4.4,-11.7,39.4,-116.6,2.5,0.0,-34.891903059428394,137.6,214.0,214.0,227.0,227.0,71.77,71.77,258.82,258.82,12,5.1474909233555195,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,214.0,214.0,227.0,227.0,71.77,71.77,67.0,0.0,0.0,0.0,0.0,258.82,258.82,,,,,,,281.62,-0.56,False
171,MCK,Healthcare Distribution,125.7,51.9,-0.4,-6.2,-19.4,-20.3,-19.2,-14.6,-12.0,23.4,89.9,125.7,285.1,-46.0,1.1,360.3,132.63134301294568,275.0,111.0,111.0,113.0,113.0,49.78,49.78,259.43,259.43,-7,14.143944750863355,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,111.0,111.0,113.0,113.0,49.78,49.78,476.0,58.0,0.0,0.0,0.0,259.43,259.43,,,,,,,999.0,-25.97,False
172,TEL,Electronic Components,-7.0,40.3,6.8,3.1,-4.4,-7.6,-6.9,5.6,5.0,-1.7,-0.9,-7.0,51.0,-45.6,1.6,0.0,-25.0252035499492,142.3,208.0,208.0,220.0,220.0,55.96,55.96,259.96,259.96,71,13.950646623172833,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,208.0,208.0,220.0,220.0,55.96,55.96,238.0,0.0,0.0,-4.0,0.0,259.96,259.96,,,,,,,252.56,-13.53,False
173,DHI,Residential Construction,24.9,20.8,-1.9,-4.7,-9.9,-11.5,-15.3,-25.5,-35.0,-27.7,-15.9,24.9,205.9,-22.5,1.5,306.2,340.84712542854896,174.2,172.0,172.0,179.0,179.0,80.37,80.37,260.17,260.17,17,29.301521709216217,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,172.0,172.0,179.0,179.0,80.37,80.37,378.0,22.0,0.0,0.0,0.0,260.17,260.17,,,,,,,176.22,-18.0,False
174,FFIV,Enterprise Technology,2.0,78.1,13.1,12.0,21.4,33.0,26.2,34.5,46.9,44.5,37.1,2.0,27.0,-84.3,1.4,-43.8,-16.86576576142944,151.3,197.0,197.0,207.0,207.0,47.85,47.85,261.05,261.05,-20,5.963577274150559,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,197.0,197.0,207.0,207.0,47.85,47.85,57.0,0.0,0.0,0.0,0.0,261.05,261.05,,,,,,,411.515,-1.42,False
175,FANG,Oil & Gas E&P,16.3,60.9,12.0,1.6,2.6,12.2,20.7,6.2,-3.9,4.3,70.2,16.3,98.2,-109.7,1.3,-30.6,7.4214818303071635,165.6,181.0,181.0,188.0,188.0,61.67,61.67,261.97,261.97,34,4.697565734166245,EARLY_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,181.0,181.0,188.0,188.0,61.67,61.67,97.0,0.0,0.0,0.0,0.0,261.97,261.97,,,,,,,214.51,-1.83,False
176,FER,Infrastructure,27.3,59.9,-4.3,-4.1,-11.2,-10.3,-3.4,12.0,20.4,41.4,35.8,27.3,84.6,-59.5,1.2,49.5,-1.0726335285697026,176.6,168.0,168.0,176.0,176.0,27.96,27.96,265.11,265.11,-50,0.12877789974728837,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,168.0,168.0,176.0,176.0,27.96,27.96,311.0,20.0,0.0,25.0,0.0,265.11,265.11,,,,,,,74.79,-11.23,False
177,BX,Asset Management,156.9,28.7,-4.2,-11.2,-13.4,-22.4,-33.9,-45.3,-49.7,-51.8,-16.2,156.9,591.0,-17.7,1.3,1161.5,859.6943815224172,306.2,101.0,101.0,104.0,104.0,46.44,46.44,265.69,265.69,2,128.86716033142818,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,101.0,101.0,104.0,104.0,46.44,46.44,516.0,58.0,0.0,25.0,0.0,265.69,265.69,,,,,,,178.29,-38.15,False
178,LIN,Industrial Gases,17.3,32.4,5.0,-1.0,-6.1,0.0,-3.8,-12.2,-21.3,-21.7,-16.6,17.3,97.5,-20.7,1.5,99.5,96.7034911568227,166.6,178.0,178.0,185.0,185.0,86.83,86.83,268.38,268.38,-10,-3.243953330123844,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,178.0,178.0,185.0,185.0,86.83,86.83,209.0,4.0,0.0,25.0,0.0,268.38,268.38,,,,,,,521.28,-2.63,False
179,MELI,Internet Retail,93.1,18.4,-2.2,-10.4,-14.3,-21.5,-35.1,-41.7,-46.0,-45.7,-49.2,93.1,549.4,-11.6,1.4,1334.3,1051.2172087928338,242.4,126.0,126.0,129.0,129.0,66.17,66.17,270.22,270.22,1,125.59756645006985,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,126.0,126.0,129.0,129.0,66.17,66.17,517.0,58.0,0.0,0.0,0.0,270.22,270.22,,,,,,,2548.5,-35.71,False
180,AME,Electronic Instruments & Controls,6.3,41.0,5.0,-1.4,-7.0,-4.1,-0.3,-1.0,-8.7,-11.1,-11.3,6.3,46.1,-21.9,2.0,16.2,11.168060656241641,155.6,191.0,191.0,201.0,201.0,87.72,87.72,270.57,270.57,15,-2.0322428520565285,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,191.0,191.0,201.0,201.0,87.72,87.72,222.0,4.0,0.0,-4.0,0.0,270.57,270.57,,,,,,,243.18,-6.15,False
181,MCHP,Semiconductors,-19.4,51.0,3.3,3.1,15.9,28.8,32.4,27.1,4.0,-13.5,-19.6,-19.4,64.3,-105.7,1.7,0.0,-42.509926241824175,129.9,222.0,222.0,238.0,238.0,78.04,78.04,270.64,270.64,11,0.8524844954207467,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,222.0,222.0,238.0,238.0,78.04,78.04,68.0,0.0,0.0,0.0,0.0,270.64,270.64,,,,,,,105.91,-8.84,False
182,SOL-USD,Cryptocurrency,763.0,6.7,-1.3,-14.4,-20.9,-32.8,-53.7,-71.2,-41.7,-21.5,,763.0,11126.9,-44.7,1.5,28340.8,4937.762109784788,840.2,35.0,35.0,32.0,32.0,74.0,74.0,270.85,270.85,-1,-47.85713599193423,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,35.0,35.0,32.0,32.0,74.0,74.0,570.0,58.0,11.0,25.0,0.0,270.85,270.85,,,,,,,237.3225,-69.67,False
183,BG,Food Products,-17.4,42.0,8.8,1.2,-2.8,8.2,23.6,21.8,4.8,-11.9,4.9,-17.4,82.2,-88.8,2.0,0.0,-60.61898410916055,131.9,220.0,220.0,237.0,237.0,77.86,77.86,274.51,274.51,54,20.28241420150931,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,220.0,220.0,237.0,237.0,77.86,77.86,109.0,0.0,0.0,-4.0,0.0,274.51,274.51,,,,,,,134.865,-2.56,False
184,MO,Tobacco,-6.8,67.9,3.7,-3.7,-5.8,1.0,1.9,8.7,21.2,25.0,32.1,-6.8,23.0,-68.4,1.3,0.0,-12.642866794809672,142.5,207.0,207.0,219.0,219.0,48.16,48.16,276.11,276.11,-28,-2.4181967692578485,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,207.0,207.0,219.0,219.0,48.16,48.16,194.0,4.0,0.0,25.0,0.0,276.11,276.11,,,,,,,74.555,-5.71,False
185,XOM,Integrated Oil & Gas,19.0,58.1,7.5,-1.1,-8.0,0.7,12.3,11.1,3.5,14.2,50.1,19.0,94.8,-84.9,1.5,-3.1,-3.321642504006952,168.3,176.0,176.0,183.0,183.0,32.14,32.14,276.14,276.14,57,0.20907465226205213,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,176.0,176.0,183.0,183.0,32.14,32.14,168.0,4.0,0.0,25.0,0.0,276.14,276.14,,,,,,,176.395,-13.53,False
186,RSG,Environmental Services,11.2,12.7,3.5,-1.8,-11.7,-12.7,-20.9,-28.3,-31.6,-27.5,-18.8,11.2,149.9,-8.6,1.7,630.2,610.2122073052486,160.5,188.0,188.0,196.0,196.0,46.44,46.44,276.19,276.19,24,19.652571359033004,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,188.0,188.0,196.0,196.0,46.44,46.44,415.0,40.0,0.0,25.0,0.0,276.19,276.19,,,,,,,233.42,-12.52,False
187,KKR,Asset Management,88.2,21.4,-4.1,-10.7,-11.0,-21.5,-34.3,-48.3,-45.4,-38.3,-9.6,88.2,478.9,-17.5,1.4,1165.3,1026.4559201414468,237.5,129.0,129.0,133.0,133.0,46.44,46.44,276.19,276.19,-1,125.07252591903432,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,129.0,129.0,133.0,133.0,46.44,46.44,508.0,58.0,0.0,25.0,0.0,276.19,276.19,,,,,,,144.84,-37.5,False
188,456680.KS,US AI Power,44.3,62.0,0.2,-5.0,-2.2,2.3,21.1,54.0,47.5,,,44.3,33.0,-88.2,1.4,0.0,-25.731678488565116,85.8,306.0,306.0,160.0,160.0,19.36,19.36,276.36,276.36,9,-0.6870002515865643,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,306.0,306.0,160.0,160.0,19.36,19.36,140.0,0.0,26.0,25.0,0.0,276.36,276.36,,,,,,,12985.0,-11.82,False
189,INSM,Biotechnology,177.1,34.4,-1.8,-14.1,-30.1,-39.4,-33.8,-12.4,72.4,147.8,149.3,177.1,673.7,-82.7,1.2,960.2,318.3689061217638,326.4,93.0,93.0,95.0,95.0,48.77,48.77,277.57,277.57,-29,33.398319908998474,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,93.0,93.0,95.0,95.0,48.77,48.77,569.0,58.0,0.0,25.0,0.0,277.57,277.57,,,,,,,212.75,-51.18,False
190,CHRW,Trucking,2.0,65.2,2.6,-0.8,-5.4,-4.8,15.4,37.8,50.4,38.3,29.6,2.0,52.0,-90.7,1.7,-42.8,-33.18460283517465,151.3,197.0,197.0,207.0,207.0,43.05,43.05,278.95,278.95,-15,5.494628460554168,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,197.0,197.0,207.0,207.0,43.05,43.05,165.0,4.0,0.0,0.0,0.0,278.95,278.95,,,,,,,203.34,-11.11,False
191,LII,HVAC Equipment,-29.1,14.2,4.3,-1.2,-6.5,-5.8,-15.3,-29.4,-31.6,-16.0,-24.0,-29.1,101.7,-50.5,1.7,0.0,219.22901665455183,120.2,240.0,240.0,258.0,258.0,73.67,73.67,281.47,281.47,49,-168.5737121093653,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,240.0,240.0,258.0,258.0,73.67,73.67,310.0,14.0,0.0,-2.0,0.0,281.47,281.47,,,,,,,575.5,-10.46,False
192,RTX,Aerospace & Defense,-3.2,42.6,-7.0,-2.2,-13.1,-13.7,-9.4,5.2,19.7,21.4,23.6,-3.2,73.4,-59.3,1.2,0.0,-3.0481810518828407,146.1,204.0,204.0,216.0,216.0,41.88,41.88,282.43,282.43,-9,14.119575281057012,EARLY_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,204.0,204.0,216.0,216.0,41.88,41.88,367.0,20.0,0.0,0.0,0.0,282.43,282.43,,,,,,,214.5,-19.56,False
193,COP,Oil & Gas,13.2,33.9,4.7,-2.2,-7.9,1.5,6.3,-4.1,-20.5,-22.6,13.7,13.2,179.6,-71.5,1.4,17.2,46.72513906579487,162.5,186.0,186.0,194.0,194.0,90.44,90.44,283.84,283.84,14,-7.665342252552527,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,186.0,186.0,194.0,194.0,90.44,90.44,184.0,4.0,0.0,25.0,0.0,283.84,283.84,,,,,,,135.87,-12.38,False
194,CRH,Building Materials,50.0,49.6,-4.1,-6.6,-12.5,-17.3,-17.3,-15.7,-8.0,25.7,44.2,50.0,147.4,-45.2,1.2,196.2,77.85594095371079,199.3,150.0,150.0,154.0,154.0,54.22,54.22,284.27,284.27,-5,-1.0272458542330156,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,150.0,150.0,154.0,154.0,54.22,54.22,435.0,58.0,0.0,0.0,0.0,284.27,284.27,,,,,,,131.55,-19.51,False
195,AFL,Insurance - Life,-0.4,42.8,4.6,0.0,-4.5,-5.1,-6.9,-14.2,-14.3,-4.0,6.6,-0.4,67.0,-50.0,1.4,52.3,39.812162750021805,148.9,200.0,200.0,212.0,212.0,82.78,82.78,286.73,286.73,34,-2.4379071373029575,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,200.0,200.0,212.0,212.0,82.78,82.78,239.0,0.0,0.0,25.0,0.0,286.73,286.73,,,,,,,119.81,-4.43,False
196,IRDM,Satellite Communications,17.2,42.4,-3.9,11.2,43.4,95.8,96.9,72.1,36.5,-7.1,-24.2,17.2,235.3,-142.6,3.4,-185.8,-70.99560448643062,166.5,179.0,179.0,186.0,186.0,79.86,79.86,287.61,287.61,-23,-6.074259953156584,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,179.0,179.0,186.0,186.0,79.86,79.86,16.0,0.0,0.0,0.0,0.0,287.61,287.61,,,,,,,53.8299,-9.03,False
197,JOBY,Airports & Air Services,0.7,21.7,-2.6,7.5,10.4,-1.3,-13.7,20.9,17.7,14.0,,0.7,149.0,-87.6,1.7,0.0,-86.63046737630854,67.8,352.0,352.0,209.0,209.0,28.72,28.72,289.82,289.82,-28,-16.007683139611345,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,352.0,352.0,209.0,209.0,28.72,28.72,164.0,10.0,11.0,0.0,0.0,289.82,289.82,,,,,,,19.98,-42.79,False
198,DAL,Industrials,-61.6,34.7,-6.6,3.4,4.6,6.2,16.5,19.4,22.0,23.6,1.4,-61.6,13.2,-100.5,1.7,0.0,-120.67037056652572,87.7,304.0,304.0,332.0,332.0,45.67,45.67,291.22,291.22,-7,-21.870960016073965,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,304.0,304.0,332.0,332.0,45.67,45.67,107.0,0.0,0.0,0.0,0.0,291.22,291.22,,,,,,,83.83,-6.02,False
199,UAL,Industrials,-60.4,37.9,-10.3,1.8,-3.0,-6.0,-3.4,11.5,28.1,34.5,12.2,-60.4,37.9,-119.5,1.3,0.0,-81.3456445002284,88.9,299.0,299.0,327.0,327.0,36.55,36.55,292.15,292.15,-25,-21.00777511944625,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,299.0,299.0,327.0,327.0,36.55,36.55,205.0,0.0,0.0,0.0,0.0,292.15,292.15,,,,,,,119.21,-11.8,False
