Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
89,V,Financial Services,-48.7,9.5,-2.0,5.4,-2.2,-14.0,-16.4,-23.3,-32.6,-32.7,-63.1,-48.7,27.5,-56.7,2.2,0.0,-157.9,45.4,70.0,73.0,74.5,86.0,24.093333333333334,60.0,92.09333333333332,90,0.7674444444444445,72.0,False,0.7674444444444445,167.9,-3,-32.400000000000006
90,UPS,Industrials,-98.5,11.5,2.0,10.0,26.8,-1.8,-18.4,-55.3,-84.9,-60.9,-78.8,-98.5,40.6,-116.5,2.2,0.0,-259.1,-4.5,96.0,101.0,74.5,93.0,34.10333333333334,50.0,100.10333333333334,77,0.8341944444444445,88.0,False,0.8341944444444445,168.5,0,57.0
91,PEP,Consumer Defensive,-84.2,0.6,-1.5,-4.9,-5.2,-9.2,-17.0,-49.5,-74.6,-42.7,-73.8,-84.2,22.0,-84.8,2.5,0.0,-1747.4,9.8,90.0,94.0,74.5,106.0,33.66166666666667,40.0,88.66166666666666,75,0.7388472222222222,67.0,False,0.7388472222222222,169.1,-4,-959.5000000000001
92,SBUX,Consumer Cyclical,-91.7,6.1,1.9,6.5,9.7,-17.9,-7.9,-26.2,-56.9,-61.9,-87.1,-91.7,35.7,-100.0,2.1,0.0,-779.2,2.3,94.0,97.0,74.5,100.0,29.125,50.0,95.125,77,0.7927083333333333,81.0,False,0.7927083333333333,170.1,6,376.0999999999999
93,ADSK,Technology,-91.3,0.0,0.0,-9.7,-13.7,-29.2,-39.7,-48.4,-64.5,-87.2,-102.8,-91.3,100.6,-91.3,2.3,0.0,-2549.0,2.8,93.0,96.0,74.5,107.0,36.90166666666666,40.0,92.90166666666669,75,0.7741805555555555,75.0,False,0.7741805555555555,170.5,-2,-37.30000000000018
94,EQIX,Real Estate,-61.4,10.1,3.2,6.3,-3.4,-6.4,-17.6,-29.7,-49.7,-33.7,-33.4,-61.4,22.8,-70.9,2.1,0.0,-177.6,32.6,78.0,84.0,74.5,87.0,26.133333333333333,60.0,102.13333333333333,90,0.851111111111111,95.0,False,0.851111111111111,172.1,1,90.4
95,APD,Basic Materials,-99.7,6.3,1.1,13.7,-1.1,-19.9,-29.4,-48.6,-91.9,-64.9,-91.7,-99.7,42.9,-109.3,2.3,0.0,-476.6,-5.7,97.0,102.0,74.5,97.0,35.29166666666667,50.0,101.29166666666669,80,0.8440972222222223,91.0,False,0.8440972222222223,173.5,2,99.5
96,RTX,Industrials,-54.4,19.8,-2.6,7.8,5.2,0.4,15.3,25.4,-13.4,3.4,-34.6,-54.4,10.8,-70.5,1.6,0.0,-185.2,39.6,75.0,80.0,74.5,89.0,10.36,80.0,98.36,93,0.8196666666666667,86.0,False,0.8196666666666667,174.5,-4,-28.299999999999983
97,ONDO-USD,Unknown,-97.3,1.8,-2.2,-11.9,-45.7,-67.4,-101.7,-97.3,-97.3,-97.3,-97.3,-97.3,237.2,-103.4,2.8,0.0,3685.5,-49.7,108.0,100.0,74.5,8.0,,,,115,,,,,174.7,-3,2049.4
98,HON,Industrials,-76.9,7.1,3.5,7.4,5.6,-16.6,-21.5,-34.5,-67.1,-42.4,-70.5,-76.9,13.9,-83.8,2.6,0.0,-387.1,17.1,88.0,92.0,74.5,95.0,33.406666666666666,60.0,101.40666666666668,87,0.8450555555555556,92.0,False,0.8450555555555556,175.9,4,407.29999999999995
99,SUI-USD,Unknown,-100.5,4.9,0.7,-10.8,101.4,-91.3,-111.4,-95.2,-100.5,-100.5,-100.5,-100.5,147.0,-113.2,3.3,0.0,283.7,-82.0,114.0,103.0,74.5,18.0,,,,112,,,,,177.5,-3,0.0
100,TEM,Healthcare,-14.0,22.7,3.0,-15.7,-30.0,-8.1,26.2,-14.0,-14.0,-14.0,-14.0,-14.0,74.6,-40.0,1.6,0.0,0.0,17.2,87.0,56.0,74.5,60.0,31.0,80.0,120.0,112,1.0,110.0,False,1.0,179.5,15,
101,UBER,Technology,-52.1,10.7,0.8,-5.9,-17.0,-28.4,-15.8,-34.8,6.1,-42.3,-52.1,-52.1,24.6,-61.3,1.5,0.0,-108.7,23.0,83.0,77.0,74.5,83.0,19.591666666666665,60.0,87.59166666666667,102,0.7299305555555555,65.0,False,0.7299305555555555,182.1,0,11.5
102,SRE,Utilities,-81.1,4.0,-4.3,-0.3,-5.2,5.3,-9.2,-40.8,-66.9,-12.5,-69.6,-81.1,14.0,-85.1,1.9,0.0,-794.9,13.0,89.0,93.0,74.5,101.0,27.891666666666666,60.0,95.89166666666668,92,0.7990972222222222,84.0,False,0.7990972222222222,183.7,-3,-440.7
103,PSA,Real Estate,-94.7,4.9,3.3,4.8,-6.7,-10.8,-22.7,-38.6,-70.0,-27.7,-76.9,-94.7,22.2,-100.7,2.8,0.0,-810.8,-0.7,95.0,99.0,74.5,102.0,33.74666666666667,60.0,109.74666666666668,90,0.9145555555555556,101.0,False,0.9145555555555556,184.5,6,1767.2
104,SNOW,Technology,-28.3,32.8,-1.8,-3.8,-16.9,-14.3,11.7,-0.6,-6.6,-31.1,-28.3,-28.3,37.2,-60.3,2.1,0.0,-44.9,24.9,82.0,60.0,74.5,75.0,,,,112,,,,,185.3,-4,-3.799999999999997
105,PYPL,Financial Services,-146.1,0.0,-0.7,-5.8,-30.8,-35.9,-53.1,-58.9,-92.3,-109.1,-146.5,-146.1,104.9,-146.1,2.5,0.0,-8069.6,-52.1,109.0,111.0,74.5,112.0,41.56166666666667,50.0,120.0,85,1.0,110.0,False,1.0,188.7,-1,-136.0
106,TDOC,Healthcare,-156.5,0.5,-0.2,-3.4,-14.6,-11.3,-2.2,-76.6,-91.9,-117.6,-160.8,-156.5,305.8,-158.7,2.6,0.0,-9827.8,-62.5,111.0,112.0,74.5,113.0,35.00833333333333,50.0,115.00833333333333,85,0.9584027777777776,102.0,False,0.9584027777777776,189.7,0,-101.69999999999891
107,AI,Technology,-92.5,0.4,-1.2,-13.4,-26.3,-41.8,-66.7,-92.4,-31.8,-84.4,-92.5,-92.5,60.7,-93.1,1.8,0.0,-1545.1,-43.6,107.0,98.0,74.5,105.0,,,,95,,,,,192.9,0,-611.4999999999999
108,AMT,Real Estate,-110.1,0.0,-2.2,-6.6,-10.4,-33.9,-33.7,-60.7,-80.8,-61.0,-113.4,-110.1,53.0,-110.1,2.8,0.0,-4065.1,-16.1,101.0,105.0,74.5,109.0,40.80166666666667,60.0,116.80166666666668,95,0.9733472222222224,103.0,False,0.9733472222222224,194.7,-3,-2297.2
109,CRM,Technology,-102.4,5.5,-0.5,-1.7,4.0,-11.7,-34.9,-49.2,-29.8,-67.4,-109.1,-102.4,46.2,-111.1,2.3,0.0,-829.4,-8.4,98.0,104.0,74.5,103.0,31.236666666666665,70.0,120.0,102,1.0,110.0,False,1.0,198.5,-1,-79.69999999999993
110,GRAB,Technology,-58.3,0.0,-8.5,-7.7,-28.2,-23.7,-21.9,-6.6,-16.7,-51.1,-58.3,-58.3,21.6,-58.3,1.6,0.0,-3565.7,-8.9,99.0,82.0,74.5,108.0,23.73,53.33333333333334,100.06333333333336,105,0.8338611111111113,87.0,False,0.8338611111111113,199.3,-7,-3196.5
111,RXRX,Healthcare,-66.9,5.1,2.7,-3.7,-22.9,-13.1,-25.2,-105.3,-49.5,-66.9,-66.9,-66.9,84.8,-75.1,2.5,0.0,-102.2,-24.0,104.0,88.0,74.5,82.0,37.88,80.0,120.0,115,1.0,110.0,False,1.0,201.1,0,116.2
112,SPCE,Industrials,-157.3,0.1,-0.9,-14.8,-15.3,40.3,42.7,-95.3,-111.2,-121.2,-174.5,-157.3,282.6,-157.9,2.2,0.0,-10230.6,-79.7,113.0,113.0,74.5,114.0,33.11666666666667,66.66666666666667,120.0,99,1.0,110.0,False,1.0,204.7,-2,-203.60000000000036
113,PPG,Basic Materials,-128.6,4.4,-0.8,7.0,7.8,-14.2,-25.4,-59.3,-79.4,-62.9,-111.4,-128.6,10.3,-135.0,2.5,0.0,-1458.0,-34.5,106.0,110.0,74.5,104.0,36.67666666666667,80.0,120.0,107,1.0,110.0,False,1.0,206.7,-1,-248.0
114,IRBT,Consumer Cyclical,-191.7,0.2,-0.9,-94.4,-95.9,-100.9,-109.0,-128.0,-151.6,-127.8,-178.8,-191.7,120.3,-192.4,2.1,0.0,-11763.1,-97.6,115.0,115.0,74.5,115.0,43.96,70.0,120.0,105,1.0,110.0,False,1.0,211.9,-1,-1273.2000000000007
115,SDGR,Healthcare,-120.6,1.0,-1.2,3.5,-8.8,-16.6,-35.9,-71.6,-46.4,-104.3,-120.6,-120.6,42.7,-122.3,2.6,0.0,-6400.5,-53.4,110.0,108.0,74.5,111.0,36.98,80.0,120.0,110,1.0,110.0,False,1.0,212.9,-1,-3561.3
