Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
38,FCX,Basic Materials,150.1,76.8,6.8,17.5,54.1,48.3,60.3,20.2,-24.7,5.4,185.4,150.1,212.3,-56.0,1.5,88.8,37.2,277.4,39.0,40.0,48.0,50.0,43,88.4,2,-3.8999999999999986
39,WMT,Consumer Defensive,129.2,100.0,5.8,11.9,23.3,17.0,9.5,74.5,84.2,67.8,91.0,129.2,129.2,-26.0,1.3,58.7,5.5,256.5,42.0,45.0,56.0,78.0,30,89.8,3,-1.0999999999999996
40,GS,Financials,169.9,91.9,0.2,-2.3,17.4,18.5,30.0,95.6,79.3,119.2,205.9,169.9,188.2,-38.2,1.2,73.6,6.3,297.2,37.0,38.0,52.0,74.0,35,90.0,-3,0.0
41,BAESY,Theme (User Picks),128.4,79.3,-7.8,3.3,5.8,-3.0,51.9,29.7,75.2,213.0,182.7,128.4,180.0,-69.2,1.2,106.1,19.2,255.7,43.0,46.0,46.0,57.0,43,92.8,-2,5.0
42,LIN,Basic Materials,12.8,30.8,3.1,5.8,10.6,-10.8,-14.3,-25.8,-28.8,-9.8,-7.5,12.8,88.6,-21.0,1.4,141.3,119.8,140.1,70.0,70.0,42.0,36.0,42,92.8,-1,-33.8
43,AXP,Financials,88.4,76.4,-9.4,-9.1,-5.4,6.1,-7.2,21.8,17.4,72.5,41.1,88.4,123.8,-26.4,1.1,95.8,16.3,215.7,49.0,51.0,47.0,60.0,41,94.4,3,2.8000000000000007
44,ASTS,Theme (User Picks),1242.3,93.4,-1.9,25.9,58.3,104.8,362.5,3588.9,1961.2,822.5,1242.3,1242.3,1338.9,-123.1,1.5,314.1,9.3,1338.9,6.0,6.0,27.0,68.0,60,95.0,3,1.4000000000000004
45,MS,Financials,156.4,90.8,1.0,-2.7,9.8,18.8,16.4,68.5,16.8,60.7,142.6,156.4,174.4,-20.4,1.3,82.4,12.8,283.7,38.0,39.0,50.0,62.0,45,95.2,-2,-0.09999999999999964
46,RGTI,Theme (User Picks),695.8,28.8,-7.6,-28.0,-55.3,-3.5,-3.1,1291.7,3047.5,695.8,695.8,695.8,2639.2,-91.2,2.0,1538.6,161.0,756.4,18.0,17.0,12.0,30.0,74,95.4,-8,55.3
47,RKLB,Theme (User Picks),921.5,81.7,-7.7,2.7,28.3,61.4,131.8,1596.2,1400.1,883.0,921.5,921.5,1143.9,-73.7,1.6,308.6,10.1,999.1,9.0,9.0,29.0,67.0,60,96.2,5,2.6999999999999993
48,WELL,Real Estate,60.4,75.3,2.9,0.3,0.9,0.7,15.9,71.4,78.7,126.7,37.4,60.4,98.4,-55.6,1.3,32.3,-3.3,187.7,54.0,57.0,62.0,81.0,30,97.0,9,0.5
49,JPM,Financials,84.9,84.0,8.9,-6.5,-0.0,-3.2,1.1,35.6,50.0,47.9,47.4,84.9,106.5,-28.8,1.1,68.6,8.0,212.2,51.0,53.0,55.0,71.0,38,98.2,6,-2.4000000000000004
50,PLTR,Technology,714.7,71.1,-5.0,-10.3,-26.3,-17.1,46.7,571.4,1261.1,220.3,714.7,714.7,1033.7,-69.2,1.4,616.4,59.3,802.3,15.0,16.0,20.0,43.0,71,98.4,3,9.899999999999999
51,ORCL,Technology,31.3,15.0,-12.9,-20.5,-41.6,-48.7,-25.3,-11.9,-4.8,42.9,25.9,31.3,344.7,-23.8,1.4,750.9,339.9,158.6,63.5,65.5,19.0,24.0,60,99.2,-6,158.39999999999998
52,QBTS,Theme (User Picks),719.5,43.3,-7.9,-30.9,-37.6,6.6,201.9,2205.7,3479.5,704.2,719.5,719.5,1800.1,-106.0,1.8,756.5,20.0,796.7,16.0,15.0,18.0,56.0,68,100.2,2,8.6
53,IONQ,Theme (User Picks),195.6,36.0,-9.7,-21.7,-36.1,-19.1,-34.3,182.9,386.8,190.7,195.6,195.6,657.2,-63.9,1.9,462.8,79.6,271.1,40.0,36.0,23.0,41.0,64,100.2,-2,27.39999999999999
54,NFLX,Communication Services,58.3,36.1,-6.1,-13.7,-29.3,-42.1,-36.0,-7.3,28.4,-41.1,-67.7,58.3,292.1,-74.0,1.3,404.0,108.0,185.6,56.0,59.0,24.0,39.0,57,100.4,-5,24.0
55,AMZN,Consumer Cyclical,46.8,39.7,-0.6,1.2,-8.2,1.5,-17.2,-6.9,42.5,-46.5,-32.8,46.8,156.9,-25.6,1.2,124.2,45.5,174.1,60.0,62.0,44.0,46.0,49,100.6,-5,6.899999999999999
56,CBRE,Real Estate,65.1,79.4,-11.9,-1.9,6.1,-6.4,-4.1,43.7,7.3,29.5,28.3,65.1,89.4,-28.8,1.4,54.4,7.6,192.4,52.0,55.0,58.0,73.0,41,103.2,-8,1.7999999999999998
57,LDOS,Theme (User Picks),39.0,56.2,-0.7,-4.1,-3.6,7.1,16.1,25.2,19.8,-2.2,16.9,39.0,96.6,-34.9,1.3,56.6,11.4,166.3,62.0,64.0,57.0,65.0,43,105.6,-1,-0.7999999999999989
58,SYM,Theme (User Picks),148.9,39.3,-3.9,-18.9,-33.5,-16.7,57.0,-55.4,45.5,148.9,148.9,148.9,421.2,-27.4,1.8,258.4,182.3,219.0,48.0,41.0,31.0,28.0,74,109.2,0,25.600000000000023
59,PL,Theme (User Picks),417.1,80.0,-17.0,10.6,76.3,234.9,249.4,1147.6,585.2,417.1,417.1,417.1,542.2,-83.8,2.0,27.2,-13.4,475.6,25.0,25.0,63.0,95.0,60,120.6,1,-4.700000000000001
60,CEG,Utilities,91.9,39.2,-7.5,-25.0,-31.2,-40.5,-42.5,-4.6,-3.7,91.9,91.9,91.9,246.2,-7.4,1.3,389.9,146.0,145.9,68.0,50.0,25.0,32.0,80,121.4,1,37.599999999999994
61,IBM,Technology,25.1,78.1,-2.2,-1.4,-5.1,6.8,-2.7,22.5,58.0,119.1,67.9,25.1,54.5,-79.7,1.2,11.4,-5.5,152.4,65.0,67.0,64.0,85.0,51,124.2,1,0.09999999999999964
62,381180.KS,Korea ETF (My Portfolio),79.2,95.7,5.1,8.8,10.4,32.6,33.0,14.8,48.1,79.2,79.2,79.2,83.1,-7.2,1.6,39.7,7.8,140.2,69.0,54.0,61.0,72.0,60,125.6,3,-1.1000000000000005
63,RTX,Industrials,49.1,100.0,10.3,6.8,13.1,18.9,39.5,79.2,48.7,116.9,61.1,49.1,49.1,-57.9,1.6,-13.8,-6.0,176.5,59.0,61.0,137.0,86.0,40,125.8,3,0.40000000000000036
64,MA,Financials,21.9,27.9,8.4,-4.1,-0.8,-13.8,-19.5,-23.0,-27.5,-29.7,-48.7,21.9,103.0,-9.5,1.3,171.5,113.6,149.2,66.0,68.0,38.0,37.0,80,129.2,0,-126.9
65,TXN,Technology,-5.1,47.4,21.1,26.6,38.1,14.5,10.9,5.8,-35.2,-36.3,-28.7,-5.1,66.6,-69.7,1.9,0.0,6.2,122.2,82.0,84.0,99.5,75.0,48,131.1,12,-10.5
66,NVO,Theme (User Picks),-70.2,2.5,-11.5,-9.7,0.6,-6.1,-52.4,-92.0,-89.2,-45.0,-49.4,-70.2,298.6,-79.8,2.2,0.0,6102.7,57.1,116.0,121.0,99.5,6.0,62,131.7,-3,5079.9
67,UNH,Healthcare,-114.5,0.7,-11.2,-17.5,-15.5,10.1,-60.1,-76.7,-96.8,-82.5,-121.1,-114.5,105.4,-116.1,2.2,0.0,3274.9,12.8,139.0,144.0,99.5,9.0,52,132.1,6,-110.19999999999982
68,EXPD,Industrials,-14.5,53.9,3.4,3.9,30.9,28.6,30.7,-7.8,-25.4,-4.1,-23.4,-14.5,34.7,-72.0,2.8,0.0,-10.4,112.9,88.0,93.0,99.5,90.5,41,133.3,6,1.5
69,NEM,Basic Materials,113.6,100.0,0.5,18.7,58.5,87.7,185.3,232.7,81.1,49.8,147.7,113.6,113.6,-99.7,2.2,-43.2,-11.7,241.2,46.0,48.0,142.0,92.0,50,134.0,3,0.0
70,V,Financials,-12.7,10.6,-0.6,-8.1,-4.2,-14.0,-21.3,-22.3,-27.6,-23.8,-47.5,-12.7,60.2,-21.3,1.8,0.0,133.4,114.6,87.0,91.0,99.5,34.0,65,134.1,-2,-64.29999999999998
71,GLD,Basic Materials,61.8,81.9,-18.1,9.9,20.7,34.3,54.0,90.5,81.0,71.3,87.4,61.8,88.1,-57.3,1.8,-15.1,-9.8,189.1,53.0,56.0,138.0,88.0,50,134.6,-1,-3.6000000000000005
72,ACN,Technology,-96.1,0.0,-10.0,-9.5,-4.5,-16.3,-50.8,-69.5,-76.2,-71.9,-87.2,-96.1,86.5,-96.1,2.2,0.0,866.6,31.2,132.0,135.0,99.5,16.0,55,134.7,-3,764.0
73,TMUS,Communication Services,-2.4,14.6,6.4,-2.7,-4.4,-27.6,-32.7,-19.6,-34.1,-35.7,-15.9,-2.4,134.2,-25.8,1.5,0.0,235.9,124.9,79.0,81.0,99.5,26.0,75,137.3,2,-523.8000000000001
74,TMO,Healthcare,-36.9,18.9,-10.7,-7.8,-1.0,11.6,-19.3,-36.3,-68.0,-66.8,-57.3,-36.9,111.7,-71.6,2.0,0.0,87.0,90.4,97.0,106.0,99.5,40.0,62,138.5,-7,36.0
75,PM,Consumer Defensive,11.6,65.9,0.5,9.4,21.1,-0.2,21.1,60.9,24.1,84.0,89.6,11.6,51.0,-64.6,1.8,-16.7,-14.6,138.9,72.0,72.0,140.0,97.0,43,138.6,-4,-0.9000000000000004
76,IRDM,Theme (User Picks),-113.7,6.1,1.3,22.2,22.9,-23.4,-40.0,-74.7,-123.0,-118.1,-135.0,-113.7,242.7,-136.9,2.2,0.0,559.3,14.8,137.5,142.5,99.5,17.5,57,139.9,0,-5.900000000000091
77,WFC,Financials,-3.3,86.3,9.5,-5.3,4.2,9.4,3.1,50.1,38.1,138.4,35.1,-3.3,10.3,-89.1,1.2,0.0,-12.0,124.0,80.0,82.0,99.5,94.0,50,139.9,8,3.3000000000000007
78,IRDM,Theme (User Picks),-113.7,6.1,1.3,22.2,22.9,-23.4,-40.0,-74.8,-123.0,-118.1,-135.1,-113.7,242.7,-136.9,2.2,0.0,559.3,14.8,137.5,142.5,99.5,17.5,57,139.9,-2,-5.900000000000091
79,XOM,Energy,7.7,65.8,9.3,13.5,25.2,25.2,21.1,6.9,-29.8,147.1,51.0,7.7,58.1,-89.4,1.3,-17.9,5.9,135.0,74.5,75.5,141.0,76.0,53,141.6,-1,-1.7999999999999998
80,CHRW,Industrials,31.3,100.0,10.5,18.1,29.2,63.0,88.8,138.2,42.2,74.5,25.7,31.3,31.3,-88.3,2.3,-58.7,-11.8,158.6,63.5,65.5,146.0,93.0,50,142.2,2,2.799999999999999
81,WDC,Technology,479.9,100.0,1.5,52.6,80.0,256.8,460.9,483.6,704.6,493.5,692.9,479.9,479.9,-94.9,2.6,-10.6,-13.7,607.2,22.0,22.0,136.0,96.0,70,144.4,0,0.10000000000000142
82,BRK-B,Financials,-21.1,14.9,4.4,-2.0,1.8,-3.1,-11.1,-17.1,-14.5,14.0,-25.3,-21.1,49.2,-33.4,1.6,0.0,36.2,106.2,89.0,98.0,99.5,51.0,67,144.7,-3,-89.0
83,ROST,Consumer Cyclical,-9.5,51.7,3.4,1.3,16.6,24.2,14.2,-5.4,-0.4,-8.4,-36.7,-9.5,37.3,-59.5,1.5,0.0,-15.6,117.8,86.0,89.0,99.5,99.0,51,145.5,0,3.700000000000001
84,MRK,Healthcare,-45.7,35.2,8.8,6.7,39.4,37.0,5.1,-40.3,-43.8,-2.1,-56.9,-45.7,48.4,-96.8,2.6,0.0,-3.2,81.6,105.0,113.0,99.5,80.0,51,146.5,4,0.3999999999999999
85,315960.KS,Korea ETF (My Portfolio),147.6,100.0,0.0,23.6,38.3,108.9,161.8,123.5,151.1,84.9,154.2,147.6,147.6,-64.7,2.3,-16.5,-4.8,258.8,41.0,42.0,139.0,84.0,70,148.0,-1,0.0
86,HD,Consumer Cyclical,-35.5,14.2,-2.9,9.6,-0.6,-9.1,-20.8,-28.9,-44.9,-32.6,-40.9,-35.5,63.4,-51.9,2.0,0.0,39.8,91.8,96.0,105.0,99.5,49.0,70,149.7,0,-3.200000000000003
87,ADA-USD,Coin,-20.1,1.8,-1.1,-24.6,-47.9,-71.7,-79.4,-85.3,-103.4,-120.6,325.4,-20.1,3234.6,-79.9,1.6,0.0,13175.8,89.6,98.0,97.0,99.5,4.0,90,150.5,-28,5179.9
88,SCHW,Financials,-6.9,42.1,0.7,-1.1,9.6,-3.2,9.1,25.6,-29.9,9.3,-15.7,-6.9,60.0,-55.5,1.5,0.0,-24.4,120.4,83.0,85.0,99.5,107.0,61,157.3,-1,-0.09999999999999787
89,BLK,Financials,-9.1,20.0,-16.1,-5.5,-1.5,-13.8,-9.8,-2.1,-20.4,-23.6,11.7,-9.1,47.4,-23.2,1.6,0.0,-3.4,118.2,85.0,88.0,99.5,82.0,70,157.3,-9,-1.4
90,CRM,Technology,-95.8,0.0,-1.5,-24.1,-26.2,-31.5,-56.0,-68.2,-50.8,-83.7,-115.7,-95.8,112.6,-95.8,2.0,0.0,319.1,31.5,131.0,134.0,99.5,25.0,75,157.9,-1,-0.8999999999999773
91,NOC,Theme (User Picks),0.4,55.1,11.3,14.1,20.8,9.7,28.9,20.7,-4.1,51.7,8.2,0.4,53.2,-64.5,1.5,-55.6,-10.4,127.7,77.0,79.0,145.0,90.5,63,159.4,-1,2.5999999999999996
92,LMT,Theme (User Picks),-22.2,52.0,13.5,21.6,27.7,39.6,25.1,14.7,-20.2,26.5,-12.5,-22.2,30.0,-78.7,2.1,0.0,-15.8,105.1,90.0,99.0,99.5,101.0,63,161.1,0,6.699999999999999
93,ROK,Theme (User Picks),7.7,64.3,4.6,5.1,16.2,12.8,42.5,23.2,-15.2,-3.1,0.9,7.7,42.5,-55.1,2.4,-46.7,-7.4,135.0,74.5,75.5,143.0,87.0,68,161.4,1,1.1999999999999993
94,NEE,Utilities,-32.3,23.4,5.0,8.1,7.3,17.0,11.9,24.5,-36.8,-56.9,-47.6,-32.3,71.2,-63.9,1.9,0.0,-48.4,95.0,94.0,103.0,99.5,117.0,58,164.1,3,8.100000000000001
95,CSCO,Technology,-3.7,53.9,13.3,8.8,10.1,11.8,21.4,33.4,14.5,20.7,-41.9,-3.7,50.0,-66.6,1.7,0.0,-25.5,123.6,81.0,83.0,99.5,108.0,70,165.9,6,11.0
96,UBER,Industrials,-19.5,36.2,-4.1,-3.8,-23.1,-23.1,-5.1,-37.8,35.1,-42.0,-19.5,-19.5,69.3,-69.8,1.3,0.0,12.9,82.8,104.0,95.0,99.5,61.0,82,166.1,2,2.5999999999999996
97,PLD,Real Estate,-40.8,14.3,4.3,0.6,5.0,16.8,-0.4,-28.5,-55.5,-43.0,-52.6,-40.8,104.8,-65.0,2.0,0.0,-22.5,86.5,102.0,110.0,99.5,106.0,64,168.7,5,3.0
98,AMGN,Healthcare,-40.6,28.8,-7.0,4.5,13.0,3.4,4.2,-28.1,-17.0,-12.7,-29.6,-40.6,27.5,-68.2,1.8,0.0,-38.1,86.7,100.5,108.5,99.5,115.0,61,168.7,-5,-10.900000000000002
99,FOX,Communication Services,-8.7,81.2,-4.4,-7.1,8.6,10.5,9.9,71.5,31.5,49.6,-8.7,-8.7,6.3,-73.3,1.6,0.0,-15.1,95.7,93.0,87.0,99.5,98.0,75,170.1,-4,-1.6999999999999993
100,HII,Industrials,6.4,82.2,5.1,17.0,33.6,51.9,105.6,29.1,44.6,116.5,12.3,6.4,33.5,-119.1,1.6,-73.7,-15.7,133.7,76.0,77.0,148.0,100.0,70,170.2,0,0.9000000000000021
101,KO,Consumer Defensive,-54.5,23.8,11.4,12.1,12.0,3.0,8.4,-4.3,-25.0,2.9,-45.3,-54.5,8.6,-74.2,2.2,0.0,-93.9,72.8,110.0,117.0,99.5,123.0,56,170.5,9,89.29999999999998
102,C,Financials,12.6,83.7,5.7,-5.2,14.2,18.1,33.2,82.4,89.8,60.8,15.0,12.6,30.3,-78.1,1.8,-48.0,-19.3,139.9,71.0,71.0,144.0,103.0,75,173.4,2,3.8999999999999986
103,GD,Theme (User Picks),-24.4,48.1,-6.3,-1.1,2.0,3.4,22.8,-3.8,-7.8,61.9,3.9,-24.4,19.8,-65.3,1.4,0.0,-18.6,102.9,91.0,100.0,99.5,102.0,76,174.9,-12,-4.200000000000001
104,GM,Consumer Cyclical,11.1,80.0,14.6,1.9,23.6,51.5,62.4,86.6,48.2,-10.5,7.6,11.1,33.8,-79.8,1.9,-61.2,-20.4,138.4,73.0,73.0,147.0,104.0,75,175.2,-8,-0.8999999999999986
105,MCD,Consumer Cyclical,-43.3,11.8,3.7,5.5,6.5,-4.0,-4.0,-23.5,-39.0,-16.7,-52.6,-43.3,36.0,-53.9,2.0,0.0,-37.7,84.0,103.0,111.0,99.5,114.0,67,175.3,2,17.9
106,DG,Consumer Defensive,-94.3,22.4,-0.9,6.2,48.5,26.2,102.4,-12.6,-82.8,-79.5,-99.1,-94.3,86.9,-146.5,2.3,0.0,-178.6,33.0,130.0,133.0,99.5,132.0,51,176.3,-3,2.0
107,REGN,Healthcare,-76.4,20.5,-0.6,-1.4,16.5,23.2,0.4,-54.8,-65.4,-24.4,-55.9,-76.4,52.9,-109.8,2.7,0.0,4.3,50.9,122.0,126.0,99.5,79.0,76,177.1,2,-1.2000000000000002
108,CVX,Energy,-39.1,23.5,8.3,7.6,14.9,10.1,8.3,-13.1,-47.0,48.8,-32.5,-39.1,59.4,-69.3,1.8,0.0,-31.0,88.2,99.0,107.0,99.5,109.0,76,180.7,7,18.700000000000003
109,ALB,Basic Materials,-51.5,27.5,-6.0,15.7,75.0,140.8,110.1,35.4,-91.3,-59.1,-5.4,-51.5,190.3,-143.2,2.8,0.0,-81.3,75.8,108.0,115.0,99.5,121.0,68,180.9,-10,-25.599999999999994
110,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,78.0,80.0,135.0,83.0,90,181.8,1,0.0
