Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Divergence_Rank,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source
128,JPM,Diversified Banks,76.5,64.6,2.8,-8.4,-8.1,-9.9,-10.9,-1.4,13.1,31.7,45.9,76.5,131.1,-22.3,1.1,151.1,124.24189358633429,223.2,128.0,132.0,30.81,212.06,5,124.11411297957802,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,128.0,132.0,30.81,323.0,14.0,0.0,25.0,0.0,212.06,,,,,,
129,HIG,Insurance - Diversified,30.4,64.0,2.4,-7.6,-8.1,-7.1,-10.1,-9.6,-2.0,8.8,29.5,30.4,77.8,-52.8,1.2,80.6,76.5280882213556,177.1,168.0,176.0,42.78,215.88,-4,-4.415336865033765,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,168.0,176.0,42.78,296.0,14.0,0.0,-4.0,0.0,215.88,,,,,,
130,AMCR,Packaging & Containers,228.3,68.2,4.0,-9.9,-16.9,146.0,224.2,244.1,256.1,233.9,230.9,228.3,398.6,-134.7,3.3,8.6,-5000.0,375.0,68.0,69.0,52.71,216.51,41,-4999.998853502809,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,68.0,69.0,52.71,20.0,4.0,0.0,25.0,0.0,216.51,,,,,,
131,ROK,Industrial Machinery,32.1,63.0,-6.3,5.5,2.0,3.8,10.0,19.8,10.4,4.0,10.3,32.1,70.8,-33.7,1.6,11.3,-5.610800727672603e-08,178.8,167.0,175.0,27.53,216.73,50,0.4845804624314863,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,167.0,175.0,27.53,129.0,0.0,0.0,25.0,0.0,216.73,,,,,,
132,DVA,Healthcare,-12.2,70.1,-1.8,23.3,35.0,45.8,34.7,16.9,19.0,17.1,13.2,-12.2,29.9,-109.4,2.1,0.0,-0.4227436231766384,134.5,212.0,223.0,41.87,219.67,68,-0.4227303482964243,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,212.0,223.0,41.87,36.0,0.0,0.0,0.0,0.0,219.67,,,,,,
133,CTAS,Commercial Services,63.9,29.2,2.6,-7.3,-13.4,-14.2,-26.1,-33.9,-34.7,-25.0,-12.8,63.9,229.6,-4.0,1.4,517.4,619.6684880124859,210.6,132.0,138.0,46.44,221.04,3,619.5136897731466,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,132.0,138.0,46.44,414.0,40.0,0.0,-4.0,0.0,221.04,,,,,,
134,DOGE-USD,Cryptocurrency,1280.2,5.9,-0.4,-2.7,-1.9,-16.8,-40.1,-53.6,-49.6,-70.3,861.1,1280.2,22199.9,-45.9,1.5,41239.3,608.9817538945725,1392.5,14.0,12.0,81.64,221.94,-123,-4391.018246105427,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,14.0,12.0,81.64,410.0,36.0,0.0,25.0,0.0,221.94,,,,,,
135,PHM,Residential Construction,82.9,38.0,5.7,-9.8,-14.3,-13.8,-16.2,-25.4,-27.4,7.4,27.8,82.9,254.9,-29.3,1.3,322.1,388.32608338525563,229.6,125.0,129.0,45.33,222.08,-7,387.15841518378727,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,125.0,129.0,45.33,394.0,40.0,0.0,-2.0,0.0,222.08,,,,,,
136,MSFT,Software,66.0,36.6,-1.3,-0.7,-3.1,-12.2,-22.6,-27.3,-34.9,-34.8,-26.9,66.0,201.5,-12.1,1.3,358.8,35.37689818850765,212.7,131.0,136.0,58.06,223.51,7,34.40863849758209,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,131.0,136.0,58.06,332.0,18.0,0.0,0.0,0.0,223.51,,,,,,
137,KTOS,Aerospace & Defense,158.4,27.2,2.1,-23.8,-36.6,-38.1,-25.1,31.8,75.3,105.5,81.2,158.4,761.1,-66.8,1.5,999.1,495.7862039784425,305.1,91.0,94.0,28.32,223.57,-37,495.4047312511149,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,91.0,94.0,28.32,548.0,58.0,0.0,-2.0,0.0,223.57,,,,,,
138,SOL-USD,Cryptocurrency,976.1,8.6,0.0,-3.8,-8.8,-25.5,-46.0,-62.2,-13.8,9.8,,976.1,11126.9,-44.7,1.5,22793.6,5000.0,1051.6,20.0,19.0,69.0,226.8,-110,1910.612491489464,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,20.0,19.0,69.0,484.0,40.0,11.0,25.0,0.0,226.8,,,,,,
139,AXON,Public Safety Technology,366.9,30.9,-0.3,-13.7,-22.6,-31.8,-48.3,-43.6,-28.7,11.1,69.8,366.9,1246.3,-25.7,1.4,2598.2,480.9960228524028,513.6,52.0,54.0,25.0,227.45,-60,480.7739143204434,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,52.0,54.0,25.0,541.0,58.0,0.0,25.0,0.0,227.45,,,,,,
140,LIN,Industrial Gases,24.9,38.8,2.7,-5.5,-3.1,4.4,-2.4,-10.4,-18.9,-17.5,-10.9,24.9,97.5,-20.7,1.5,84.7,113.30204824463503,171.6,177.0,183.0,86.77,229.07,20,-13.153993183799287,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,177.0,183.0,86.77,191.0,0.0,0.0,-6.0,0.0,229.07,,,,,,
141,ETR,Electric Utilities,36.6,73.4,5.1,-10.6,-3.5,2.6,6.4,23.5,40.6,44.1,35.3,36.6,72.9,-62.1,1.2,27.2,-10.90058025613885,183.3,159.0,168.0,26.8,229.45,46,-7.408221850383972,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,159.0,168.0,26.8,178.0,0.0,0.0,25.0,0.0,229.45,,,,,,
142,MCK,Healthcare Distribution,143.8,57.3,0.5,-17.2,-20.0,-18.5,-16.6,-9.4,-4.8,36.1,107.4,143.8,285.1,-46.0,1.1,325.9,214.8085517297748,290.5,96.0,98.0,38.33,230.48,-81,-94.85111229134898,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,96.0,98.0,38.33,451.0,58.0,0.0,-4.0,0.0,230.48,,,,,,
143,ORLY,Auto Parts,57.7,52.6,5.7,-10.3,-11.0,-11.6,-18.4,-16.9,-20.7,-7.1,14.9,57.7,154.4,-48.4,1.2,203.1,196.19650407189877,204.4,139.0,145.0,41.44,231.79,3,196.1093475160417,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,139.0,145.0,41.44,376.0,40.0,0.0,0.0,0.0,231.79,,,,,,
144,INSM,Biotechnology,205.7,38.2,0.1,-33.9,-35.0,-42.1,-26.8,6.3,95.4,169.2,171.7,205.7,673.7,-82.7,1.2,861.8,323.0961076565852,352.4,73.0,76.0,40.85,233.0,-97,-374.84398262096204,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,73.0,76.0,40.85,552.0,58.0,0.0,-2.0,0.0,233.0,,,,,,
145,AFL,Insurance - Life,10.5,52.1,1.9,-1.8,-1.9,-1.2,-4.0,-9.8,-9.1,3.7,14.9,10.5,67.0,-50.0,1.4,44.6,52.55372128585083,157.2,186.0,193.0,74.78,234.48,28,-6.00769816035919,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,186.0,193.0,74.78,200.0,0.0,0.0,0.0,0.0,234.48,,,,,,
146,FAST,Industrial Distribution,33.3,39.7,0.3,-13.1,-11.7,-7.1,-14.0,-10.0,-11.2,-8.5,-2.0,33.3,108.3,-24.4,1.4,151.7,129.96080262506527,180.0,164.0,172.0,62.39,237.09,29,129.95360718743714,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,164.0,172.0,62.39,352.0,14.0,0.0,-2.0,0.0,237.09,,,,,,
147,FER,Infrastructure,39.6,68.4,3.4,-7.6,-9.6,-6.2,1.9,19.3,28.8,51.0,45.9,39.6,84.6,-59.5,1.3,41.0,-18.97195034989092,186.3,157.0,166.0,20.86,237.41,15,-18.9719469763594,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,157.0,166.0,20.86,242.0,4.0,0.0,25.0,0.0,237.41,,,,,,
148,BX,Asset Management,192.7,34.6,0.2,-9.4,-11.4,-18.6,-29.7,-39.5,-41.9,-41.2,2.8,192.7,591.0,-17.7,1.3,987.2,1010.7284626882845,339.4,79.0,83.0,41.44,238.74,-50,1007.0818855328573,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,79.0,83.0,41.44,439.0,58.0,0.0,25.0,0.0,238.74,,,,,,
149,SO,Electric Utilities,47.3,54.6,2.6,-10.9,-8.7,-6.8,-12.1,-15.4,-15.4,-8.5,3.6,47.3,116.9,-35.5,1.2,138.4,139.97933552883683,194.0,146.0,155.0,75.33,240.28,-14,-5.3337241142125436,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,146.0,155.0,75.33,327.0,14.0,0.0,0.0,0.0,240.28,,,,,,
150,NEM,Gold Mining,44.9,64.6,-1.3,-10.7,-14.3,-3.4,23.1,67.6,85.2,62.6,46.7,44.9,127.4,-105.8,1.6,4.5,-8.097013086380752,191.6,147.0,156.0,37.51,240.76,43,-3.504236878343886,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,147.0,156.0,37.51,190.0,4.0,0.0,25.0,0.0,240.76,,,,,,
151,SHOP,E-commerce Software,412.0,27.5,1.8,-22.9,-23.6,-32.3,-32.6,-19.4,-15.5,-11.4,-24.5,412.0,1544.3,-16.5,1.3,2275.4,1941.0862067972898,558.7,48.0,50.0,77.43,243.23,-41,1927.414516020515,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,48.0,50.0,77.43,530.0,58.0,0.0,-2.0,0.0,243.23,,,,,,
152,STT,Custody Banks & Asset Management,33.4,88.0,0.3,2.3,6.5,12.5,20.8,35.4,48.4,53.6,62.7,33.4,46.8,-60.4,1.5,-9.7,-9.412946177028866,180.1,163.0,171.0,29.22,244.87,136,22.149859530466856,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,163.0,171.0,29.22,90.0,0.0,0.0,12.0,0.0,244.87,,,,,,
153,NFLX,Broadcasting & Cable TV,61.5,38.9,1.9,-13.0,-10.4,-16.0,-30.2,-23.3,-7.1,24.0,6.1,61.5,279.9,-76.6,1.4,414.0,368.4727494558352,208.2,133.0,139.0,45.33,246.63,-22,346.3393513607388,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,133.0,139.0,45.33,435.0,58.0,0.0,-4.0,0.0,246.63,,,,,,
154,VTR,Healthcare REITs,4.5,71.7,0.4,-4.6,-2.0,1.7,7.7,15.8,28.3,33.9,30.7,4.5,33.5,-67.0,1.4,-11.4,-11.805171104112596,151.2,191.0,199.0,20.1,248.0,130,5.994886576703244,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,191.0,199.0,20.1,159.0,0.0,0.0,0.0,0.0,248.0,,,,,,
155,QCOM,Semiconductors,32.6,50.0,7.7,35.9,37.2,27.8,25.0,11.3,9.1,-3.6,-2.7,32.6,125.7,-59.8,1.9,-17.9,12.712873198340747,179.3,165.0,173.0,75.46,248.06,130,12.708593886368853,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,165.0,173.0,75.46,41.0,0.0,0.0,0.0,0.0,248.06,,,,,,
156,XOM,Integrated Oil & Gas,27.8,63.0,-3.2,-9.1,-5.3,7.9,17.6,14.9,7.1,22.1,57.3,27.8,94.8,-84.9,1.5,-4.5,-0.5277694780215264,174.5,171.0,179.0,32.05,248.3,106,-0.290295945473536,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,171.0,179.0,32.05,150.0,4.0,0.0,0.0,0.0,248.3,,,,,,
157,MSCI,Financial Index & Analytics,53.0,20.5,3.1,-4.5,-6.4,-6.2,-10.0,-16.2,-27.4,-43.2,-44.1,53.0,285.4,-7.2,1.3,370.7,429.4393141751617,199.6,143.0,151.0,93.83,248.63,20,429.0293772627873,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,143.0,151.0,93.83,267.0,4.0,0.0,25.0,0.0,248.63,,,,,,
158,ALL,Insurance - Property & Casualty,-2.4,46.9,-4.4,-6.2,-4.8,-3.9,-8.3,-10.3,-1.3,2.1,1.5,-2.4,53.0,-50.7,1.3,0.0,1.195928063343421e-05,144.3,201.0,209.0,54.78,249.53,5,-37.56621665196309,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,201.0,209.0,54.78,246.0,0.0,0.0,0.0,0.0,249.53,,,,,,
159,SYF,Consumer Finance,26.3,54.0,0.6,-8.0,-6.7,-10.7,-9.1,-2.2,17.6,22.1,36.9,26.3,104.4,-64.4,1.3,88.0,33.46667127092103,173.0,173.0,181.0,42.07,249.57,-6,32.433304553127655,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,173.0,181.0,42.07,303.0,12.0,0.0,25.0,0.0,249.57,,,,,,
160,SYM,Industrial Machinery,110.9,24.7,4.0,-18.5,-16.4,-26.4,-6.3,24.6,1.7,104.9,,110.9,420.8,-29.7,1.7,440.2,359.4663404373832,172.8,174.0,110.0,43.77,250.22,-39,336.9449230208259,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,174.0,110.0,43.77,427.0,20.0,11.0,25.0,0.0,250.22,,,,,,
161,EQT,Oil & Gas E&P,11.0,55.1,2.4,-11.7,-11.2,-8.8,-10.8,-1.0,-5.9,11.1,85.6,11.0,112.9,-116.6,1.2,61.7,33.96239872328929,157.7,185.0,192.0,54.22,250.82,8,28.035079093248232,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,185.0,192.0,54.22,343.0,14.0,0.0,0.0,0.0,250.82,,,,,,
162,491010.KS,Infrastructure,91.8,88.0,-9.1,14.8,24.3,36.3,64.5,,,,,91.8,71.2,-15.5,1.7,14.1,3.856299870084819e-06,112.2,258.0,125.0,17.5,252.4,-33,-9.18909141739542,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,258.0,125.0,17.5,34.0,0.0,50.0,25.0,0.0,252.4,,,,,,
163,LINK-USD,Cryptocurrency,419.4,6.3,0.0,1.8,0.5,-15.6,-36.8,-51.1,-56.7,-75.1,-27.6,419.4,7258.0,-53.1,1.6,13030.2,5000.0,531.7,51.0,48.0,114.36,253.71,-82,0.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,51.0,48.0,114.36,370.0,36.0,0.0,25.0,0.0,253.71,,,,,,
164,RSG,Environmental Services,20.1,18.3,-0.9,-10.7,-12.3,-11.3,-21.7,-26.4,-28.6,-22.2,-12.6,20.1,149.9,-8.6,1.6,448.6,156.86546029341528,166.8,180.0,186.0,46.44,254.89,-68,-370.6607383126492,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,180.0,186.0,46.44,399.0,40.0,0.0,0.0,0.0,254.89,,,,,,
165,NTRS,Custody Banks & Asset Management,-15.5,66.5,2.8,1.7,4.1,10.4,17.5,38.4,53.3,35.3,20.8,-15.5,22.7,-90.2,1.4,0.0,-452.6825593377786,131.2,218.0,229.0,57.2,255.9,116,-183.4022799440421,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,218.0,229.0,57.2,104.0,0.0,0.0,-6.0,0.0,255.9,,,,,,
166,456680.KS,Asset Management,52.9,71.0,-4.9,-7.3,5.5,6.2,31.6,63.9,52.9,,,52.9,33.0,-88.2,1.4,0.0,-6.378359081872756e-05,92.4,289.0,152.0,18.65,257.2,76,9.092913057123642e-06,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,289.0,152.0,18.65,94.0,0.0,26.0,25.0,0.0,257.2,,,,,,
167,IBM,IT Consulting & Other Services,-9.7,46.1,20.8,0.4,-5.8,-13.5,-16.6,-9.2,0.0,16.3,20.0,-9.7,67.4,-74.9,1.2,0.0,42.83777361201698,137.0,210.0,220.0,46.22,257.22,66,42.837771089794224,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,210.0,220.0,46.22,318.0,22.0,0.0,-4.0,0.0,257.22,,,,,,
168,FFIV,Technology,-7.8,69.3,10.8,16.0,24.3,33.2,21.2,30.9,41.6,36.0,27.2,-7.8,27.0,-84.3,1.4,0.0,-5000.0,138.8,207.0,217.0,52.92,257.32,142,0.0,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,207.0,217.0,52.92,51.0,0.0,0.0,0.0,0.0,257.32,,,,,,
169,MELI,Internet Retail,105.9,20.7,4.6,-14.0,-17.5,-23.0,-36.1,-39.3,-43.2,-41.9,-42.2,105.9,549.4,-11.6,1.3,1203.8,1265.4015880861134,252.6,111.0,114.0,66.05,257.55,-57,1208.6252677268703,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,111.0,114.0,66.05,495.0,58.0,0.0,-2.0,0.0,257.55,,,,,,
170,COP,Oil & Gas,20.4,36.8,-2.1,-12.3,-4.6,7.6,9.2,-2.8,-18.6,-16.7,19.1,20.4,179.6,-71.5,1.4,16.1,0.06598891014869528,167.1,179.0,185.0,90.38,258.23,9,-52.811029226749106,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,179.0,185.0,90.38,166.0,0.0,0.0,0.0,0.0,258.23,,,,,,
171,HOOD,Capital Markets,278.6,37.0,-1.0,-2.5,-11.0,-27.3,-27.5,58.7,208.3,,,278.6,820.7,-60.3,1.4,1142.8,41.73910259732231,337.7,80.0,60.0,19.5,259.45,-153,-736.0801905403582,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,80.0,60.0,19.5,441.0,58.0,26.0,25.0,0.0,259.45,,,,,,
172,NDAQ,Financial Exchanges,18.0,34.1,-3.5,-5.6,-7.5,-8.0,-11.6,-6.7,-1.3,-10.7,-4.9,18.0,76.6,-11.7,1.4,123.2,0.44813541848906646,164.7,182.0,188.0,62.33,259.88,-32,-113.13934831440072,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,182.0,188.0,62.33,297.0,14.0,0.0,0.0,0.0,259.88,,,,,,
173,GNRC,Electrical Equipment,59.9,16.2,-2.9,1.8,11.4,30.4,37.2,35.3,35.9,-7.8,-16.0,59.9,673.8,-58.8,2.2,-42.1,-0.0012210841461472964,206.6,136.0,142.0,54.89,260.14,104,8.476963761048745,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,136.0,142.0,54.89,55.0,0.0,0.0,25.0,0.0,260.14,,,,,,
174,HUBB,Electrical Components & Equipment,95.9,58.9,-7.4,-16.8,-15.9,-11.2,-7.8,-9.1,-10.8,18.4,54.7,95.9,180.6,-24.9,1.3,185.6,0.0027508064364497706,242.6,118.0,121.0,49.78,261.53,-40,-0.01213409376202493,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,118.0,121.0,49.78,377.0,20.0,0.0,25.0,0.0,261.53,,,,,,
175,INTC,Semiconductors,106.6,88.7,9.2,74.5,112.0,147.7,265.3,308.2,255.8,209.2,149.5,106.6,141.0,-158.8,2.0,-124.0,-5000.0,253.3,110.0,113.0,47.67,262.12,75,-4999.989403535345,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,110.0,113.0,47.67,1.0,0.0,0.0,25.0,0.0,262.12,,,,,,
176,MO,Tobacco,8.8,84.9,1.0,-2.5,1.3,10.7,8.6,18.7,31.6,37.3,45.9,8.8,23.0,-68.4,1.3,-10.8,-16.91080664136336,155.5,187.0,194.0,42.16,264.51,192,4983.089193358636,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,187.0,194.0,42.16,132.0,0.0,0.0,0.0,0.0,264.51,,,,,,
177,CCEP,Beverages - Non-Alcoholic,-9.2,43.6,10.2,-7.3,-10.6,-7.6,-10.4,-5.2,-4.1,5.9,2.5,-9.2,51.9,-55.5,1.3,0.0,10.02973830943939,137.5,209.0,219.0,54.78,264.68,35,10.02973830943862,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,209.0,219.0,54.78,315.0,14.0,0.0,-2.0,0.0,264.68,,,,,,
178,457480.KS,Automobile Manufacturers,43.4,55.3,-2.5,3.2,4.8,4.4,20.9,40.2,43.4,,,43.4,24.9,-57.4,1.5,0.0,-0.0036312056187129235,82.9,309.0,158.0,17.5,265.7,90,4999.996368794381,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,309.0,158.0,17.5,105.0,0.0,26.0,25.0,0.0,265.7,,,,,,
179,WRB,Property & Casualty Insurance,26.7,34.0,2.1,-5.7,-8.6,-10.8,-18.1,-16.4,-13.7,-6.8,1.3,26.7,107.3,-27.7,1.4,181.5,126.36754429522895,173.4,172.0,180.0,79.78,266.98,-27,23.78222466293292,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,172.0,180.0,79.78,346.0,22.0,0.0,0.0,0.0,266.98,,,,,,
180,META,Internet Content & Information,40.1,50.3,-1.7,-5.9,-12.2,-13.7,-22.5,-22.8,-10.0,38.1,32.0,40.1,170.6,-91.5,1.2,211.8,8.82219325377542,186.8,156.0,165.0,49.78,267.23,-75,-133.40690331556624,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,156.0,165.0,49.78,397.0,40.0,0.0,0.0,0.0,267.23,,,,,,
181,FANG,Oil & Gas E&P,7.9,56.9,-2.2,-7.1,2.4,12.5,17.5,0.2,-8.9,0.9,60.7,7.9,98.2,-109.7,1.3,-32.6,0.035905101643268954,154.6,189.0,196.0,63.67,267.32,84,-3.3671645856690224,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,189.0,196.0,63.67,116.0,0.0,0.0,0.0,0.0,267.32,,,,,,
182,MSI,Public Safety Technology,42.9,27.6,1.9,-16.2,-16.4,-11.8,-20.2,-28.4,-29.7,-22.1,-11.0,42.9,183.0,-10.2,1.3,368.8,415.27002538159627,189.6,151.0,161.0,75.89,267.64,-66,-26.04765099608403,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,151.0,161.0,75.89,422.0,40.0,0.0,-2.0,0.0,267.64,,,,,,
183,GILD,Biotechnology,-13.7,55.2,0.4,-12.1,-14.3,-8.2,-3.9,17.1,21.8,32.4,27.2,-13.7,46.8,-87.0,1.2,0.0,-58.591150180941696,133.0,214.0,225.0,32.91,268.16,22,-57.71099358812926,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,214.0,225.0,32.91,329.0,4.0,0.0,0.0,0.0,268.16,,,,,,
184,PCAR,Farm & Heavy Construction Machinery,18.8,39.7,-2.3,-14.3,-16.9,-9.8,-6.1,-11.0,-15.5,4.9,10.9,18.8,112.5,-42.1,1.4,95.1,4.529024173523168,165.5,181.0,187.0,54.22,270.82,-16,4.16698659658587,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,181.0,187.0,54.22,359.0,4.0,0.0,25.0,0.0,270.82,,,,,,
185,FDX,Industrials,-19.6,57.6,5.1,-4.7,-0.7,14.7,33.0,22.7,14.0,13.2,14.4,-19.6,34.1,-91.7,3.1,0.0,-5000.0,127.1,224.0,238.0,60.03,272.58,56,-4999.610376045357,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,224.0,238.0,60.03,89.0,0.0,0.0,-6.0,0.0,272.58,,,,,,
186,COR,Biotechnology,61.2,37.8,3.1,-22.8,-28.8,-30.0,-30.0,-25.1,-26.2,-8.3,27.0,61.2,218.4,-33.7,1.2,397.0,349.54729509108404,207.9,135.0,141.0,54.78,274.18,-49,347.81528922090234,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,135.0,141.0,54.78,533.0,58.0,0.0,-2.0,0.0,274.18,,,,,,
187,MNST,Beverages - Non-Alcoholic,-12.6,58.5,-2.9,7.1,1.7,4.9,10.2,20.0,7.6,2.2,-2.0,-12.6,35.7,-79.6,1.4,0.0,-0.8499046911069841,134.1,213.0,224.0,83.15,275.05,70,-0.7100763552732234,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,213.0,224.0,83.15,123.0,0.0,0.0,0.0,0.0,275.05,,,,,,
188,JBHT,Airlines,-25.6,58.6,-2.4,5.2,8.9,20.7,43.3,35.9,16.2,-3.9,-6.9,-25.6,39.4,-116.6,2.6,0.0,-1.086804426293281,121.1,237.0,253.0,81.87,276.17,163,4998.913195573707,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,237.0,253.0,81.87,59.0,0.0,0.0,0.0,0.0,276.17,,,,,,
189,DRI,Restaurants,-6.4,42.8,0.2,-5.4,-7.7,-1.9,-9.6,-6.9,-13.3,-11.7,-6.4,-6.4,62.3,-57.3,1.4,0.0,25.85919787743676,140.3,206.0,213.0,94.36,277.66,41,25.859131722634363,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,206.0,213.0,94.36,256.0,4.0,0.0,-4.0,0.0,277.66,,,,,,
190,ACGL,Insurance - Diversified,-1.6,30.3,2.7,-6.6,-8.2,-6.5,-10.8,-22.5,-29.7,-9.1,2.2,-1.6,110.1,-49.5,1.4,0.0,140.05166472652172,145.1,199.0,207.0,89.22,278.77,37,140.0509761714873,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,199.0,207.0,89.22,292.0,14.0,0.0,0.0,0.0,278.77,,,,,,
191,KKR,Asset Management,108.6,25.5,-1.9,-10.6,-11.4,-20.2,-32.9,-45.1,-39.1,-30.3,3.6,108.6,478.9,-17.5,1.4,1014.2,18.542545506063128,255.3,109.0,112.0,41.44,279.29,-83,16.951099066318367,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,109.0,112.0,41.44,456.0,58.0,0.0,25.0,0.0,279.29,,,,,,
