Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend
20,BTC-USD,Cryptocurrency,2013.8,56.9,-0.9,1.0,2.0,-9.2,-26.8,-25.8,0.9,30.1,159.5,2013.8,3326.6,-9.6,1.2,4405.4,70.23459653689758,2159.0,4.0,4.0,16.43,61.23,-11,-310.76219662391964,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
21,ASTS,Satellite Communications,668.6,54.0,6.2,-12.6,-20.4,-11.0,31.4,256.4,716.3,738.3,,668.6,1284.2,-128.2,1.3,973.9,698.9211179408387,749.5,34.0,29.0,31.3,61.5,2,30.935274240413833,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
22,MPWR,Semiconductors,654.7,95.1,1.3,14.4,24.2,40.0,65.6,81.7,96.9,137.2,264.0,654.7,687.5,-5.3,1.4,317.5,111.6510142258895,799.9,29.0,31.0,0.0,61.6,-1,28.07205832033104,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
23,IONQ,Quantum Computing,360.3,54.2,10.2,53.4,44.5,26.4,23.6,171.5,221.8,366.5,,360.3,660.4,-66.8,1.4,481.1,276.02081155909394,423.0,59.0,54.0,10.0,63.8,2,-40.272531900957915,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
24,FTNT,Cybersecurity Software,371.0,79.6,6.0,28.6,31.8,30.8,16.8,15.5,13.0,12.4,83.8,371.0,471.6,-20.2,1.4,375.7,357.20205227365517,516.1,52.0,53.0,11.44,64.44,-2,-3.351151241938055,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
25,CAT,Construction Machinery,520.8,97.4,2.1,6.1,14.9,30.4,69.4,97.6,127.1,195.5,299.9,520.8,533.7,-5.5,1.2,229.4,142.99678833873327,666.0,38.0,39.0,4.44,67.04,28,141.93497841186712,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
26,LRCX,Semiconductor Equipment,1010.5,96.6,0.9,13.9,15.4,39.5,108.7,166.4,194.1,271.7,428.0,1010.5,1035.0,-7.6,1.3,430.2,84.70629791695787,1155.7,17.0,18.0,11.44,68.04,-12,-197.6155677527807,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
27,AAPL,Consumer Electronics,239.6,92.4,3.7,2.7,4.1,1.8,8.0,4.7,1.4,6.5,50.8,239.6,260.7,-12.6,1.2,212.2,219.90491759709678,384.8,65.0,66.0,0.0,68.6,0,-2.969300512649653,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
28,SOL-USD,Cryptocurrency,1024.5,9.1,0.3,1.2,-4.1,-21.4,-42.5,-58.9,-7.8,17.8,,1024.5,11126.9,-44.7,1.5,22164.1,5000.0,1098.9,19.0,17.0,63.0,71.0,-10,0.0,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
29,JBL,Electronic Manufacturing Services,633.6,92.2,0.2,8.1,20.6,33.8,47.4,94.3,108.6,216.7,386.9,633.6,640.2,-28.8,1.1,336.1,63.52048505216542,778.8,32.0,33.0,0.0,71.4,15,61.42119730619613,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
30,HWM,Aerospace & Defense,775.1,98.3,-1.6,5.3,7.3,14.8,24.4,80.5,173.3,344.9,583.8,775.1,755.5,-54.6,1.1,512.8,42.452571720914044,903.5,24.0,25.0,5.0,73.6,-20,-397.3867474684131,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
31,SMCI,Computer Hardware,650.1,18.5,-0.7,25.8,12.8,-0.1,-21.1,-37.2,-42.3,168.6,429.0,650.1,3831.2,-73.1,1.4,4836.6,187.98346345949415,795.3,30.0,32.0,34.33,74.13,-20,-4172.691528030588,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
32,AMAT,Semiconductor Equipment & Materials,497.8,96.1,2.0,8.8,13.2,35.6,79.6,91.0,100.4,135.8,244.6,497.8,518.8,-21.2,1.6,207.9,202.61698519325486,643.0,40.0,41.0,15.89,76.89,15,167.81698519325488,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
33,EME,Construction & Engineering,709.7,97.3,-0.2,4.5,12.7,23.7,36.5,64.3,128.7,303.8,491.5,709.7,717.4,-42.2,1.2,433.0,67.13875539898326,854.9,25.0,28.0,13.33,77.13,5,56.113582284391505,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
34,DOGE-USD,Cryptocurrency,1351.4,6.2,0.1,2.9,3.7,-11.8,-35.9,-49.5,-44.6,-65.1,911.5,1351.4,22199.9,-45.9,1.5,40562.4,5000.0,1462.4,11.0,11.0,74.64,79.64,11,3387.9996734861884,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,
35,APO,Asset Management,187.9,45.1,2.6,2.8,3.9,-1.7,-11.4,-21.5,-16.8,11.0,45.9,187.9,428.2,-9.1,1.3,542.1,581.356599868796,333.1,80.0,83.0,25.44,80.44,-1,19.5050052089872,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
36,VST,Independent Power Producers,417.6,55.4,-3.9,-12.6,-15.5,-19.1,-27.5,-12.3,83.4,267.9,350.2,417.6,796.7,-76.3,1.2,1027.4,171.97659289605292,547.7,47.0,47.0,29.66,81.06,-3,22.52209999998732,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
37,URI,Equipment Rental,286.2,80.8,1.1,8.1,9.6,8.6,4.4,3.3,12.9,49.2,145.4,286.2,362.9,-36.0,1.3,306.0,112.2023673088922,431.4,57.0,59.0,8.89,81.09,0,57.93363735979951,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
38,PLTR,Software,567.5,55.0,-0.7,-13.9,-12.5,-21.4,-23.3,94.9,288.3,559.4,,567.5,1018.1,-71.2,1.2,1227.2,162.19614865878782,634.7,41.0,35.0,34.0,81.2,24,152.19697589192225,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
39,ARES,Asset Management,240.5,38.5,0.0,2.8,-3.9,-14.7,-29.0,-39.8,-41.4,-23.8,31.0,240.5,631.0,-8.6,1.3,1083.4,680.4,385.7,63.0,64.0,39.44,82.84,-4,-447.1513509537971,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
40,PANW,Cybersecurity Software,216.9,74.1,11.3,19.1,22.6,13.5,3.7,-1.8,-1.7,28.2,100.5,216.9,305.2,-34.6,1.2,270.8,256.9827598755412,362.1,73.0,75.0,17.44,85.04,1,-18.560667429683235,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
41,TRGP,Oil & Gas Midstream,488.6,95.4,1.0,-5.3,2.6,20.1,29.0,34.4,74.3,169.6,441.4,488.6,518.1,-93.5,1.2,355.2,84.12743141616798,633.8,42.0,42.0,18.59,87.79,1,43.377857724475376,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
42,INSM,Biotechnology,234.0,41.9,5.7,-28.8,-30.0,-37.6,-21.0,14.8,110.2,189.6,194.2,234.0,673.7,-82.7,1.2,782.4,682.7198104280897,379.1,69.0,70.0,40.67,87.87,76,682.7198080573572,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
43,RKLB,Aerospace & Defense,1337.6,100.0,25.6,56.7,54.0,76.6,144.0,705.9,1219.8,1383.2,,1337.6,1305.7,-77.2,1.3,513.9,45.7,1402.2,13.0,12.0,27.0,89.0,-11,0.9000000000000057,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
44,WSM,Specialty Retail,239.9,61.3,-5.4,-9.6,-15.0,-13.4,-14.8,-13.4,15.2,45.1,118.0,239.9,417.3,-40.6,1.2,495.5,116.83104083018769,385.1,64.0,65.0,21.84,90.04,-8,-39.64102957768169,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
45,APP,Software,865.5,56.5,-1.3,9.0,5.1,-10.9,-4.1,113.2,487.5,870.6,,865.5,1542.2,-55.4,1.3,1621.6,8.638200660581393,925.5,23.0,21.0,12.9,90.5,-37,-1403.666148212192,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
46,CIEN,Communications Equipment,1245.1,99.2,6.6,15.8,53.0,103.4,299.3,548.8,712.3,783.1,856.6,1245.1,1255.9,-63.2,1.4,272.6,64.3817807236574,1390.3,14.0,14.0,27.33,92.33,27,64.32864056717837,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
47,CDNS,Electronic Design Automation Software,267.1,73.1,-0.1,8.8,10.8,7.6,-0.6,-3.0,-11.5,5.3,48.9,267.1,367.1,-3.4,1.2,337.9,98.21702033061906,412.3,60.0,61.0,18.44,93.84,-16,-228.84060303165114,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
48,MRVL,Semiconductors,383.6,92.5,3.6,19.5,58.7,65.8,90.9,86.2,96.8,109.4,166.3,383.6,365.9,-14.2,2.2,104.5,120.72199671695017,528.8,48.0,48.0,15.89,93.89,11,93.55508125616508,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
49,KTOS,Aerospace & Defense,179.6,29.8,0.0,-19.0,-32.5,-34.0,-20.1,40.2,86.6,119.4,95.6,179.6,761.1,-66.8,1.5,906.7,200.3,324.8,86.0,89.0,27.87,94.87,34,200.26250402474028,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
50,ETN,Electrical Equipment,179.2,79.8,1.5,-4.6,-0.1,3.7,0.6,-2.0,4.8,42.9,98.4,179.2,227.3,-11.6,1.2,199.1,207.24030473173232,324.4,87.0,90.0,14.77,95.17,46,207.23998530331195,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
51,XRP-USD,Cryptocurrency,89.2,15.4,0.1,-3.0,-7.1,-21.6,-41.1,0.8,28.6,42.3,104.7,89.2,898.4,-75.3,1.5,1972.7,1447.1799409518555,200.2,142.0,124.0,30.78,95.18,-5,361.89991048317165,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
52,BX,Asset Management,209.7,37.4,-0.1,-5.3,-7.3,-14.8,-26.0,-35.8,-37.6,-36.0,10.7,209.7,591.0,-17.7,1.3,929.4,426.81280837039634,354.9,74.0,76.0,41.44,95.64,37,426.7018508063867,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
53,STX,Data Storage Devices,1589.6,96.6,-0.6,43.6,67.4,122.3,278.9,502.0,673.6,810.7,1051.6,1589.6,1645.6,-36.7,1.3,355.7,22.733864701600194,1734.8,9.0,9.0,24.78,98.98,-14,0.8866620405838681,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
54,COST,Hypermarkets & Super Centers,124.2,63.6,0.6,-5.8,-4.0,0.4,-6.5,-11.0,-3.6,11.9,38.5,124.2,205.0,-17.8,1.3,226.6,225.6985206246577,269.4,100.0,103.0,20.0,101.8,47,225.63604374932248,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
55,MU,Semiconductors,1600.1,95.9,-0.7,67.3,72.7,127.8,338.8,481.5,605.7,763.7,934.6,1600.1,1668.4,-25.2,1.6,339.5,22.822524644827272,1745.3,8.0,8.0,27.33,101.93,-15,-3.2774753551727294,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
56,TT,Building Products,235.5,80.4,-1.5,-4.9,-2.9,0.2,-4.2,-1.1,17.2,53.3,101.7,235.5,294.6,-7.0,1.2,277.2,54.2878600478928,380.7,68.0,69.0,12.45,102.25,7,39.172809420642686,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
57,IBKR,Capital Markets,333.2,95.2,0.9,7.3,8.1,13.3,21.1,58.2,115.0,197.9,269.7,333.2,310.5,-46.8,1.2,202.3,47.34944080847288,478.4,54.0,56.0,13.33,103.33,-3,31.78679517630536,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
58,COHR,,615.2,98.2,10.9,24.6,38.9,77.8,183.7,271.1,421.3,462.4,517.4,615.2,628.1,-81.6,1.6,126.2,110.92605919896288,760.4,33.0,34.0,29.22,103.42,11,92.03814662218176,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
59,PGR,Property & Casualty Insurance,141.4,46.0,0.9,-6.5,-9.7,-5.8,-16.6,-23.4,-16.7,6.3,28.4,141.4,319.6,-10.0,1.4,455.8,446.6245332544834,286.6,95.0,98.0,40.89,106.49,39,444.9984500091093,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
60,GS,Investment Banking & Brokerage,180.5,86.8,2.7,-1.4,-1.2,2.4,12.2,35.5,67.1,89.0,146.3,180.5,212.9,-35.7,1.1,144.7,112.10592128831759,325.7,84.0,87.0,14.72,106.52,11,87.18825418044923,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
61,TER,Semiconductors,427.7,79.3,1.0,1.7,12.5,43.9,140.4,156.7,167.3,160.6,193.3,427.7,539.1,-50.5,2.4,129.5,100.29669001963113,572.9,45.0,46.0,27.33,107.13,4,56.19966595774848,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
62,OKE,Oil & Gas Midstream,126.9,53.2,2.4,-8.0,-2.6,6.2,2.4,-11.4,-12.3,1.0,58.9,126.9,292.4,-60.3,1.4,244.4,279.821733044239,272.1,98.0,101.0,30.89,107.89,80,279.7375094000105,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
63,CASY,Retail Specialty Group,285.7,98.3,1.2,3.1,15.4,30.8,42.6,67.9,99.9,158.2,200.9,285.7,291.1,-38.6,1.1,131.2,34.86304904527106,430.9,58.0,60.0,8.89,110.89,3,29.311942634515482,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
64,MPC,Oil & Gas Refining & Marketing,202.7,85.3,4.5,-3.5,12.2,19.5,25.5,26.8,22.5,73.7,177.9,202.7,251.1,-77.8,1.3,130.1,125.23096136342039,347.9,77.0,79.0,26.42,113.42,23,120.44147734770755,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
65,PH,Diversified Machinery,198.7,71.4,-0.6,-9.1,-12.3,-7.5,-0.2,8.9,23.9,69.1,123.3,198.7,289.7,-29.7,1.1,258.2,44.24136079614687,343.9,79.0,81.0,18.93,116.33,2,29.50250454638892,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
66,GEV,Electrical Equipment,220.7,81.7,2.6,2.8,15.4,38.5,59.9,186.9,,,,220.7,230.7,-7.2,1.3,125.8,99.73326553013008,245.8,116.0,73.0,17.5,118.1,39,99.71540411674407,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
67,NRG,Independent Power Producers,334.4,61.0,-3.7,-17.0,-20.3,-22.4,-24.5,0.4,54.8,124.5,168.0,334.4,554.2,-22.3,1.1,683.4,4.692026716320424,479.6,53.0,55.0,22.14,119.34,8,4.656283569035398,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
68,DELL,Computer Hardware & Services,516.6,88.8,-6.4,19.8,48.8,55.7,68.5,72.7,115.6,214.2,339.5,516.6,579.5,-23.7,1.5,240.2,0.0849293832131394,649.7,39.0,40.0,5.0,120.6,-39,-46.015070616786865,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
69,MS,Investment Banking & Brokerage,186.4,93.8,0.8,0.6,1.8,3.8,13.2,31.5,48.2,58.1,116.4,186.4,200.4,-20.8,1.1,137.9,31.237088526593897,331.6,82.0,85.0,8.89,121.69,-5,6.444795537043152,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
70,IRM,Data Storage & Management,233.6,75.4,-1.3,4.6,12.1,21.8,17.6,8.4,20.0,55.1,143.3,233.6,320.0,-29.9,1.2,217.9,16.33475703123071,378.8,70.0,71.0,13.33,121.93,-27,-81.58355951246041,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
71,STLD,Steel,328.3,94.1,-0.6,6.9,12.6,21.8,40.1,45.9,46.0,85.4,233.9,328.3,352.4,-47.6,1.3,179.7,33.34297451651728,473.5,55.0,57.0,24.78,122.38,-3,15.882182654952231,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
72,TKO,Entertainment,187.2,65.0,-3.5,-12.7,-16.8,-16.1,-15.3,0.3,13.0,57.5,77.1,187.2,307.5,-34.9,1.2,350.5,24.087979631824517,332.4,81.0,84.0,19.37,122.77,-21,-31.023667518853117,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
73,ASML,Semi-Conductors,372.0,92.9,-0.7,1.7,0.2,14.4,44.8,52.9,50.0,55.5,116.8,372.0,399.8,-5.8,1.7,209.4,16.953771196871397,517.1,51.0,52.0,22.89,123.69,-17,-19.4462288031286,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
74,TSM,Semiconductors,532.1,92.3,-6.0,0.6,3.4,13.0,35.9,67.3,122.4,173.1,261.6,532.1,577.1,-6.0,1.2,348.6,0.044297310284975175,677.3,36.0,37.0,11.44,123.84,-44,-56.10335164882512,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
75,GWW,Industrial Distribution,162.1,74.5,-0.3,2.2,3.3,9.9,6.4,-1.0,-2.5,28.5,78.9,162.1,230.8,-40.3,1.2,183.9,45.64495892725493,307.3,91.0,94.0,17.44,124.04,-25,-159.0576168051001,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
76,WMB,Oil & Gas Midstream,184.0,88.7,3.0,-6.1,-2.6,7.6,10.3,27.6,55.1,106.0,171.4,184.0,215.4,-57.9,1.1,152.0,32.13458033015204,329.2,83.0,86.0,15.01,125.61,-4,13.03309184127529,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
77,KKR,Asset Management,127.8,29.4,-1.1,-5.1,-6.0,-15.1,-28.2,-40.4,-33.3,-22.9,14.4,127.8,478.9,-17.5,1.3,901.5,78.70259249669034,273.0,97.0,100.0,41.44,127.44,7,69.41266397981741,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
78,CRWD,Cybersecurity Software,163.6,78.3,11.1,21.8,25.0,14.3,6.8,21.7,52.7,78.3,,163.6,175.3,-38.3,1.3,139.6,120.51876357148176,250.9,114.0,93.0,30.5,127.9,-2,-9.543313530425976,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
79,ADI,Semiconductors,169.0,98.4,2.0,10.6,15.0,32.4,48.4,55.1,59.1,74.1,98.5,169.0,172.1,-7.8,1.8,46.2,24.57790568439444,314.2,90.0,92.0,4.44,128.64,-9,0.13637358186992188,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
80,FSLR,Solar Energy,63.2,35.8,5.0,3.5,2.4,-8.1,1.9,-5.3,-15.6,4.8,36.3,63.2,269.7,-51.3,1.6,158.0,184.5709203538701,208.3,134.0,140.0,27.33,130.93,47,-13.666926006079422,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
81,JCI,Building Products,156.1,85.3,1.3,-6.6,-2.8,3.8,10.2,33.2,50.2,59.6,105.5,156.1,189.0,-32.8,1.1,122.8,61.58217726597276,301.2,93.0,96.0,22.13,131.13,26,61.569627498584865,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
82,FCX,Copper Mining,146.2,71.0,10.8,4.8,0.5,16.8,29.5,25.4,18.3,10.0,96.4,146.2,208.6,-56.5,1.7,78.2,86.6813532013846,291.4,94.0,97.0,28.0,133.4,-1,-12.15495429784778,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
