Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
110,ALB,Basic Materials,-50.8,27.7,-6.1,19.4,73.3,142.6,99.9,20.0,-91.9,-63.4,-2.4,-50.8,190.3,-143.2,2.8,0.0,-79.7,76.5,109.0,116.0,100.5,121.0,68,181.5,-13,-21.800000000000004
111,CVX,Energy,-39.5,23.2,7.7,15.4,14.7,8.6,4.1,-11.8,-54.3,51.9,-26.2,-39.5,59.4,-69.3,1.8,0.0,-31.2,87.8,101.0,108.0,100.5,111.0,76,182.3,3,19.900000000000002
112,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,78.0,80.0,136.0,84.0,90,182.4,-4,0.0
113,IVZ,Financials,-51.5,48.0,-7.0,0.1,15.3,22.4,41.9,56.6,6.2,2.2,67.4,-51.5,9.7,-107.9,2.4,0.0,-77.6,75.8,110.0,117.0,100.5,120.0,75,188.5,-2,-16.799999999999997
114,PG,Consumer Defensive,-76.6,10.1,0.6,4.6,-0.1,-8.7,-20.9,-37.7,-53.7,-46.4,-67.5,-76.6,38.0,-89.5,2.2,0.0,-122.4,50.7,121.0,125.0,100.5,125.0,70,189.3,1,31.299999999999983
115,ARM,Theme (User Picks),-64.6,0.8,-3.5,-8.6,-38.7,-39.0,-56.3,-64.0,-64.6,-64.6,-64.6,-64.6,143.3,-66.3,2.6,0.0,3264.4,2.4,142.0,120.0,100.5,8.0,115,190.7,-2,2541.5
116,BAC,Financials,-10.3,35.7,7.6,-5.2,-0.7,8.2,2.1,24.4,-5.6,4.2,-38.8,-10.3,50.3,-44.0,1.4,0.0,-38.4,117.0,85.5,88.0,100.5,115.0,91,191.8,8,16.300000000000004
117,SLB,Energy,-90.7,25.9,-2.0,24.6,32.9,36.1,11.2,-29.8,-68.9,80.5,6.8,-90.7,19.1,-129.1,2.4,0.0,-115.0,36.6,129.0,132.0,100.5,124.0,71,192.9,-1,-14.299999999999997
118,ACHR,Theme (User Picks),-32.7,23.4,-9.2,-15.4,-34.5,-45.8,-45.7,-9.5,52.0,-26.1,-32.7,-32.7,141.3,-85.9,1.7,0.0,-35.6,44.7,125.0,103.0,100.5,114.0,82,193.3,-16,-12.8
119,ONDO-USD,Coin,-109.4,0.4,0.1,-35.2,-52.9,-84.4,-100.1,-100.7,-109.4,-109.4,-109.4,-109.4,288.4,-111.1,2.5,0.0,8235.6,-50.9,146.0,141.0,100.5,5.0,115,194.5,-2,-155.39999999999964
120,SUI-USD,Coin,-81.2,7.1,-0.2,-25.6,215.4,-78.2,-110.7,-75.9,-81.2,-81.2,-81.2,-81.2,293.4,-109.7,3.5,0.0,417.2,-65.1,147.0,127.0,100.5,20.0,112,194.9,-1,0.0
121,ABT,Healthcare,-71.1,3.7,3.2,-13.5,-13.4,-25.3,-29.4,-38.2,-60.4,-74.7,-91.6,-71.1,72.0,-76.6,2.3,0.0,-195.6,56.2,117.0,122.0,100.5,131.0,75,195.3,2,526.4
122,463050.KS,Unknown,-12.9,63.9,-7.4,0.6,21.7,9.8,23.4,23.1,-12.9,-12.9,-12.9,-12.9,7.0,-48.1,1.9,0.0,-10.3,55.9,118.0,92.0,100.5,88.0,98,195.3,-1,0.0
123,EL,Consumer Defensive,-136.2,9.1,-1.1,8.2,18.3,18.4,36.7,-31.7,-106.5,-103.3,-126.4,-136.2,92.8,-159.1,1.8,0.0,-740.1,-8.9,144.0,146.0,100.5,141.0,61,195.5,-5,-27.700000000000045
124,JNJ,Healthcare,-42.5,46.5,6.6,9.5,22.6,26.2,40.1,18.6,-8.5,-8.6,-27.6,-42.5,13.4,-91.1,2.2,0.0,-51.5,84.9,103.0,110.0,100.5,118.0,88,197.9,1,14.099999999999994
125,JOBY,Theme (User Picks),-24.1,25.8,-17.5,-28.5,-37.6,-61.0,7.9,39.4,61.8,-22.9,-24.1,-24.1,153.7,-85.8,1.7,0.0,-83.8,58.9,116.0,100.0,100.5,122.0,86,198.1,-22,-45.199999999999996
126,ALGN,Healthcare,-145.5,4.1,-0.4,3.8,17.7,12.0,-34.1,-70.2,-105.9,-124.1,-150.4,-145.5,242.5,-162.2,2.2,0.0,-1072.4,-18.2,145.0,147.0,100.5,142.0,64,199.3,0,-120.90000000000009
127,AEP,Utilities,-49.3,19.9,3.7,2.6,-2.8,-1.7,11.6,22.8,-23.3,-1.0,-47.4,-49.3,31.5,-69.4,1.8,0.0,-152.4,78.0,107.0,114.0,100.5,129.0,84,199.9,-7,33.0
128,HAL,Energy,-92.5,23.5,-1.6,16.8,23.8,44.0,20.6,-36.9,-71.5,38.1,-17.6,-92.5,35.6,-131.9,2.9,0.0,-133.4,34.8,132.0,135.0,100.5,128.0,76,200.7,-6,-11.300000000000011
129,PEP,Consumer Defensive,-92.2,10.7,5.5,5.8,3.7,1.3,-7.0,-38.5,-64.6,-43.5,-69.7,-92.2,22.3,-105.9,2.6,0.0,-232.0,35.1,131.0,134.0,100.5,134.0,74,200.7,7,276.4
130,DD,Basic Materials,-66.8,31.0,-1.3,7.3,27.9,38.4,28.1,37.9,-7.7,0.4,-42.5,-66.8,17.7,-104.7,2.2,0.0,-127.2,60.4,115.0,121.0,100.5,127.0,83,201.1,-1,-3.4000000000000057
131,INTC,Technology,-86.5,34.8,9.4,22.3,22.0,140.3,148.4,-6.6,31.7,-49.9,-87.1,-86.5,39.4,-153.7,2.6,0.0,-153.2,40.8,127.0,130.0,100.5,130.0,78,201.5,0,86.70000000000002
132,ED,Utilities,-73.7,12.8,2.7,6.0,8.0,-2.9,3.7,-12.2,-41.6,6.5,-47.9,-73.7,25.0,-88.2,1.9,0.0,-253.9,53.6,120.0,124.0,100.5,136.0,79,202.3,-2,82.20000000000002
133,BA,Industrials,-106.0,10.3,-4.2,6.3,15.8,-4.2,20.0,-13.1,-43.9,-29.0,-138.3,-106.0,117.0,-131.7,2.2,0.0,-631.1,21.2,135.0,139.0,100.5,140.0,74,204.9,-5,-166.3
134,SCHD,Unknown,-45.6,19.8,1.9,5.7,6.2,-0.1,-5.1,-18.9,-41.9,-23.9,-37.7,-45.6,21.6,-62.2,2.4,0.0,-52.8,80.8,106.0,113.0,100.5,119.0,97,208.5,-2,0.0
135,HST,Real Estate,-91.2,14.9,-1.7,2.5,16.0,10.2,6.4,-29.6,-43.9,-1.7,-71.7,-91.2,15.6,-109.9,2.3,0.0,-298.5,36.1,130.0,133.0,100.5,138.0,81,208.9,-8,-22.600000000000023
136,VTR,Real Estate,-51.6,33.4,0.7,-1.6,3.3,9.2,18.1,36.4,4.3,28.5,-40.6,-51.6,20.6,-87.8,1.6,0.0,-108.2,75.6,111.0,118.0,100.5,123.0,95,210.1,1,17.200000000000003
137,EIX,Utilities,-105.8,11.2,1.6,3.9,12.4,16.2,11.8,-31.3,-54.8,-23.6,-50.3,-105.8,13.7,-120.8,2.0,0.0,-376.4,21.5,134.0,138.0,100.5,139.0,81,211.1,2,49.60000000000002
138,457480.KS,Korea ETF (My Portfolio),-12.0,48.6,-14.5,-4.9,-10.5,18.3,-7.3,46.8,-12.0,-12.0,-12.0,-12.0,31.2,-52.8,2.0,0.0,-20.9,67.3,113.0,91.0,100.5,103.5,109,211.3,-3,-3.6999999999999993
139,456680.KS,Korea ETF (My Portfolio),-14.8,53.8,-19.4,-7.4,-20.5,29.1,22.0,178.9,-14.8,-14.8,-14.8,-14.8,42.2,-81.3,1.8,0.0,-32.9,64.2,114.0,93.0,100.5,113.0,106,212.7,-6,-7.799999999999997
140,WBD,Communication Services,-73.5,29.2,-2.2,-5.5,25.9,99.9,161.7,199.9,104.6,-55.6,-47.7,-73.5,140.0,-161.5,2.9,0.0,-274.3,53.8,119.0,123.0,100.5,137.0,90,213.3,-2,-16.100000000000023
141,DLTR,Consumer Defensive,-109.0,19.3,-6.7,-5.9,17.9,-4.6,49.7,-40.0,-77.8,-45.1,-90.7,-109.0,37.6,-144.1,1.9,0.0,-226.3,18.3,136.0,140.0,100.5,133.0,89,217.5,-7,-53.30000000000001
142,JKHY,Financials,-88.6,13.4,-1.8,-1.1,17.7,-3.5,-10.6,-25.1,-55.6,-43.9,-91.0,-88.6,56.3,-111.1,2.2,0.0,-252.8,38.7,128.0,131.0,100.5,135.0,92,217.9,-2,-38.70000000000002
143,DIS,Communication Services,-123.4,3.8,0.5,-2.4,0.5,-12.5,-9.6,-11.2,-43.6,-83.8,-100.6,-123.4,31.4,-129.5,2.1,0.0,-2135.8,3.9,141.0,145.0,100.5,144.0,102,236.9,-1,909.5
144,SPCE,Theme (User Picks),-197.3,0.1,-0.2,-14.4,-17.9,-9.7,55.4,-73.7,-132.8,-152.5,-197.1,-197.3,351.3,-197.7,2.9,0.0,-13569.4,-86.1,148.0,148.0,100.5,145.0,102,239.3,-3,-42.69999999999891
145,EH,Theme (User Picks),-97.1,0.0,-0.3,-15.5,-31.8,-39.2,-42.9,-25.9,-93.1,-147.2,-97.1,-97.1,994.1,-97.1,1.9,0.0,-1778.4,-2.5,143.0,136.0,100.5,143.0,115,248.1,-2,-18.600000000000136
146,,,,,,,,,,,,,,,,,,,,,,,,,80,,0,0.0
147,,,,,,,,,,,,,,,,,,,,,,,,,80,,0,0.0
148,,,,,,,,,,,,,,,,,,,,,,,,,80,,0,0.0
149,,,,,,,,,,,,,,,,,,,,,,,,,80,,0,0.0
150,,,,,,,,,,,,,,,,,,,,,,,,,80,,0,0.0
151,,,,,,,,,,,,,,,,,,,,,,,,,80,,0,0.0
152,GEV,Industrials,125.2,83.3,14.9,9.0,17.5,-15.5,14.7,125.2,125.2,125.2,125.2,125.2,152.6,-11.5,1.3,77.7,,168.4,62.0,45.0,51.0,,73,,-8,
153,0138Y0.KS,Korea ETF (My Portfolio),6.6,69.6,-28.9,-1.5,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,10.0,-1.2,1.8,2.9,,8.5,140.0,76.0,66.0,,80,,-8,
154,491010.KS,Korea ETF (My Portfolio),10.1,58.2,1.8,15.9,-8.7,1.6,11.6,10.1,10.1,10.1,10.1,10.1,30.8,-18.7,1.7,-3.6,,48.5,123.0,72.0,135.0,,73,,-8,
