Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
140,DVA,Healthcare,-4.3,75.8,9.8,6.0,21.1,22.0,43.0,39.2,23.3,23.3,19.0,-4.3,29.9,-109.4,2.2,0.0,-12.19060620242472,139.5,216.0,216.0,230.0,230.0,41.82,41.82,217.87,217.87,37,7.067283972382535,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,216.0,216.0,230.0,230.0,41.82,41.82,43.0,0.0,0.0,-6.0,0.0,217.87,217.87,,,,,,,111111110,001100101,205.39,-0.76,False
141,ROST,Apparel Retail,29.2,92.5,9.8,3.8,5.8,4.3,12.9,30.7,32.9,43.7,30.1,29.2,37.2,-63.8,2.2,-25.6,-8.045581827847151,173.1,172.0,172.0,180.0,180.0,20.33,20.33,218.48,218.48,22,6.939440789681079,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,172.0,172.0,180.0,180.0,20.33,20.33,89.0,0.0,0.0,-6.0,0.0,218.48,218.48,,,,,,,111111111,111001101,240.51,-0.58,False
142,LIN,Industrial Gases,26.9,40.5,3.3,1.5,2.7,-2.2,4.1,0.4,-16.5,-16.1,-9.8,26.9,97.5,-20.7,1.5,78.7,66.87393387850476,170.7,177.0,177.0,185.0,185.0,66.75,66.75,218.85,218.85,48,-59.002554970231444,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,177.0,177.0,185.0,185.0,66.75,66.75,223.0,0.0,0.0,-6.0,0.0,218.85,218.85,,,,,,,110110001,111111000,522.8884,-1.42,False
143,CBOE,Financial Data & Stock Exchanges,52.4,61.3,7.9,4.9,-5.1,-6.1,0.4,4.4,17.2,40.4,51.2,52.4,121.0,-55.4,1.2,67.0,13.904360532086951,196.2,154.0,154.0,158.0,158.0,20.36,20.36,219.01,219.01,48,-6.987091503878094,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,154.0,154.0,158.0,158.0,20.36,20.36,281.0,4.0,0.0,25.0,0.0,219.01,219.01,,,,,,,100111111,100001111,371.18,-20.28,False
144,RTX,Aerospace & Defense,18.8,59.2,3.4,1.7,6.8,-4.4,-4.9,0.1,33.5,37.3,42.2,18.8,73.4,-59.3,1.2,26.7,-3.7413996814382857,162.7,184.0,184.0,193.0,193.0,28.13,28.13,219.73,219.73,41,-0.6624536167803976,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,184.0,184.0,193.0,193.0,28.13,28.13,268.0,0.0,0.0,-4.0,0.0,219.73,219.73,,,,,,,110011111,00001--11,214.5,-14.12,False
145,RSG,Environmental Services,21.6,19.2,-1.7,-1.0,2.3,-7.6,-8.6,-16.7,-26.6,-21.5,-11.4,21.6,149.9,-8.6,1.7,410.4,349.75391016913335,165.4,182.0,182.0,189.0,189.0,41.44,41.44,220.29,220.29,44,-459.9938966591595,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,182.0,182.0,189.0,189.0,41.44,41.44,411.0,14.0,0.0,0.0,0.0,220.29,220.29,,,,,,,010000001,111111110,233.42,-10.87,False
146,SYF,Consumer Finance,29.0,55.6,3.2,2.1,-1.0,-2.9,-7.5,-8.2,16.9,24.0,39.1,29.0,104.4,-64.4,1.3,82.9,24.792167586572706,172.9,174.0,174.0,182.0,182.0,35.1,35.1,221.35,221.35,22,-5.237170429959924,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,174.0,174.0,182.0,182.0,35.1,35.1,349.0,0.0,0.0,0.0,0.0,221.35,221.35,,,,,,,100001111,000110111,88.77,-18.52,False
147,FICO,Financial Technology,152.1,22.6,2.3,4.2,3.6,-4.3,-17.5,-28.9,-47.0,-6.8,8.6,152.1,694.1,-6.1,1.5,1467.6,1406.5674180507551,296.0,105.0,105.0,109.0,109.0,36.89,36.89,222.29,222.29,-35,205.9240954874747,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,105.0,105.0,109.0,109.0,36.89,36.89,457.0,36.0,0.0,25.0,0.0,222.29,222.29,,,,,,,110000011,111011110,1886.28,-37.16,False
148,VST,Independent Power Producers,412.0,54.8,-1.2,-1.6,-5.4,-12.9,-15.3,-25.9,70.1,253.8,344.4,412.0,796.7,-76.3,1.3,1013.6,377.55225216319366,540.8,53.0,53.0,53.0,53.0,27.2,27.2,223.2,223.2,-62,61.24276438525419,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,53.0,53.0,53.0,53.0,27.2,27.2,489.0,58.0,0.0,25.0,0.0,223.2,223.2,,,,,,,000001111,-00011111,217.1,-32.57,False
149,GEV,Electrical Equipment,161.5,57.3,-3.5,-2.9,-9.4,-8.5,9.1,25.1,,,,161.5,230.7,-7.2,1.3,189.1,46.5758710408594,185.5,165.0,165.0,103.0,103.0,20.5,20.5,226.65,226.65,-24,8.318329335001437,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,165.0,165.0,103.0,103.0,20.5,20.5,168.0,4.0,47.0,25.0,0.0,226.65,226.65,,,,,,,00011---1,--------1,1181.95,-23.28,False
150,ORLY,Auto Parts,51.6,49.6,-0.4,-0.3,-1.2,-7.2,-10.4,-16.6,-21.3,-10.5,10.5,51.6,154.4,-48.4,1.2,210.4,95.92704652326502,195.5,155.0,155.0,160.0,160.0,38.44,38.44,227.94,227.94,71,-37.71926694437194,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,155.0,155.0,160.0,160.0,38.44,38.44,425.0,22.0,0.0,0.0,0.0,227.94,227.94,,,,,,,000000011,111111110,105.36,-14.48,False
151,KMI,Oil & Gas Midstream,56.2,65.1,-1.8,-1.0,-0.8,-8.0,-3.0,-1.8,13.2,32.0,57.5,56.2,118.9,-59.1,1.2,94.6,27.410317923242946,200.1,148.0,148.0,153.0,153.0,32.25,32.25,229.5,229.5,-10,-2.353029594403811,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,148.0,148.0,153.0,153.0,32.25,32.25,321.0,4.0,0.0,25.0,0.0,229.5,229.5,,,,,,,000001111,000011111,34.805,-9.9,False
152,BKR,Oil & Gas Equipment & Services,49.4,79.5,2.4,1.4,-3.3,-5.9,4.8,17.4,30.8,53.2,98.1,49.4,84.9,-85.4,1.3,15.6,-2.627434658174,193.2,157.0,157.0,162.0,162.0,31.48,31.48,230.33,230.33,-16,0.25248969920659503,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,157.0,157.0,162.0,162.0,31.48,31.48,184.0,4.0,0.0,25.0,0.0,230.33,230.33,,,,,,,100111111,000011101,70.41,-9.84,False
153,CSCO,Communications Equipment,107.4,91.0,0.2,0.1,16.7,30.7,39.7,53.1,88.8,92.5,92.7,107.4,125.0,-66.9,1.5,-4.3,-8.805278900274931,251.3,119.0,119.0,122.0,122.0,36.22,36.22,232.32,232.32,-27,-1.7052789002749318,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,119.0,119.0,122.0,122.0,36.22,36.22,37.0,0.0,0.0,25.0,0.0,232.32,232.32,,,,,,,111111111,110000011,130.3656,-6.55,False
154,IBM,IT Consulting & Other Services,11.2,60.8,-6.6,-3.5,3.2,4.3,-4.2,-7.8,10.3,30.5,38.1,11.2,67.4,-74.9,1.2,50.0,10.819774588314212,155.1,192.0,192.0,201.0,201.0,19.61,19.61,233.01,233.01,-67,6.212989675898074,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,192.0,192.0,201.0,201.0,19.61,19.61,264.0,0.0,0.0,25.0,0.0,233.01,233.01,,,,,,,011001111,000011111,332.41,-17.32,False
155,DRI,Restaurants,12.0,58.2,12.8,6.4,6.5,1.4,5.3,0.6,-2.9,-0.1,8.2,12.0,62.3,-57.3,1.4,31.6,9.743338907638408,155.9,191.0,191.0,199.0,199.0,62.22,62.22,233.12,233.12,53,-7.14187179085693,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,191.0,191.0,199.0,199.0,62.22,62.22,181.0,0.0,0.0,-6.0,0.0,233.12,233.12,,,,,,,111110011,100011100,220.65,-4.45,False
156,SO,Electric Utilities,45.6,53.5,1.3,0.7,0.8,-6.6,-4.8,-9.6,-14.7,-9.3,2.0,45.6,116.9,-35.5,1.2,139.1,67.08437571251712,189.5,161.0,161.0,167.0,167.0,66.33,66.33,234.53,234.53,77,-25.55838798105448,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,161.0,161.0,167.0,167.0,66.33,66.33,359.0,4.0,0.0,-4.0,0.0,234.53,234.53,,,,,,,110000011,011111100,100.84,-7.51,False
157,CF,Fertilizers & Agricultural Chemicals,56.9,40.8,-7.1,-6.1,-9.3,-12.1,3.1,6.1,1.7,-5.6,31.5,56.9,221.2,-55.7,1.7,108.9,44.276114016051366,200.7,147.0,147.0,152.0,152.0,46.07,46.07,236.92,236.92,-38,6.3939593780903365,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,147.0,147.0,152.0,152.0,46.07,46.07,316.0,4.0,0.0,25.0,0.0,236.92,236.92,,,,,,,000111011,100111001,141.96,-24.94,False
158,PKG,Packaging & Containers,21.6,45.1,1.5,0.7,2.3,-2.7,-1.1,-1.6,-6.3,1.7,12.6,21.6,85.1,-30.1,1.3,59.9,46.50534411805636,165.5,181.0,181.0,189.0,189.0,66.22,66.22,237.02,237.02,-2,-13.621232800009757,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,181.0,181.0,189.0,189.0,66.22,66.22,261.0,0.0,0.0,0.0,0.0,237.02,237.02,,,,,,,110000111,100011100,249.51,-10.06,False
159,AMP,Asset Management,62.4,35.8,-1.2,-1.0,-1.2,-5.9,-10.0,-17.2,-29.9,-24.3,10.4,62.4,218.6,-24.3,1.3,346.9,248.30743977623317,206.2,142.0,142.0,147.0,147.0,72.33,72.33,237.03,237.03,43,-59.663316966941494,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,142.0,142.0,147.0,147.0,72.33,72.33,420.0,14.0,0.0,0.0,0.0,237.03,237.03,,,,,,,000000011,011111100,550.18,-18.14,False
160,NRG,Independent Power Producers,274.8,50.8,-3.9,-4.3,-11.7,-22.9,-25.9,-31.6,30.1,92.3,130.9,274.8,554.2,-22.3,1.2,824.8,270.4580188372311,418.6,65.0,65.0,67.0,67.0,27.13,27.13,240.43,240.43,-29,50.754294886537224,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,65.0,65.0,67.0,67.0,27.13,27.13,543.0,58.0,0.0,25.0,0.0,240.43,240.43,,,,,,,000001111,110001111,189.96,-34.88,False
161,FITB,Banks - Regional,-8.4,43.1,6.0,2.7,8.2,4.6,5.6,9.2,17.0,3.5,8.4,-8.4,50.1,-51.9,1.5,0.0,-25.127549450070635,135.4,219.0,219.0,235.0,235.0,48.67,48.67,242.17,242.17,87,37.647022096062614,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,219.0,219.0,235.0,235.0,48.67,48.67,129.0,0.0,0.0,-6.0,0.0,242.17,242.17,,,,,,,111111110,100110001,55.44,-3.64,False
162,FER,Infrastructure,36.7,66.4,1.5,0.8,-0.4,-7.5,-6.6,0.6,25.7,47.8,43.3,36.7,84.6,-59.5,1.2,45.9,-0.4034377385260105,180.6,167.0,167.0,173.0,173.0,20.96,20.96,242.91,242.91,-8,0.7534236090474403,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,167.0,167.0,173.0,173.0,20.96,20.96,322.0,4.0,0.0,25.0,0.0,242.91,242.91,,,,,,,100011111,010001111,74.79,-9.95,False
163,AJG,Insurance Brokers,0.2,13.5,2.1,2.2,6.8,-1.9,-9.5,-24.3,-47.8,-49.0,-39.3,0.2,215.4,-33.0,2.0,705.6,840.0396396930255,144.1,208.0,208.0,222.0,222.0,67.02,67.02,244.32,244.32,95,-2497.949095995976,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,208.0,208.0,222.0,222.0,67.02,67.02,400.0,10.0,0.0,-2.0,0.0,244.32,244.32,,,,,,,110000001,111111100,313.55,-29.55,False
164,MSI,Public Safety Technology,51.5,32.1,0.0,-0.0,-2.9,-11.5,-7.2,-13.9,-24.8,-18.1,-5.6,51.5,183.0,-10.2,1.4,303.1,237.5,195.4,156.0,156.0,161.0,161.0,72.89,72.89,246.39,246.39,-13,-24.070496506845075,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,156.0,156.0,161.0,161.0,72.89,72.89,428.0,14.0,0.0,0.0,0.0,246.39,246.39,,,,,,,000000001,111111100,490.24,-16.3,False
165,SNPS,Electronic Design Automation Software,70.7,23.9,-1.9,-1.9,-6.8,-2.1,-4.7,-15.6,-43.8,-46.0,-30.2,70.7,309.4,-4.1,1.7,521.0,520.8850641284292,214.6,138.0,138.0,143.0,143.0,73.85,73.85,246.95,246.95,-52,169.42447494794186,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,138.0,138.0,143.0,143.0,73.85,73.85,392.0,10.0,0.0,25.0,0.0,246.95,246.95,,,,,,,000000001,111111100,539.48,-15.42,False
166,PLTR,Software,533.1,51.8,-2.2,-3.3,-13.5,-15.5,-20.6,-26.1,232.1,527.1,,533.1,1018.1,-71.2,1.2,1313.3,367.5407938649739,599.2,49.0,49.0,43.0,43.0,38.0,38.0,247.05,247.05,-93,97.570145101364,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,49.0,49.0,43.0,43.0,38.0,38.0,524.0,58.0,11.0,25.0,0.0,247.05,247.05,,,,,,,0000011-1,-----0111,207.52,-36.84,False
167,AFL,Insurance - Life,9.3,51.0,-3.4,-1.5,4.0,-0.4,-0.9,-2.6,-9.1,2.2,14.2,9.3,67.0,-50.0,1.4,43.5,27.859789681223077,153.1,196.0,196.0,206.0,206.0,65.78,65.78,247.48,247.48,43,-15.942970728738459,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,196.0,196.0,206.0,206.0,65.78,65.78,244.0,0.0,0.0,0.0,0.0,247.48,247.48,,,,,,,010000111,110011100,119.81,-2.8,False
168,MSTR,Enterprise Software,256.3,15.1,-0.1,-0.3,-25.8,-20.2,-25.0,-50.8,-16.0,64.5,174.5,256.3,2076.0,-66.6,1.6,6222.4,4882.5887906162225,400.2,69.0,69.0,70.0,70.0,46.78,46.78,248.63,248.63,-8,859.6580454434875,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,69.0,69.0,70.0,70.0,46.78,46.78,568.0,58.0,0.0,25.0,0.0,248.63,248.63,,,,,,,000000111,001100111,365.21,-67.1,False
169,PNC,Financials,-11.7,48.3,6.6,2.4,7.3,4.6,5.4,7.5,14.5,3.8,3.5,-11.7,32.0,-51.9,1.5,0.0,-21.299243688158047,132.2,222.0,222.0,239.0,239.0,53.03,53.03,248.68,248.68,87,36.60075631184195,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,222.0,222.0,239.0,239.0,53.03,53.03,137.0,0.0,0.0,-6.0,0.0,248.68,248.68,,,,,,,111111110,-00110001,243.94,-4.1,False
170,VTR,Healthcare REITs,-5.5,61.8,5.2,2.2,-0.8,-5.4,-3.0,3.2,20.8,25.6,22.3,-5.5,33.5,-67.0,1.4,0.0,-14.498553068650285,138.4,218.0,218.0,232.0,232.0,26.11,26.11,249.61,249.61,61,10.454428900909004,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,218.0,218.0,232.0,232.0,26.11,26.11,284.0,4.0,0.0,0.0,0.0,249.61,249.61,,,,,,,100011110,100001111,90.99,-7.8,False
171,KTOS,Aerospace & Defense,188.9,30.9,0.2,0.4,-6.1,-19.3,-26.6,-20.7,85.2,126.0,101.9,188.9,761.1,-66.8,1.5,899.6,226.17532067793726,332.8,91.0,91.0,93.0,93.0,27.93,27.93,249.78,249.78,-41,43.57028782854951,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,91.0,91.0,93.0,93.0,27.93,27.93,520.0,58.0,0.0,25.0,0.0,249.78,249.78,,,,,,,100001111,111000111,134.0,-56.13,False
172,CHRW,Trucking,21.9,79.2,6.8,3.8,7.2,2.7,3.6,25.2,64.3,53.2,46.4,21.9,52.0,-90.7,1.6,-33.3,-22.14462442282431,165.7,180.0,180.0,188.0,188.0,40.67,40.67,250.07,250.07,-10,14.594392214359328,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,180.0,180.0,188.0,188.0,40.67,40.67,112.0,0.0,0.0,-6.0,0.0,250.07,250.07,,,,,,,111111111,000010011,203.34,-6.01,False
173,INTC,Semiconductors,103.0,87.5,17.6,17.9,12.4,76.1,120.2,227.2,246.2,205.0,146.7,103.0,141.0,-158.8,2.7,-113.6,-39.87080951427709,246.8,123.0,123.0,126.0,126.0,47.7,47.7,250.7,250.7,-4,11.00160359093239,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,123.0,123.0,126.0,126.0,47.7,47.7,5.0,0.0,0.0,25.0,0.0,250.7,250.7,,,,,,,111111111,110000001,132.75,-11.89,False
174,NTRS,Custody Banks & Asset Management,-5.3,75.5,1.3,0.1,4.2,8.0,12.2,18.9,59.2,43.5,30.3,-5.3,22.7,-90.2,1.5,0.0,-26.367119977883082,138.5,217.0,217.0,231.0,231.0,57.13,57.13,251.63,251.63,-7,9.617764202771678,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,217.0,217.0,231.0,231.0,57.13,57.13,99.0,0.0,0.0,0.0,0.0,251.63,251.63,,,,,,,111111110,100000001,173.66,-1.68,False
175,MSCI,Financial Index & Analytics,60.3,23.1,-3.7,-3.5,-3.2,-3.0,-3.4,-6.0,-22.8,-38.8,-40.0,60.3,285.4,-7.2,1.3,322.6,279.3662578050534,204.1,145.0,145.0,149.0,149.0,90.78,90.78,252.63,252.63,-54,44.167510881681636,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,145.0,145.0,149.0,149.0,90.78,90.78,324.0,0.0,0.0,25.0,0.0,252.63,252.63,,,,,,,000000001,11111-000,644.68,-7.81,False
176,ARM,Semiconductors,173.2,77.7,-0.3,-0.2,23.0,78.7,126.0,123.1,,,,173.2,182.9,-70.9,2.8,-17.3,2.496459943559973,205.6,144.0,144.0,98.0,98.0,17.5,17.5,252.8,252.8,-52,0.7951725306170416,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,144.0,144.0,98.0,98.0,17.5,17.5,6.0,0.0,47.0,25.0,0.0,252.8,252.8,,,,,,,01111---1,--------1,427.99,-20.04,False
177,SPG,Retail REITs,-32.1,60.7,4.3,2.1,6.3,3.0,4.9,8.0,14.1,20.5,32.7,-32.1,9.3,-94.0,1.2,0.0,-26.332970297744723,111.8,266.0,266.0,287.0,287.0,34.22,34.22,253.17,253.17,67,19.6871933317626,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,266.0,266.0,287.0,287.0,34.22,34.22,147.0,0.0,0.0,-6.0,0.0,253.17,253.17,,,,,,,111111110,000011101,216.28,-0.66,False
178,DOGE-USD,Cryptocurrency,999.9,4.6,0.3,5.5,-17.5,-17.4,-25.5,-47.2,-63.2,-83.0,633.9,999.9,22199.9,-45.9,1.5,49934.2,5000.0,1109.6,19.0,19.0,17.0,17.0,78.64,78.64,253.79,253.79,-7,24.335307512348663,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,19.0,17.0,17.0,78.64,78.64,558.0,58.0,0.0,25.0,0.0,253.79,253.79,,,,,,,100000011,--0111100,0.27,-68.01,False
179,AMZN,Internet Retail,25.5,29.7,-2.8,-1.9,-8.6,-1.9,-3.2,-5.3,-5.6,-3.8,-17.7,25.5,152.6,-27.7,1.2,125.3,88.16483980137188,169.3,178.0,178.0,186.0,186.0,59.53,59.53,254.78,254.78,-88,21.21887143895367,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,178.0,178.0,186.0,186.0,59.53,59.53,335.0,0.0,0.0,25.0,0.0,254.78,254.78,,,,,,,000000001,111100110,278.56,-13.3,False
180,WRB,Property & Casualty Insurance,28.5,35.3,-3.1,-1.5,3.5,-3.8,-7.1,-13.9,-12.5,-6.0,2.7,28.5,107.3,-27.7,1.4,171.6,92.25488207199326,172.3,175.0,175.0,183.0,183.0,74.78,74.78,255.28,255.28,65,-80.21332155535318,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,175.0,175.0,183.0,183.0,74.78,74.78,365.0,10.0,0.0,0.0,0.0,255.28,255.28,,,,,,,010000011,110011100,78.96,-14.46,False
181,JBHT,Airlines,1.5,76.0,2.3,1.4,10.3,15.3,27.8,55.1,35.5,15.4,14.8,1.5,39.4,-116.6,2.4,-89.9,-27.49830613733165,145.3,205.0,205.0,218.0,218.0,37.23,37.23,257.18,257.18,-8,10.962144587901637,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,205.0,205.0,218.0,218.0,37.23,37.23,46.0,0.0,0.0,0.0,0.0,257.18,257.18,,,,,,,111111111,000111001,293.54,-1.5,False
182,COR,Biotechnology,80.9,45.6,2.9,2.3,-0.3,-14.1,-19.8,-20.8,-17.9,0.8,38.3,80.9,218.4,-33.7,1.2,326.3,138.88994168786297,224.8,134.0,134.0,139.0,139.0,42.78,42.78,258.28,258.28,12,-63.21118006774768,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,134.0,134.0,139.0,139.0,42.78,42.78,482.0,58.0,0.0,-4.0,0.0,258.28,258.28,,,,,,,100000111,00-111110,377.54,-25.44,False
183,MNST,Beverages - Non-Alcoholic,4.5,73.4,5.8,2.7,11.5,9.3,9.8,18.1,19.1,14.3,11.4,4.5,35.7,-79.6,1.3,-37.8,-18.76813530004837,148.4,201.0,201.0,214.0,214.0,43.58,43.58,259.38,259.38,0,10.001560765155812,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,201.0,201.0,214.0,214.0,43.58,43.58,91.0,0.0,0.0,-6.0,0.0,259.38,259.38,,,,,,,111111111,011010001,92.46,-0.47,True
184,BAC,Diversified Banks,-10.9,39.2,5.9,2.4,5.5,3.4,-0.1,0.1,14.8,3.4,-1.6,-10.9,46.0,-47.9,1.3,0.0,-28.161002442754175,133.0,221.0,221.0,237.0,237.0,51.77,51.77,259.42,259.42,40,49.64276928778373,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,221.0,221.0,237.0,237.0,51.77,51.77,204.0,0.0,0.0,-6.0,0.0,259.42,259.42,,,,,,,111011100,100000011,57.55,-4.15,False
185,BLDR,Building Materials,46.9,10.3,2.3,6.7,4.0,-9.9,-21.2,-35.9,-75.9,-72.1,-31.0,46.9,761.1,-34.7,1.4,2127.6,3058.7010267289847,190.7,159.0,159.0,165.0,165.0,71.33,71.33,261.63,261.63,30,-871.8460669501615,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,159.0,159.0,165.0,165.0,71.33,71.33,499.0,40.0,0.0,-2.0,0.0,261.63,261.63,,,,,,,110000001,011111100,131.5,-40.25,False
186,491010.KS,Global AI Power Active,85.5,72.7,-27.3,-11.5,0.6,12.4,29.3,51.0,,,,85.5,82.1,-15.5,1.6,21.3,1.245778549029811,104.1,279.0,279.0,135.0,135.0,17.5,17.5,262.85,262.85,-37,0.5413998765585049,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,279.0,279.0,135.0,135.0,17.5,17.5,54.0,0.0,47.0,25.0,0.0,262.85,262.85,,,,,,,01111---1,--------1,36270.0,-12.59,False
187,GM,Automobiles,-14.1,57.7,-3.1,-1.6,2.4,-1.2,-3.0,11.4,39.9,28.8,21.0,-14.1,32.7,-83.2,1.8,0.0,-39.03544547187429,129.7,226.0,226.0,243.0,243.0,47.26,47.26,264.76,264.76,-21,4.920174810343042,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,226.0,226.0,243.0,243.0,47.26,47.26,200.0,0.0,0.0,0.0,0.0,264.76,264.76,,,,,,,010011110,100000011,87.6,-7.71,False
188,PFG,Diversified Financial Services,-3.3,40.8,7.4,4.2,8.2,8.7,12.2,17.4,5.8,-3.3,9.5,-3.3,75.3,-56.6,1.7,0.0,-31.762722496436048,140.6,214.0,214.0,228.0,228.0,76.44,76.44,265.19,265.19,32,31.100425886987843,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,214.0,214.0,228.0,228.0,76.44,76.44,95.0,0.0,0.0,-6.0,0.0,265.19,265.19,,,,,,,111111010,000111000,110.25,-0.51,False
189,GNRC,Electrical Equipment,72.7,18.0,-0.7,-1.6,-2.4,4.6,29.9,36.4,41.8,1.0,-10.1,72.7,673.8,-58.8,2.4,-12.4,-26.53118546079817,216.6,137.0,137.0,142.0,142.0,51.09,51.09,265.39,265.39,-62,-5.620889557549553,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,137.0,137.0,142.0,142.0,51.09,51.09,67.0,0.0,0.0,25.0,0.0,265.39,265.39,,,,,,,001111101,111100001,294.18,-12.53,False
190,SNA,Tools & Accessories,-3.0,54.6,4.0,1.3,3.6,-1.7,0.3,2.4,-3.7,2.3,14.4,-3.0,29.6,-41.8,1.4,0.0,-0.10249097865726345,140.8,213.0,213.0,227.0,227.0,67.67,67.67,265.42,265.42,21,-0.10249097865726345,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,213.0,213.0,227.0,227.0,67.67,67.67,226.0,0.0,0.0,-6.0,0.0,265.42,265.42,,,,,,,110110110,000011100,400.88,-4.04,False
