Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Divergence_Rank,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source
63,ASML,Semi-Conductors,352.2,88.0,-10.6,-1.9,-3.3,10.5,39.7,47.2,43.9,48.6,107.0,352.2,399.8,-5.8,1.7,224.6,0.0002815156383339902,497.4,52.0,53.0,24.84,129.94,10,-16.953489681233062,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,52.0,53.0,24.84,90.0,0.0,0.0,12.0,0.0,129.94,,,,,,
64,TER,Semiconductors,357.4,67.6,-13.0,-9.7,0.0,28.1,113.8,127.4,135.3,127.2,153.3,357.4,539.1,-50.5,2.4,158.0,0.7966490416160716,502.7,51.0,52.0,27.73,131.08,-3,-99.50004097801504,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,51.0,52.0,27.73,34.0,0.0,0.0,25.0,0.0,131.08,,,,,,
65,CF,Fertilizers & Agricultural Chemicals,110.0,60.0,0.2,-7.6,8.3,27.0,28.1,30.7,25.7,22.8,70.8,110.0,221.2,-55.7,1.7,70.2,41.46804761448955,255.3,107.0,109.0,33.37,132.02,31,-18.502907795695315,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,107.0,109.0,33.37,80.0,0.0,0.0,-4.0,0.0,132.02,,,,,,
66,381180.KS,Asset Management,187.2,93.7,-6.3,23.7,31.8,43.3,76.0,94.9,124.2,185.6,,187.2,180.0,-10.3,1.6,49.1,0.005461312473445423,247.2,111.0,86.0,12.5,132.05,31,-6.594538687526554,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,111.0,86.0,12.5,24.0,0.0,11.0,0.0,0.0,132.05,,,,,,
67,KMI,Oil & Gas Midstream,79.7,78.3,6.0,-4.3,-2.4,6.4,5.4,12.6,25.5,48.5,77.1,79.7,118.9,-59.1,1.2,78.7,70.29696787703129,225.0,123.0,126.0,20.17,134.47,26,-6.280452410206166,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,123.0,126.0,20.17,159.0,0.0,0.0,-4.0,0.0,134.47,,,,,,
68,RGTI,Quantum Computing,612.3,24.1,-2.9,1.4,-6.1,-23.8,-11.6,442.4,722.3,622.9,,612.3,2754.1,-93.0,1.5,3298.3,51.31918093963844,672.4,36.0,30.0,13.1,138.6,-62,-1517.1076945599805,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,36.0,30.0,13.1,336.0,22.0,11.0,0.0,0.0,138.6,,,,,,
69,WDC,Data Storage Devices,846.6,87.5,-7.6,22.6,44.5,100.7,320.0,545.6,739.6,870.5,907.0,846.6,982.8,-100.9,1.7,166.2,-5.964125261946385,991.8,21.0,22.0,45.11,138.91,79,2.299537140690581,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,21.0,22.0,45.11,7.0,0.0,0.0,12.0,0.0,138.91,,,,,,
70,TKO,Entertainment,212.4,72.3,7.5,-7.1,-11.5,-10.7,-9.6,7.5,21.8,70.1,92.7,212.4,307.5,-34.9,1.2,315.8,283.1032329713419,357.7,73.0,74.0,19.02,139.47,2,259.0152533395174,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,73.0,74.0,19.02,324.0,20.0,0.0,-4.0,0.0,139.47,,,,,,
71,TPL,Homebuilding,425.5,46.6,0.2,-19.0,-16.8,0.2,-3.8,-5.9,14.3,26.9,119.2,425.5,919.6,-5.5,1.4,1022.6,542.9350863876837,570.7,45.0,45.0,28.43,140.08,-52,55.33182130096725,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,45.0,45.0,28.43,320.0,4.0,0.0,25.0,0.0,140.08,,,,,,
72,315960.KS,Dividend,374.5,92.8,-7.2,33.4,37.5,76.3,165.6,237.0,270.7,317.2,367.6,374.5,370.2,-74.4,1.7,34.1,-0.00172350356145108,468.7,54.0,50.0,45.67,140.22,86,0.7729389198278444,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,54.0,50.0,45.67,9.0,0.0,0.0,0.0,0.0,140.22,,,,,,
73,FSLR,Solar Energy,70.6,38.1,0.0,6.2,5.0,-5.7,4.7,-2.4,-12.7,8.7,41.7,70.6,269.7,-51.3,1.6,148.8,112.6,215.9,131.0,135.0,27.33,141.33,7,-71.9709203538701,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,131.0,135.0,27.33,143.0,0.0,0.0,0.0,0.0,141.33,,,,,,
74,MSTR,Enterprise Software,453.1,24.3,-2.1,7.3,10.1,-2.4,-35.7,-39.9,39.5,151.0,324.2,453.1,2076.0,-66.6,1.6,4076.6,79.43173965591649,598.4,43.0,43.0,29.15,141.6,-62,-2627.4542390306306,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,43.0,43.0,29.15,232.0,10.0,0.0,25.0,0.0,141.6,,,,,,
75,TT,Building Products,228.0,78.0,-3.1,-6.5,-4.6,-1.5,-5.9,-3.0,14.8,50.0,97.2,228.0,294.6,-7.0,1.2,285.9,37.97102368123246,373.3,66.0,68.0,17.41,142.26,-19,-16.31683636666034,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,66.0,68.0,17.41,225.0,0.0,0.0,25.0,0.0,142.26,,,,,,
76,AIZ,Insurance - Property & Casualty,28.8,58.0,19.5,7.8,5.6,5.8,7.0,4.4,7.0,5.8,10.9,28.8,67.4,-23.8,1.4,26.5,30.472902580409126,174.1,171.0,179.0,8.89,145.79,65,-11.11517720515463,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,171.0,179.0,8.89,119.0,0.0,0.0,-6.0,0.0,145.79,,,,,,
77,CMI,Industrial Machinery,192.2,89.8,-7.6,5.6,7.5,18.6,46.4,69.8,94.9,121.5,144.6,192.2,218.1,-35.6,1.2,79.5,0.0018058185176284363,337.5,79.0,81.0,29.22,147.72,9,-58.34736799710347,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,79.0,81.0,29.22,65.0,0.0,0.0,12.0,0.0,147.72,,,,,,
78,KEYS,Electronic Test & Measurement,191.4,85.5,-10.4,-0.5,13.2,36.1,61.9,75.7,70.7,49.9,56.2,191.4,226.7,-14.6,3.0,54.1,0.006345051042582917,336.7,80.0,82.0,36.14,150.04,28,-13.884408874373094,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,80.0,82.0,36.14,40.0,0.0,0.0,12.0,0.0,150.04,,,,,,
79,PM,Tobacco,48.7,85.5,5.5,10.8,4.6,11.2,6.3,24.2,41.1,50.4,68.7,48.7,67.0,-56.2,1.3,35.7,10.053949686460609,193.9,148.0,154.0,17.78,150.28,39,-10.518456621553053,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,148.0,154.0,17.78,104.0,0.0,0.0,0.0,0.0,150.28,,,,,,
80,QQQ,Asset Management,54.9,82.8,5.1,1.1,0.5,-0.3,1.1,2.7,3.8,8.5,16.5,54.9,67.3,-4.6,1.1,62.0,59.589648352382135,181.8,162.0,148.0,16.86,151.71,23,0.0,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,162.0,148.0,16.86,163.0,0.0,0.0,0.0,0.0,151.71,372507312128.0,372.507,,etf,etf,data_raw
81,PGR,Property & Casualty Insurance,152.2,49.3,5.1,-3.7,-7.0,-3.0,-13.9,-20.6,-13.3,10.9,34.5,152.2,319.6,-10.0,1.4,423.2,428.25626115400325,297.5,93.0,96.0,40.89,151.74,-22,-18.36827210048017,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,93.0,96.0,40.89,270.0,14.0,0.0,-4.0,0.0,151.74,,,,,,
82,ARES,Asset Management,240.5,38.5,0.5,2.8,-3.9,-14.7,-29.0,-39.8,-41.4,-23.8,31.0,240.5,631.0,-8.6,1.3,1071.4,1150.4252771116885,385.8,65.0,67.0,39.44,152.59,-43,470.0252771116885,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,65.0,67.0,39.44,356.0,18.0,0.0,0.0,0.0,152.59,,,,,,
83,QBTS,Quantum Computing,614.1,35.5,-4.9,8.5,-1.5,-16.9,-1.0,497.7,853.2,667.0,,614.1,1840.5,-110.7,1.5,1812.4,3.693936532676076,677.8,34.0,29.0,27.6,154.0,-69,-822.8481382040467,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,34.0,29.0,27.6,200.0,8.0,11.0,25.0,0.0,154.0,,,,,,
84,HLT,Lodging,88.3,75.0,5.7,-6.1,-4.4,0.6,2.0,4.5,12.0,26.4,44.1,88.3,125.4,-21.3,1.2,104.5,87.98502633621816,233.6,118.0,121.0,11.6,154.35,39,87.9727577270583,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,118.0,121.0,11.6,191.0,0.0,0.0,25.0,0.0,154.35,,,,,,
85,WELL,Healthcare REITs,92.7,85.6,-6.3,-4.8,-1.9,0.7,6.2,24.3,47.7,71.7,87.9,92.7,117.6,-51.9,1.1,78.5,6.0917766369219954,237.9,117.0,119.0,15.19,154.44,20,-3.653669341825772,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,117.0,119.0,15.19,168.0,0.0,0.0,12.0,0.0,154.44,,,,,,
86,SATS,Communication,253.6,98.3,3.2,4.4,8.3,28.8,170.5,323.1,455.1,448.7,376.8,253.6,260.9,-145.8,1.7,31.7,-29.51097493079289,398.8,62.0,64.0,45.11,156.11,100,64.56708752385163,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,62.0,64.0,45.11,22.0,0.0,0.0,0.0,0.0,156.11,,,,,,
87,ORCL,Software,67.5,24.6,-1.1,10.9,12.3,-2.0,-14.1,-9.9,-5.7,18.1,42.8,67.5,346.0,-22.8,1.7,486.3,57.723854878041266,212.8,136.0,140.0,31.78,156.83,29,56.03180060784066,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,136.0,140.0,31.78,151.0,10.0,0.0,0.0,0.0,156.83,,,,,,
88,TXN,Semiconductors,97.9,96.6,-3.4,22.4,27.9,48.0,49.1,42.3,39.5,31.7,41.2,97.9,103.5,-54.4,2.1,1.4,1.8870812739792096,243.1,116.0,117.0,34.85,159.8,42,-0.9378351751953715,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,116.0,117.0,34.85,29.0,0.0,0.0,12.0,0.0,159.8,,,,,,
89,CAH,Healthcare Distribution,144.1,73.9,8.9,-9.3,-13.2,-11.2,-1.4,21.6,32.0,100.9,148.7,144.1,224.4,-81.7,1.1,175.6,144.36189597596953,289.4,99.0,101.0,27.5,166.3,31,144.26381566858552,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,99.0,101.0,27.5,301.0,20.0,0.0,0.0,0.0,166.3,,,,,,
90,BTC-USD,Cryptocurrency,1951.2,55.2,-1.7,-2.0,-1.0,-12.0,-29.2,-28.6,-3.0,24.8,149.8,1951.2,3326.6,-9.6,1.2,4520.8,10.109373897079452,2096.5,4.0,4.0,36.44,167.49,-70,-60.12522263981813,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,4.0,4.0,36.44,351.0,18.0,0.0,25.0,0.0,167.49,,,,,,
91,LYV,Entertainment,45.6,49.1,-0.4,0.2,1.1,5.2,-0.6,7.3,12.8,6.6,9.1,45.6,117.4,-22.9,1.3,97.1,16.493942894783807,190.9,154.0,162.0,28.23,167.63,38,13.605459492491676,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,154.0,162.0,28.23,156.0,0.0,0.0,0.0,0.0,167.63,,,,,,
92,BNB-USD,Cryptocurrency,2175.7,38.8,-1.5,-2.7,-8.0,-20.9,-26.3,-25.9,2.4,-0.8,716.4,2175.7,5605.5,-25.2,1.3,7231.6,15.928329517458108,2286.7,3.0,3.0,35.12,168.47,-90,-4984.071670482542,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,3.0,3.0,35.12,398.0,40.0,0.0,0.0,0.0,168.47,,,,,,
93,SNPS,Electronic Design Automation Software,100.3,33.3,-2.0,6.2,6.4,4.2,-9.2,-22.6,-37.0,-35.8,-14.6,100.3,309.4,-4.1,1.6,388.2,64.66183081837193,245.6,114.0,115.0,64.64,169.49,-4,-364.6997318422096,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,114.0,115.0,64.64,149.0,0.0,0.0,0.0,0.0,169.49,,,,,,
94,FCX,Copper Mining,113.3,59.1,-13.8,-4.7,-8.6,6.4,17.5,12.9,5.1,-4.3,72.5,113.3,208.6,-56.5,1.7,95.8,1.6676862571352165e-06,258.6,106.0,108.0,36.1,172.2,-12,-86.68135153369833,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,106.0,108.0,36.1,144.0,4.0,0.0,0.0,0.0,172.2,,,,,,
95,TPR,Luxury Goods,199.8,70.6,-0.9,-16.2,-14.7,-6.2,9.5,72.4,122.7,160.2,256.2,199.8,323.5,-95.4,1.1,224.7,16.514592538963036,345.1,75.0,78.0,30.02,172.92,-8,-9.078125312850023,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,75.0,78.0,30.02,263.0,4.0,0.0,25.0,0.0,172.92,,,,,,
96,JCI,Building Products,145.4,80.5,-7.7,-9.3,-5.6,0.8,6.8,29.0,45.2,53.8,97.7,145.4,189.0,-32.8,1.1,132.0,0.01730205413200083,290.6,98.0,100.0,22.25,179.9,-15,-61.56487521184076,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,98.0,100.0,22.25,185.0,4.0,0.0,25.0,0.0,179.9,,,,,,
97,EBAY,Internet Retail,72.9,96.8,-3.2,8.8,13.7,20.1,22.4,45.4,69.5,65.2,65.3,72.9,77.9,-62.2,1.4,18.7,-0.3820024995469684,218.2,129.0,132.0,36.22,181.02,85,2.4160790008665876,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,129.0,132.0,36.22,73.0,0.0,0.0,0.0,0.0,181.02,,,,,,
98,MAR,Lodging,41.7,77.8,7.2,-3.1,-0.4,6.4,11.4,11.7,11.5,26.6,38.9,41.7,68.0,-49.0,1.3,24.5,21.076038136334205,187.0,158.0,166.0,16.06,181.66,45,20.779560806784623,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,158.0,166.0,16.06,136.0,0.0,0.0,25.0,0.0,181.66,,,,,,
99,AMZN,Internet Retail,51.6,44.1,-2.7,4.7,8.0,6.1,5.0,3.2,8.7,10.2,-1.8,51.6,152.6,-27.7,1.3,87.7,0.0022255433138795616,196.9,142.0,149.0,20.9,181.8,40,0.0022075454530366403,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,142.0,149.0,20.9,122.0,0.0,0.0,25.0,-8.0,181.8,,,,,,
100,ODFL,Trucking,84.8,35.9,9.3,-6.9,-2.3,12.5,13.6,-4.4,-23.7,-33.7,-15.0,84.8,254.8,-15.5,1.7,165.3,251.36157015903711,230.1,120.0,123.0,82.98,182.33,67,250.7049641549194,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,120.0,123.0,82.98,133.0,0.0,0.0,-2.0,0.0,182.33,,,,,,
101,NUE,Steel,101.4,69.3,-3.5,7.7,14.1,23.4,38.3,33.2,14.1,13.1,83.2,101.4,169.7,-51.6,1.6,24.0,0.501236408117394,246.7,112.0,113.0,65.97,182.67,35,-34.567503118529594,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,112.0,113.0,65.97,62.0,0.0,0.0,0.0,0.0,182.67,,,,,,
102,PSX,Oil & Gas Refining & Marketing,46.9,67.2,7.8,-5.4,4.2,13.2,21.4,15.8,10.4,37.1,56.5,46.9,106.9,-74.9,1.4,8.8,17.808806739690322,192.1,152.0,160.0,56.06,183.61,52,-0.5673394930790892,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,152.0,160.0,56.06,97.0,0.0,0.0,-6.0,0.0,183.61,,,,,,
103,AMCR,Packaging & Containers,217.3,66.1,-3.5,-11.9,-18.7,140.0,216.0,235.1,246.5,224.4,220.9,217.3,398.6,-134.7,3.4,5.9,-0.0018737897116278112,362.6,69.0,71.0,52.71,187.51,63,0.1612891863799285,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,69.0,71.0,52.71,17.0,4.0,0.0,25.0,0.0,187.51,,,,,,
104,WAB,Rail Equipment,50.2,78.0,-2.7,-7.7,-4.5,4.3,7.9,10.7,26.4,57.9,82.2,50.2,82.8,-63.6,1.2,38.8,5.957877015206083,195.5,145.0,153.0,20.14,188.19,15,-1.7095645855054062,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,145.0,153.0,20.14,170.0,0.0,0.0,25.0,0.0,188.19,,,,,,
105,HOOD,Capital Markets,286.6,38.0,0.4,-0.2,-8.8,-25.4,-25.4,62.4,214.7,,,286.6,820.7,-60.3,1.4,1112.3,806.812551743697,344.8,76.0,57.0,19.5,189.7,-88,10.652175675828857,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,76.0,57.0,19.5,408.0,40.0,26.0,0.0,0.0,189.7,,,,,,
106,ALL,Insurance - Property & Casualty,6.7,55.7,7.5,-2.3,-0.9,0.0,-4.3,-6.0,3.9,8.2,8.6,6.7,53.0,-50.7,1.3,30.0,33.17902585446097,152.0,188.0,197.0,37.65,191.7,53,24.61287718220199,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,188.0,197.0,37.65,189.0,0.0,0.0,-6.0,0.0,191.7,,,,,,
107,DOGE-USD,Cryptocurrency,1274.1,5.9,-0.3,-2.6,-1.8,-16.6,-39.8,-53.2,-49.3,-69.8,857.1,1274.1,22199.9,-45.9,1.5,41841.3,1610.0564393124093,1385.1,13.0,12.0,81.64,191.74,-73,-3389.9435606875904,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,13.0,12.0,81.64,405.0,36.0,0.0,0.0,0.0,191.74,,,,,,
108,FICO,Financial Technology,152.0,22.6,5.8,5.1,-9.8,-22.4,-34.6,-48.8,-48.1,-6.8,9.6,152.0,694.1,-6.1,1.4,1536.2,1828.8644087126904,297.2,95.0,97.0,43.89,192.29,7,1825.7817444078044,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,95.0,97.0,43.89,417.0,40.0,0.0,-6.0,0.0,192.29,,,,,,
109,PH,Diversified Machinery,187.2,67.8,-3.4,-11.6,-14.8,-10.2,-3.1,5.4,19.6,63.2,115.2,187.2,289.7,-29.7,1.1,272.7,4.560904234356404,332.5,83.0,86.0,19.1,195.15,-44,-39.680456561790464,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,83.0,86.0,19.1,328.0,20.0,0.0,25.0,0.0,195.15,,,,,,
110,C,Diversified Banks,75.6,77.7,-1.8,-6.5,-2.4,1.7,13.1,33.8,62.8,79.6,82.2,75.6,114.7,-58.5,1.2,52.4,0.008343858029450018,220.9,127.0,130.0,30.72,195.82,39,0.008343858029450018,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,127.0,130.0,30.72,153.0,0.0,0.0,25.0,0.0,195.82,,,,,,
111,ETN,Electrical Equipment,158.5,71.2,-10.5,-9.6,-5.4,-1.7,-5.0,-7.9,-2.3,33.0,84.4,158.5,227.3,-11.6,1.2,222.8,0.00010612568039553964,303.8,90.0,94.0,33.89,196.44,-61,-207.24019860605193,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,90.0,94.0,33.89,237.0,4.0,0.0,25.0,0.0,196.44,,,,,,
112,ROK,Industrial Machinery,31.0,62.0,-10.1,5.1,1.6,3.4,9.6,19.3,9.9,3.5,9.6,31.0,70.8,-33.7,1.6,11.0,-0.005895029512167606,176.3,168.0,176.0,27.53,196.88,66,1.531165660030783,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,168.0,176.0,27.53,131.0,0.0,0.0,0.0,0.0,196.88,,,,,,
113,NDAQ,Financial Exchanges,25.8,42.9,9.3,-2.5,-4.5,-4.9,-8.4,-3.1,2.8,-6.1,0.7,25.8,76.6,-11.7,1.4,98.2,91.4776544565141,171.1,174.0,183.0,54.22,199.12,48,76.1200701101989,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,174.0,183.0,54.22,236.0,0.0,0.0,-6.0,0.0,199.12,,,,,,
114,HIG,Insurance - Diversified,32.9,65.9,7.1,-6.6,-7.1,-6.1,-9.0,-8.5,-0.7,10.4,31.4,32.9,77.8,-52.8,1.2,78.3,75.77034005440265,178.2,166.0,174.0,42.78,201.58,32,70.44042425010569,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,166.0,174.0,42.78,272.0,4.0,0.0,0.0,0.0,201.58,,,,,,
115,GLD,Gold (ETF),65.8,88.2,-4.6,1.7,10.0,19.1,29.4,52.4,64.6,77.9,73.2,65.8,82.5,-58.5,1.5,1.3,-6.94270732721156e-37,190.8,155.0,141.0,29.22,201.77,47,2.145146698154937e-13,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,155.0,141.0,29.22,78.0,0.0,0.0,25.0,0.0,201.77,184864325632.0,184.864,,etf,etf,data_raw
116,CSCO,Communications Equipment,99.4,100.0,0.0,33.4,38.4,44.1,55.4,80.9,86.0,87.9,85.8,99.4,99.9,-66.9,1.5,-10.7,-7.4,244.7,115.0,116.0,36.22,202.02,217,2493.4688114634,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,115.0,116.0,36.22,25.0,0.0,0.0,-6.0,0.0,202.02,,,,,,
117,GEV,Electrical Equipment,201.4,73.7,-6.2,-3.4,8.5,30.3,50.2,169.5,,,,201.4,230.7,-7.2,1.3,141.0,0.00430360578347159,226.6,122.0,76.0,19.5,202.6,-51,-99.7289619243466,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,122.0,76.0,19.5,54.0,0.0,47.0,25.0,0.0,202.6,,,,,,
118,APH,Electronic Components,214.2,53.2,-2.4,-17.1,-20.2,-20.2,-9.4,19.5,47.5,88.5,134.3,214.2,384.6,-16.3,1.2,384.2,0.029641084581297602,359.5,72.0,73.0,13.54,205.14,-20,0.029640728486976742,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,72.0,73.0,13.54,430.0,20.0,0.0,25.0,0.0,205.14,,,,,,
119,RSG,Environmental Services,29.8,24.4,9.6,-7.0,-8.7,-7.6,-18.1,-22.7,-24.4,-17.0,-6.0,29.8,149.9,-8.6,1.6,337.8,374.4752275714709,175.0,170.0,178.0,46.44,205.64,-19,125.9629917609956,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,170.0,178.0,46.44,338.0,14.0,0.0,-4.0,0.0,205.64,,,,,,
120,NEM,Gold Mining,50.4,66.9,-10.0,-8.7,-12.4,-1.3,25.7,71.0,89.1,66.7,51.1,50.4,127.4,-105.8,1.6,3.1,-0.013900726994879603,195.7,144.0,152.0,37.37,205.97,109,1369.524275223609,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,144.0,152.0,37.37,162.0,4.0,0.0,0.0,0.0,205.97,,,,,,
121,JPM,Diversified Banks,75.5,64.0,1.2,-8.6,-8.2,-10.0,-11.0,-1.7,12.7,31.2,45.3,75.5,131.1,-22.3,1.1,152.5,124.41024736148483,220.8,128.0,131.0,30.83,206.43,-4,122.9646974975685,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,128.0,131.0,30.83,314.0,14.0,0.0,25.0,0.0,206.43,,,,,,
122,GRMN,Scientific & Technical Instruments,100.8,59.4,-3.6,-13.0,-8.9,-3.1,-7.5,-6.6,10.9,23.2,28.8,100.8,174.5,-6.4,1.2,208.1,0.08113430486831229,246.1,113.0,114.0,33.45,207.5,2,0.05716154352322569,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,113.0,114.0,33.45,282.0,4.0,0.0,25.0,0.0,207.5,,,,,,
123,MCK,Healthcare Distribution,150.0,59.2,6.3,-15.4,-18.3,-16.8,-14.7,-7.3,-2.3,39.4,112.2,150.0,285.1,-46.0,1.1,315.2,290.48784166586927,295.3,96.0,98.0,38.33,207.93,-9,289.6910190946174,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,96.0,98.0,38.33,422.0,40.0,0.0,0.0,0.0,207.93,,,,,,
124,NTAP,Diversified Technology,11.0,34.3,3.8,5.3,10.8,6.5,3.5,-7.2,-5.8,-4.3,3.7,11.0,108.6,-39.4,1.6,25.1,74.0375489889293,156.2,185.0,194.0,69.67,212.52,45,-19.047486913091873,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,185.0,194.0,69.67,116.0,0.0,0.0,0.0,0.0,212.52,,,,,,
125,AMP,Asset Management,76.8,41.7,1.1,-3.2,-7.7,-7.3,-16.1,-24.4,-25.9,-18.1,20.8,76.8,218.6,-24.3,1.3,313.5,352.55597858045917,222.1,126.0,129.0,75.33,213.48,-15,-5.423977068442127,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,126.0,129.0,75.33,299.0,14.0,0.0,0.0,0.0,213.48,,,,,,
126,BKR,Oil & Gas Equipment & Services,62.1,87.0,3.0,-4.5,-0.7,12.5,26.3,34.5,39.4,65.5,111.4,62.1,84.9,-85.4,1.3,12.0,-8.932673372084412,207.4,138.0,144.0,31.28,213.93,59,0.08166758679194785,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,138.0,144.0,31.28,101.0,0.0,0.0,25.0,0.0,213.93,,,,,,
