Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank
84,SNOW,Technology,-25.1,36.1,-1.6,-13.1,-11.4,-11.0,1.8,11.8,0.4,-26.3,-30.6,-30.6,37.2,-60.3,2.09,0.0,0.0,25.41760986744819,79.0,58.0,77.5,77.5,25.181666666666665,80.0,105.18166666666667,105.18,0.8765138888888889,105.0,False,0.8765138888888889,119.0711
85,DUK,Utilities,-68.8,5.2,2.5,-3.2,-5.5,-8.8,-12.3,-14.2,-21.1,-32.2,-50.7,-76.6,19.1,-73.6,2.53,0.0,0.0,36.229118281315785,72.0,78.0,77.5,77.5,22.46,80.0,102.46000000000001,102.46,0.8538333333333334,104.0,False,0.8538333333333334,119.4784
86,APD,Basic Materials,-117.4,3.6,1.7,-5.5,-6.0,-14.7,-24.1,-30.0,-45.3,-56.3,-73.5,-85.9,33.4,-123.0,2.28,0.0,0.0,-12.365096598991332,98.0,103.5,77.5,77.5,30.23,30.0,60.230000000000004,60.23,0.5019166666666667,62.0,False,0.5019166666666667,119.7204
87,LMT,Industrials,-79.0,10.3,2.0,9.8,-0.4,-0.4,-7.4,-18.0,-30.4,-34.0,-50.6,-67.8,10.3,-89.3,2.48,0.0,0.0,26.114885766336894,78.0,87.0,77.5,77.5,22.78666666666667,60.0,82.78666666666666,82.79,0.6898888888888889,91.0,False,0.6898888888888889,120.0301
88,SPG,Real Estate,-83.4,27.5,0.2,-0.3,-0.4,1.7,-4.2,-6.0,-4.6,-5.2,-18.6,-65.9,6.7,-117.5,1.22,0.0,0.0,21.633774709544,83.0,89.0,77.5,77.5,7.598333333333334,70.0,77.59833333333333,77.6,0.6466527777777777,85.0,False,0.6466527777777777,120.2153
89,TAN,Unknown,-135.2,1.4,0.0,2.8,5.0,15.7,25.5,6.2,-23.3,-56.7,-59.1,-58.6,145.5,-139.2,2.17,0.0,0.0,-30.09160776819253,103.0,108.0,77.5,77.5,18.613333333333333,40.0,58.61333333333333,58.61,0.4884444444444444,58.0,False,0.4884444444444444,120.9537
90,BA,Industrials,-105.0,6.8,0.9,16.1,4.9,-2.7,1.2,-3.4,-21.3,-32.6,-63.5,-95.3,89.5,-119.2,2.17,0.0,0.0,0.0908646540367597,92.0,100.0,77.5,77.5,17.84166666666667,50.0,67.84166666666667,67.84,0.5653472222222222,73.0,False,0.5653472222222222,121.3657
91,PG,Consumer Defensive,-85.1,3.8,1.7,-3.0,-5.9,-12.4,-22.3,-31.3,-42.5,-51.1,-66.5,-80.9,15.2,-89.1,2.04,0.0,0.0,20.01641513053972,84.0,90.0,77.5,77.5,28.383333333333333,50.0,78.38333333333333,78.38,0.6531944444444444,88.0,False,0.6531944444444444,122.6232
92,GRAB,Technology,-53.1,5.7,0.0,-5.5,-15.0,-10.3,-10.7,1.4,-2.4,-29.9,-29.9,-29.9,21.6,-57.6,1.63,0.0,0.0,-6.379523151624522,94.0,73.0,77.5,77.5,24.946666666666665,53.33333333333334,78.28,78.28,0.6523333333333333,87.0,False,0.6523333333333333,123.6232
93,TEM,Healthcare,-23.1,14.7,-7.4,-20.4,-29.3,-21.4,-5.0,-2.9,-2.9,-2.9,-2.9,-2.9,74.6,-40.0,1.59,0.0,0.0,5.457098503637381,90.0,55.0,77.5,77.5,34.010000000000005,80.0,114.01,114.01,0.9500833333333334,109.0,False,0.9500833333333334,124.7406
94,SBUX,Consumer Cyclical,-94.4,4.1,1.5,-1.1,-0.5,-9.2,-18.9,-25.7,-42.8,-57.6,-76.1,-93.7,35.7,-100.0,2.07,0.0,0.0,-3.0448054868208008,93.0,94.0,77.5,77.5,27.438333333333333,50.0,77.43833333333333,77.44,0.6453194444444444,84.0,False,0.6453194444444444,125.6263
95,SRE,Utilities,-92.7,5.4,1.1,-3.7,-3.9,-0.1,-3.2,-8.2,-19.0,-26.9,-45.6,-68.1,10.8,-98.6,1.91,0.0,0.0,12.42162144329939,87.0,92.0,77.5,77.5,16.256666666666668,70.0,86.25666666666666,86.26,0.7188055555555555,97.0,False,0.7188055555555555,128.5778
96,PEP,Consumer Defensive,-92.4,2.5,1.5,-4.2,-1.5,-4.2,-12.3,-27.6,-45.0,-56.9,-74.6,-97.3,12.1,-95.1,2.41,0.0,0.0,12.721517076350564,86.0,91.0,77.5,77.5,28.473333333333333,70.0,98.47333333333333,98.47,0.8206111111111111,102.0,False,0.8206111111111111,128.6108
97,ARM,Technology,-50.8,0.8,0.8,-19.2,-27.1,-31.4,-29.3,-30.5,-20.9,-20.9,-20.9,-20.9,120.7,-52.2,2.0,0.0,0.0,1.741400164045226,91.0,69.0,77.5,77.5,43.276666666666664,80.0,120.0,120.0,1.0,112.0,False,1.0,128.74
98,UNH,Healthcare,-113.3,7.3,1.9,1.9,-3.3,1.3,-22.5,-43.0,-60.3,-72.1,-81.5,-85.8,29.8,-124.6,2.28,0.0,0.0,-21.89290651450652,101.0,102.0,77.5,77.5,33.17333333333333,40.0,73.17333333333333,73.17,0.6097777777777778,79.0,False,0.6097777777777778,128.9527
99,NKE,Consumer Cyclical,-117.7,5.7,5.7,-2.8,-7.0,-15.2,-19.9,-37.1,-59.2,-82.3,-104.2,-126.2,32.1,-126.7,2.33,0.0,0.0,-26.28712599580919,102.0,105.5,77.5,77.5,34.67,40.0,74.67,74.67,0.62225,80.0,False,0.62225,130.4827
100,SEDG,Technology,-179.0,0.2,0.2,-12.6,-19.0,-1.6,40.9,-0.0,-48.1,-91.5,-119.4,-132.1,487.4,-180.5,2.47,0.0,0.0,-73.96537966461388,111.0,113.0,77.5,77.5,24.496666666666666,40.0,64.49666666666667,64.5,0.5374722222222222,69.0,False,0.5374722222222222,131.6338
101,CRM,Technology,-98.1,8.3,1.4,13.5,8.7,-1.0,-14.6,-22.1,-23.2,-28.7,-41.1,-28.2,46.2,-111.1,2.27,0.0,0.0,-6.74004087360135,95.0,98.0,77.5,77.5,18.923333333333336,70.0,88.92333333333333,88.92,0.7410277777777777,98.0,False,0.7410277777777777,133.8811
102,AI,Technology,-92.8,0.2,0.2,-4.6,-18.8,-33.8,-49.3,-62.4,-76.7,-93.3,-93.3,-93.3,60.7,-93.1,1.81,0.0,0.0,-46.42169135073687,106.0,93.0,77.5,77.5,52.593333333333334,26.66666666666667,79.26,79.26,0.6605000000000001,89.0,False,0.6605000000000001,134.6734
103,AMT,Real Estate,-117.7,2.2,2.2,-0.7,-5.8,-17.3,-23.1,-33.1,-45.5,-65.2,-88.6,-104.3,44.7,-121.4,2.77,0.0,0.0,-12.670369337538869,99.0,105.5,77.5,77.5,33.019999999999996,50.0,83.02,83.02,0.6918333333333333,92.0,False,0.6918333333333333,134.8049
104,PSA,Real Estate,-112.4,1.7,1.7,-4.5,-9.0,-14.5,-23.0,-32.3,-44.3,-58.1,-72.9,-100.3,12.3,-114.5,2.83,0.0,0.0,-7.361680287384587,96.0,101.0,77.5,77.5,32.68666666666667,60.0,92.68666666666667,92.69,0.7723888888888889,101.0,False,0.7723888888888889,136.112
105,UPS,Industrials,-117.4,7.8,0.5,3.9,10.3,2.1,-12.8,-33.8,-56.8,-79.2,-96.9,-125.5,29.7,-129.9,2.05,0.0,0.0,-12.346580840686029,97.0,103.5,77.5,77.5,28.96,60.0,88.96000000000001,88.96,0.7413333333333334,99.0,False,0.7413333333333334,136.594
106,RXRX,Healthcare,-74.0,0.7,0.7,-6.4,-17.8,-24.1,-36.7,-55.7,-72.2,-93.0,-93.0,-93.0,84.8,-75.1,2.44,0.0,0.0,-33.756921014715815,104.0,82.0,77.5,77.5,53.99166666666667,80.0,120.0,120.0,1.0,112.0,False,1.0,137.84
107,PYPL,Financial Services,-143.3,0.4,0.4,-6.9,-12.7,-20.7,-30.0,-34.7,-47.9,-78.7,-107.3,-126.0,104.9,-144.3,2.53,0.0,0.0,-51.870631814609744,108.0,110.0,77.5,77.5,33.06666666666666,50.0,83.06666666666666,83.07,0.6922222222222222,93.0,False,0.6922222222222222,140.8158
108,PPG,Basic Materials,-142.9,3.6,1.0,2.3,0.5,-8.6,-17.2,-33.4,-50.8,-67.7,-87.6,-117.1,11.7,-148.7,2.58,0.0,0.0,-37.83634447671551,105.0,109.0,77.5,77.5,31.296666666666667,80.0,111.29666666666667,111.3,0.9274722222222223,107.0,False,0.9274722222222223,142.3263
109,ONDO-USD,Unknown,-95.8,2.2,1.5,-7.4,-28.2,-42.5,-58.8,-57.8,-57.8,-57.8,-57.8,-57.8,237.2,-103.4,2.79,0.0,0.0,-50.72295752216812,107.0,97.0,77.5,77.5,66.75166666666667,80.0,120.0,120.0,1.0,112.0,True,1.0,142.34
110,TDOC,Healthcare,-156.6,0.5,0.5,-6.1,-11.0,-16.3,-24.6,-44.6,-73.2,-106.0,-138.8,-172.8,305.8,-158.7,2.58,0.0,0.0,-65.24297854249912,110.0,112.0,77.5,77.5,35.410000000000004,50.0,85.41,85.41,0.71175,96.0,False,0.71175,143.6218
111,SDGR,Healthcare,-120.0,1.4,-0.4,4.6,-9.7,-14.5,-24.3,-36.8,-57.5,-82.9,-97.0,-97.0,42.7,-122.3,2.59,0.0,0.0,-55.40631963347059,109.0,107.0,77.5,77.5,46.02166666666667,80.0,120.0,120.0,1.0,112.0,False,1.0,145.34
112,SUI-USD,Unknown,-100.5,4.9,0.7,-12.2,27.8,-0.3,-52.4,-88.0,-91.1,-91.1,-91.1,-91.1,147.0,-113.2,3.27,0.0,0.0,-82.02910502216218,113.0,99.0,77.5,77.5,65.01833333333335,80.0,120.0,120.0,1.0,112.0,True,1.0,145.74
113,SPCE,Industrials,-155.3,0.6,0.5,-15.5,-16.3,-8.6,-22.3,-58.3,-90.5,-120.1,-150.8,-165.5,282.6,-157.9,2.24,0.0,0.0,-80.34325881810106,112.0,111.0,77.5,77.5,40.595,66.66666666666667,107.26166666666667,107.26,0.8938472222222222,106.0,False,0.8938472222222222,146.3881
114,IRBT,Consumer Cyclical,-190.4,0.6,0.6,-93.3,-96.6,-101.3,-108.0,-117.0,-131.4,-144.7,-168.8,-202.5,120.3,-192.4,2.08,0.0,0.0,-98.96030392162255,114.0,114.0,77.5,77.5,43.76,70.0,113.75999999999999,113.76,0.948,108.0,False,0.948,147.969
