Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,earliestYear
109,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,78.0,80.0,142.0,85.0,90,184.0,1,0.0,2016.0
110,HII,Industrials,-12.5,69.9,-8.5,-0.9,20.0,38.9,122.9,13.0,27.1,84.7,-4.6,-12.5,33.5,-119.1,1.6,0.0,-22.4,113.6,88.0,92.0,104.0,108.0,85,185.0,-10,-6.699999999999999,
111,DG,Consumer Defensive,-94.0,22.5,-1.7,-0.4,41.0,22.5,95.3,-12.2,-83.9,-77.4,-100.2,-94.0,86.9,-146.5,2.3,0.0,-182.4,32.2,132.0,136.0,104.0,138.0,56,185.6,-5,-3.8000000000000114,
112,PG,Consumer Defensive,-67.9,16.9,0.8,12.1,6.4,-4.6,-17.1,-29.7,-42.8,-34.4,-63.2,-67.9,38.0,-89.5,2.2,0.0,-68.8,58.3,118.0,125.0,104.0,124.0,67,186.0,-1,27.200000000000003,
113,DD,Basic Materials,-38.6,54.0,9.4,19.2,26.8,69.0,42.1,53.1,13.6,37.4,10.4,-38.6,17.7,-104.7,2.1,0.0,-52.1,87.6,103.0,112.0,104.0,120.0,75,186.8,16,55.99999999999999,
114,GM,Consumer Cyclical,-4.2,66.5,-17.7,-3.3,10.5,38.4,56.5,66.8,31.5,-14.1,-4.8,-4.2,33.8,-79.8,2.0,0.0,-30.1,121.9,81.0,84.0,104.0,113.0,90,189.0,-10,-9.700000000000003,
115,ARM,Theme (User Picks),-45.9,9.7,8.3,13.9,-18.0,-25.1,-44.0,-96.4,-45.9,-45.9,-45.9,-45.9,143.3,-66.3,2.5,0.0,292.3,20.0,139.0,120.0,104.0,23.0,110,191.8,0,-2974.0,
116,FOX,Communication Services,-33.5,50.0,-23.4,-16.4,-9.4,1.5,-6.8,56.0,4.0,18.9,-33.5,-33.5,6.3,-73.3,1.6,0.0,-39.1,71.7,113.0,108.0,104.0,117.0,81,192.8,-17,-24.0,
117,160580.KS,Korea ETF (My Portfolio),-28.0,39.7,-5.9,-3.4,13.1,24.0,14.5,16.0,-11.9,7.0,-3.5,-28.0,34.1,-68.9,2.3,0.0,-38.1,98.2,95.0,100.0,104.0,115.0,88,193.8,-5,-3.1000000000000014,
118,AEP,Utilities,-45.2,24.0,1.4,5.4,-1.8,1.0,8.3,28.2,-14.7,10.6,-48.6,-45.2,31.5,-69.4,1.7,0.0,-120.0,81.0,106.0,116.0,104.0,133.0,76,194.4,1,26.80000000000001,
119,PEP,Consumer Defensive,-77.8,21.9,0.4,20.2,16.5,10.8,8.3,-27.0,-55.4,-25.0,-57.4,-77.8,22.3,-105.9,2.6,0.0,-99.1,48.4,125.0,130.0,104.0,130.0,71,194.8,5,37.400000000000006,
120,SLB,Energy,-81.0,32.5,-0.9,14.8,36.9,53.8,15.8,-18.4,-60.3,62.2,25.2,-81.0,19.1,-129.1,2.3,0.0,-85.0,45.2,128.0,132.0,104.0,128.0,71,195.0,-4,16.900000000000006,
121,ACHR,Theme (User Picks),-33.2,23.2,-0.7,-20.5,-23.7,-38.7,-44.7,-22.8,90.3,-54.5,-33.2,-33.2,141.3,-85.9,1.7,0.0,-34.8,43.1,129.0,106.5,104.0,114.0,82,195.5,-7,-3.4999999999999964,
122,ABT,Healthcare,-65.9,7.2,2.6,-9.3,-12.3,-22.7,-27.3,-33.7,-57.0,-71.8,-90.3,-65.9,72.0,-76.6,2.4,0.0,-101.1,60.3,117.0,124.0,104.0,131.0,75,196.4,4,119.5,
123,ONDO-USD,Coin,-115.8,0.0,-0.4,-38.2,-61.8,-86.2,-98.9,-109.5,-115.8,-115.8,-115.8,-115.8,288.4,-115.8,2.6,0.0,8164.3,-58.4,149.0,146.0,104.0,5.0,115,196.8,-5,-71.30000000000018,
124,SUI-USD,Coin,-81.2,7.1,-0.2,-25.6,215.4,-78.2,-110.7,-75.9,-81.2,-81.2,-81.2,-81.2,293.4,-109.7,3.5,0.0,417.2,-65.1,150.0,133.0,104.0,20.0,112,197.4,-2,0.0,
125,463050.KS,Unknown,-12.9,63.9,-7.4,0.6,21.7,9.8,23.4,23.1,-12.9,-12.9,-12.9,-12.9,7.0,-48.1,1.9,0.0,-10.3,55.9,120.0,93.0,104.0,90.5,98,197.6,-5,0.0,2024.0
126,JNJ,Healthcare,-35.2,53.5,3.3,14.1,25.4,29.7,44.6,24.7,-3.2,-4.8,-21.0,-35.2,13.4,-91.1,2.1,0.0,-40.8,90.9,102.0,110.0,104.0,118.0,88,198.4,-1,7.5,
127,ALGN,Healthcare,-128.1,8.4,4.6,15.3,41.9,40.5,-15.0,-62.7,-92.2,-117.7,-141.8,-128.1,242.5,-162.2,2.2,0.0,-502.7,-1.9,146.0,149.0,104.0,142.0,64,200.6,5,845.8,
128,VTR,Real Estate,-33.2,50.4,14.7,13.7,11.7,17.5,32.6,62.7,25.1,40.1,-22.0,-33.2,20.6,-87.8,1.6,0.0,-55.7,93.0,100.0,106.5,104.0,122.0,90,200.9,6,56.0,
129,HST,Real Estate,-80.0,23.8,2.2,9.5,12.2,26.1,16.4,-19.3,-30.3,5.1,-57.9,-80.0,15.6,-109.9,2.4,0.0,-165.4,46.2,127.0,131.0,104.0,134.0,76,202.0,6,96.20000000000002,
130,HAL,Energy,-85.6,27.6,0.4,10.5,24.5,65.1,26.4,-23.5,-60.5,36.6,-0.9,-85.6,35.6,-131.9,2.9,0.0,-109.5,40.5,130.0,134.0,104.0,132.0,76,202.4,-3,19.099999999999994,
131,IVZ,Financials,-51.2,48.2,3.4,-4.5,14.7,26.7,40.0,52.0,15.3,-3.2,71.8,-51.2,9.7,-107.9,2.4,0.0,-77.4,75.0,111.0,123.0,104.0,126.0,85,203.0,-3,15.599999999999994,
132,ED,Utilities,-68.4,17.5,0.2,11.8,10.0,-1.1,4.2,-4.4,-30.7,14.6,-46.7,-68.4,25.0,-88.2,2.0,0.0,-175.5,57.8,119.0,126.0,104.0,137.0,79,203.6,-1,65.30000000000001,
133,EL,Consumer Defensive,-142.8,6.5,-5.2,-5.7,16.3,13.3,51.2,-44.8,-103.0,-108.0,-137.6,-142.8,92.8,-159.1,1.9,0.0,-1102.4,-16.6,148.0,150.0,104.0,144.0,66,204.0,-12,-386.80000000000007,
134,JOBY,Theme (User Picks),-29.9,23.3,-2.6,-33.7,-39.9,-52.2,16.3,18.9,74.2,-31.1,-29.9,-29.9,153.7,-85.8,1.7,0.0,-95.8,52.0,123.0,105.0,104.0,129.0,86,204.0,-11,-19.599999999999994,
135,EXPE,Consumer Cyclical,-35.0,49.7,-3.8,-19.3,-13.3,12.2,5.0,38.9,51.8,-2.7,-12.1,-35.0,21.4,-90.7,2.1,0.0,-57.7,91.2,101.0,109.0,104.0,123.0,93,205.0,-18,0.8999999999999986,
136,INTC,Technology,-90.2,32.9,-3.6,7.6,21.3,119.7,136.3,-12.7,35.6,-51.2,-90.5,-90.2,39.4,-153.7,2.6,0.0,-168.1,36.0,131.0,135.0,104.0,135.0,78,206.0,-6,-19.5,
137,456680.KS,Korea ETF (My Portfolio),-3.2,63.2,5.4,-6.3,-8.0,45.1,14.9,120.8,-3.2,-3.2,-3.2,-3.2,42.2,-81.3,1.7,0.0,-24.4,74.7,112.0,81.0,104.0,110.0,106,209.4,2,10.899999999999999,
138,457480.KS,Korea ETF (My Portfolio),-11.5,49.2,2.4,-2.9,-5.6,17.8,5.1,40.6,-11.5,-11.5,-11.5,-11.5,31.2,-52.8,1.9,0.0,-20.8,66.6,114.5,91.0,104.0,106.0,106,210.3,0,0.5999999999999979,
139,SCHD,Unknown,-45.6,19.8,1.9,5.7,6.2,-0.1,-5.1,-18.9,-41.9,-23.9,-37.7,-45.6,21.6,-62.2,2.4,0.0,-52.8,80.8,107.5,118.0,104.0,121.0,97,211.3,-3,0.0,2016.0
140,EIX,Utilities,-95.5,18.8,3.8,12.6,16.7,17.3,29.3,-17.7,-42.2,-8.5,-44.7,-95.5,13.7,-120.8,2.0,0.0,-202.7,30.6,135.0,139.0,104.0,139.0,81,212.2,-3,232.3,
141,BA,Industrials,-103.8,11.2,-0.7,-0.7,20.3,-2.9,20.5,-14.3,-41.2,-30.2,-137.3,-103.8,117.0,-131.7,2.2,0.0,-578.0,22.4,138.0,143.0,104.0,143.0,79,213.2,-8,68.39999999999998,
142,WBD,Communication Services,-70.4,30.2,1.1,-0.8,20.2,150.3,184.3,207.5,101.2,-55.3,-53.0,-70.4,140.0,-161.5,3.0,0.0,-262.4,55.8,121.0,127.0,104.0,140.0,90,216.4,-2,23.30000000000001,
143,DLTR,Consumer Defensive,-100.7,23.9,0.7,-8.1,17.1,2.0,64.2,-39.2,-67.8,-40.8,-83.3,-100.7,37.6,-144.1,1.9,0.0,-174.8,25.5,137.0,142.0,104.0,136.0,86,217.0,-2,36.5,
144,JKHY,Financials,-94.1,10.2,1.7,-9.6,3.9,0.4,-12.9,-33.5,-56.1,-43.2,-92.7,-94.1,56.3,-111.1,2.2,0.0,-354.1,32.0,133.0,137.0,104.0,141.0,89,220.2,-2,146.79999999999995,
145,SPCE,Theme (User Picks),-196.4,0.2,-0.3,-10.8,-19.3,4.2,55.2,-76.6,-127.2,-145.6,-194.5,-196.4,351.3,-197.7,2.9,0.0,-13674.8,-86.3,151.0,151.0,104.0,147.0,99,239.0,-2,-155.29999999999927,
146,DIS,Communication Services,-126.5,2.8,-0.6,-3.1,-5.7,-10.5,-9.7,-26.6,-43.7,-86.8,-101.3,-126.5,31.4,-131.0,2.1,0.0,-2960.7,-0.4,145.0,148.0,104.0,146.0,105,242.8,-2,5639.2,
147,EH,Theme (User Picks),-99.4,0.1,0.1,-18.9,-27.0,-41.4,-56.4,-32.2,-74.4,-145.2,-99.4,-99.4,994.1,-100.2,2.0,0.0,-1791.5,-5.9,147.0,141.0,104.0,145.0,115,251.4,-2,-10.900000000000091,
148,476690.KS,Unknown,-40.0,25.1,-4.9,-0.5,7.4,13.6,-5.3,-40.0,-40.0,-40.0,-40.0,-40.0,4.4,-54.9,2.3,0.0,,6.1,144.0,113.5,104.0,,109,,0,0.0,
149,GEV,Industrials,152.2,99.8,15.6,26.0,33.4,-0.6,38.7,152.2,152.2,152.2,152.2,152.2,152.6,-11.5,1.3,66.1,,194.4,55.0,42.0,59.0,,73,,3,,
150,0138Y0.KS,Korea ETF (My Portfolio),5.4,58.9,-9.0,6.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,10.0,-1.2,1.9,4.3,,7.3,143.0,79.0,68.0,,80,,3,,
151,491010.KS,Korea ETF (My Portfolio),11.1,60.2,-3.4,10.3,2.2,3.2,15.3,11.1,11.1,11.1,11.1,11.1,30.8,-18.7,1.7,-3.1,,48.3,126.0,76.0,140.0,,70,,3,,
