Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,70.19000244140625,69.93000030517578,70.20999908447266,69.16999816894531,70.19000244140625,2353500.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,70.19000244140625,0.0,TROW,0.6,Hold,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,70.4800033569336,70.38999938964844,70.80999755859375,69.5,70.4800033569336,1403700.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,70.4800033569336,0.0264,TROW,0.7,Hold,0.0,0,184.63999938964844,0.0,0.0
2016-01-06,68.9000015258789,69.13999938964844,69.41000366210938,68.62000274658203,68.9000015258789,1752300.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,70.4800033569336,-0.1023,TROW,0.6,Hold,0.0,0,182.3000030517578,0.0,0.0
2016-01-07,67.05999755859375,67.51000213623047,68.76000213623047,66.66999816894531,67.05999755859375,2238100.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,70.4800033569336,-0.3461,TROW,0.6,Hold,0.0,0,177.86000061035156,0.0,0.0
2016-01-08,65.36000061035156,67.45999908447266,67.6500015258789,65.27999877929688,65.36000061035156,2142500.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,68.398,0.0,0.0,0.0,0.0,70.4800033569336,-0.6382,TROW,0.6,Hold,0.0,0,175.97000122070312,0.0,0.0
2016-01-09,65.36000061035156,67.45999908447266,67.6500015258789,65.27999877929688,65.36000061035156,2142500.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,67.432,0.0,0.0,0.0,0.0,70.4800033569336,-0.7886,TROW,0.6,Hold,0.0,0,175.97000122070312,0.0,0.0
2016-01-10,65.36000061035156,67.45999908447266,67.6500015258789,65.27999877929688,65.36000061035156,2142500.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,66.408,0.0,0.0,0.0,0.0,70.4800033569336,-0.8397,TROW,0.6,Hold,0.0,0,175.97000122070312,0.0,0.0
2016-01-11,65.01000213623047,65.69999694824219,65.95999908447266,64.33999633789062,65.01000213623047,2068900.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,65.63,0.0,0.0,0.0,0.0,70.4800033569336,-0.8567,TROW,0.6,Hold,0.0,0,175.99000549316406,0.0,0.0
2016-01-12,66.70999908447266,65.7300033569336,66.81999969482422,65.16000366210938,66.70999908447266,2915700.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,65.56,0.0,0.0,0.0,0.0,70.4800033569336,-0.6552,TROW,0.6,Hold,0.0,0,177.4499969482422,0.0,0.0
2016-01-13,64.87000274658203,66.97000122070312,67.76000213623047,64.70999908447266,64.87000274658203,2297100.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,65.462,0.0,0.0,0.0,0.0,70.4800033569336,-0.6599,TROW,0.6,Hold,0.0,0,173.11000061035156,0.0,0.0
2016-01-14,65.58000183105469,65.1500015258789,66.16000366210938,64.3499984741211,65.58000183105469,2277300.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,65.506,0.0,0.0,0.0,0.0,70.4800033569336,-0.551,TROW,0.6,Hold,0.0,0,175.9199981689453,0.0,0.0
