Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,MRI_Stress,GeoMRI,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,52.29999923706055,52.11000061035156,52.31999969482422,51.709999084472656,52.29999923706055,16404600.0,999.0063000144959,0,5.306314510345487,993.6999855041504,19,0.0,1000,"cash_1%_Buy 100% of cash (19 shares - DCA Strategy) Monthly invest 100.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,52.29999923706055,0.0,XLI,0.4833,RiskWatch,0.7829,0.1499,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,52.43999862670898,52.43000030517578,52.52999877929688,51.970001220703125,52.43999862670898,8726300.0,1001.6662884178161,0,5.306314510345487,996.3599739074706,19,0.2659988403320157,1000,RiskWatch,0.0,0.0,0.0,0.0,0.0,0.0,52.43999862670898,0.0171,XLI,0.4953,RiskWatch,0.7652,0.1376,0.16500091552736906,0,184.63999938964844,0.0,0.0
2016-01-06,51.630001068115234,51.720001220703125,52.060001373291016,51.310001373291016,51.630001068115234,9980000.0,986.2763348045349,0,5.306314510345487,980.9700202941895,19,-1.2729965209960947,1000,RiskWatch,0.0,0.0,0.0,0.0,0.0,0.0,52.43999862670898,-0.072,XLI,0.4885,RiskWatch,0.7897,0.1444,-1.0049972534179386,0,182.3000030517578,0.0,0.0
2016-01-07,50.22999954223633,50.79999923706055,51.09999847412109,50.09000015258789,50.22999954223633,17225600.0,959.6763058128357,0,5.306314510345487,954.3699913024902,19,-3.932999420166017,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,52.43999862670898,-0.2958,XLI,0.4229,DeployReady,0.847,0.157,-3.2249984741210658,0,177.86000061035156,0.0,0.0
2016-01-08,49.720001220703125,50.709999084472656,50.709999084472656,49.650001525878906,49.720001220703125,17198600.0,949.9863377037049,0,5.306314510345487,944.6800231933594,19,-4.901996231079098,1000,DeployReady,0.0,51.264,0.0,0.0,0.0,0.0,52.43999862670898,-0.484,XLI,0.424,DeployReady,0.8783,0.158,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-09,49.720001220703125,50.709999084472656,50.709999084472656,49.650001525878906,49.720001220703125,17198600.0,949.9863377037049,0,5.306314510345487,944.6800231933594,19,-4.901996231079098,1000,DeployReady,0.0,51.264,0.0,0.0,0.0,0.0,52.43999862670898,-0.484,XLI,0.424,DeployReady,0.8783,0.158,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-10,49.720001220703125,50.709999084472656,50.709999084472656,49.650001525878906,49.720001220703125,17198600.0,949.9863377037049,0,5.306314510345487,944.6800231933594,19,-4.901996231079098,1000,DeployReady,0.0,51.264,0.0,0.0,0.0,0.0,52.43999862670898,-0.484,XLI,0.424,DeployReady,0.8783,0.158,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-11,49.75,50.04999923706055,50.09000015258789,49.27999877929688,49.75,18962400.0,950.5563145103455,0,5.306314510345487,945.25,19,-4.844998550415037,1000,DeployReady,0.0,50.754,0.0,0.0,0.0,0.0,52.43999862670898,-0.5725,XLI,0.4413,DeployReady,0.8648,0.1499,-4.159996032714819,0,175.99000549316406,0.0,0.0
2016-01-12,50.150001525878906,50.09000015258789,50.2400016784668,49.5099983215332,50.150001525878906,19297300.0,958.1563435020447,0,5.306314510345487,952.8500289916992,19,-4.084995651245116,1000,DeployReady,0.0,50.296,0.0,0.0,0.0,0.0,52.43999862670898,-0.5459,XLI,0.4783,DeployReady,0.8501,0.1378,-3.430000305175751,0,177.4499969482422,0.0,0.0
2016-01-13,48.93999862670898,50.380001068115234,50.47999954223633,48.79999923706055,48.93999862670898,18966900.0,935.1662884178161,0,5.306314510345487,929.8599739074706,19,-6.384001159667974,1000,DeployReady,0.0,49.758,0.0,0.0,0.0,0.0,52.43999862670898,-0.6484,XLI,0.4467,DeployReady,0.8795,0.1261,-5.599998474121071,0,173.11000061035156,0.0,0.0
