Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,MRI_Stress,GeoMRI,Dividend_vs,Dividend
2016-01-04,184.3099975585937,183.7700042724609,184.32000732421875,182.0800018310547,184.3099975585937,4193500.0,999.0784500122071,0,77.52846221923858,921.5499877929685,5,-0.09215499877929245,1000,"cash_8%_Buy 100% of cash (5 shares - DCA Strategy) Monthly invest 100.0% of total investment ($1,000.00)",,,,,,,184.3099975585937,0.0,VOO,0.4833,RiskWatch,0.7829,0.1499,0.0,0.0
2016-01-05,184.63999938964844,184.57000732421875,185.1199951171875,183.42999267578125,184.63999938964844,2882500.0,1000.7284591674808,0,77.52846221923858,923.1999969482422,5,0.07284591674807661,1000,RiskWatch,,,,,,,184.63999938964844,0.0114,VOO,0.4953,RiskWatch,0.7652,0.1376,0.0,0.0
2016-01-06,182.3000030517578,181.92999267578125,183.3800048828125,181.19000244140625,182.3000030517578,2755100.0,989.0284774780276,0,77.52846221923858,911.5000152587891,5,-1.097152252197231,1000,RiskWatch,,,,,,,184.63999938964844,-0.0631,VOO,0.4885,RiskWatch,0.7897,0.1444,0.0,0.0
2016-01-07,177.86000061035156,179.14999389648438,181.0,177.5,177.86000061035156,4952500.0,966.8284652709964,0,77.52846221923858,889.3000030517578,5,-3.3171534729003582,1000,DeployReady,,,,,,,184.63999938964844,-0.2609,VOO,0.4229,DeployReady,0.847,0.157,0.0,0.0
2016-01-08,175.97000122070312,178.97000122070312,179.52999877929688,175.64999389648438,175.97000122070312,7357300.0,957.3784683227542,0,77.52846221923858,879.8500061035156,5,-4.2621531677245805,1000,DeployReady,,181.016,,,,,184.63999938964844,-0.4376,VOO,0.424,DeployReady,0.8783,0.158,0.0,0.0
2016-01-09,175.97000122070312,178.97000122070312,179.52999877929688,175.64999389648438,175.97000122070312,7357300.0,957.3784683227542,0,77.52846221923858,879.8500061035156,5,-4.2621531677245805,1000,DeployReady,,179.348,,,,,184.63999938964844,-0.525,VOO,0.424,DeployReady,0.8783,0.158,0.0,0.0
2016-01-10,175.97000122070312,178.97000122070312,179.52999877929688,175.64999389648438,175.97000122070312,7357300.0,957.3784683227542,0,77.52846221923858,879.8500061035156,5,-4.2621531677245805,1000,DeployReady,,177.614,,,,,184.63999938964844,-0.5504,VOO,0.424,DeployReady,0.8783,0.158,0.0,0.0
2016-01-11,175.99000549316406,177.0399932861328,177.32000732421875,174.05999755859375,175.99000549316406,4493300.0,957.4784896850589,0,77.52846221923858,879.9500274658203,5,-4.252151031494112,1000,DeployReady,,176.352,,,,,184.63999938964844,-0.5334,VOO,0.4413,DeployReady,0.8648,0.1499,0.0,0.0
2016-01-12,177.4499969482422,177.75,178.36000061035156,175.25999450683594,177.4499969482422,2998800.0,964.7784469604495,0,77.52846221923858,887.2499847412109,5,-3.5221553039550435,1000,DeployReady,,176.27,,,,,184.63999938964844,-0.4381,VOO,0.4783,DeployReady,0.8501,0.1378,0.0,0.0
2016-01-13,173.11000061035156,178.42999267578125,178.63999938964844,172.72000122070312,173.11000061035156,4125700.0,943.0784652709964,0,77.52846221923858,865.5500030517578,5,-5.6921534729003636,1000,DeployReady,,175.698,,,,,184.63999938964844,-0.5041,VOO,0.4467,DeployReady,0.8795,0.1261,0.0,0.0
2016-01-14,175.9199981689453,173.7899932861328,177.17999267578125,172.05999755859375,175.9199981689453,5081400.0,957.1284530639651,0,77.52846221923858,879.5999908447266,5,-4.28715469360349,1000,DeployReady,,175.688,,,,,184.63999938964844,-0.412,VOO,0.4756,DeployReady,0.8661,0.096,0.0,0.0
2016-01-15,172.14999389648438,171.1999969482422,173.05999755859375,170.10000610351562,172.14999389648438,8087300.0,938.2784317016605,0,77.52846221923858,860.7499694824219,5,-6.172156829833952,1000,DeployReady,,174.924,,,,,184.63999938964844,-0.4601,VOO,0.4488,DeployReady,0.8846,0.0911,0.0,0.0
2016-01-16,172.14999389648438,171.1999969482422,173.05999755859375,170.10000610351562,172.14999389648438,8087300.0,938.2784317016605,0,77.52846221923858,860.7499694824219,5,-6.172156829833952,1000,DeployReady,,174.156,,,,,184.63999938964844,-0.4577,VOO,0.4488,DeployReady,0.8846,0.0911,0.0,0.0
2016-01-17,172.14999389648438,171.1999969482422,173.05999755859375,170.10000610351562,172.14999389648438,8087300.0,938.2784317016605,0,77.52846221923858,860.7499694824219,5,-6.172156829833952,1000,DeployReady,21.58876838720279,173.096,,,,,184.63999938964844,-0.4227,VOO,0.4488,DeployReady,0.8846,0.0911,0.0,0.0
2016-01-18,172.14999389648438,171.1999969482422,173.05999755859375,170.10000610351562,172.14999389648438,8087300.0,938.2784317016605,0,77.52846221923858,860.7499694824219,5,-6.172156829833952,1000,DeployReady,21.58876838720279,172.904,,,,,184.63999938964844,-0.3678,VOO,0.4487,DeployReady,0.8846,0.0914,0.0,0.0
2016-01-19,172.33999633789062,174.1999969482422,174.2899932861328,170.72000122070312,172.33999633789062,5863300.0,939.2284439086917,0,77.52846221923858,861.6999816894531,5,-6.077155609130824,1000,DeployReady,21.072421848926453,172.188,,,,,184.63999938964844,-0.2955,VOO,0.4495,DeployReady,0.8848,0.0937,0.0,0.0
2016-01-20,170.32000732421875,169.58999633789062,171.8800048828125,165.9600067138672,170.32000732421875,8577600.0,929.1284988403323,0,77.52846221923858,851.6000366210938,5,-7.087150115966767,1000,DeployReady,21.394453055148105,171.822,,,,,184.63999938964844,-0.296,VOO,0.4635,DeployReady,0.8882,0.1063,0.0,0.0
2016-01-21,171.14999389648438,170.7899932861328,173.13999938964844,169.3300018310547,171.14999389648438,3004600.0,933.2784317016605,0,77.52846221923858,855.7499694824219,5,-6.672156829833953,1000,DeployReady,30.640456373262467,171.622,,,,,184.63999938964844,-0.2375,VOO,0.4604,DeployReady,0.8874,0.1208,0.0,0.0
2016-01-22,174.66000366210938,174.02999877929688,174.86000061035156,173.17999267578125,174.66000366210938,2611700.0,950.8284805297855,0,77.52846221923858,873.3000183105469,5,-4.917151947021459,1000,DeployReady,46.54353872193226,172.124,,,,,184.63999938964844,-0.0456,VOO,0.4968,DeployReady,0.8512,0.1522,0.0,0.0
2016-01-23,174.66000366210938,174.02999877929688,174.86000061035156,173.17999267578125,174.66000366210938,2611700.0,950.8284805297855,0,77.52846221923858,873.3000183105469,5,-4.917151947021459,1000,DeployReady,46.54353872193226,172.626,175.561,,,,184.63999938964844,0.0914,VOO,0.4968,DeployReady,0.8512,0.1522,0.0,0.0
2016-01-24,174.66000366210938,174.02999877929688,174.86000061035156,173.17999267578125,174.66000366210938,2611700.0,950.8284805297855,0,77.52846221923858,873.3000183105469,5,-4.917151947021459,1000,DeployReady,46.54353872193226,173.09,175.0785,,,,184.63999938964844,0.1866,VOO,0.4968,DeployReady,0.8512,0.1522,0.0,0.0
2016-01-25,172.07000732421875,174.10000610351562,174.3300018310547,171.8300018310547,172.07000732421875,2756400.0,937.8784988403323,0,77.52846221923858,860.3500366210938,5,-6.212150115966764,1000,DeployReady,40.8921864552556,173.44,174.45,,,,184.63999938964844,0.1554,VOO,0.4808,DeployReady,0.8695,0.1691,0.0,0.0
2016-01-26,174.39999389648438,172.85000610351562,174.66000366210938,172.38999938964844,174.39999389648438,2263700.0,949.5284317016605,0,77.52846221923858,871.9999694824219,5,-5.047156829833954,1000,DeployReady,43.18890734242501,174.09,174.055,,,,184.63999938964844,0.2263,VOO,0.5082,DeployReady,0.8559,0.2087,0.0,0.0
2016-01-27,172.4199981689453,173.88999938964844,175.6199951171875,171.5,172.4199981689453,3543000.0,939.6284530639651,0,77.52846221923858,862.0999908447266,5,-6.037154693603486,1000,DeployReady,48.27757480094219,173.642,173.783,,,,184.63999938964844,0.1991,VOO,0.5008,DeployReady,0.8612,0.2462,0.0,0.0
2016-01-28,173.36000061035156,174.1300048828125,174.35000610351562,171.64999389648438,173.36000061035156,2616400.0,944.3284652709964,0,77.52846221923858,866.8000030517578,5,-5.567153472900365,1000,DeployReady,42.95153814870956,173.382,173.6525,,,,184.63999938964844,0.2184,VOO,0.5145,DeployReady,0.8558,0.2887,0.0,0.0
2016-01-29,177.75,174.33999633789062,177.75,174.0800018310547,177.75,4453100.0,966.2784622192386,0,77.52846221923858,888.75,5,-3.372153778076137,1000,DeployReady,64.90951961545836,174.0,173.7415,,,,184.63999938964844,0.3919,VOO,0.544,DeployReady,0.8069,0.3071,0.0,0.0
2016-01-30,177.75,174.33999633789062,177.75,174.0800018310547,177.75,4453100.0,966.2784622192386,0,77.52846221923858,888.75,5,-3.372153778076137,1000,DeployReady,64.90951961545836,175.136,173.8305,,,,184.63999938964844,0.4909,VOO,0.544,DeployReady,0.8069,0.3071,0.0,0.0
2016-01-31,177.75,174.33999633789062,177.75,174.0800018310547,177.75,4453100.0,966.2784622192386,0,77.52846221923858,888.75,5,-3.372153778076137,1000,DeployReady,64.90951961545836,175.806,173.9185,,,,184.63999938964844,0.537,VOO,0.544,DeployReady,0.8069,0.3071,0.0,0.0
2016-02-01,177.58999633789062,176.61000061035156,178.38999938964844,175.91000366210938,177.58999633789062,3923200.0,1964.4129039306645,0,10.922944213867595,1953.4899597167969,11,-1.7793548034667817,2000,"cash_1%_Buy 100% of cash (6 shares - DCA Strategy) Monthly invest 50.0% of total investment ($1,000.00)",64.36116817724069,176.84,173.9255,,,,184.63999938964844,0.5404,VOO,0.5386,DeployReady,0.8006,0.3208,0.0,0.0
2016-02-02,174.3699951171875,175.86000061035156,176.08999633789062,173.8000030517578,174.3699951171875,5101200.0,1928.99289050293,0,10.922944213867595,1918.0699462890625,11,-3.550355474853495,2000,DeployReady,54.61993965929168,177.042,173.9885,,,,184.63999938964844,0.4045,VOO,0.544,DeployReady,0.8338,0.2989,0.0,0.0
2016-02-03,175.38999938964844,175.47000122070312,175.80999755859375,171.57000732421875,175.38999938964844,3871000.0,1940.2129375000004,0,10.922944213867595,1929.2899932861328,11,-2.9893531249999827,2000,DeployReady,62.08868731394925,176.57,173.962,,,,184.63999938964844,0.3417,VOO,0.5446,DeployReady,0.8285,0.3107,0.0,0.0
2016-02-04,175.61000061035156,174.9499969482422,176.6999969482422,174.22999572753906,175.61000061035156,3562200.0,1942.6329509277348,0,10.922944213867595,1931.7100067138672,11,-2.8683524536132654,2000,DeployReady,60.95286488252757,176.142,174.135,,,,184.63999938964844,0.2982,VOO,0.5364,DeployReady,0.828,0.3176,0.0,0.0
2016-02-05,172.30999755859375,175.0399932861328,175.19000244140625,171.64999389648438,172.30999755859375,2371900.0,1906.3329173583988,0,10.922944213867595,1895.4099731445312,11,-4.683354132080053,2000,DeployReady,44.16871757979629,175.054,174.143,,,,184.63999938964844,0.1402,VOO,0.5228,DeployReady,0.8588,0.3096,0.0,0.0
2016-02-06,172.30999755859375,175.0399932861328,175.19000244140625,171.64999389648438,172.30999755859375,2371900.0,1906.3329173583988,0,10.922944213867595,1895.4099731445312,11,-4.683354132080053,2000,DeployReady,44.16871757979629,173.998,174.151,,,,184.63999938964844,0.0382,VOO,0.5228,DeployReady,0.8588,0.3096,0.0,0.0
2016-02-07,172.30999755859375,175.0399932861328,175.19000244140625,171.64999389648438,172.30999755859375,2371900.0,1906.3329173583988,0,10.922944213867595,1895.4099731445312,11,-4.683354132080053,2000,DeployReady,44.16871757979629,173.586,174.159,,,,184.63999938964844,-0.0233,VOO,0.5228,DeployReady,0.8588,0.3096,0.0,0.0
