Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,MRI_Stress,GeoMRI,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,46.880001068115234,46.40999984741211,47.77000045776367,46.08000183105469,46.880001068115234,8918000.0,999.0155199775696,0,14.535497547149703,984.4800224304199,21,0.0,1000,"cash_1%_Buy 100% of cash (21 shares - DCA Strategy) Monthly invest 100.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,46.880001068115234,0.0,COP,0.4127,DeployReady,0.8841,0.1488,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,47.400001525878906,46.66999816894531,47.52000045776367,45.9900016784668,47.400001525878906,7012400.0,1009.9355295906067,0,14.535497547149703,995.400032043457,21,1.0920009613037074,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,47.400001525878906,0.0707,COP,0.4544,DeployReady,0.871,0.1367,0.16500091552736906,0,184.63999938964844,0.0,0.0
2016-01-06,45.34999847412109,46.09999847412109,46.31999969482422,45.040000915527344,45.34999847412109,10995600.0,966.8854655036926,0,14.535497547149703,952.3499679565429,21,-3.2130054473877068,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,47.400001525878906,-0.168,COP,0.4308,DeployReady,0.888,0.1437,-1.0049972534179386,0,182.3000030517578,0.0,0.0
2016-01-07,44.060001373291016,44.7400016784668,45.619998931884766,43.91999816894531,44.060001373291016,10844000.0,939.795526386261,0,14.535497547149703,925.2600288391113,21,-5.921999359130859,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,47.400001525878906,-0.4869,COP,0.3765,DeployReady,0.9213,0.1566,-3.2249984741210658,0,177.86000061035156,0.0,0.0
2016-01-08,43.290000915527344,44.18000030517578,44.59000015258789,42.869998931884766,43.290000915527344,9118800.0,923.6255167732239,0,14.535497547149703,909.0900192260742,21,-7.539000320434575,1000,DeployReady,0.0,45.396,0.0,0.0,0.0,0.0,47.400001525878906,-0.7695,COP,0.3682,DeployReady,0.9387,0.1578,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-09,43.290000915527344,44.18000030517578,44.59000015258789,42.869998931884766,43.290000915527344,9118800.0,923.6255167732239,0,14.535497547149703,909.0900192260742,21,-7.539000320434575,1000,DeployReady,0.0,44.678,0.0,0.0,0.0,0.0,47.400001525878906,-0.9068,COP,0.3682,DeployReady,0.9387,0.1578,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-10,43.290000915527344,44.18000030517578,44.59000015258789,42.869998931884766,43.290000915527344,9118800.0,923.6255167732239,0,14.535497547149703,909.0900192260742,21,-7.539000320434575,1000,DeployReady,0.0,43.856,0.0,0.0,0.0,0.0,47.400001525878906,-0.9432,COP,0.3682,DeployReady,0.9387,0.1578,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-11,41.119998931884766,43.31999969482422,43.619998931884766,40.59999847412109,41.119998931884766,17258800.0,878.0554751167298,0,14.535497547149703,863.5199775695801,21,-12.096004486083988,1000,DeployReady,0.0,43.01,0.0,0.0,0.0,0.0,47.400001525878906,-1.221,COP,0.3739,DeployReady,0.9312,0.1497,-4.159996032714819,0,175.99000549316406,0.0,0.0
2016-01-12,40.25,41.869998931884766,42.040000915527344,39.130001068115234,40.25,16782900.0,859.7854975471497,0,14.535497547149703,845.25,21,-13.923002243041992,1000,DeployReady,0.0,42.248,0.0,0.0,0.0,0.0,47.400001525878906,-1.4546,COP,0.4063,DeployReady,0.9231,0.1375,-3.430000305175751,0,177.4499969482422,0.0,0.0
2016-01-13,39.0,40.75,41.790000915527344,38.869998931884766,39.0,19016500.0,833.5354975471497,0,14.535497547149703,819.0,21,-16.548002243041992,1000,DeployReady,0.0,41.39,0.0,0.0,0.0,0.0,47.400001525878906,-1.7044,COP,0.3736,DeployReady,0.9392,0.1257,-5.599998474121071,0,173.11000061035156,0.0,0.0
2016-01-14,41.25,39.209999084472656,41.83000183105469,38.65999984741211,41.25,18244800.0,880.7854975471497,0,14.535497547149703,866.25,21,-11.82300224304199,1000,DeployReady,0.0,40.982,0.0,0.0,0.0,0.0,47.400001525878906,-1.4313,COP,0.3858,DeployReady,0.9321,0.0952,-4.194999694824197,0,175.9199981689453,0.0,0.0
2016-01-15,39.36000061035156,39.34000015258789,40.45000076293945,38.36000061035156,39.36000061035156,19118600.0,841.0955103645325,0,14.535497547149703,826.5600128173828,21,-15.79200096130371,1000,DeployReady,0.0,40.196,0.0,0.0,0.0,0.0,47.400001525878906,-1.4505,COP,0.3773,DeployReady,0.9421,0.0903,-6.080001831054659,0,172.14999389648438,0.0,0.0
2016-01-16,39.36000061035156,39.34000015258789,40.45000076293945,38.36000061035156,39.36000061035156,19118600.0,841.0955103645325,0,14.535497547149703,826.5600128173828,21,-15.79200096130371,1000,DeployReady,0.0,39.844,0.0,0.0,0.0,0.0,47.400001525878906,-1.3704,COP,0.3773,DeployReady,0.9421,0.0903,-6.080001831054659,0,172.14999389648438,0.0,0.0
2016-01-17,39.36000061035156,39.34000015258789,40.45000076293945,38.36000061035156,39.36000061035156,19118600.0,841.0955103645325,0,14.535497547149703,826.5600128173828,21,-15.79200096130371,1000,DeployReady,21.20980219365515,39.666,0.0,0.0,0.0,0.0,47.400001525878906,-1.2275,COP,0.3773,DeployReady,0.9421,0.0903,-6.080001831054659,0,172.14999389648438,0.0,0.0
2016-01-18,39.36000061035156,39.34000015258789,40.45000076293945,38.36000061035156,39.36000061035156,19118600.0,841.0955103645325,0,14.535497547149703,826.5600128173828,21,-15.79200096130371,1000,DeployReady,21.20980219365515,39.738,0.0,0.0,0.0,0.0,47.400001525878906,-1.0489,COP,0.3772,DeployReady,0.9421,0.0905,-6.080001831054659,0,172.14999389648438,0.0,0.0
2016-01-19,36.400001525878906,39.7400016784668,39.88999938964844,35.599998474121094,36.400001525878906,20838200.0,778.9355295906067,0,14.535497547149703,764.400032043457,21,-22.00799903869629,1000,DeployReady,14.516129032258064,38.768,0.0,0.0,0.0,0.0,47.400001525878906,-1.3162,COP,0.3781,DeployReady,0.9422,0.0929,-5.985000610351532,0,172.33999633789062,0.0,0.0
2016-01-20,34.75,35.540000915527344,35.61000061035156,32.709999084472656,34.75,31382700.0,744.2854975471497,0,14.535497547149703,729.75,21,-25.473002243041996,1000,DeployReady,14.9006637573913,37.846,0.0,0.0,0.0,0.0,47.400001525878906,-1.658,COP,0.3917,DeployReady,0.9441,0.1056,-6.994995117187475,0,170.32000732421875,0.0,0.0
2016-01-21,36.90999984741211,34.869998931884766,37.34000015258789,34.63999938964844,36.90999984741211,19576200.0,789.645494342804,0,14.535497547149703,775.1099967956543,21,-20.937002563476568,1000,DeployReady,27.614273702716403,37.356,0.0,0.0,0.0,0.0,47.400001525878906,-1.4171,COP,0.3889,DeployReady,0.9437,0.1202,-6.580001831054661,0,171.14999389648438,0.0,0.0
2016-01-22,37.66999816894531,38.209999084472656,39.56999969482422,36.7400016784668,37.66999816894531,18558700.0,805.6054590950013,0,14.535497547149703,791.0699615478516,21,-19.34100608825684,1000,DeployReady,32.39347409471445,37.018,0.0,0.0,0.0,0.0,47.400001525878906,-1.0329,COP,0.4244,DeployReady,0.9239,0.1516,-4.824996948242166,0,174.66000366210938,0.0,0.0
2016-01-23,37.66999816894531,38.209999084472656,39.56999969482422,36.7400016784668,37.66999816894531,18558700.0,805.6054590950013,0,14.535497547149703,791.0699615478516,21,-19.34100608825684,1000,DeployReady,32.39347409471445,36.68,40.801,0.0,0.0,0.0,47.400001525878906,-0.6967,COP,0.4244,DeployReady,0.9239,0.1516,-4.824996948242166,0,174.66000366210938,0.0,0.0
2016-01-24,37.66999816894531,38.209999084472656,39.56999969482422,36.7400016784668,37.66999816894531,18558700.0,805.6054590950013,0,14.535497547149703,791.0699615478516,21,-19.34100608825684,1000,DeployReady,32.39347409471445,36.934,40.3405,0.0,0.0,0.0,47.400001525878906,-0.4062,COP,0.4244,DeployReady,0.9239,0.1516,-4.824996948242166,0,174.66000366210938,0.0,0.0
2016-01-25,34.20000076293945,36.79999923706055,37.47999954223633,34.189998626708984,34.20000076293945,19646800.0,732.7355135688782,0,14.535497547149703,718.2000160217285,21,-26.628000640869143,1000,DeployReady,29.95364898231979,36.824,39.6805,0.0,0.0,0.0,47.400001525878906,-0.7343,COP,0.4089,DeployReady,0.9339,0.1686,-6.119995117187472,0,172.07000732421875,0.0,0.0
2016-01-26,35.349998474121094,35.06999969482422,35.90999984741211,33.439998626708984,35.349998474121094,28696200.0,756.8854655036927,0,14.535497547149703,742.349967956543,21,-24.2130054473877,1000,DeployReady,36.031917327605626,36.512,39.1805,0.0,0.0,0.0,47.400001525878906,-0.6736,COP,0.4359,DeployReady,0.9265,0.2083,-4.955001831054661,0,174.39999389648438,0.0,0.0
2016-01-27,36.209999084472656,34.91999816894531,37.72999954223633,34.18000030517578,36.209999084472656,22071800.0,774.9454783210755,0,14.535497547149703,760.4099807739258,21,-22.40700416564941,1000,DeployReady,41.86588364880038,36.22,38.788,0.0,0.0,0.0,47.400001525878906,-0.4111,COP,0.4286,DeployReady,0.9294,0.2457,-5.944999694824194,0,172.4199981689453,0.0,0.0
2016-01-28,38.02000045776367,37.91999816894531,39.43000030517578,37.08000183105469,38.02000045776367,16876200.0,812.9555071601868,0,14.535497547149703,798.4200096130371,21,-18.606001281738283,1000,DeployReady,40.335127299291734,36.29,38.5245,0.0,0.0,0.0,47.400001525878906,0.1309,COP,0.4422,DeployReady,0.9265,0.2883,-5.474998474121072,0,173.36000061035156,0.0,0.0
2016-01-29,39.08000183105469,38.09000015258789,39.27000045776367,37.52000045776367,39.08000183105469,18712600.0,835.2155359992981,0,14.535497547149703,820.6800384521484,21,-16.379998397827155,1000,DeployReady,49.118391600361875,36.572,38.314,0.0,0.0,0.0,47.400001525878906,0.6939,COP,0.4718,DeployReady,0.8986,0.3068,-3.2799987792968444,0,177.75,0.0,0.0
2016-01-30,39.08000183105469,38.09000015258789,39.27000045776367,37.52000045776367,39.08000183105469,18712600.0,835.2155359992981,0,14.535497547149703,820.6800384521484,21,-16.379998397827155,1000,DeployReady,49.118391600361875,37.548,38.1035,0.0,0.0,0.0,47.400001525878906,1.0601,COP,0.4718,DeployReady,0.8986,0.3068,-3.2799987792968444,0,177.75,0.0,0.0
2016-01-31,39.08000183105469,38.09000015258789,39.27000045776367,37.52000045776367,39.08000183105469,18712600.0,835.2155359992981,0,14.535497547149703,820.6800384521484,21,-16.379998397827155,1000,DeployReady,49.118391600361875,38.294,38.0015,0.0,0.0,0.0,47.400001525878906,1.2812,COP,0.472,DeployReady,0.8984,0.3347,-3.2799987792968444,0,177.75,0.0,0.0
2016-02-01,38.59999847412109,38.2400016784668,38.97999954223633,37.61000061035156,38.59999847412109,12782800.0,1824.1318655433656,0,9.931937259674328,1814.1999282836912,47,-8.694958720588687,2000,"cash_1%_Buy 100% of cash (26 shares - DCA Strategy) Monthly invest 50.0% of total investment ($1,000.00)",47.67725517152611,38.772,37.919,0.0,0.0,0.0,47.400001525878906,1.3169,COP,0.4666,DeployReady,0.8947,0.3294,-1.6871998046874892,6,177.58999633789062,0.0,0.0
2016-02-02,36.59000015258789,37.61000061035156,38.18000030517578,36.43999862670898,36.59000015258789,15918800.0,1729.661944431305,0,9.931937259674328,1719.7300071716309,47,-13.418454776191712,2000,DeployReady,50.61647835363507,38.486,37.7985,0.0,0.0,0.0,47.400001525878906,0.9754,COP,0.4726,DeployReady,0.914,0.3005,-3.4582004760742024,6,174.3699951171875,0.0,0.0
2016-02-03,38.630001068115234,37.59000015258789,38.72999954223633,35.59000015258789,38.630001068115234,19847700.0,1825.5419874610902,0,9.931937259674328,1815.610050201416,47,-8.62445262470245,2000,DeployReady,62.278484985664704,38.396,37.6675,0.0,0.0,0.0,47.400001525878906,1.0892,COP,0.4732,DeployReady,0.911,0.3047,-2.8971981262206903,6,175.38999938964844,0.0,0.0
2016-02-04,35.31999969482422,38.5,39.0,35.02000045776367,35.31999969482422,49188200.0,1669.9719229164125,0,9.931937259674328,1660.0399856567383,47,-16.40295585193634,2000,DeployReady,45.30973427427695,37.644,37.4655,0.0,0.0,0.0,47.400001525878906,0.5836,COP,0.4649,DeployReady,0.9107,0.3095,-2.776197454833973,6,175.61000061035156,0.0,0.0
2016-02-05,32.900001525878906,34.02000045776367,34.40999984741211,31.59000015258789,32.900001525878906,46173200.0,1556.2320089759828,0,9.931937259674328,1546.3000717163086,47,-22.08995154895782,2000,DeployReady,37.18431895049708,36.408,37.1425,0.0,0.0,0.0,47.400001525878906,-0.1497,COP,0.4516,DeployReady,0.928,0.305,-4.59119913330076,6,172.30999755859375,0.0,0.0
2016-02-06,32.900001525878906,34.02000045776367,34.40999984741211,31.59000015258789,32.900001525878906,46173200.0,1556.2320089759828,0,9.931937259674328,1546.3000717163086,47,-22.08995154895782,2000,DeployReady,37.18431895049708,35.268,36.8195,0.0,0.0,0.0,47.400001525878906,-0.582,COP,0.4516,DeployReady,0.928,0.305,-4.59119913330076,6,172.30999755859375,0.0,0.0
