Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,96.93000030517578,95.5999984741211,97.6999969482422,94.72000122070312,96.93000030517578,1682900.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,96.93000030517578,0.0,FFIV,0.6,Hold,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,96.5199966430664,95.66000366210938,96.6999969482422,95.5,96.5199966430664,1157600.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,96.93000030517578,-0.027,FFIV,0.7,Hold,0.0,0,184.63999938964844,0.0,0.0
2016-01-06,95.0199966430664,95.41999816894533,96.41999816894533,94.62999725341795,95.0199966430664,1334400.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,96.93000030517578,-0.1415,FFIV,0.6,Hold,0.0,0,182.3000030517578,0.0,0.0
2016-01-07,91.81999969482422,93.68000030517578,94.5,90.80999755859376,91.81999969482422,1790700.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,0.0,0.0,0.0,0.0,0.0,96.93000030517578,-0.4181,FFIV,0.6,Hold,0.0,0,177.86000061035156,0.0,0.0
2016-01-08,92.12999725341795,93.11000061035156,93.70999908447266,91.2300033569336,92.12999725341795,1291300.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,94.484,0.0,0.0,0.0,0.0,96.93000030517578,-0.5495,FFIV,0.6,Hold,0.0,0,175.97000122070312,0.0,0.0
2016-01-09,92.12999725341795,93.11000061035156,93.70999908447266,91.2300033569336,92.12999725341795,1291300.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,93.524,0.0,0.0,0.0,0.0,96.93000030517578,-0.6018,FFIV,0.6,Hold,0.0,0,175.97000122070312,0.0,0.0
2016-01-10,92.12999725341795,93.11000061035156,93.70999908447266,91.2300033569336,92.12999725341795,1291300.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,92.646,0.0,0.0,0.0,0.0,96.93000030517578,-0.6002,FFIV,0.6,Hold,0.0,0,175.97000122070312,0.0,0.0
2016-01-11,93.5199966430664,91.80999755859376,94.4000015258789,91.01000213623048,93.5199966430664,1829400.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,92.346,0.0,0.0,0.0,0.0,96.93000030517578,-0.4691,FFIV,0.6,Hold,0.0,0,175.99000549316406,0.0,0.0
2016-01-12,92.61000061035156,93.19000244140624,93.73999786376952,91.4499969482422,92.61000061035156,1859300.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,92.504,0.0,0.0,0.0,0.0,96.93000030517578,-0.4178,FFIV,0.6,Hold,0.0,0,177.4499969482422,0.0,0.0
2016-01-13,94.0,92.79000091552734,94.23999786376952,92.12999725341795,94.0,2270500.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,92.878,0.0,0.0,0.0,0.0,96.93000030517578,-0.2624,FFIV,0.6,Hold,0.0,0,173.11000061035156,0.0,0.0
2016-01-14,94.16000366210938,93.08000183105467,96.20999908447266,91.98999786376952,94.16000366210938,2060400.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,93.284,0.0,0.0,0.0,0.0,96.93000030517578,-0.1325,FFIV,0.6,Hold,0.0,0,175.9199981689453,0.0,0.0
2016-01-15,93.5199966430664,91.33000183105467,94.12000274658205,91.0,93.5199966430664,2255100.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,93.562,0.0,0.0,0.0,0.0,96.93000030517578,-0.0793,FFIV,0.6,Hold,0.0,0,172.14999389648438,0.0,0.0
2016-01-16,93.5199966430664,91.33000183105467,94.12000274658205,91.0,93.5199966430664,2255100.0,1000.0,0,1000.0,0.0,0,0.0,1000,,0.0,93.562,0.0,0.0,0.0,0.0,96.93000030517578,-0.0334,FFIV,0.6,Hold,0.0,0,172.14999389648438,0.0,0.0
2016-01-17,93.5199966430664,91.33000183105467,94.12000274658205,91.0,93.5199966430664,2255100.0,999.5324000167848,0,531.9324168014527,467.59998321533203,5,-0.04675999832152167,1000,cash_53%_Buy 50% of cash (5 shares - Caution - MRI:0.60),32.79514428865738,93.744,0.0,0.0,0.0,0.0,96.93000030517578,0.0056,FFIV,0.6,Hold,0.0,0,172.14999389648438,0.0,0.0
2016-01-18,93.5199966430664,91.33000183105467,94.12000274658205,91.0,93.5199966430664,2255100.0,999.3453600234986,0,344.7053835220338,654.6399765014648,7,-0.06546399765013922,1000,cash_34%_Buy 50% of cash (2 shares - Caution - MRI:0.60),32.79514428865738,93.648,0.0,0.0,0.0,0.0,96.93000030517578,0.0381,FFIV,0.6,Hold,0.0,0,172.14999389648438,0.0,0.0
2016-01-19,93.5,94.51000213623048,95.0,92.37999725341795,93.5,1790800.0,999.1118835220338,0,251.1118835220338,748.0,8,-0.0888116477966161,1000,cash_25%_Buy 50% of cash (1 shares - Caution - MRI:0.60),34.13866750013024,93.516,0.0,0.0,0.0,0.0,96.93000030517578,0.0635,FFIV,0.6,Hold,0.0,0,172.33999633789062,0.0,0.0
2016-01-20,90.0199966430664,92.01000213623048,92.4499969482422,88.75,90.0199966430664,3274900.0,971.2718566665651,0,251.1118835220338,720.1599731445312,8,-2.8728143333434875,1000,,28.26086956521739,92.816,0.0,0.0,0.0,0.0,96.93000030517578,-0.1531,FFIV,0.6,Hold,0.0,0,170.32000732421875,0.0,0.0
2016-01-21,89.51000213623047,94.5,94.5,88.80000305175781,89.51000213623047,4007700.0,966.9233706054688,0,519.3733599243164,447.55001068115234,5,-3.3076629394531265,1000,cash_54%_Sell 37.5% of holdings (3 shares - Caution - MRI:0.60),36.88990806620342,92.014,0.0,0.0,0.0,0.0,96.93000030517578,-0.3089,FFIV,0.6,Hold,0.0,0,171.14999389648438,0.0,0.0
2016-01-22,93.7699966430664,90.37000274658205,93.91999816894533,90.25,93.7699966430664,1982800.0,988.2233431396485,0,519.3733599243164,468.84998321533203,5,-1.1776656860351564,1000,,56.42633266326977,92.064,0.0,0.0,0.0,0.0,96.93000030517578,-0.0889,FFIV,0.6,Hold,0.0,0,174.66000366210938,0.0,0.0
2016-01-23,93.7699966430664,90.37000274658205,93.91999816894533,90.25,93.7699966430664,1982800.0,988.0358031463624,0,331.6458266448975,656.3899765014648,7,-1.1964196853637699,1000,cash_34%_Buy 50% of cash (2 shares - Caution - MRI:0.60),56.42633266326977,92.114,93.281,0.0,0.0,0.0,96.93000030517578,0.0632,FFIV,0.6,Hold,-0.0349320007324238,2,174.66000366210938,0.0,0.0
2016-01-24,93.7699966430664,90.37000274658205,93.91999816894533,90.25,93.7699966430664,1982800.0,987.9420331497192,0,237.78206000518804,750.1599731445312,8,-1.205796685028071,1000,cash_24%_Buy 50% of cash (1 shares - Caution - MRI:0.60),56.42633266326977,92.168,93.123,0.0,0.0,0.0,96.93000030517578,0.1646,FFIV,0.6,Hold,-0.0523980010986302,3,174.66000366210938,0.0,0.0
2016-01-25,93.91999816894533,93.61000061035156,95.7699966430664,93.4000015258789,93.91999816894533,1914900.0,989.0481253585817,0,143.7681418380738,845.2799835205079,9,-1.0951874641418224,1000,cash_15%_Buy 50% of cash (1 shares - Caution - MRI:0.60),51.73611823975518,92.948,92.993,0.0,0.0,0.0,96.93000030517578,0.2388,FFIV,0.6,Hold,-0.8466039031982397,4,172.07000732421875,0.0,0.0
2016-01-26,96.41000366210938,94.27999877929688,96.58000183105467,94.18000030517578,96.41000366210938,1474200.0,1011.4581747970582,0,143.7681418380738,867.6900329589844,9,1.145817479705813,1000,,64.50382168424338,94.328,93.0625,0.0,0.0,0.0,96.93000030517578,0.4511,FFIV,0.6,Hold,0.0853907257080122,4,174.39999389648438,0.0,0.0
2016-01-27,95.33999633789062,95.83999633789062,96.94000244140624,95.13999938964844,95.33999633789062,1721100.0,1001.8281088790894,0,143.7681418380738,858.0599670410156,9,0.18281088790894628,1000,,55.24254642403865,94.642,93.2385,0.0,0.0,0.0,96.93000030517578,0.4947,FFIV,0.6,Hold,-0.7066075653076154,4,172.4199981689453,0.0,0.0
2016-01-28,92.5,95.9800033569336,95.9800033569336,92.48999786376952,92.5,2218700.0,976.2681418380738,0,143.7681418380738,832.5,9,-2.3731858161926245,1000,,44.63129708533568,94.388,93.257,0.0,0.0,0.0,96.93000030517578,0.3092,FFIV,0.6,Hold,-0.3306065887451193,4,173.36000061035156,0.0,0.0
2016-01-29,93.77999877929688,93.26000213623048,94.5999984741211,93.18000030517578,93.77999877929688,1346800.0,987.7881308517457,0,143.7681418380738,844.0199890136719,9,-1.221186914825434,1000,,50.80746012693229,94.39,93.3395,0.0,0.0,0.0,96.93000030517578,0.2694,FFIV,0.6,Hold,1.4253931671142528,4,177.75,0.0,0.0
2016-01-30,93.77999877929688,93.26000213623048,94.5999984741211,93.18000030517578,93.77999877929688,1346800.0,987.7881308517457,0,143.7681418380738,844.0199890136719,9,-1.221186914825434,1000,,50.80746012693229,94.362,93.422,0.0,0.0,0.0,96.93000030517578,0.2353,FFIV,0.6,Hold,1.4253931671142528,4,177.75,0.0,0.0
2016-01-31,93.77999877929688,93.26000213623048,94.5999984741211,93.18000030517578,93.77999877929688,1346800.0,987.7881308517457,0,143.7681418380738,844.0199890136719,9,-1.221186914825434,1000,,50.80746012693229,93.836,93.435,0.0,0.0,0.0,96.93000030517578,0.206,FFIV,0.6,Hold,1.4253931671142528,4,177.75,0.0,0.0
2016-02-01,94.01000213623048,93.12000274658205,94.29000091552734,92.68000030517578,94.01000213623048,1037300.0,1989.0120710449223,0,296.83203259277366,1692.1800384521487,18,-0.5493964477538804,2000,"cash_15%_Buy 80% of cash (9 shares - Caution - MRI:0.70) Monthly invest 50.0% of total investment ($1,000.00)",51.50032283594798,93.57,93.505,0.0,0.0,0.0,96.93000030517578,0.1965,FFIV,0.7,Hold,0.6362983520507903,9,177.58999633789062,0.0,0.0
2016-02-02,90.93000030517578,91.55999755859376,93.3000030517578,90.80999755859376,90.93000030517578,1189600.0,1933.5720380859377,0,296.83203259277366,1636.740005493164,18,-3.3213980957031097,2000,,43.37287580066317,93.256,93.3515,0.0,0.0,0.0,96.93000030517578,-0.0262,FFIV,0.6,Hold,-0.8214206970214688,10,174.3699951171875,0.0,0.0
2016-02-03,91.19000244140624,91.5,92.41999816894533,89.66000366210938,91.19000244140624,983400.0,1938.252076538086,0,296.83203259277366,1641.4200439453123,18,-3.0873961730957022,2000,,53.617827392677725,92.738,93.203,0.0,0.0,0.0,96.93000030517578,-0.1438,FFIV,0.6,Hold,-0.3114185607909991,10,175.38999938964844,0.0,0.0
2016-02-04,92.0500030517578,91.19000244140624,92.6500015258789,90.94000244140624,92.0500030517578,642100.0,1953.732087524414,0,296.83203259277366,1656.9000549316404,18,-2.313395623779302,2000,,57.68764856410922,92.392,93.1295,0.0,0.0,0.0,96.93000030517578,-0.1474,FFIV,0.6,Hold,-0.201417950439442,10,175.61000061035156,0.0,0.0
2016-02-05,90.22000122070312,91.76000213623048,92.25,89.8499984741211,90.22000122070312,1137300.0,1920.79205456543,0,296.83203259277366,1623.9600219726562,18,-3.9603972717284996,2000,,37.40244649278458,91.68,92.9645,0.0,0.0,0.0,96.93000030517578,-0.2639,FFIV,0.6,Hold,-1.85141947631835,10,172.30999755859375,0.0,0.0
2016-02-06,90.22000122070312,91.76000213623048,92.25,89.8499984741211,90.22000122070312,1137300.0,1919.9800745544435,0,1108.0000635681154,811.9800109863281,9,-4.000996272277824,2000,cash_58%_Sell 50.0% of holdings (9 shares - Caution - MRI:0.60),37.40244649278458,90.922,92.7995,0.0,0.0,0.0,96.93000030517578,-0.319,FFIV,0.6,Hold,-1.85141947631835,10,172.30999755859375,0.0,0.0
2016-02-07,90.22000122070312,91.76000213623048,92.25,89.8499984741211,90.22000122070312,1137300.0,1919.889854553223,0,1198.129844787598,721.760009765625,8,-4.00550727233886,2000,cash_62%_Sell 11.1% of holdings (1 shares - Caution - MRI:0.60),37.40244649278458,90.78,92.6345,0.0,0.0,0.0,96.93000030517578,-0.3319,FFIV,0.6,Hold,-1.85141947631835,10,172.30999755859375,0.0,0.0
2016-02-08,88.18000030517578,89.79000091552734,89.79000091552734,87.11000061035156,88.18000030517578,1537400.0,1903.5698472290042,0,1198.129844787598,705.4400024414062,8,-4.821507638549793,2000,,32.040077668864555,90.178,92.3685,0.0,0.0,0.0,96.93000030517578,-0.459,FFIV,0.6,Hold,-3.036417034912098,10,169.94000244140625,0.0,0.0
2016-02-09,87.61000061035156,87.58999633789062,88.83999633789062,86.8499984741211,87.61000061035156,1043100.0,1899.0098496704104,0,1198.129844787598,700.8800048828125,8,-5.049507516479479,2000,,18.705565328937297,89.29,92.248,0.0,0.0,0.0,96.93000030517578,-0.5488,FFIV,0.6,Hold,-3.0114155090331884,10,169.99000549316406,0.0,0.0
2016-02-10,87.55000305175781,88.5999984741211,89.2699966430664,87.31999969482422,87.55000305175781,799600.0,1898.5298692016604,0,1198.129844787598,700.4000244140625,8,-5.073506539916983,2000,,20.15328940829822,88.756,92.15,0.0,0.0,0.0,96.93000030517578,-0.5736,FFIV,0.6,Hold,-3.066415814208967,10,169.8800048828125,0.0,0.0
2016-02-11,86.95999908447266,86.79000091552734,87.5999984741211,86.02999877929688,86.95999908447266,1229700.0,1893.8098374633792,0,1198.129844787598,695.6799926757812,8,-5.309508126831042,2000,,24.35187297918378,88.104,91.8095,0.0,0.0,0.0,96.93000030517578,-0.5924,FFIV,0.6,Hold,-4.156419781494125,10,167.6999969482422,0.0,0.0
2016-02-12,87.83000183105469,87.63999938964844,88.05999755859375,86.9000015258789,87.83000183105469,812300.0,1900.7698594360354,0,1198.129844787598,702.6400146484375,8,-4.9615070281982305,2000,,21.36675380367737,87.626,91.5125,0.0,0.0,0.0,96.93000030517578,-0.5014,FFIV,0.6,Hold,-2.4364185607909983,10,171.13999938964844,0.0,0.0
