Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,MRI_Stress,GeoMRI,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,49.84999847412109,49.83000183105469,49.84999847412109,49.34999847412109,49.84999847412109,17281200.0,999.0030000305177,0,2.0030305480959214,996.9999694824218,20,0.0,1000,"cash_0%_Buy 100% of cash (20 shares - DCA Strategy) Monthly invest 100.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,49.84999847412109,0.0,XLP,0.4833,RiskWatch,0.7829,0.1499,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,50.16999816894531,49.970001220703125,50.290000915527344,49.84000015258789,50.16999816894531,8630500.0,1005.4029939270022,0,2.0030305480959214,1003.3999633789062,20,0.639999389648449,1000,RiskWatch,0.0,0.0,0.0,0.0,0.0,0.0,50.16999816894531,0.0409,XLP,0.4953,RiskWatch,0.7652,0.1376,0.165000915527369,0,184.63999938964844,0.0,0.0
2016-01-06,50.0,49.66999816894531,50.20000076293945,49.63999938964844,50.0,12429100.0,1002.0030305480959,0,2.0030305480959214,1000.0,20,0.3000030517578356,1000,RiskWatch,0.0,0.0,0.0,0.0,0.0,0.0,50.16999816894531,0.0426,XLP,0.4885,RiskWatch,0.7897,0.1444,-1.0049972534179386,0,182.3000030517578,0.0,0.0
2016-01-07,49.400001525878906,49.43999862670898,49.93000030517578,49.220001220703125,49.400001525878906,16031500.0,990.003061065674,0,2.0030305480959214,988.0000305175781,20,-0.8999938964843635,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,50.16999816894531,-0.0355,XLP,0.4229,DeployReady,0.847,0.157,-3.2249984741210658,0,177.86000061035156,0.0,0.0
2016-01-08,49.02000045776367,49.720001220703125,49.720001220703125,48.91999816894531,49.02000045776367,14691000.0,982.4030397033694,0,2.0030305480959214,980.4000091552734,20,-1.6599960327148278,1000,DeployReady,0.0,49.688,0.0,0.0,0.0,0.0,50.16999816894531,-0.1316,XLP,0.424,DeployReady,0.8783,0.158,-4.1699981689452885,0,175.97000122070312,0.0,0.0
2016-01-09,49.02000045776367,49.720001220703125,49.720001220703125,48.91999816894531,49.02000045776367,14691000.0,982.4030397033694,0,2.0030305480959214,980.4000091552734,20,-1.6599960327148278,1000,DeployReady,0.0,49.688,0.0,0.0,0.0,0.0,50.16999816894531,-0.1316,XLP,0.424,DeployReady,0.8783,0.158,-4.1699981689452885,0,175.97000122070312,0.0,0.0
2016-01-10,49.02000045776367,49.720001220703125,49.720001220703125,48.91999816894531,49.02000045776367,14691000.0,982.4030397033694,0,2.0030305480959214,980.4000091552734,20,-1.6599960327148278,1000,DeployReady,0.0,49.688,0.0,0.0,0.0,0.0,50.16999816894531,-0.1316,XLP,0.424,DeployReady,0.8783,0.158,-4.1699981689452885,0,175.97000122070312,0.0,0.0
2016-01-11,49.47999954223633,49.31999969482422,49.65999984741211,49.0,49.47999954223633,15890200.0,991.6030213928225,0,2.0030305480959214,989.5999908447266,20,-0.7399978637695148,1000,DeployReady,0.0,49.614,0.0,0.0,0.0,0.0,50.16999816894531,-0.1258,XLP,0.4413,DeployReady,0.8648,0.1499,-4.15999603271482,0,175.99000549316406,0.0,0.0
2016-01-12,49.75,49.77999877929688,49.95000076293945,49.34999847412109,49.75,13171500.0,997.0030305480959,0,2.0030305480959214,995.0,20,-0.19999694824217595,1000,DeployReady,0.0,49.53,0.0,0.0,0.0,0.0,50.16999816894531,-0.0804,XLP,0.4783,DeployReady,0.8501,0.1378,-3.430000305175751,0,177.4499969482422,0.0,0.0
2016-01-13,48.84000015258789,49.810001373291016,49.84999847412109,48.790000915527344,48.84000015258789,19407900.0,978.8030335998537,0,2.0030305480959214,976.8000030517578,20,-2.0199966430663907,1000,DeployReady,0.0,49.298,0.0,0.0,0.0,0.0,50.16999816894531,-0.1641,XLP,0.4467,DeployReady,0.8795,0.1261,-5.599998474121072,0,173.11000061035156,0.0,0.0
