Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs
2016-01-04,77.76000213623047,77.79000091552734,78.6500015258789,76.54000091552734,77.76000213623047,1426700.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,0.0,0.0,0.0,0.0,0.0,77.76000213623047,0.0,WDAY,0.6,Hold,0.0,0.0,184.3099975585937
2016-01-05,77.23999786376953,78.33000183105469,78.51000213623047,77.0,77.23999786376953,679200.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,0.0,0.0,0.0,0.0,0.0,77.76000213623047,-0.0427,WDAY,0.7,Hold,0.0,0.0,184.63999938964844
2016-01-06,74.4000015258789,75.0199966430664,75.51000213623047,73.70999908447266,74.4000015258789,2187600.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,0.0,0.0,0.0,0.0,0.0,77.76000213623047,-0.3013,WDAY,0.6,Hold,0.0,0.0,182.3000030517578
2016-01-07,71.75,72.80999755859375,73.7699966430664,71.02999877929688,71.75,1662400.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,0.0,0.0,0.0,0.0,0.0,77.76000213623047,-0.669,WDAY,0.6,Hold,0.0,0.0,177.86000061035156
2016-01-08,71.06999969482422,72.16000366210938,72.83000183105469,70.69999694824219,71.06999969482422,1463200.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,74.444,0.0,0.0,0.0,0.0,77.76000213623047,-0.9236,WDAY,0.6,Hold,0.0,0.0,175.97000122070312
2016-01-09,71.06999969482422,72.16000366210938,72.83000183105469,70.69999694824219,71.06999969482422,1463200.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,74.444,0.0,0.0,0.0,0.0,77.76000213623047,-0.9236,WDAY,0.6,Hold,0.0,0.0,175.97000122070312
2016-01-10,71.06999969482422,72.16000366210938,72.83000183105469,70.69999694824219,71.06999969482422,1463200.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,74.444,0.0,0.0,0.0,0.0,77.76000213623047,-0.9236,WDAY,0.6,Hold,0.0,0.0,175.97000122070312
2016-01-11,70.25,71.2300033569336,71.87000274658203,68.6500015258789,70.25,1764700.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,72.942,0.0,0.0,0.0,0.0,77.76000213623047,-1.1045,WDAY,0.6,Hold,0.0,0.0,175.99000549316406
2016-01-12,71.9000015258789,71.30000305175781,73.76000213623047,70.37999725341797,71.9000015258789,1984400.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,71.874,0.0,0.0,0.0,0.0,77.76000213623047,-1.0159,WDAY,0.6,Hold,0.0,0.0,177.4499969482422
2016-01-13,71.26000213623047,71.80999755859375,72.88999938964844,68.9000015258789,71.26000213623047,2250200.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,71.246,0.0,0.0,0.0,0.0,77.76000213623047,-0.9548,WDAY,0.6,Hold,0.0,0.0,173.11000061035156
2016-01-14,70.5,71.91000366210938,72.37000274658203,69.54000091552734,70.5,6579300.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,70.996,0.0,0.0,0.0,0.0,77.76000213623047,-0.923,WDAY,0.6,Hold,0.0,0.0,175.9199981689453
2016-01-15,67.87000274658203,68.44999694824219,69.25,67.47000122070312,67.87000274658203,3124700.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,70.356,0.0,0.0,0.0,0.0,77.76000213623047,-1.074,WDAY,0.6,Hold,0.0,0.0,172.14999389648438
2016-01-16,67.87000274658203,68.44999694824219,69.25,67.47000122070312,67.87000274658203,3124700.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,70.356,0.0,0.0,0.0,0.0,77.76000213623047,-1.074,WDAY,0.6,Hold,0.0,0.0,172.14999389648438
2016-01-17,67.87000274658203,68.44999694824219,69.25,67.47000122070312,67.87000274658203,3124700.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,70.356,0.0,0.0,0.0,0.0,77.76000213623047,-1.074,WDAY,0.6,Hold,0.0,0.0,172.14999389648438
2016-01-18,67.87000274658203,68.44999694824219,69.25,67.47000122070312,67.87000274658203,3124700.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,70.356,0.0,0.0,0.0,0.0,77.76000213623047,-1.074,WDAY,0.6,Hold,0.0,0.0,172.14999389648438
2016-01-19,66.0999984741211,68.55999755859375,68.86000061035156,65.11000061035156,66.0999984741211,3251800.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,69.526,0.0,0.0,0.0,0.0,77.76000213623047,-1.2593,WDAY,0.6,Hold,0.0,0.0,172.33999633789062
2016-01-20,67.48999786376953,64.94999694824219,68.25,62.81999969482422,67.48999786376953,2906900.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,68.644,0.0,0.0,0.0,0.0,77.76000213623047,-1.174,WDAY,0.6,Hold,0.0,0.0,170.32000732421875
2016-01-21,68.5999984741211,67.48999786376953,69.9000015258789,65.76000213623047,68.5999984741211,2311300.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,0.0,68.112,0.0,0.0,0.0,0.0,77.76000213623047,-0.9413,WDAY,0.6,Hold,0.0,0.0,171.14999389648438
2016-01-22,69.47000122070312,69.75,70.69999694824219,69.0,69.47000122070312,1068100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,27.38680677330055,67.906,0.0,0.0,0.0,0.0,77.76000213623047,-0.6456,WDAY,0.6,Hold,0.0,0.0,174.66000366210938
2016-01-23,69.47000122070312,69.75,70.69999694824219,69.0,69.47000122070312,1068100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,27.38680677330055,67.906,0.0,0.0,0.0,0.0,77.76000213623047,-0.6456,WDAY,0.6,Hold,0.0,0.0,174.66000366210938
2016-01-24,69.47000122070312,69.75,70.69999694824219,69.0,69.47000122070312,1068100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,27.38680677330055,67.906,0.0,0.0,0.0,0.0,77.76000213623047,-0.6456,WDAY,0.6,Hold,0.0,0.0,174.66000366210938
2016-01-25,67.37000274658203,69.43000030517578,69.52999877929688,67.20999908447266,67.37000274658203,1144200.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,24.57171964170614,67.806,0.0,0.0,0.0,0.0,77.76000213623047,-0.5926,WDAY,0.6,Hold,0.0,0.0,172.07000732421875
2016-01-26,66.6500015258789,67.5,67.52999877929688,65.23999786376953,66.6500015258789,1628100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,24.3335098608884,67.916,0.0,0.0,0.0,0.0,77.76000213623047,-0.5705,WDAY,0.6,Hold,0.0,0.0,174.39999389648438
2016-01-27,64.5,65.83000183105469,66.47000122070312,63.70000076293945,64.5,1891400.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,25.17553529128854,67.318,0.0,0.0,0.0,0.0,77.76000213623047,-0.7007,WDAY,0.6,Hold,0.0,0.0,172.4199981689453
2016-01-28,62.02999877929688,63.2400016784668,63.900001525878906,60.16999816894531,62.02999877929688,4898000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,25.404867365976017,66.004,0.0,0.0,0.0,0.0,77.76000213623047,-0.9536,WDAY,0.6,Hold,0.0,0.0,173.36000061035156
2016-01-29,63.0099983215332,62.709999084472656,64.19999694824219,62.04999923706055,63.0099983215332,2059100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,29.91027478548992,64.712,0.0,0.0,0.0,0.0,77.76000213623047,-0.9481,WDAY,0.6,Hold,0.0,0.0,177.75
2016-01-30,63.0099983215332,62.709999084472656,64.19999694824219,62.04999923706055,63.0099983215332,2059100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,29.91027478548992,64.712,0.0,0.0,0.0,0.0,77.76000213623047,-0.9481,WDAY,0.6,Hold,0.0,0.0,177.75
2016-01-31,63.0099983215332,62.709999084472656,64.19999694824219,62.04999923706055,63.0099983215332,2059100.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,,29.91027478548992,64.712,0.0,0.0,0.0,0.0,77.76000213623047,-0.9481,WDAY,0.6,Hold,0.0,0.0,177.75
2016-02-01,64.83999633789062,62.560001373291016,65.9000015258789,62.5,64.83999633789062,2295300.0,1990.2740005493165,0.0,45.07411041259775,1945.1998901367188,30.0,-0.4862999725341765,2000.0,"cash_2%_Buy 100% of cash (30 shares - DCA Strategy) Monthly invest 50.0% of total investment ($1,000.00)",37.16183725315821,64.206,69.203,0.0,0.0,0.0,77.76000213623047,-0.6928,WDAY,0.7,Hold,-0.4883724899291897,11.0,177.58999633789062
2016-02-02,61.790000915527344,64.22000122070312,64.83999633789062,61.68999862670898,61.790000915527344,2709200.0,1898.774137878418,0.0,45.07411041259775,1853.7000274658203,30.0,-5.061293106079101,2000.0,"cash_2%_Buy 100% of cash (30 shares - DCA Strategy) Monthly invest 50.0% of total investment ($1,000.00)",27.50333764771551,63.234,68.4045,0.0,0.0,0.0,77.76000213623047,-0.7562,WDAY,0.6,Hold,-2.259373161315914,11.0,174.3699951171875
2016-02-03,63.060001373291016,62.40999984741211,63.5,60.56999969482422,63.060001373291016,1749000.0,1936.874151611328,0.0,45.07411041259775,1891.8000411987305,30.0,-3.156292419433593,2000.0,"cash_2%_Buy 100% of cash (30 shares - DCA Strategy) Monthly invest 50.0% of total investment ($1,000.00)",32.25108235831496,62.946,67.6955,0.0,0.0,0.0,77.76000213623047,-0.603,WDAY,0.6,Hold,-1.6983708114623908,11.0,175.38999938964844
2016-02-04,64.83999633789062,62.9900016784668,65.08000183105469,62.36000061035156,64.83999633789062,1839000.0,1990.2740005493165,0.0,45.07411041259775,1945.1998901367188,30.0,-0.4862999725341765,2000.0,"cash_2%_Buy 100% of cash (30 shares - DCA Strategy) Monthly invest 50.0% of total investment ($1,000.00)",38.26698837497658,63.508,67.2175,0.0,0.0,0.0,77.76000213623047,-0.267,WDAY,0.6,Hold,-1.5773701400756734,11.0,175.61000061035156
