Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,MRI_Stress,GeoMRI,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,90.0199966430664,91.47000122070312,91.54000091552734,89.55999755859375,90.0199966430664,2089900.0,999.0097800369265,0,8.789816963196017,990.2199630737305,11,0.0,1000,"cash_1%_Buy 100% of cash (11 shares - DCA Strategy) Monthly invest 100.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,90.0199966430664,0.0,SYK,0.5577,DeployReady,0.8841,0.1488,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,90.88999938964844,90.12000274658205,91.0199966430664,89.9800033569336,90.88999938964844,1533500.0,1008.5798102493288,0,8.789816963196017,999.7899932861328,11,0.9570030212402325,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,90.88999938964844,0.0616,SYK,0.5837,DeployReady,0.871,0.1367,0.16500091552736906,0,184.63999938964844,0.0,0.0
2016-01-06,90.75,89.69000244140625,91.11000061035156,89.69000244140625,90.75,2083800.0,1007.039816963196,0,8.789816963196017,998.25,11,0.8030036926269468,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,90.88999938964844,0.0869,SYK,0.5819,DeployReady,0.888,0.1437,-1.0049972534179386,0,182.3000030517578,0.0,0.0
2016-01-07,88.44000244140625,89.52999877929688,90.08000183105467,88.01000213623047,88.44000244140625,2030000.0,981.6298438186648,0,8.789816963196017,972.8400268554688,11,-1.7379936218261727,1000,DeployReady,0.0,0.0,0.0,0.0,0.0,0.0,90.88999938964844,-0.0657,SYK,0.5361,DeployReady,0.9213,0.1566,-3.2249984741210658,0,177.86000061035156,0.0,0.0
2016-01-08,87.88999938964844,89.0,89.69999694824219,87.68000030517578,87.88999938964844,1577100.0,975.5798102493288,0,8.789816963196017,966.7899932861328,11,-2.3429969787597704,1000,DeployReady,0.0,89.598,0.0,0.0,0.0,0.0,90.88999938964844,-0.1975,SYK,0.5369,DeployReady,0.9387,0.1578,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-09,87.88999938964844,89.0,89.69999694824219,87.68000030517578,87.88999938964844,1577100.0,975.5798102493288,0,8.789816963196017,966.7899932861328,11,-2.3429969787597704,1000,DeployReady,0.0,89.172,0.0,0.0,0.0,0.0,90.88999938964844,-0.27,SYK,0.5369,DeployReady,0.9387,0.1578,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-10,87.88999938964844,89.0,89.69999694824219,87.68000030517578,87.88999938964844,1577100.0,975.5798102493288,0,8.789816963196017,966.7899932861328,11,-2.3429969787597704,1000,DeployReady,0.0,88.572,0.0,0.0,0.0,0.0,90.88999938964844,-0.3007,SYK,0.5369,DeployReady,0.9387,0.1578,-4.169998168945288,0,175.97000122070312,0.0,0.0
2016-01-11,87.52999877929688,88.1500015258789,88.47000122070312,86.68000030517578,87.52999877929688,1763100.0,971.6198035354616,0,8.789816963196017,962.8299865722656,11,-2.7389976501464908,1000,DeployReady,0.0,87.928,0.0,0.0,0.0,0.0,90.88999938964844,-0.3287,SYK,0.5414,DeployReady,0.9312,0.1497,-4.159996032714819,0,175.99000549316406,0.0,0.0
2016-01-12,88.7300033569336,88.02999877929688,89.0999984741211,87.63999938964844,88.7300033569336,1536400.0,984.8198538894655,0,8.789816963196017,976.0300369262695,11,-1.4189926147460952,1000,DeployReady,0.0,87.986,0.0,0.0,0.0,0.0,90.88999938964844,-0.2408,SYK,0.5789,DeployReady,0.9231,0.1375,-3.430000305175751,0,177.4499969482422,0.0,0.0
2016-01-13,89.30999755859375,89.56999969482422,91.75,88.80000305175781,89.30999755859375,3088700.0,991.1997901077273,0,8.789816963196017,982.4099731445312,11,-0.7809989929199235,1000,DeployReady,0.0,88.27,0.0,0.0,0.0,0.0,90.88999938964844,-0.1287,SYK,0.5581,DeployReady,0.9392,0.1257,-5.599998474121071,0,173.11000061035156,0.0,0.0
