Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,5,12,-7,0.8,-0.0,16.7,15.2
2017-2019,34,26,9,0.8,0.1,16.7,20.0
2018-2020,48,24,24,0.96,0.3,37.3,24.7
2019-2021,122,66,56,0.99,0.8,37.3,39.1
2020-2022,46,7,39,0.97,0.5,37.3,34.3
2021-2023,14,22,-9,0.88,-0.2,30.3,32.5
2022-2024,31,35,-4,0.82,-0.1,26.0,43.2
2023-2025,95,81,14,0.84,0.3,19.4,54.3
2024-2026,98,79,19,0.8,0.4,22.7,54.2
