Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-5,12,-17,1.07,-0.0,19.7,139.2
2017-2019,-5,26,-30,0.97,-0.1,19.7,162.5
2018-2020,-56,24,-80,1.25,-0.2,51.5,91.2
2019-2021,21,66,-46,1.31,-0.1,51.5,144.9
2020-2022,6,7,-2,1.24,-0.0,47.6,124.7
2021-2023,52,22,29,1.04,0.0,33.2,148.7
2022-2024,48,35,13,0.97,0.0,33.2,212.2
2023-2025,125,81,44,1.03,0.0,24.5,281.5
2024-2026,86,75,11,0.94,0.2,23.8,252.8
