Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-10,12,-22,1.18,-0.1,27.0,6.1
2017-2019,31,26,5,1.09,0.0,27.0,10.0
2018-2020,19,24,-5,0.97,-0.0,43.9,11.4
2019-2021,89,66,22,0.96,0.0,43.9,14.6
2020-2022,-16,7,-23,0.98,-0.0,43.9,9.7
2021-2023,19,22,-3,1.09,-0.0,31.7,13.9
2022-2024,14,35,-21,1.06,-0.2,25.3,15.1
2023-2025,23,81,-58,1.02,-0.6,27.8,13.2
2024-2026,22,71,-49,0.96,-0.6,27.8,16.0
